LocationTime,LOCATION,INDICATOR,TIME,Value
IDN-1997,IDN,ALCOHOL,1997,0.1
IDN-1998,IDN,ALCOHOL,1998,0.1
IDN-1999,IDN,ALCOHOL,1999,0.1
IDN-2000,IDN,ALCOHOL,2000,0.1
IDN-2001,IDN,ALCOHOL,2001,0.1
IDN-2002,IDN,ALCOHOL,2002,0.1
IDN-2003,IDN,ALCOHOL,2003,0.1
IDN-2004,IDN,ALCOHOL,2004,0.1
IDN-2005,IDN,ALCOHOL,2005,0.1
IDN-2006,IDN,ALCOHOL,2006,0.1
IDN-2007,IDN,ALCOHOL,2007,0.1
IDN-2008,IDN,ALCOHOL,2008,0.1
IDN-2009,IDN,ALCOHOL,2009,0.1
IDN-2010,IDN,ALCOHOL,2010,0.1
IDN-2011,IDN,ALCOHOL,2011,0.1
IDN-2012,IDN,ALCOHOL,2012,0.1
IDN-2013,IDN,ALCOHOL,2013,0.1
IDN-2014,IDN,ALCOHOL,2014,0.1
IDN-2015,IDN,ALCOHOL,2015,0.1
IDN-2016,IDN,ALCOHOL,2016,0.1
IDN-2017,IDN,ALCOHOL,2017,0.1
IDN-2018,IDN,ALCOHOL,2018,0.1
IDN-2019,IDN,ALCOHOL,2019,0.1
ISR-1990,ISR,ALCOHOL,1990,1.8
ISR-1991,ISR,ALCOHOL,1991,1.7
ISR-1992,ISR,ALCOHOL,1992,1.8
ISR-1993,ISR,ALCOHOL,1993,2.2
ISR-1994,ISR,ALCOHOL,1994,1.7
ISR-1995,ISR,ALCOHOL,1995,1.5
ISR-1996,ISR,ALCOHOL,1996,1.6
ISR-1997,ISR,ALCOHOL,1997,2.0
ISR-1998,ISR,ALCOHOL,1998,2.1
ISR-1999,ISR,ALCOHOL,1999,2.0
ISR-2000,ISR,ALCOHOL,2000,2.6
ISR-2001,ISR,ALCOHOL,2001,2.8
ISR-2002,ISR,ALCOHOL,2002,2.8
ISR-2003,ISR,ALCOHOL,2003,2.6
ISR-2004,ISR,ALCOHOL,2004,2.4
ISR-2005,ISR,ALCOHOL,2005,2.5
ISR-2006,ISR,ALCOHOL,2006,2.3
ISR-2007,ISR,ALCOHOL,2007,2.5
ISR-2008,ISR,ALCOHOL,2008,2.6
ISR-2009,ISR,ALCOHOL,2009,2.7
ISR-2010,ISR,ALCOHOL,2010,2.8
ISR-2011,ISR,ALCOHOL,2011,2.8
ISR-2012,ISR,ALCOHOL,2012,2.9
ISR-2013,ISR,ALCOHOL,2013,2.9
ISR-2014,ISR,ALCOHOL,2014,2.7
ISR-2015,ISR,ALCOHOL,2015,2.7
ISR-2016,ISR,ALCOHOL,2016,2.7
ISR-2017,ISR,ALCOHOL,2017,2.9
ISR-2018,ISR,ALCOHOL,2018,3.0
ISR-2019,ISR,ALCOHOL,2019,3.1
RUS-1990,RUS,ALCOHOL,1990,16.5
RUS-1991,RUS,ALCOHOL,1991,16.1
RUS-1992,RUS,ALCOHOL,1992,18.5
RUS-1993,RUS,ALCOHOL,1993,21.7
RUS-1994,RUS,ALCOHOL,1994,23.6
RUS-1995,RUS,ALCOHOL,1995,21.0
RUS-1996,RUS,ALCOHOL,1996,19.2
RUS-1997,RUS,ALCOHOL,1997,17.5
RUS-1998,RUS,ALCOHOL,1998,16.9
RUS-1999,RUS,ALCOHOL,1999,17.5
RUS-2000,RUS,ALCOHOL,2000,18.8
RUS-2001,RUS,ALCOHOL,2001,19.4
RUS-2002,RUS,ALCOHOL,2002,19.8
RUS-2003,RUS,ALCOHOL,2003,19.8
RUS-2004,RUS,ALCOHOL,2004,19.3
RUS-2008,RUS,ALCOHOL,2008,18.4
RUS-2009,RUS,ALCOHOL,2009,16.1
RUS-2010,RUS,ALCOHOL,2010,15.8
RUS-2011,RUS,ALCOHOL,2011,15.4
RUS-2012,RUS,ALCOHOL,2012,14.8
RUS-2013,RUS,ALCOHOL,2013,14.1
RUS-2014,RUS,ALCOHOL,2014,14.0
RUS-2015,RUS,ALCOHOL,2015,13.3
RUS-2016,RUS,ALCOHOL,2016,13.0
RUS-2017,RUS,ALCOHOL,2017,11.1
RUS-2018,RUS,ALCOHOL,2018,11.1
RUS-2019,RUS,ALCOHOL,2019,10.8
SVN-1990,SVN,ALCOHOL,1990,13.8
SVN-1991,SVN,ALCOHOL,1991,13.2
SVN-1992,SVN,ALCOHOL,1992,13.6
SVN-1993,SVN,ALCOHOL,1993,14.3
SVN-1994,SVN,ALCOHOL,1994,13.4
SVN-1995,SVN,ALCOHOL,1995,13.4
SVN-1996,SVN,ALCOHOL,1996,12.0
SVN-1997,SVN,ALCOHOL,1997,11.2
SVN-1998,SVN,ALCOHOL,1998,8.3
SVN-1999,SVN,ALCOHOL,1999,10.6
SVN-2000,SVN,ALCOHOL,2000,11.2
SVN-2001,SVN,ALCOHOL,2001,13.0
SVN-2002,SVN,ALCOHOL,2002,11.6
SVN-2003,SVN,ALCOHOL,2003,11.2
SVN-2004,SVN,ALCOHOL,2004,13.5
SVN-2005,SVN,ALCOHOL,2005,10.3
SVN-2006,SVN,ALCOHOL,2006,12.2
SVN-2007,SVN,ALCOHOL,2007,11.0
SVN-2008,SVN,ALCOHOL,2008,11.0
SVN-2009,SVN,ALCOHOL,2009,10.5
SVN-2010,SVN,ALCOHOL,2010,10.3
SVN-2011,SVN,ALCOHOL,2011,10.6
SVN-2012,SVN,ALCOHOL,2012,11.0
SVN-2013,SVN,ALCOHOL,2013,9.5
SVN-2014,SVN,ALCOHOL,2014,10.9
SVN-2015,SVN,ALCOHOL,2015,11.5
SVN-2016,SVN,ALCOHOL,2016,10.5
SVN-2017,SVN,ALCOHOL,2017,10.1
SVN-2018,SVN,ALCOHOL,2018,10.0
SVN-2019,SVN,ALCOHOL,2019,11.1
SVN-2020,SVN,ALCOHOL,2020,9.8
ZAF-1990,ZAF,ALCOHOL,1990,9.2
ZAF-1991,ZAF,ALCOHOL,1991,9.0
ZAF-1992,ZAF,ALCOHOL,1992,9.1
ZAF-1993,ZAF,ALCOHOL,1993,8.8
ZAF-1994,ZAF,ALCOHOL,1994,9.2
ZAF-1995,ZAF,ALCOHOL,1995,9.0
ZAF-1996,ZAF,ALCOHOL,1996,9.1
ZAF-1997,ZAF,ALCOHOL,1997,9.2
ZAF-1998,ZAF,ALCOHOL,1998,8.8
ZAF-1999,ZAF,ALCOHOL,1999,8.5
ZAF-2000,ZAF,ALCOHOL,2000,7.7
ZAF-2001,ZAF,ALCOHOL,2001,7.6
ZAF-2002,ZAF,ALCOHOL,2002,7.5
ZAF-2003,ZAF,ALCOHOL,2003,7.3
ZAF-2004,ZAF,ALCOHOL,2004,7.2
ZAF-2005,ZAF,ALCOHOL,2005,7.2
ZAF-2006,ZAF,ALCOHOL,2006,7.3
ZAF-2007,ZAF,ALCOHOL,2007,7.5
ZAF-2008,ZAF,ALCOHOL,2008,7.5
ZAF-2009,ZAF,ALCOHOL,2009,7.3
ZAF-2010,ZAF,ALCOHOL,2010,7.1
ZAF-2011,ZAF,ALCOHOL,2011,7.2
ZAF-2012,ZAF,ALCOHOL,2012,7.2
ZAF-2013,ZAF,ALCOHOL,2013,7.2
ZAF-2014,ZAF,ALCOHOL,2014,7.2
ZAF-2015,ZAF,ALCOHOL,2015,7.2
ZAF-2016,ZAF,ALCOHOL,2016,7.3
ZAF-2017,ZAF,ALCOHOL,2017,7.3
ZAF-2018,ZAF,ALCOHOL,2018,7.2
ZAF-2019,ZAF,ALCOHOL,2019,7.2
COL-1990,COL,ALCOHOL,1990,7.0
COL-1991,COL,ALCOHOL,1991,7.3
COL-1992,COL,ALCOHOL,1992,6.2
COL-1993,COL,ALCOHOL,1993,6.7
COL-1994,COL,ALCOHOL,1994,6.8
COL-1995,COL,ALCOHOL,1995,7.0
COL-1996,COL,ALCOHOL,1996,6.7
COL-1997,COL,ALCOHOL,1997,6.5
COL-1998,COL,ALCOHOL,1998,6.6
COL-1999,COL,ALCOHOL,1999,6.3
COL-2000,COL,ALCOHOL,2000,4.5
COL-2001,COL,ALCOHOL,2001,4.3
COL-2002,COL,ALCOHOL,2002,4.3
COL-2003,COL,ALCOHOL,2003,4.1
COL-2004,COL,ALCOHOL,2004,4.1
COL-2005,COL,ALCOHOL,2005,4.3
COL-2006,COL,ALCOHOL,2006,4.4
COL-2007,COL,ALCOHOL,2007,4.5
COL-2008,COL,ALCOHOL,2008,4.4
COL-2009,COL,ALCOHOL,2009,4.2
COL-2010,COL,ALCOHOL,2010,4.2
COL-2011,COL,ALCOHOL,2011,4.3
COL-2012,COL,ALCOHOL,2012,4.4
COL-2013,COL,ALCOHOL,2013,4.3
COL-2014,COL,ALCOHOL,2014,4.2
COL-2015,COL,ALCOHOL,2015,4.2
COL-2016,COL,ALCOHOL,2016,4.5
COL-2017,COL,ALCOHOL,2017,4.2
COL-2018,COL,ALCOHOL,2018,4.2
COL-2019,COL,ALCOHOL,2019,4.1
LVA-1990,LVA,ALCOHOL,1990,6.7
LVA-1991,LVA,ALCOHOL,1991,6.7
LVA-1992,LVA,ALCOHOL,1992,6.9
LVA-1993,LVA,ALCOHOL,1993,8.0
LVA-1994,LVA,ALCOHOL,1994,9.6
LVA-1995,LVA,ALCOHOL,1995,9.1
LVA-1996,LVA,ALCOHOL,1996,8.4
LVA-1997,LVA,ALCOHOL,1997,8.4
LVA-1998,LVA,ALCOHOL,1998,8.9
LVA-1999,LVA,ALCOHOL,1999,8.8
LVA-2000,LVA,ALCOHOL,2000,7.1
LVA-2001,LVA,ALCOHOL,2001,6.7
LVA-2002,LVA,ALCOHOL,2002,7.4
LVA-2003,LVA,ALCOHOL,2003,8.2
LVA-2004,LVA,ALCOHOL,2004,8.8
LVA-2005,LVA,ALCOHOL,2005,9.9
LVA-2006,LVA,ALCOHOL,2006,10.4
LVA-2007,LVA,ALCOHOL,2007,12.1
LVA-2008,LVA,ALCOHOL,2008,11.8
LVA-2009,LVA,ALCOHOL,2009,9.9
LVA-2010,LVA,ALCOHOL,2010,9.8
LVA-2011,LVA,ALCOHOL,2011,10.1
LVA-2012,LVA,ALCOHOL,2012,10.2
LVA-2013,LVA,ALCOHOL,2013,10.4
LVA-2014,LVA,ALCOHOL,2014,10.6
LVA-2015,LVA,ALCOHOL,2015,10.8
LVA-2016,LVA,ALCOHOL,2016,11.3
LVA-2017,LVA,ALCOHOL,2017,10.9
LVA-2018,LVA,ALCOHOL,2018,11.0
LVA-2019,LVA,ALCOHOL,2019,11.6
LVA-2020,LVA,ALCOHOL,2020,12.1
LTU-1995,LTU,ALCOHOL,1995,7.9
LTU-1996,LTU,ALCOHOL,1996,7.9
LTU-1997,LTU,ALCOHOL,1997,8.7
LTU-1998,LTU,ALCOHOL,1998,8.0
LTU-1999,LTU,ALCOHOL,1999,8.6
LTU-2000,LTU,ALCOHOL,2000,9.7
LTU-2001,LTU,ALCOHOL,2001,10.5
LTU-2002,LTU,ALCOHOL,2002,11.1
LTU-2003,LTU,ALCOHOL,2003,11.3
LTU-2004,LTU,ALCOHOL,2004,12.2
LTU-2005,LTU,ALCOHOL,2005,12.5
LTU-2006,LTU,ALCOHOL,2006,13.2
LTU-2007,LTU,ALCOHOL,2007,13.9
LTU-2008,LTU,ALCOHOL,2008,13.9
LTU-2009,LTU,ALCOHOL,2009,13.1
LTU-2010,LTU,ALCOHOL,2010,13.5
LTU-2011,LTU,ALCOHOL,2011,14.7
LTU-2012,LTU,ALCOHOL,2012,14.7
LTU-2013,LTU,ALCOHOL,2013,14.5
LTU-2014,LTU,ALCOHOL,2014,14.2
LTU-2015,LTU,ALCOHOL,2015,14.0
LTU-2016,LTU,ALCOHOL,2016,13.2
LTU-2017,LTU,ALCOHOL,2017,12.3
LTU-2018,LTU,ALCOHOL,2018,11.2
LTU-2019,LTU,ALCOHOL,2019,11.1
LTU-2020,LTU,ALCOHOL,2020,11.4
CRI-1990,CRI,ALCOHOL,1990,6.1
CRI-1991,CRI,ALCOHOL,1991,6.1
CRI-1992,CRI,ALCOHOL,1992,5.6
CRI-1993,CRI,ALCOHOL,1993,5.6
CRI-1994,CRI,ALCOHOL,1994,6.1
CRI-1995,CRI,ALCOHOL,1995,5.9
CRI-1996,CRI,ALCOHOL,1996,5.6
CRI-1997,CRI,ALCOHOL,1997,5.6
CRI-1998,CRI,ALCOHOL,1998,5.6
CRI-1999,CRI,ALCOHOL,1999,5.4
CRI-2000,CRI,ALCOHOL,2000,4.2
CRI-2001,CRI,ALCOHOL,2001,4.3
CRI-2002,CRI,ALCOHOL,2002,4.2
CRI-2003,CRI,ALCOHOL,2003,4.1
CRI-2004,CRI,ALCOHOL,2004,4.1
CRI-2005,CRI,ALCOHOL,2005,4.1
CRI-2006,CRI,ALCOHOL,2006,4.2
CRI-2007,CRI,ALCOHOL,2007,4.3
CRI-2008,CRI,ALCOHOL,2008,4.3
CRI-2009,CRI,ALCOHOL,2009,4.1
CRI-2010,CRI,ALCOHOL,2010,3.7
CRI-2011,CRI,ALCOHOL,2011,3.3
CRI-2012,CRI,ALCOHOL,2012,3.2
CRI-2013,CRI,ALCOHOL,2013,3.1
CRI-2014,CRI,ALCOHOL,2014,3.2
CRI-2015,CRI,ALCOHOL,2015,3.2
CRI-2016,CRI,ALCOHOL,2016,3.4
CRI-2017,CRI,ALCOHOL,2017,3.3
CRI-2018,CRI,ALCOHOL,2018,3.3
CRI-2019,CRI,ALCOHOL,2019,3.1
CRI-2020,CRI,ALCOHOL,2020,3.2
ARG-2010,ARG,ALCOHOL,2010,8.2
ARG-2011,ARG,ALCOHOL,2011,7.7
ARG-2012,ARG,ALCOHOL,2012,8.0
ARG-2013,ARG,ALCOHOL,2013,8.3
ARG-2014,ARG,ALCOHOL,2014,7.9
ARG-2015,ARG,ALCOHOL,2015,8.5
ARG-2016,ARG,ALCOHOL,2016,8.4
ARG-2017,ARG,ALCOHOL,2017,8.3
ARG-2018,ARG,ALCOHOL,2018,8.0
ARG-2019,ARG,ALCOHOL,2019,8.0
BGR-2000,BGR,ALCOHOL,2000,10.1
BGR-2001,BGR,ALCOHOL,2001,11.2
BGR-2002,BGR,ALCOHOL,2002,10.6
BGR-2003,BGR,ALCOHOL,2003,11.2
BGR-2004,BGR,ALCOHOL,2004,11.0
BGR-2005,BGR,ALCOHOL,2005,10.5
BGR-2006,BGR,ALCOHOL,2006,10.4
BGR-2007,BGR,ALCOHOL,2007,10.9
BGR-2008,BGR,ALCOHOL,2008,11.0
BGR-2009,BGR,ALCOHOL,2009,11.0
BGR-2010,BGR,ALCOHOL,2010,9.8
BGR-2011,BGR,ALCOHOL,2011,9.9
BGR-2012,BGR,ALCOHOL,2012,10.9
BGR-2013,BGR,ALCOHOL,2013,10.3
BGR-2014,BGR,ALCOHOL,2014,10.3
BGR-2015,BGR,ALCOHOL,2015,10.9
BGR-2016,BGR,ALCOHOL,2016,11.1
BGR-2017,BGR,ALCOHOL,2017,10.9
BGR-2018,BGR,ALCOHOL,2018,11.5
BGR-2019,BGR,ALCOHOL,2019,11.2
HRV-2000,HRV,ALCOHOL,2000,14.1
HRV-2001,HRV,ALCOHOL,2001,14.6
HRV-2002,HRV,ALCOHOL,2002,14.8
HRV-2003,HRV,ALCOHOL,2003,13.8
HRV-2004,HRV,ALCOHOL,2004,13.1
HRV-2005,HRV,ALCOHOL,2005,11.6
HRV-2006,HRV,ALCOHOL,2006,11.8
HRV-2007,HRV,ALCOHOL,2007,12.3
HRV-2008,HRV,ALCOHOL,2008,12.3
HRV-2009,HRV,ALCOHOL,2009,12.1
HRV-2010,HRV,ALCOHOL,2010,10.7
HRV-2011,HRV,ALCOHOL,2011,11.0
HRV-2012,HRV,ALCOHOL,2012,10.6
HRV-2013,HRV,ALCOHOL,2013,10.4
HRV-2014,HRV,ALCOHOL,2014,9.5
HRV-2015,HRV,ALCOHOL,2015,9.6
HRV-2016,HRV,ALCOHOL,2016,10.0
HRV-2017,HRV,ALCOHOL,2017,9.7
HRV-2018,HRV,ALCOHOL,2018,9.6
HRV-2019,HRV,ALCOHOL,2019,9.6
PER-2010,PER,ALCOHOL,2010,5.2
PER-2011,PER,ALCOHOL,2011,5.2
PER-2012,PER,ALCOHOL,2012,5.4
PER-2013,PER,ALCOHOL,2013,5.3
PER-2014,PER,ALCOHOL,2014,5.5
PER-2015,PER,ALCOHOL,2015,5.7
PER-2016,PER,ALCOHOL,2016,5.6
PER-2017,PER,ALCOHOL,2017,5.8
PER-2018,PER,ALCOHOL,2018,5.7
PER-2019,PER,ALCOHOL,2019,5.7
ROU-2000,ROU,ALCOHOL,2000,10.2
ROU-2001,ROU,ALCOHOL,2001,9.8
ROU-2002,ROU,ALCOHOL,2002,9.6
ROU-2003,ROU,ALCOHOL,2003,8.8
ROU-2004,ROU,ALCOHOL,2004,9.8
ROU-2005,ROU,ALCOHOL,2005,10.0
ROU-2006,ROU,ALCOHOL,2006,10.3
ROU-2007,ROU,ALCOHOL,2007,11.6
ROU-2008,ROU,ALCOHOL,2008,13.1
ROU-2009,ROU,ALCOHOL,2009,11.8
ROU-2010,ROU,ALCOHOL,2010,10.0
ROU-2011,ROU,ALCOHOL,2011,9.6
ROU-2012,ROU,ALCOHOL,2012,9.7
ROU-2013,ROU,ALCOHOL,2013,9.7
ROU-2014,ROU,ALCOHOL,2014,9.5
ROU-2015,ROU,ALCOHOL,2015,9.5
ROU-2016,ROU,ALCOHOL,2016,9.6
ROU-2017,ROU,ALCOHOL,2017,10.1
ROU-2018,ROU,ALCOHOL,2018,11.0
ROU-2019,ROU,ALCOHOL,2019,11.0
