LocationTime,LOCATION,INDICATOR,TIME,Value
MEX-2003,MEX,ALCOHOL,2003,5.0
MEX-2004,MEX,ALCOHOL,2004,5.0
MEX-2005,MEX,ALCOHOL,2005,5.0
MEX-2006,MEX,ALCOHOL,2006,5.2
MEX-2007,MEX,ALCOHOL,2007,4.1
MEX-2008,MEX,ALCOHOL,2008,4.0
MEX-2009,MEX,ALCOHOL,2009,4.3
MEX-2010,MEX,ALCOHOL,2010,4.0
MEX-2011,MEX,ALCOHOL,2011,4.0
MEX-2012,MEX,ALCOHOL,2012,3.9
MEX-2013,MEX,ALCOHOL,2013,3.8
MEX-2014,MEX,ALCOHOL,2014,4.0
MEX-2015,MEX,ALCOHOL,2015,4.3
MEX-2016,MEX,ALCOHOL,2016,4.4
MEX-2017,MEX,ALCOHOL,2017,4.7
MEX-2018,MEX,ALCOHOL,2018,4.8
MEX-2019,MEX,ALCOHOL,2019,4.9
MEX-2020,MEX,ALCOHOL,2020,3.9
NLD-1990,NLD,ALCOHOL,1990,9.9
NLD-1991,NLD,ALCOHOL,1991,10.0
NLD-1992,NLD,ALCOHOL,1992,10.0
NLD-1993,NLD,ALCOHOL,1993,9.7
NLD-1994,NLD,ALCOHOL,1994,9.7
NLD-1995,NLD,ALCOHOL,1995,9.8
NLD-1996,NLD,ALCOHOL,1996,9.9
NLD-1997,NLD,ALCOHOL,1997,10.1
NLD-1998,NLD,ALCOHOL,1998,9.9
NLD-1999,NLD,ALCOHOL,1999,10.1
NLD-2000,NLD,ALCOHOL,2000,10.1
NLD-2001,NLD,ALCOHOL,2001,10.0
NLD-2002,NLD,ALCOHOL,2002,9.8
NLD-2003,NLD,ALCOHOL,2003,9.7
NLD-2004,NLD,ALCOHOL,2004,9.6
NLD-2005,NLD,ALCOHOL,2005,9.6
NLD-2006,NLD,ALCOHOL,2006,9.6
NLD-2007,NLD,ALCOHOL,2007,9.6
NLD-2008,NLD,ALCOHOL,2008,9.7
NLD-2009,NLD,ALCOHOL,2009,9.4
NLD-2010,NLD,ALCOHOL,2010,9.1
NLD-2011,NLD,ALCOHOL,2011,9.0
NLD-2012,NLD,ALCOHOL,2012,9.1
NLD-2013,NLD,ALCOHOL,2013,8.7
NLD-2014,NLD,ALCOHOL,2014,8.4
NLD-2015,NLD,ALCOHOL,2015,8.3
NLD-2016,NLD,ALCOHOL,2016,8.2
NLD-2017,NLD,ALCOHOL,2017,8.3
NLD-2018,NLD,ALCOHOL,2018,8.3
NLD-2019,NLD,ALCOHOL,2019,8.2
NLD-2020,NLD,ALCOHOL,2020,7.2
NZL-1990,NZL,ALCOHOL,1990,10.3
NZL-1991,NZL,ALCOHOL,1991,9.9
NZL-1992,NZL,ALCOHOL,1992,9.8
NZL-1993,NZL,ALCOHOL,1993,9.3
NZL-1994,NZL,ALCOHOL,1994,9.5
NZL-1995,NZL,ALCOHOL,1995,9.3
NZL-1996,NZL,ALCOHOL,1996,8.8
NZL-1997,NZL,ALCOHOL,1997,8.7
NZL-1998,NZL,ALCOHOL,1998,8.7
NZL-1999,NZL,ALCOHOL,1999,8.9
NZL-2000,NZL,ALCOHOL,2000,8.9
NZL-2001,NZL,ALCOHOL,2001,8.7
NZL-2002,NZL,ALCOHOL,2002,9.1
NZL-2003,NZL,ALCOHOL,2003,8.9
NZL-2004,NZL,ALCOHOL,2004,9.1
NZL-2005,NZL,ALCOHOL,2005,9.3
NZL-2006,NZL,ALCOHOL,2006,9.3
NZL-2007,NZL,ALCOHOL,2007,9.2
NZL-2008,NZL,ALCOHOL,2008,9.5
NZL-2009,NZL,ALCOHOL,2009,9.3
NZL-2010,NZL,ALCOHOL,2010,9.6
NZL-2011,NZL,ALCOHOL,2011,9.5
NZL-2012,NZL,ALCOHOL,2012,9.2
NZL-2013,NZL,ALCOHOL,2013,9.2
NZL-2014,NZL,ALCOHOL,2014,9.1
NZL-2015,NZL,ALCOHOL,2015,8.7
NZL-2016,NZL,ALCOHOL,2016,8.9
NZL-2017,NZL,ALCOHOL,2017,8.8
NZL-2018,NZL,ALCOHOL,2018,8.8
NZL-2019,NZL,ALCOHOL,2019,8.8
NZL-2020,NZL,ALCOHOL,2020,8.7
NOR-1990,NOR,ALCOHOL,1990,5.0
NOR-1991,NOR,ALCOHOL,1991,4.9
NOR-1992,NOR,ALCOHOL,1992,4.7
NOR-1993,NOR,ALCOHOL,1993,4.6
NOR-1994,NOR,ALCOHOL,1994,4.7
NOR-1995,NOR,ALCOHOL,1995,4.8
NOR-1996,NOR,ALCOHOL,1996,5.0
NOR-1997,NOR,ALCOHOL,1997,5.3
NOR-1998,NOR,ALCOHOL,1998,5.2
NOR-1999,NOR,ALCOHOL,1999,5.5
NOR-2000,NOR,ALCOHOL,2000,5.7
NOR-2001,NOR,ALCOHOL,2001,5.5
NOR-2002,NOR,ALCOHOL,2002,5.9
NOR-2003,NOR,ALCOHOL,2003,6.0
NOR-2004,NOR,ALCOHOL,2004,6.2
NOR-2005,NOR,ALCOHOL,2005,6.4
NOR-2006,NOR,ALCOHOL,2006,6.5
NOR-2007,NOR,ALCOHOL,2007,6.6
NOR-2008,NOR,ALCOHOL,2008,6.8
NOR-2009,NOR,ALCOHOL,2009,6.7
NOR-2010,NOR,ALCOHOL,2010,6.6
NOR-2011,NOR,ALCOHOL,2011,6.4
NOR-2012,NOR,ALCOHOL,2012,6.2
NOR-2013,NOR,ALCOHOL,2013,6.2
NOR-2014,NOR,ALCOHOL,2014,6.1
NOR-2015,NOR,ALCOHOL,2015,6.0
NOR-2016,NOR,ALCOHOL,2016,6.0
NOR-2017,NOR,ALCOHOL,2017,6.0
NOR-2018,NOR,ALCOHOL,2018,6.0
NOR-2019,NOR,ALCOHOL,2019,6.1
NOR-2020,NOR,ALCOHOL,2020,7.2
POL-1990,POL,ALCOHOL,1990,8.3
POL-1991,POL,ALCOHOL,1991,8.8
POL-1992,POL,ALCOHOL,1992,8.3
POL-1993,POL,ALCOHOL,1993,8.4
POL-1994,POL,ALCOHOL,1994,8.3
POL-1995,POL,ALCOHOL,1995,8.1
POL-1996,POL,ALCOHOL,1996,8.1
POL-1997,POL,ALCOHOL,1997,8.6
POL-1998,POL,ALCOHOL,1998,8.4
POL-1999,POL,ALCOHOL,1999,8.3
POL-2000,POL,ALCOHOL,2000,8.4
POL-2001,POL,ALCOHOL,2001,7.8
POL-2002,POL,ALCOHOL,2002,8.1
POL-2003,POL,ALCOHOL,2003,9.1
POL-2004,POL,ALCOHOL,2004,9.2
POL-2005,POL,ALCOHOL,2005,9.1
POL-2006,POL,ALCOHOL,2006,9.9
POL-2007,POL,ALCOHOL,2007,10.3
POL-2008,POL,ALCOHOL,2008,10.8
POL-2009,POL,ALCOHOL,2009,10.2
POL-2010,POL,ALCOHOL,2010,10.0
POL-2011,POL,ALCOHOL,2011,10.3
POL-2012,POL,ALCOHOL,2012,10.2
POL-2013,POL,ALCOHOL,2013,10.8
POL-2014,POL,ALCOHOL,2014,10.5
POL-2015,POL,ALCOHOL,2015,10.5
POL-2016,POL,ALCOHOL,2016,10.5
POL-2017,POL,ALCOHOL,2017,10.6
POL-2018,POL,ALCOHOL,2018,10.7
POL-2019,POL,ALCOHOL,2019,11.0
PRT-1990,PRT,ALCOHOL,1990,14.4
PRT-1991,PRT,ALCOHOL,1991,14.0
PRT-1992,PRT,ALCOHOL,1992,13.6
PRT-1993,PRT,ALCOHOL,1993,13.4
PRT-1994,PRT,ALCOHOL,1994,13.3
PRT-1995,PRT,ALCOHOL,1995,12.8
PRT-1996,PRT,ALCOHOL,1996,12.1
PRT-1997,PRT,ALCOHOL,1997,11.8
PRT-1998,PRT,ALCOHOL,1998,11.7
PRT-1999,PRT,ALCOHOL,1999,13.2
PRT-2000,PRT,ALCOHOL,2000,12.8
PRT-2001,PRT,ALCOHOL,2001,12.6
PRT-2002,PRT,ALCOHOL,2002,12.5
PRT-2003,PRT,ALCOHOL,2003,12.2
PRT-2004,PRT,ALCOHOL,2004,12.3
PRT-2005,PRT,ALCOHOL,2005,12.0
PRT-2006,PRT,ALCOHOL,2006,11.8
PRT-2007,PRT,ALCOHOL,2007,11.5
PRT-2008,PRT,ALCOHOL,2008,11.5
PRT-2009,PRT,ALCOHOL,2009,11.5
PRT-2010,PRT,ALCOHOL,2010,11.3
PRT-2011,PRT,ALCOHOL,2011,10.9
PRT-2012,PRT,ALCOHOL,2012,9.8
PRT-2013,PRT,ALCOHOL,2013,9.5
PRT-2014,PRT,ALCOHOL,2014,10.2
PRT-2015,PRT,ALCOHOL,2015,10.3
PRT-2016,PRT,ALCOHOL,2016,10.4
PRT-2017,PRT,ALCOHOL,2017,10.4
PRT-2018,PRT,ALCOHOL,2018,10.4
PRT-2019,PRT,ALCOHOL,2019,10.4
SVK-1990,SVK,ALCOHOL,1990,13.4
SVK-1991,SVK,ALCOHOL,1991,13.7
SVK-1992,SVK,ALCOHOL,1992,12.7
SVK-1993,SVK,ALCOHOL,1993,12.1
SVK-1994,SVK,ALCOHOL,1994,10.6
SVK-1995,SVK,ALCOHOL,1995,10.3
SVK-1996,SVK,ALCOHOL,1996,10.7
SVK-1997,SVK,ALCOHOL,1997,10.8
SVK-1998,SVK,ALCOHOL,1998,10.0
SVK-1999,SVK,ALCOHOL,1999,10.0
SVK-2000,SVK,ALCOHOL,2000,11.0
SVK-2001,SVK,ALCOHOL,2001,10.8
SVK-2002,SVK,ALCOHOL,2002,10.8
SVK-2003,SVK,ALCOHOL,2003,9.9
SVK-2004,SVK,ALCOHOL,2004,10.1
SVK-2005,SVK,ALCOHOL,2005,11.0
SVK-2006,SVK,ALCOHOL,2006,10.6
SVK-2007,SVK,ALCOHOL,2007,10.7
SVK-2008,SVK,ALCOHOL,2008,11.2
SVK-2009,SVK,ALCOHOL,2009,10.7
SVK-2010,SVK,ALCOHOL,2010,10.1
SVK-2011,SVK,ALCOHOL,2011,10.2
SVK-2012,SVK,ALCOHOL,2012,10.1
SVK-2013,SVK,ALCOHOL,2013,9.9
SVK-2014,SVK,ALCOHOL,2014,10.1
SVK-2015,SVK,ALCOHOL,2015,10.2
SVK-2016,SVK,ALCOHOL,2016,9.9
SVK-2017,SVK,ALCOHOL,2017,9.7
SVK-2018,SVK,ALCOHOL,2018,10.1
SVK-2019,SVK,ALCOHOL,2019,10.3
SVK-2020,SVK,ALCOHOL,2020,9.9
ESP-1990,ESP,ALCOHOL,1990,12.9
ESP-1991,ESP,ALCOHOL,1991,12.8
ESP-1992,ESP,ALCOHOL,1992,12.1
ESP-1993,ESP,ALCOHOL,1993,11.6
ESP-1994,ESP,ALCOHOL,1994,11.3
ESP-1995,ESP,ALCOHOL,1995,11.0
ESP-1996,ESP,ALCOHOL,1996,10.8
ESP-1997,ESP,ALCOHOL,1997,11.6
ESP-1998,ESP,ALCOHOL,1998,11.5
ESP-1999,ESP,ALCOHOL,1999,11.3
ESP-2000,ESP,ALCOHOL,2000,11.8
ESP-2001,ESP,ALCOHOL,2001,12.4
ESP-2002,ESP,ALCOHOL,2002,10.7
ESP-2003,ESP,ALCOHOL,2003,11.4
ESP-2004,ESP,ALCOHOL,2004,11.7
ESP-2005,ESP,ALCOHOL,2005,11.9
ESP-2006,ESP,ALCOHOL,2006,11.9
ESP-2007,ESP,ALCOHOL,2007,11.1
ESP-2008,ESP,ALCOHOL,2008,10.2
ESP-2009,ESP,ALCOHOL,2009,10.0
ESP-2010,ESP,ALCOHOL,2010,9.8
ESP-2011,ESP,ALCOHOL,2011,9.6
ESP-2012,ESP,ALCOHOL,2012,9.4
ESP-2013,ESP,ALCOHOL,2013,9.2
ESP-2014,ESP,ALCOHOL,2014,9.5
ESP-2015,ESP,ALCOHOL,2015,10.4
ESP-2016,ESP,ALCOHOL,2016,10.8
ESP-2017,ESP,ALCOHOL,2017,10.8
ESP-2018,ESP,ALCOHOL,2018,10.4
ESP-2019,ESP,ALCOHOL,2019,10.8
ESP-2020,ESP,ALCOHOL,2020,7.8
SWE-1990,SWE,ALCOHOL,1990,6.4
SWE-1991,SWE,ALCOHOL,1991,6.3
SWE-1992,SWE,ALCOHOL,1992,6.3
SWE-1993,SWE,ALCOHOL,1993,6.2
SWE-1994,SWE,ALCOHOL,1994,6.3
SWE-1995,SWE,ALCOHOL,1995,6.2
SWE-1996,SWE,ALCOHOL,1996,6.0
SWE-1997,SWE,ALCOHOL,1997,5.9
SWE-1998,SWE,ALCOHOL,1998,5.8
SWE-1999,SWE,ALCOHOL,1999,6.1
SWE-2000,SWE,ALCOHOL,2000,6.2
SWE-2001,SWE,ALCOHOL,2001,6.5
SWE-2002,SWE,ALCOHOL,2002,6.9
SWE-2003,SWE,ALCOHOL,2003,6.9
SWE-2004,SWE,ALCOHOL,2004,6.5
SWE-2005,SWE,ALCOHOL,2005,6.5
SWE-2006,SWE,ALCOHOL,2006,6.8
SWE-2007,SWE,ALCOHOL,2007,7.0
SWE-2008,SWE,ALCOHOL,2008,7.0
SWE-2009,SWE,ALCOHOL,2009,7.3
SWE-2010,SWE,ALCOHOL,2010,7.4
SWE-2011,SWE,ALCOHOL,2011,7.3
SWE-2012,SWE,ALCOHOL,2012,7.2
SWE-2013,SWE,ALCOHOL,2013,7.3
SWE-2014,SWE,ALCOHOL,2014,7.2
SWE-2015,SWE,ALCOHOL,2015,7.1
SWE-2016,SWE,ALCOHOL,2016,7.2
SWE-2017,SWE,ALCOHOL,2017,7.0
SWE-2018,SWE,ALCOHOL,2018,7.2
SWE-2019,SWE,ALCOHOL,2019,7.1
SWE-2020,SWE,ALCOHOL,2020,7.5
CHE-1990,CHE,ALCOHOL,1990,12.9
CHE-1991,CHE,ALCOHOL,1991,12.9
CHE-1992,CHE,ALCOHOL,1992,12.3
CHE-1993,CHE,ALCOHOL,1993,12.1
CHE-1994,CHE,ALCOHOL,1994,11.8
CHE-1995,CHE,ALCOHOL,1995,11.4
CHE-1996,CHE,ALCOHOL,1996,11.3
CHE-1997,CHE,ALCOHOL,1997,11.2
CHE-1998,CHE,ALCOHOL,1998,11.1
CHE-1999,CHE,ALCOHOL,1999,11.1
CHE-2000,CHE,ALCOHOL,2000,11.2
CHE-2001,CHE,ALCOHOL,2001,11.1
CHE-2002,CHE,ALCOHOL,2002,10.8
CHE-2003,CHE,ALCOHOL,2003,10.8
CHE-2004,CHE,ALCOHOL,2004,10.7
CHE-2005,CHE,ALCOHOL,2005,10.1
CHE-2006,CHE,ALCOHOL,2006,10.2
CHE-2007,CHE,ALCOHOL,2007,10.4
CHE-2008,CHE,ALCOHOL,2008,10.2
CHE-2009,CHE,ALCOHOL,2009,10.1
CHE-2010,CHE,ALCOHOL,2010,10.0
CHE-2011,CHE,ALCOHOL,2011,10.0
CHE-2012,CHE,ALCOHOL,2012,9.9
CHE-2013,CHE,ALCOHOL,2013,9.8
CHE-2014,CHE,ALCOHOL,2014,9.5
CHE-2015,CHE,ALCOHOL,2015,9.5
CHE-2016,CHE,ALCOHOL,2016,9.3
CHE-2017,CHE,ALCOHOL,2017,9.2
CHE-2018,CHE,ALCOHOL,2018,9.1
CHE-2019,CHE,ALCOHOL,2019,9.3
CHE-2020,CHE,ALCOHOL,2020,8.9
TUR-1990,TUR,ALCOHOL,1990,1.4
TUR-1991,TUR,ALCOHOL,1991,1.4
TUR-1992,TUR,ALCOHOL,1992,1.5
TUR-1993,TUR,ALCOHOL,1993,1.6
TUR-1994,TUR,ALCOHOL,1994,1.6
TUR-1995,TUR,ALCOHOL,1995,1.7
TUR-1996,TUR,ALCOHOL,1996,1.6
TUR-1997,TUR,ALCOHOL,1997,1.6
TUR-1998,TUR,ALCOHOL,1998,1.6
TUR-1999,TUR,ALCOHOL,1999,1.6
TUR-2000,TUR,ALCOHOL,2000,1.5
TUR-2001,TUR,ALCOHOL,2001,1.4
TUR-2002,TUR,ALCOHOL,2002,1.4
TUR-2003,TUR,ALCOHOL,2003,1.5
TUR-2004,TUR,ALCOHOL,2004,1.4
TUR-2005,TUR,ALCOHOL,2005,1.3
TUR-2006,TUR,ALCOHOL,2006,1.2
TUR-2007,TUR,ALCOHOL,2007,1.3
TUR-2008,TUR,ALCOHOL,2008,1.5
TUR-2009,TUR,ALCOHOL,2009,1.5
TUR-2010,TUR,ALCOHOL,2010,1.5
TUR-2011,TUR,ALCOHOL,2011,1.5
TUR-2012,TUR,ALCOHOL,2012,1.6
TUR-2013,TUR,ALCOHOL,2013,1.4
TUR-2014,TUR,ALCOHOL,2014,1.5
TUR-2015,TUR,ALCOHOL,2015,1.4
TUR-2016,TUR,ALCOHOL,2016,1.3
TUR-2017,TUR,ALCOHOL,2017,1.4
TUR-2018,TUR,ALCOHOL,2018,1.4
TUR-2019,TUR,ALCOHOL,2019,1.3
TUR-2020,TUR,ALCOHOL,2020,1.2
GBR-1990,GBR,ALCOHOL,1990,9.8
GBR-1991,GBR,ALCOHOL,1991,9.4
GBR-1992,GBR,ALCOHOL,1992,9.3
GBR-1993,GBR,ALCOHOL,1993,9.3
GBR-1994,GBR,ALCOHOL,1994,9.6
GBR-1995,GBR,ALCOHOL,1995,9.3
GBR-1996,GBR,ALCOHOL,1996,9.8
GBR-1997,GBR,ALCOHOL,1997,10.0
GBR-1998,GBR,ALCOHOL,1998,9.8
GBR-1999,GBR,ALCOHOL,1999,10.3
GBR-2000,GBR,ALCOHOL,2000,10.4
GBR-2001,GBR,ALCOHOL,2001,10.8
GBR-2002,GBR,ALCOHOL,2002,11.1
GBR-2003,GBR,ALCOHOL,2003,11.3
GBR-2004,GBR,ALCOHOL,2004,11.6
GBR-2005,GBR,ALCOHOL,2005,11.4
GBR-2006,GBR,ALCOHOL,2006,11.0
GBR-2007,GBR,ALCOHOL,2007,11.1
GBR-2008,GBR,ALCOHOL,2008,10.8
GBR-2009,GBR,ALCOHOL,2009,10.1
GBR-2010,GBR,ALCOHOL,2010,10.1
GBR-2011,GBR,ALCOHOL,2011,9.9
GBR-2012,GBR,ALCOHOL,2012,9.6
GBR-2013,GBR,ALCOHOL,2013,9.4
GBR-2014,GBR,ALCOHOL,2014,9.4
GBR-2015,GBR,ALCOHOL,2015,9.5
GBR-2016,GBR,ALCOHOL,2016,9.5
GBR-2017,GBR,ALCOHOL,2017,9.7
GBR-2018,GBR,ALCOHOL,2018,9.8
GBR-2019,GBR,ALCOHOL,2019,9.7
GBR-2020,GBR,ALCOHOL,2020,9.7
USA-1990,USA,ALCOHOL,1990,9.3
USA-1991,USA,ALCOHOL,1991,8.7
USA-1992,USA,ALCOHOL,1992,8.7
USA-1993,USA,ALCOHOL,1993,8.4
USA-1994,USA,ALCOHOL,1994,8.3
USA-1995,USA,ALCOHOL,1995,8.1
USA-1996,USA,ALCOHOL,1996,8.2
USA-1997,USA,ALCOHOL,1997,8.1
USA-1998,USA,ALCOHOL,1998,8.1
USA-1999,USA,ALCOHOL,1999,8.2
USA-2000,USA,ALCOHOL,2000,8.3
USA-2001,USA,ALCOHOL,2001,8.3
USA-2002,USA,ALCOHOL,2002,8.3
USA-2003,USA,ALCOHOL,2003,8.4
USA-2004,USA,ALCOHOL,2004,8.5
USA-2005,USA,ALCOHOL,2005,8.5
USA-2006,USA,ALCOHOL,2006,8.6
USA-2007,USA,ALCOHOL,2007,8.7
USA-2008,USA,ALCOHOL,2008,8.7
USA-2009,USA,ALCOHOL,2009,8.7
USA-2010,USA,ALCOHOL,2010,8.6
USA-2011,USA,ALCOHOL,2011,8.7
USA-2012,USA,ALCOHOL,2012,8.9
USA-2013,USA,ALCOHOL,2013,8.8
USA-2014,USA,ALCOHOL,2014,8.8
USA-2015,USA,ALCOHOL,2015,8.8
USA-2016,USA,ALCOHOL,2016,8.9
USA-2017,USA,ALCOHOL,2017,8.9
USA-2018,USA,ALCOHOL,2018,8.9
USA-2019,USA,ALCOHOL,2019,9.0
USA-2020,USA,ALCOHOL,2020,9.3
BRA-1990,BRA,ALCOHOL,1990,5.3
BRA-1991,BRA,ALCOHOL,1991,5.5
BRA-1992,BRA,ALCOHOL,1992,5.3
BRA-1993,BRA,ALCOHOL,1993,4.9
BRA-1994,BRA,ALCOHOL,1994,5.2
BRA-1995,BRA,ALCOHOL,1995,5.9
BRA-1996,BRA,ALCOHOL,1996,6.0
BRA-1997,BRA,ALCOHOL,1997,5.9
BRA-1998,BRA,ALCOHOL,1998,5.7
BRA-1999,BRA,ALCOHOL,1999,5.9
BRA-2000,BRA,ALCOHOL,2000,7.3
BRA-2001,BRA,ALCOHOL,2001,7.2
BRA-2002,BRA,ALCOHOL,2002,7.0
BRA-2003,BRA,ALCOHOL,2003,6.8
BRA-2004,BRA,ALCOHOL,2004,6.7
BRA-2005,BRA,ALCOHOL,2005,6.8
BRA-2006,BRA,ALCOHOL,2006,6.9
BRA-2007,BRA,ALCOHOL,2007,6.9
BRA-2008,BRA,ALCOHOL,2008,6.8
BRA-2009,BRA,ALCOHOL,2009,7.0
BRA-2010,BRA,ALCOHOL,2010,7.2
BRA-2011,BRA,ALCOHOL,2011,7.1
BRA-2012,BRA,ALCOHOL,2012,7.1
BRA-2013,BRA,ALCOHOL,2013,6.9
BRA-2014,BRA,ALCOHOL,2014,6.9
BRA-2015,BRA,ALCOHOL,2015,6.6
BRA-2016,BRA,ALCOHOL,2016,6.4
BRA-2017,BRA,ALCOHOL,2017,6.3
BRA-2018,BRA,ALCOHOL,2018,6.2
BRA-2019,BRA,ALCOHOL,2019,6.1
CHL-1990,CHL,ALCOHOL,1990,8.6
CHL-1991,CHL,ALCOHOL,1991,8.0
CHL-1992,CHL,ALCOHOL,1992,7.8
CHL-1993,CHL,ALCOHOL,1993,7.7
CHL-1994,CHL,ALCOHOL,1994,7.7
CHL-1995,CHL,ALCOHOL,1995,8.3
CHL-1996,CHL,ALCOHOL,1996,7.4
CHL-1997,CHL,ALCOHOL,1997,6.6
CHL-1998,CHL,ALCOHOL,1998,7.3
CHL-1999,CHL,ALCOHOL,1999,7.6
CHL-2000,CHL,ALCOHOL,2000,6.2
CHL-2001,CHL,ALCOHOL,2001,6.2
CHL-2002,CHL,ALCOHOL,2002,5.5
CHL-2003,CHL,ALCOHOL,2003,6.5
CHL-2004,CHL,ALCOHOL,2004,6.8
CHL-2005,CHL,ALCOHOL,2005,7.2
CHL-2006,CHL,ALCOHOL,2006,6.9
CHL-2007,CHL,ALCOHOL,2007,7.4
CHL-2008,CHL,ALCOHOL,2008,7.4
CHL-2009,CHL,ALCOHOL,2009,7.2
CHL-2010,CHL,ALCOHOL,2010,7.6
CHL-2011,CHL,ALCOHOL,2011,7.1
CHL-2012,CHL,ALCOHOL,2012,8.3
CHL-2013,CHL,ALCOHOL,2013,7.2
CHL-2014,CHL,ALCOHOL,2014,7.9
CHL-2015,CHL,ALCOHOL,2015,7.9
CHL-2016,CHL,ALCOHOL,2016,6.4
CHL-2017,CHL,ALCOHOL,2017,5.7
CHL-2018,CHL,ALCOHOL,2018,6.3
CHL-2019,CHL,ALCOHOL,2019,7.1
CHN-1990,CHN,ALCOHOL,1990,3.4
CHN-1991,CHN,ALCOHOL,1991,3.7
CHN-1992,CHN,ALCOHOL,1992,3.8
CHN-1993,CHN,ALCOHOL,1993,4.1
CHN-1994,CHN,ALCOHOL,1994,4.3
CHN-1995,CHN,ALCOHOL,1995,4.8
CHN-1996,CHN,ALCOHOL,1996,5.1
CHN-1997,CHN,ALCOHOL,1997,5.0
CHN-1998,CHN,ALCOHOL,1998,5.0
CHN-1999,CHN,ALCOHOL,1999,5.1
CHN-2000,CHN,ALCOHOL,2000,3.0
CHN-2001,CHN,ALCOHOL,2001,2.8
CHN-2002,CHN,ALCOHOL,2002,2.9
CHN-2003,CHN,ALCOHOL,2003,2.9
CHN-2004,CHN,ALCOHOL,2004,3.0
CHN-2005,CHN,ALCOHOL,2005,2.9
CHN-2006,CHN,ALCOHOL,2006,3.3
CHN-2007,CHN,ALCOHOL,2007,3.9
CHN-2008,CHN,ALCOHOL,2008,4.3
CHN-2009,CHN,ALCOHOL,2009,4.9
CHN-2010,CHN,ALCOHOL,2010,5.8
CHN-2011,CHN,ALCOHOL,2011,5.4
CHN-2012,CHN,ALCOHOL,2012,5.5
CHN-2013,CHN,ALCOHOL,2013,5.6
CHN-2014,CHN,ALCOHOL,2014,5.7
CHN-2015,CHN,ALCOHOL,2015,5.7
CHN-2016,CHN,ALCOHOL,2016,5.6
CHN-2017,CHN,ALCOHOL,2017,5.3
CHN-2018,CHN,ALCOHOL,2018,4.8
CHN-2019,CHN,ALCOHOL,2019,4.5
EST-1990,EST,ALCOHOL,1990,9.8
EST-1991,EST,ALCOHOL,1991,9.1
EST-1992,EST,ALCOHOL,1992,7.8
EST-1993,EST,ALCOHOL,1993,8.1
EST-1994,EST,ALCOHOL,1994,8.2
EST-1995,EST,ALCOHOL,1995,8.3
EST-1996,EST,ALCOHOL,1996,8.0
EST-1997,EST,ALCOHOL,1997,8.3
EST-1998,EST,ALCOHOL,1998,8.0
EST-1999,EST,ALCOHOL,1999,8.9
EST-2000,EST,ALCOHOL,2000,9.0
EST-2001,EST,ALCOHOL,2001,10.1
EST-2002,EST,ALCOHOL,2002,12.0
EST-2003,EST,ALCOHOL,2003,11.8
EST-2004,EST,ALCOHOL,2004,11.5
EST-2005,EST,ALCOHOL,2005,13.0
EST-2006,EST,ALCOHOL,2006,13.4
EST-2007,EST,ALCOHOL,2007,14.8
EST-2008,EST,ALCOHOL,2008,14.2
EST-2009,EST,ALCOHOL,2009,11.9
EST-2010,EST,ALCOHOL,2010,11.4
EST-2011,EST,ALCOHOL,2011,12.0
EST-2012,EST,ALCOHOL,2012,12.1
EST-2013,EST,ALCOHOL,2013,11.9
EST-2014,EST,ALCOHOL,2014,11.1
EST-2015,EST,ALCOHOL,2015,10.6
EST-2016,EST,ALCOHOL,2016,10.2
EST-2017,EST,ALCOHOL,2017,10.3
EST-2018,EST,ALCOHOL,2018,10.0
EST-2019,EST,ALCOHOL,2019,10.4
EST-2020,EST,ALCOHOL,2020,10.5
IND-1990,IND,ALCOHOL,1990,1.7
IND-1991,IND,ALCOHOL,1991,1.8
IND-1992,IND,ALCOHOL,1992,1.6
IND-1993,IND,ALCOHOL,1993,1.8
IND-1994,IND,ALCOHOL,1994,1.7
IND-1995,IND,ALCOHOL,1995,1.8
IND-1996,IND,ALCOHOL,1996,2.4
IND-1997,IND,ALCOHOL,1997,1.9
IND-1998,IND,ALCOHOL,1998,1.8
IND-1999,IND,ALCOHOL,1999,2.2
IND-2000,IND,ALCOHOL,2000,0.9
IND-2001,IND,ALCOHOL,2001,1.0
IND-2002,IND,ALCOHOL,2002,1.1
IND-2003,IND,ALCOHOL,2003,1.2
IND-2004,IND,ALCOHOL,2004,1.2
IND-2005,IND,ALCOHOL,2005,1.3
IND-2006,IND,ALCOHOL,2006,1.4
IND-2007,IND,ALCOHOL,2007,1.6
IND-2008,IND,ALCOHOL,2008,1.9
IND-2009,IND,ALCOHOL,2009,2.5
IND-2010,IND,ALCOHOL,2010,2.7
IND-2011,IND,ALCOHOL,2011,3.0
IND-2012,IND,ALCOHOL,2012,3.0
IND-2013,IND,ALCOHOL,2013,3.0
IND-2014,IND,ALCOHOL,2014,3.0
IND-2015,IND,ALCOHOL,2015,3.0
IND-2016,IND,ALCOHOL,2016,3.0
IND-2017,IND,ALCOHOL,2017,2.9
IND-2018,IND,ALCOHOL,2018,3.0
IND-2019,IND,ALCOHOL,2019,3.1
IDN-1990,IDN,ALCOHOL,1990,0.1
IDN-1991,IDN,ALCOHOL,1991,0.1
IDN-1992,IDN,ALCOHOL,1992,0.1
IDN-1993,IDN,ALCOHOL,1993,0.1
IDN-1994,IDN,ALCOHOL,1994,0.1
IDN-1995,IDN,ALCOHOL,1995,0.1
IDN-1996,IDN,ALCOHOL,1996,0.1
