LocationTime,LOCATION,INDICATOR,TIME,Value
POL-2018,POL,EDUADULT,2018,61.52821
POL-2019,POL,EDUADULT,2019,60.61755
POL-2020,POL,EDUADULT,2020,60.369686
PRT-1994,PRT,EDUADULT,1994,80.88382
PRT-1995,PRT,EDUADULT,1995,79.913086
PRT-1998,PRT,EDUADULT,1998,82.148552
PRT-1999,PRT,EDUADULT,1999,81.158997
PRT-2000,PRT,EDUADULT,2000,80.625755
PRT-2001,PRT,EDUADULT,2001,79.761848
PRT-2002,PRT,EDUADULT,2002,79.307739
PRT-2003,PRT,EDUADULT,2003,77.178673
PRT-2004,PRT,EDUADULT,2004,74.843437
PRT-2005,PRT,EDUADULT,2005,73.549492
PRT-2006,PRT,EDUADULT,2006,72.390388
PRT-2007,PRT,EDUADULT,2007,72.544418
PRT-2008,PRT,EDUADULT,2008,71.75206
PRT-2009,PRT,EDUADULT,2009,70.095329
PRT-2010,PRT,EDUADULT,2010,68.082458
PRT-2011,PRT,EDUADULT,2011,64.972481
PRT-2012,PRT,EDUADULT,2012,62.369896
PRT-2013,PRT,EDUADULT,2013,59.952484
PRT-2014,PRT,EDUADULT,2014,56.719505
PRT-2015,PRT,EDUADULT,2015,54.877064
PRT-2016,PRT,EDUADULT,2016,53.085728
PRT-2017,PRT,EDUADULT,2017,52.04673
PRT-2018,PRT,EDUADULT,2018,50.189827
PRT-2019,PRT,EDUADULT,2019,47.824013
PRT-2020,PRT,EDUADULT,2020,44.603264
PRT-1994,PRT,EDUADULT,1994,10.669723
PRT-1995,PRT,EDUADULT,1995,11.021688
PRT-1998,PRT,EDUADULT,1998,8.3049736
PRT-1999,PRT,EDUADULT,1999,8.6823721
PRT-2000,PRT,EDUADULT,2000,8.8429394
PRT-2001,PRT,EDUADULT,2001,9.2361002
PRT-2002,PRT,EDUADULT,2002,9.4179335
PRT-2003,PRT,EDUADULT,2003,10.958982
PRT-2004,PRT,EDUADULT,2004,12.516933
PRT-2005,PRT,EDUADULT,2005,12.844431
PRT-2006,PRT,EDUADULT,2006,13.480192
PRT-2007,PRT,EDUADULT,2007,13.692096
PRT-2008,PRT,EDUADULT,2008,14.300379
PRT-2009,PRT,EDUADULT,2009,14.66682
PRT-2010,PRT,EDUADULT,2010,15.445285
PRT-2011,PRT,EDUADULT,2011,17.25703
PRT-2012,PRT,EDUADULT,2012,18.534111
PRT-2013,PRT,EDUADULT,2013,19.307142
PRT-2014,PRT,EDUADULT,2014,21.7169
PRT-2015,PRT,EDUADULT,2015,22.857506
PRT-2016,PRT,EDUADULT,2016,23.855154
PRT-2017,PRT,EDUADULT,2017,24.039421
PRT-2018,PRT,EDUADULT,2018,24.984337
PRT-2019,PRT,EDUADULT,2019,26.284128
PRT-2020,PRT,EDUADULT,2020,28.164339
PRT-1994,PRT,EDUADULT,1994,8.446456
PRT-1995,PRT,EDUADULT,1995,9.0652218
PRT-1998,PRT,EDUADULT,1998,9.5464764
PRT-1999,PRT,EDUADULT,1999,10.158633
PRT-2000,PRT,EDUADULT,2000,10.531308
PRT-2001,PRT,EDUADULT,2001,11.002051
PRT-2002,PRT,EDUADULT,2002,11.274323
PRT-2003,PRT,EDUADULT,2003,11.862341
PRT-2004,PRT,EDUADULT,2004,12.639626
PRT-2005,PRT,EDUADULT,2005,13.606074
PRT-2006,PRT,EDUADULT,2006,14.129419
PRT-2007,PRT,EDUADULT,2007,13.763488
PRT-2008,PRT,EDUADULT,2008,13.947564
PRT-2009,PRT,EDUADULT,2009,15.237852
PRT-2010,PRT,EDUADULT,2010,16.472258
PRT-2011,PRT,EDUADULT,2011,17.770487
PRT-2012,PRT,EDUADULT,2012,19.095991
PRT-2013,PRT,EDUADULT,2013,20.740372
PRT-2014,PRT,EDUADULT,2014,21.563595
PRT-2015,PRT,EDUADULT,2015,22.26543
PRT-2016,PRT,EDUADULT,2016,23.05912
PRT-2017,PRT,EDUADULT,2017,23.913849
PRT-2018,PRT,EDUADULT,2018,24.825838
PRT-2019,PRT,EDUADULT,2019,25.891859
PRT-2020,PRT,EDUADULT,2020,27.232395
SVK-1997,SVK,EDUADULT,1997,21.415857
SVK-1998,SVK,EDUADULT,1998,19.799397
SVK-1999,SVK,EDUADULT,1999,17.563154
SVK-2000,SVK,EDUADULT,2000,16.193579
SVK-2001,SVK,EDUADULT,2001,14.879944
SVK-2002,SVK,EDUADULT,2002,14.090524
SVK-2003,SVK,EDUADULT,2003,13.300556
SVK-2004,SVK,EDUADULT,2004,13.002023
SVK-2005,SVK,EDUADULT,2005,12.130613
SVK-2006,SVK,EDUADULT,2006,11.190296
SVK-2007,SVK,EDUADULT,2007,10.840645
SVK-2008,SVK,EDUADULT,2008,10.066078
SVK-2009,SVK,EDUADULT,2009,9.0549088
SVK-2010,SVK,EDUADULT,2010,9.034791
SVK-2011,SVK,EDUADULT,2011,8.7385187
SVK-2012,SVK,EDUADULT,2012,8.2851295
SVK-2013,SVK,EDUADULT,2013,8.2006197
SVK-2014,SVK,EDUADULT,2014,9.1611462
SVK-2015,SVK,EDUADULT,2015,8.7147398
SVK-2016,SVK,EDUADULT,2016,8.2509651
SVK-2017,SVK,EDUADULT,2017,8.6990681
SVK-2018,SVK,EDUADULT,2018,8.4211197
SVK-2019,SVK,EDUADULT,2019,8.7892141
SVK-2020,SVK,EDUADULT,2020,7.5463114
SVK-1997,SVK,EDUADULT,1997,10.498405
SVK-1998,SVK,EDUADULT,1998,10.290984
SVK-1999,SVK,EDUADULT,1999,10.064605
SVK-2000,SVK,EDUADULT,2000,10.37334
SVK-2001,SVK,EDUADULT,2001,10.942797
SVK-2002,SVK,EDUADULT,2002,10.958904
SVK-2003,SVK,EDUADULT,2003,11.784762
SVK-2004,SVK,EDUADULT,2004,12.776853
SVK-2005,SVK,EDUADULT,2005,14.004099
SVK-2006,SVK,EDUADULT,2006,14.567307
SVK-2007,SVK,EDUADULT,2007,14.438412
SVK-2008,SVK,EDUADULT,2008,14.763523
SVK-2009,SVK,EDUADULT,2009,15.762831
SVK-2010,SVK,EDUADULT,2010,17.327984
SVK-2011,SVK,EDUADULT,2011,18.617317
SVK-2012,SVK,EDUADULT,2012,18.979084
SVK-2013,SVK,EDUADULT,2013,19.87734
SVK-2014,SVK,EDUADULT,2014,20.379578
SVK-2015,SVK,EDUADULT,2015,21.149881
SVK-2016,SVK,EDUADULT,2016,21.979519
SVK-2017,SVK,EDUADULT,2017,23.095415
SVK-2018,SVK,EDUADULT,2018,24.58342
SVK-2019,SVK,EDUADULT,2019,25.786274
SVK-2020,SVK,EDUADULT,2020,26.773348
SVK-1997,SVK,EDUADULT,1997,68.085739
SVK-1998,SVK,EDUADULT,1998,69.909622
SVK-1999,SVK,EDUADULT,1999,72.372238
SVK-2000,SVK,EDUADULT,2000,73.433083
SVK-2001,SVK,EDUADULT,2001,74.177261
SVK-2002,SVK,EDUADULT,2002,74.950569
SVK-2003,SVK,EDUADULT,2003,74.91468
SVK-2004,SVK,EDUADULT,2004,74.221123
SVK-2005,SVK,EDUADULT,2005,73.865288
SVK-2006,SVK,EDUADULT,2006,74.242401
SVK-2007,SVK,EDUADULT,2007,74.72094
SVK-2008,SVK,EDUADULT,2008,75.170403
SVK-2009,SVK,EDUADULT,2009,75.182259
SVK-2010,SVK,EDUADULT,2010,73.63723
SVK-2011,SVK,EDUADULT,2011,72.644165
SVK-2012,SVK,EDUADULT,2012,72.735786
SVK-2013,SVK,EDUADULT,2013,71.922043
SVK-2014,SVK,EDUADULT,2014,70.459274
SVK-2015,SVK,EDUADULT,2015,70.135376
SVK-2016,SVK,EDUADULT,2016,69.769516
SVK-2017,SVK,EDUADULT,2017,68.205521
SVK-2018,SVK,EDUADULT,2018,66.995461
SVK-2019,SVK,EDUADULT,2019,65.424515
SVK-2020,SVK,EDUADULT,2020,65.680344
ESP-1991,ESP,EDUADULT,1991,78.183922
ESP-1992,ESP,EDUADULT,1992,77.053749
ESP-1994,ESP,EDUADULT,1994,73.768227
ESP-1995,ESP,EDUADULT,1995,71.952583
ESP-1997,ESP,EDUADULT,1997,66.962067
ESP-1998,ESP,EDUADULT,1998,65.352112
ESP-1999,ESP,EDUADULT,1999,63.538891
ESP-2000,ESP,EDUADULT,2000,61.405891
ESP-2001,ESP,EDUADULT,2001,59.625759
ESP-2002,ESP,EDUADULT,2002,57.760826
ESP-2003,ESP,EDUADULT,2003,56.340916
ESP-2004,ESP,EDUADULT,2004,54.636044
ESP-2005,ESP,EDUADULT,2005,51.243546
ESP-2006,ESP,EDUADULT,2006,50.311646
ESP-2007,ESP,EDUADULT,2007,49.358929
ESP-2008,ESP,EDUADULT,2008,48.898933
ESP-2009,ESP,EDUADULT,2009,48.375061
ESP-2010,ESP,EDUADULT,2010,47.127037
ESP-2011,ESP,EDUADULT,2011,45.960678
ESP-2012,ESP,EDUADULT,2012,45.344112
ESP-2013,ESP,EDUADULT,2013,44.545616
ESP-2014,ESP,EDUADULT,2014,43.382374
ESP-2015,ESP,EDUADULT,2015,42.565994
ESP-2016,ESP,EDUADULT,2016,41.726074
ESP-2017,ESP,EDUADULT,2017,40.925529
ESP-2018,ESP,EDUADULT,2018,39.884182
ESP-2019,ESP,EDUADULT,2019,38.685894
ESP-2020,ESP,EDUADULT,2020,37.134796
ESP-1991,ESP,EDUADULT,1991,9.8881588
ESP-1992,ESP,EDUADULT,1992,13.066113
ESP-1994,ESP,EDUADULT,1994,15.000957
ESP-1995,ESP,EDUADULT,1995,16.106016
ESP-1997,ESP,EDUADULT,1997,19.111237
ESP-1998,ESP,EDUADULT,1998,20.159647
ESP-1999,ESP,EDUADULT,1999,21.257387
ESP-2000,ESP,EDUADULT,2000,22.704889
ESP-2001,ESP,EDUADULT,2001,23.751223
ESP-2002,ESP,EDUADULT,2002,24.921057
ESP-2003,ESP,EDUADULT,2003,25.625629
ESP-2004,ESP,EDUADULT,2004,26.748661
ESP-2005,ESP,EDUADULT,2005,28.518797
ESP-2006,ESP,EDUADULT,2006,28.809401
ESP-2007,ESP,EDUADULT,2007,29.27644
ESP-2008,ESP,EDUADULT,2008,29.519304
ESP-2009,ESP,EDUADULT,2009,29.989544
ESP-2010,ESP,EDUADULT,2010,31.016668
ESP-2011,ESP,EDUADULT,2011,31.91456
ESP-2012,ESP,EDUADULT,2012,32.649994
ESP-2013,ESP,EDUADULT,2013,33.734821
ESP-2014,ESP,EDUADULT,2014,34.678776
ESP-2015,ESP,EDUADULT,2015,35.081161
ESP-2016,ESP,EDUADULT,2016,35.693489
ESP-2017,ESP,EDUADULT,2017,36.351273
ESP-2018,ESP,EDUADULT,2018,37.252804
ESP-2019,ESP,EDUADULT,2019,38.596992
ESP-2020,ESP,EDUADULT,2020,39.68692
ESP-1991,ESP,EDUADULT,1991,11.927919
ESP-1992,ESP,EDUADULT,1992,9.8801394
ESP-1994,ESP,EDUADULT,1994,11.230815
ESP-1995,ESP,EDUADULT,1995,11.941401
ESP-1997,ESP,EDUADULT,1997,13.9267
ESP-1998,ESP,EDUADULT,1998,14.488239
ESP-1999,ESP,EDUADULT,1999,15.203723
ESP-2000,ESP,EDUADULT,2000,15.889219
ESP-2001,ESP,EDUADULT,2001,16.623016
ESP-2002,ESP,EDUADULT,2002,17.318115
ESP-2003,ESP,EDUADULT,2003,18.033455
ESP-2004,ESP,EDUADULT,2004,18.615295
ESP-2005,ESP,EDUADULT,2005,20.237658
ESP-2006,ESP,EDUADULT,2006,20.878954
ESP-2007,ESP,EDUADULT,2007,21.364632
ESP-2008,ESP,EDUADULT,2008,21.58176
ESP-2009,ESP,EDUADULT,2009,21.635395
ESP-2010,ESP,EDUADULT,2010,21.856297
ESP-2011,ESP,EDUADULT,2011,22.12476
ESP-2012,ESP,EDUADULT,2012,22.005894
ESP-2013,ESP,EDUADULT,2013,21.719563
ESP-2014,ESP,EDUADULT,2014,21.93885
ESP-2015,ESP,EDUADULT,2015,22.352846
ESP-2016,ESP,EDUADULT,2016,22.580437
ESP-2017,ESP,EDUADULT,2017,22.723196
ESP-2018,ESP,EDUADULT,2018,22.863016
ESP-2019,ESP,EDUADULT,2019,22.717112
ESP-2020,ESP,EDUADULT,2020,23.178282
SWE-1991,SWE,EDUADULT,1991,30.885897
SWE-1992,SWE,EDUADULT,1992,29.650333
SWE-1994,SWE,EDUADULT,1994,26.845686
SWE-1995,SWE,EDUADULT,1995,25.347328
SWE-1997,SWE,EDUADULT,1997,24.683062
SWE-1998,SWE,EDUADULT,1998,23.859674
SWE-1999,SWE,EDUADULT,1999,23.393442
SWE-2000,SWE,EDUADULT,2000,22.448189
SWE-2001,SWE,EDUADULT,2001,19.359905
SWE-2002,SWE,EDUADULT,2002,18.423943
SWE-2003,SWE,EDUADULT,2003,17.800028
SWE-2004,SWE,EDUADULT,2004,17.057032
SWE-2005,SWE,EDUADULT,2005,16.40815
SWE-2006,SWE,EDUADULT,2006,15.924377
SWE-2007,SWE,EDUADULT,2007,15.411971
SWE-2008,SWE,EDUADULT,2008,14.958108
SWE-2009,SWE,EDUADULT,2009,14.261111
SWE-2010,SWE,EDUADULT,2010,13.727367
SWE-2011,SWE,EDUADULT,2011,12.964911
SWE-2012,SWE,EDUADULT,2012,12.497745
SWE-2013,SWE,EDUADULT,2013,11.829718
SWE-2014,SWE,EDUADULT,2014,18.445162
SWE-2015,SWE,EDUADULT,2015,18.024088
SWE-2016,SWE,EDUADULT,2016,17.272491
SWE-2017,SWE,EDUADULT,2017,17.003588
SWE-2018,SWE,EDUADULT,2018,16.712725
SWE-2019,SWE,EDUADULT,2019,16.366867
SWE-2020,SWE,EDUADULT,2020,16.099548
SWE-1991,SWE,EDUADULT,1991,25.235058
SWE-1992,SWE,EDUADULT,1992,25.830162
SWE-1994,SWE,EDUADULT,1994,27.01993
SWE-1995,SWE,EDUADULT,1995,28.309612
SWE-1997,SWE,EDUADULT,1997,27.536875
SWE-1998,SWE,EDUADULT,1998,27.991739
SWE-1999,SWE,EDUADULT,1999,28.748779
SWE-2000,SWE,EDUADULT,2000,30.122953
SWE-2001,SWE,EDUADULT,2001,31.602741
SWE-2002,SWE,EDUADULT,2002,32.56509
SWE-2003,SWE,EDUADULT,2003,33.419739
SWE-2004,SWE,EDUADULT,2004,34.529377
SWE-2005,SWE,EDUADULT,2005,29.645443
SWE-2006,SWE,EDUADULT,2006,30.520433
SWE-2007,SWE,EDUADULT,2007,31.328465
SWE-2008,SWE,EDUADULT,2008,32.02702
SWE-2009,SWE,EDUADULT,2009,33.060085
SWE-2010,SWE,EDUADULT,2010,33.868935
SWE-2011,SWE,EDUADULT,2011,35.174355
SWE-2012,SWE,EDUADULT,2012,35.698952
SWE-2013,SWE,EDUADULT,2013,37.034386
SWE-2014,SWE,EDUADULT,2014,38.700306
SWE-2015,SWE,EDUADULT,2015,39.786552
SWE-2016,SWE,EDUADULT,2016,41.139179
SWE-2017,SWE,EDUADULT,2017,41.936691
SWE-2018,SWE,EDUADULT,2018,43.247318
SWE-2019,SWE,EDUADULT,2019,43.970543
SWE-2020,SWE,EDUADULT,2020,44.608795
SWE-1991,SWE,EDUADULT,1991,43.879047
SWE-1992,SWE,EDUADULT,1992,44.519505
SWE-1994,SWE,EDUADULT,1994,46.134384
SWE-1995,SWE,EDUADULT,1995,46.34306
SWE-1997,SWE,EDUADULT,1997,47.780064
SWE-1998,SWE,EDUADULT,1998,48.148586
SWE-1999,SWE,EDUADULT,1999,47.857777
SWE-2000,SWE,EDUADULT,2000,47.42886
SWE-2001,SWE,EDUADULT,2001,49.037354
SWE-2002,SWE,EDUADULT,2002,49.010967
SWE-2003,SWE,EDUADULT,2003,48.780231
SWE-2004,SWE,EDUADULT,2004,48.413593
SWE-2005,SWE,EDUADULT,2005,53.946407
SWE-2006,SWE,EDUADULT,2006,53.555191
SWE-2007,SWE,EDUADULT,2007,53.259563
SWE-2008,SWE,EDUADULT,2008,53.01487
SWE-2009,SWE,EDUADULT,2009,52.678806
SWE-2010,SWE,EDUADULT,2010,52.403698
SWE-2011,SWE,EDUADULT,2011,51.860733
SWE-2012,SWE,EDUADULT,2012,51.803307
SWE-2013,SWE,EDUADULT,2013,51.135899
SWE-2014,SWE,EDUADULT,2014,42.85453
SWE-2015,SWE,EDUADULT,2015,42.189362
SWE-2016,SWE,EDUADULT,2016,41.588329
SWE-2017,SWE,EDUADULT,2017,41.059723
SWE-2018,SWE,EDUADULT,2018,40.039955
SWE-2019,SWE,EDUADULT,2019,39.662586
SWE-2020,SWE,EDUADULT,2020,39.291656
CHE-1991,CHE,EDUADULT,1991,19.285833
CHE-1992,CHE,EDUADULT,1992,19.194889
CHE-1994,CHE,EDUADULT,1994,17.797632
CHE-1995,CHE,EDUADULT,1995,17.792086
CHE-1997,CHE,EDUADULT,1997,16.444286
CHE-1998,CHE,EDUADULT,1998,16.277399
CHE-1999,CHE,EDUADULT,1999,16.122025
CHE-2000,CHE,EDUADULT,2000,16.120359
CHE-2001,CHE,EDUADULT,2001,15.138646
CHE-2002,CHE,EDUADULT,2002,15.060054
CHE-2003,CHE,EDUADULT,2003,15.401092
CHE-2004,CHE,EDUADULT,2004,14.979352
CHE-2005,CHE,EDUADULT,2005,14.753095
CHE-2006,CHE,EDUADULT,2006,14.6002
CHE-2007,CHE,EDUADULT,2007,14.042429
CHE-2008,CHE,EDUADULT,2008,13.19206
CHE-2009,CHE,EDUADULT,2009,13.083202
CHE-2010,CHE,EDUADULT,2010,14.966761
CHE-2011,CHE,EDUADULT,2011,15.176706
CHE-2012,CHE,EDUADULT,2012,14.334973
CHE-2013,CHE,EDUADULT,2013,13.589899
CHE-2014,CHE,EDUADULT,2014,12.776213
CHE-2015,CHE,EDUADULT,2015,12.704829
CHE-2016,CHE,EDUADULT,2016,12.564119
CHE-2017,CHE,EDUADULT,2017,12.191644
CHE-2018,CHE,EDUADULT,2018,11.598805
CHE-2019,CHE,EDUADULT,2019,10.993076
CHE-2020,CHE,EDUADULT,2020,10.719828
CHE-1991,CHE,EDUADULT,1991,20.290298
CHE-1992,CHE,EDUADULT,1992,20.960182
CHE-1994,CHE,EDUADULT,1994,21.428631
CHE-1995,CHE,EDUADULT,1995,21.11282
CHE-1997,CHE,EDUADULT,1997,22.192898
CHE-1998,CHE,EDUADULT,1998,22.92836
CHE-1999,CHE,EDUADULT,1999,23.607292
CHE-2000,CHE,EDUADULT,2000,24.177282
CHE-2001,CHE,EDUADULT,2001,25.401983
CHE-2002,CHE,EDUADULT,2002,25.385767
CHE-2003,CHE,EDUADULT,2003,26.875856
CHE-2004,CHE,EDUADULT,2004,28.088779
CHE-2005,CHE,EDUADULT,2005,28.763943
CHE-2006,CHE,EDUADULT,2006,29.851349
CHE-2007,CHE,EDUADULT,2007,31.327906
CHE-2008,CHE,EDUADULT,2008,33.652287
CHE-2009,CHE,EDUADULT,2009,35.020153
CHE-2010,CHE,EDUADULT,2010,33.881504
CHE-2011,CHE,EDUADULT,2011,34.000179
CHE-2012,CHE,EDUADULT,2012,35.291126
CHE-2013,CHE,EDUADULT,2013,37.407192
CHE-2014,CHE,EDUADULT,2014,38.428497
CHE-2015,CHE,EDUADULT,2015,39.782719
CHE-2016,CHE,EDUADULT,2016,41.235474
CHE-2017,CHE,EDUADULT,2017,42.594601
CHE-2018,CHE,EDUADULT,2018,43.744415
CHE-2019,CHE,EDUADULT,2019,44.412537
CHE-2020,CHE,EDUADULT,2020,45.277538
CHE-1991,CHE,EDUADULT,1991,60.42387
CHE-1992,CHE,EDUADULT,1992,59.844929
CHE-1994,CHE,EDUADULT,1994,60.773739
CHE-1995,CHE,EDUADULT,1995,61.095093
CHE-1997,CHE,EDUADULT,1997,61.362816
CHE-1998,CHE,EDUADULT,1998,60.794239
CHE-1999,CHE,EDUADULT,1999,60.270683
CHE-2000,CHE,EDUADULT,2000,59.702358
CHE-2001,CHE,EDUADULT,2001,59.45937
CHE-2002,CHE,EDUADULT,2002,59.55418
CHE-2003,CHE,EDUADULT,2003,57.723049
CHE-2004,CHE,EDUADULT,2004,56.93187
CHE-2005,CHE,EDUADULT,2005,56.482964
CHE-2006,CHE,EDUADULT,2006,55.54845
CHE-2007,CHE,EDUADULT,2007,54.629665
CHE-2008,CHE,EDUADULT,2008,53.155655
CHE-2009,CHE,EDUADULT,2009,51.896645
CHE-2010,CHE,EDUADULT,2010,51.151737
CHE-2011,CHE,EDUADULT,2011,50.823112
CHE-2012,CHE,EDUADULT,2012,50.373901
CHE-2013,CHE,EDUADULT,2013,49.002911
CHE-2014,CHE,EDUADULT,2014,48.795288
CHE-2015,CHE,EDUADULT,2015,47.512451
CHE-2016,CHE,EDUADULT,2016,46.200405
CHE-2017,CHE,EDUADULT,2017,45.213757
CHE-2018,CHE,EDUADULT,2018,44.65678
CHE-2019,CHE,EDUADULT,2019,44.594387
CHE-2020,CHE,EDUADULT,2020,44.002632
TUR-1991,TUR,EDUADULT,1991,82.280052
TUR-1992,TUR,EDUADULT,1992,86.381432
TUR-1994,TUR,EDUADULT,1994,80.244736
TUR-1995,TUR,EDUADULT,1995,76.977737
TUR-1997,TUR,EDUADULT,1997,78.995949
TUR-1998,TUR,EDUADULT,1998,78.171303
TUR-1999,TUR,EDUADULT,1999,77.53083
TUR-2000,TUR,EDUADULT,2000,76.703934
TUR-2001,TUR,EDUADULT,2001,76.448608
TUR-2002,TUR,EDUADULT,2002,74.994644
TUR-2003,TUR,EDUADULT,2003,73.536079
TUR-2004,TUR,EDUADULT,2004,72.799454
TUR-2005,TUR,EDUADULT,2005,71.917953
TUR-2006,TUR,EDUADULT,2006,70.854713
TUR-2007,TUR,EDUADULT,2007,70.408333
TUR-2008,TUR,EDUADULT,2008,69.691528
TUR-2009,TUR,EDUADULT,2009,68.94503
TUR-2010,TUR,EDUADULT,2010,68.793961
TUR-2011,TUR,EDUADULT,2011,67.851822
TUR-2012,TUR,EDUADULT,2012,66.135818
TUR-2013,TUR,EDUADULT,2013,65.167839
TUR-2014,TUR,EDUADULT,2014,64.367012
TUR-2015,TUR,EDUADULT,2015,63.007553
TUR-2016,TUR,EDUADULT,2016,61.486542
TUR-2017,TUR,EDUADULT,2017,60.708405
TUR-2018,TUR,EDUADULT,2018,59.763054
TUR-2019,TUR,EDUADULT,2019,58.29987
TUR-1991,TUR,EDUADULT,1991,6.3314686
TUR-1992,TUR,EDUADULT,1992,4.7576094
TUR-1994,TUR,EDUADULT,1994,7.0107942
TUR-1995,TUR,EDUADULT,1995,8.3635979
TUR-1997,TUR,EDUADULT,1997,7.5800052
TUR-1998,TUR,EDUADULT,1998,7.4544587
TUR-1999,TUR,EDUADULT,1999,8.0786676
TUR-2000,TUR,EDUADULT,2000,8.3461838
TUR-2001,TUR,EDUADULT,2001,8.4432325
TUR-2002,TUR,EDUADULT,2002,9.1408987
TUR-2003,TUR,EDUADULT,2003,9.7044678
TUR-2004,TUR,EDUADULT,2004,9.653903
TUR-2005,TUR,EDUADULT,2005,10.23861
TUR-2006,TUR,EDUADULT,2006,10.919287
TUR-2007,TUR,EDUADULT,2007,11.290907
TUR-2008,TUR,EDUADULT,2008,12.040659
TUR-2009,TUR,EDUADULT,2009,12.710275
TUR-2010,TUR,EDUADULT,2010,13.118464
TUR-2011,TUR,EDUADULT,2011,14.034094
TUR-2012,TUR,EDUADULT,2012,15.290227
TUR-2013,TUR,EDUADULT,2013,15.907355
TUR-2014,TUR,EDUADULT,2014,16.693634
TUR-2015,TUR,EDUADULT,2015,18.020138
TUR-2016,TUR,EDUADULT,2016,19.362528
TUR-2017,TUR,EDUADULT,2017,20.013071
TUR-2018,TUR,EDUADULT,2018,20.780222
TUR-2019,TUR,EDUADULT,2019,21.951159
TUR-1991,TUR,EDUADULT,1991,11.388478
TUR-1992,TUR,EDUADULT,1992,8.8609562
TUR-1994,TUR,EDUADULT,1994,12.74447
TUR-1995,TUR,EDUADULT,1995,14.658667
TUR-1997,TUR,EDUADULT,1997,13.424049
TUR-1998,TUR,EDUADULT,1998,14.374236
TUR-1999,TUR,EDUADULT,1999,14.390502
TUR-2000,TUR,EDUADULT,2000,14.949884
TUR-2001,TUR,EDUADULT,2001,15.108155
TUR-2002,TUR,EDUADULT,2002,15.864458
TUR-2003,TUR,EDUADULT,2003,16.759451
TUR-2004,TUR,EDUADULT,2004,17.546646
TUR-2005,TUR,EDUADULT,2005,17.843439
TUR-2006,TUR,EDUADULT,2006,18.225998
TUR-2007,TUR,EDUADULT,2007,18.300762
TUR-2008,TUR,EDUADULT,2008,18.267813
TUR-2009,TUR,EDUADULT,2009,18.344694
TUR-2010,TUR,EDUADULT,2010,18.087578
TUR-2011,TUR,EDUADULT,2011,18.114084
TUR-2012,TUR,EDUADULT,2012,18.573956
TUR-2013,TUR,EDUADULT,2013,18.924805
TUR-2014,TUR,EDUADULT,2014,18.939352
TUR-2015,TUR,EDUADULT,2015,18.972311
TUR-2016,TUR,EDUADULT,2016,19.15093
TUR-2017,TUR,EDUADULT,2017,19.278526
TUR-2018,TUR,EDUADULT,2018,19.456722
TUR-2019,TUR,EDUADULT,2019,19.74897
GBR-1997,GBR,EDUADULT,1997,40.922718
GBR-1998,GBR,EDUADULT,1998,39.878498
GBR-1999,GBR,EDUADULT,1999,38.399529
GBR-2000,GBR,EDUADULT,2000,37.388611
GBR-2001,GBR,EDUADULT,2001,37.15152
GBR-2002,GBR,EDUADULT,2002,35.746799
GBR-2003,GBR,EDUADULT,2003,34.921486
GBR-2004,GBR,EDUADULT,2004,33.831558
GBR-2005,GBR,EDUADULT,2005,33.16832
GBR-2006,GBR,EDUADULT,2006,29.098894
GBR-2007,GBR,EDUADULT,2007,27.807289
GBR-2008,GBR,EDUADULT,2008,28.359348
GBR-2009,GBR,EDUADULT,2009,26.256872
GBR-2010,GBR,EDUADULT,2010,24.937599
GBR-2011,GBR,EDUADULT,2011,23.167467
GBR-2012,GBR,EDUADULT,2012,21.91477
GBR-2013,GBR,EDUADULT,2013,20.849527
GBR-2014,GBR,EDUADULT,2014,20.83497
GBR-2015,GBR,EDUADULT,2015,20.38233
GBR-2016,GBR,EDUADULT,2016,19.253021
GBR-2017,GBR,EDUADULT,2017,18.831131
GBR-2018,GBR,EDUADULT,2018,20.707432
GBR-2019,GBR,EDUADULT,2019,19.939764
GBR-2020,GBR,EDUADULT,2020,18.349808
GBR-1997,GBR,EDUADULT,1997,22.560804
GBR-1998,GBR,EDUADULT,1998,23.779587
GBR-1999,GBR,EDUADULT,1999,24.858973
GBR-2000,GBR,EDUADULT,2000,25.683083
GBR-2001,GBR,EDUADULT,2001,26.126522
GBR-2002,GBR,EDUADULT,2002,26.840527
GBR-2003,GBR,EDUADULT,2003,27.998173
GBR-2004,GBR,EDUADULT,2004,29.338522
GBR-2005,GBR,EDUADULT,2005,29.709032
GBR-2006,GBR,EDUADULT,2006,34.191841
GBR-2007,GBR,EDUADULT,2007,35.536041
GBR-2008,GBR,EDUADULT,2008,35.216167
GBR-2009,GBR,EDUADULT,2009,36.984959
GBR-2010,GBR,EDUADULT,2010,38.187191
GBR-2011,GBR,EDUADULT,2011,39.412373
GBR-2012,GBR,EDUADULT,2012,40.977753
GBR-2013,GBR,EDUADULT,2013,41.891979
GBR-2014,GBR,EDUADULT,2014,42.217449
GBR-2015,GBR,EDUADULT,2015,44.197987
GBR-2016,GBR,EDUADULT,2016,45.766762
GBR-2017,GBR,EDUADULT,2017,45.744305
GBR-2018,GBR,EDUADULT,2018,45.781677
GBR-2019,GBR,EDUADULT,2019,47.189125
GBR-2020,GBR,EDUADULT,2020,49.39045
GBR-1997,GBR,EDUADULT,1997,36.516476
GBR-1998,GBR,EDUADULT,1998,36.341915
GBR-1999,GBR,EDUADULT,1999,36.741501
GBR-2000,GBR,EDUADULT,2000,36.928307
GBR-2001,GBR,EDUADULT,2001,36.721958
