LocationTime,LOCATION,INDICATOR,TIME,Value
GBR-2000,GBR,EDUADULT,2000,30.836182
GBR-2001,GBR,EDUADULT,2001,31.296932
GBR-2002,GBR,EDUADULT,2002,32.109142
GBR-2003,GBR,EDUADULT,2003,32.275608
GBR-2004,GBR,EDUADULT,2004,32.546181
GBR-2005,GBR,EDUADULT,2005,33.580318
GBR-2006,GBR,EDUADULT,2006,32.829632
GBR-2007,GBR,EDUADULT,2007,33.5839
GBR-2008,GBR,EDUADULT,2008,32.972931
GBR-2009,GBR,EDUADULT,2009,33.337765
GBR-2010,GBR,EDUADULT,2010,33.807289
GBR-2011,GBR,EDUADULT,2011,34.62582
GBR-2012,GBR,EDUADULT,2012,34.885033
GBR-2013,GBR,EDUADULT,2013,34.731964
GBR-2014,GBR,EDUADULT,2014,34.556164
GBR-2015,GBR,EDUADULT,2015,33.995499
GBR-2016,GBR,EDUADULT,2016,34.162834
GBR-2017,GBR,EDUADULT,2017,34.007793
GBR-2018,GBR,EDUADULT,2018,32.267807
GBR-2019,GBR,EDUADULT,2019,31.612267
GBR-2020,GBR,EDUADULT,2020,30.810984
USA-1990,USA,EDUADULT,1990,26.522311
USA-1991,USA,EDUADULT,1991,26.188851
USA-1992,USA,EDUADULT,1992,31.896538
USA-1993,USA,EDUADULT,1993,33.102524
USA-1994,USA,EDUADULT,1994,33.761494
USA-1995,USA,EDUADULT,1995,34.898369
USA-1996,USA,EDUADULT,1996,34.691181
USA-1997,USA,EDUADULT,1997,34.615559
USA-1998,USA,EDUADULT,1998,35.487221
USA-1999,USA,EDUADULT,1999,36.516602
USA-2000,USA,EDUADULT,2000,36.878101
USA-2001,USA,EDUADULT,2001,37.539955
USA-2002,USA,EDUADULT,2002,37.963535
USA-2003,USA,EDUADULT,2003,37.905041
USA-2004,USA,EDUADULT,2004,38.438286
USA-2005,USA,EDUADULT,2005,37.947601
USA-2006,USA,EDUADULT,2006,38.340942
USA-2007,USA,EDUADULT,2007,38.767502
USA-2008,USA,EDUADULT,2008,39.341179
USA-2009,USA,EDUADULT,2009,38.974968
USA-2010,USA,EDUADULT,2010,39.286079
USA-2011,USA,EDUADULT,2011,40.254238
USA-2012,USA,EDUADULT,2012,40.880066
USA-2013,USA,EDUADULT,2013,41.350658
USA-2014,USA,EDUADULT,2014,41.449047
USA-2015,USA,EDUADULT,2015,41.735706
USA-2016,USA,EDUADULT,2016,42.716476
USA-2017,USA,EDUADULT,2017,43.039238
USA-2018,USA,EDUADULT,2018,44.312847
USA-2019,USA,EDUADULT,2019,45.024239
USA-2020,USA,EDUADULT,2020,46.559158
USA-1990,USA,EDUADULT,1990,20.899049
USA-1991,USA,EDUADULT,1991,21.411994
USA-1992,USA,EDUADULT,1992,28.510414
USA-1993,USA,EDUADULT,1993,29.642122
USA-1994,USA,EDUADULT,1994,30.767853
USA-1995,USA,EDUADULT,1995,31.711979
USA-1996,USA,EDUADULT,1996,33.167648
USA-1997,USA,EDUADULT,1997,33.52882
USA-1998,USA,EDUADULT,1998,34.27697
USA-1999,USA,EDUADULT,1999,35.037582
USA-2000,USA,EDUADULT,2000,36.128067
USA-2001,USA,EDUADULT,2001,37.501244
USA-2002,USA,EDUADULT,2002,38.296085
USA-2003,USA,EDUADULT,2003,38.920006
USA-2004,USA,EDUADULT,2004,39.64632
USA-2005,USA,EDUADULT,2005,40.124405
USA-2006,USA,EDUADULT,2006,40.598663
USA-2007,USA,EDUADULT,2007,41.730682
USA-2008,USA,EDUADULT,2008,42.823307
USA-2009,USA,EDUADULT,2009,43.397057
USA-2010,USA,EDUADULT,2010,43.973343
USA-2011,USA,EDUADULT,2011,44.586857
USA-2012,USA,EDUADULT,2012,45.133545
USA-2013,USA,EDUADULT,2013,46.359722
USA-2014,USA,EDUADULT,2014,46.897011
USA-2015,USA,EDUADULT,2015,47.412323
USA-2016,USA,EDUADULT,2016,48.507526
USA-2017,USA,EDUADULT,2017,49.545597
USA-2018,USA,EDUADULT,2018,50.435326
USA-2019,USA,EDUADULT,2019,51.534691
USA-2020,USA,EDUADULT,2020,53.423653
USA-1990,USA,EDUADULT,1990,56.35856
USA-1991,USA,EDUADULT,1991,57.119923
USA-1992,USA,EDUADULT,1992,51.863548
USA-1993,USA,EDUADULT,1993,51.462322
USA-1994,USA,EDUADULT,1994,50.911629
USA-1995,USA,EDUADULT,1995,50.388214
USA-1996,USA,EDUADULT,1996,50.482288
USA-1997,USA,EDUADULT,1997,50.568317
USA-1998,USA,EDUADULT,1998,50.292728
USA-1999,USA,EDUADULT,1999,49.834217
USA-2000,USA,EDUADULT,2000,50.224819
USA-2001,USA,EDUADULT,2001,49.274887
USA-2002,USA,EDUADULT,2002,48.563362
USA-2003,USA,EDUADULT,2003,48.598309
USA-2004,USA,EDUADULT,2004,48.542862
USA-2005,USA,EDUADULT,2005,48.9888
USA-2006,USA,EDUADULT,2006,48.486736
USA-2007,USA,EDUADULT,2007,47.944576
USA-2008,USA,EDUADULT,2008,48.19083
USA-2009,USA,EDUADULT,2009,48.636074
USA-2010,USA,EDUADULT,2010,48.676765
USA-2011,USA,EDUADULT,2011,48.095036
USA-2012,USA,EDUADULT,2012,47.580898
USA-2013,USA,EDUADULT,2013,47.271587
USA-2014,USA,EDUADULT,2014,47.087082
USA-2015,USA,EDUADULT,2015,46.939987
USA-2016,USA,EDUADULT,2016,46.620445
USA-2017,USA,EDUADULT,2017,46.787632
USA-2018,USA,EDUADULT,2018,45.757004
USA-2019,USA,EDUADULT,2019,44.949524
USA-2020,USA,EDUADULT,2020,44.396774
USA-1990,USA,EDUADULT,1990,62.671018
USA-1991,USA,EDUADULT,1991,62.685101
USA-1992,USA,EDUADULT,1992,55.802868
USA-1993,USA,EDUADULT,1993,55.578918
USA-1994,USA,EDUADULT,1994,54.828823
USA-1995,USA,EDUADULT,1995,54.567833
USA-1996,USA,EDUADULT,1996,52.960209
USA-1997,USA,EDUADULT,1997,53.088627
USA-1998,USA,EDUADULT,1998,52.830551
USA-1999,USA,EDUADULT,1999,52.427933
USA-2000,USA,EDUADULT,2000,51.639755
USA-2001,USA,EDUADULT,2001,50.42971
USA-2002,USA,EDUADULT,2002,49.833706
USA-2003,USA,EDUADULT,2003,49.599659
USA-2004,USA,EDUADULT,2004,49.155849
USA-2005,USA,EDUADULT,2005,48.45961
USA-2006,USA,EDUADULT,2006,48.138744
USA-2007,USA,EDUADULT,2007,47.345131
USA-2008,USA,EDUADULT,2008,47.005756
USA-2009,USA,EDUADULT,2009,46.254631
USA-2010,USA,EDUADULT,2010,45.97514
USA-2011,USA,EDUADULT,2011,45.557011
USA-2012,USA,EDUADULT,2012,44.985603
USA-2013,USA,EDUADULT,2013,44.230789
USA-2014,USA,EDUADULT,2014,43.669308
USA-2015,USA,EDUADULT,2015,42.963097
USA-2016,USA,EDUADULT,2016,42.420189
USA-2017,USA,EDUADULT,2017,41.886772
USA-2018,USA,EDUADULT,2018,41.114902
USA-2019,USA,EDUADULT,2019,40.081177
USA-2020,USA,EDUADULT,2020,39.038227
ARG-2004,ARG,EDUADULT,2004,14.196757
ARG-2005,ARG,EDUADULT,2005,15.078322
ARG-2006,ARG,EDUADULT,2006,14.619519
ARG-2008,ARG,EDUADULT,2008,15.806544
ARG-2009,ARG,EDUADULT,2009,15.809969
ARG-2010,ARG,EDUADULT,2010,16.454426
ARG-2011,ARG,EDUADULT,2011,16.613182
ARG-2012,ARG,EDUADULT,2012,16.450985
ARG-2013,ARG,EDUADULT,2013,17.356251
ARG-2014,ARG,EDUADULT,2014,16.575907
ARG-2017,ARG,EDUADULT,2017,17.488495
ARG-2018,ARG,EDUADULT,2018,18.074459
ARG-2019,ARG,EDUADULT,2019,18.822496
ARG-2020,ARG,EDUADULT,2020,17.788971
ARG-2004,ARG,EDUADULT,2004,18.869257
ARG-2005,ARG,EDUADULT,2005,19.570387
ARG-2006,ARG,EDUADULT,2006,20.699968
ARG-2008,ARG,EDUADULT,2008,21.795214
ARG-2009,ARG,EDUADULT,2009,22.821455
ARG-2010,ARG,EDUADULT,2010,23.414555
ARG-2011,ARG,EDUADULT,2011,23.598551
ARG-2012,ARG,EDUADULT,2012,24.307671
ARG-2013,ARG,EDUADULT,2013,24.394377
ARG-2014,ARG,EDUADULT,2014,24.082304
ARG-2017,ARG,EDUADULT,2017,24.951094
ARG-2018,ARG,EDUADULT,2018,25.382948
ARG-2019,ARG,EDUADULT,2019,26.465517
ARG-2020,ARG,EDUADULT,2020,26.532795
ARG-2004,ARG,EDUADULT,2004,32.233356
ARG-2005,ARG,EDUADULT,2005,32.341084
ARG-2006,ARG,EDUADULT,2006,34.435829
ARG-2008,ARG,EDUADULT,2008,35.603531
ARG-2009,ARG,EDUADULT,2009,36.653378
ARG-2010,ARG,EDUADULT,2010,37.50124
ARG-2011,ARG,EDUADULT,2011,37.817463
ARG-2012,ARG,EDUADULT,2012,39.247372
ARG-2013,ARG,EDUADULT,2013,39.495987
ARG-2014,ARG,EDUADULT,2014,39.36797
ARG-2017,ARG,EDUADULT,2017,40.205906
ARG-2018,ARG,EDUADULT,2018,41.380878
ARG-2019,ARG,EDUADULT,2019,41.982956
ARG-2020,ARG,EDUADULT,2020,40.910633
ARG-2004,ARG,EDUADULT,2004,31.980049
ARG-2005,ARG,EDUADULT,2005,32.41021
ARG-2006,ARG,EDUADULT,2006,33.035492
ARG-2008,ARG,EDUADULT,2008,34.880924
ARG-2009,ARG,EDUADULT,2009,34.826637
ARG-2010,ARG,EDUADULT,2010,35.633228
ARG-2011,ARG,EDUADULT,2011,36.260303
ARG-2012,ARG,EDUADULT,2012,36.912628
ARG-2013,ARG,EDUADULT,2013,37.237389
ARG-2014,ARG,EDUADULT,2014,37.1861
ARG-2017,ARG,EDUADULT,2017,39.937328
ARG-2018,ARG,EDUADULT,2018,40.85574
ARG-2019,ARG,EDUADULT,2019,40.898529
ARG-2020,ARG,EDUADULT,2020,40.020096
BRA-2007,BRA,EDUADULT,2007,8.6794672
BRA-2008,BRA,EDUADULT,2008,9.4541426
BRA-2009,BRA,EDUADULT,2009,9.7053852
BRA-2011,BRA,EDUADULT,2011,10.218488
BRA-2012,BRA,EDUADULT,2012,11.10502
BRA-2013,BRA,EDUADULT,2013,11.730762
BRA-2014,BRA,EDUADULT,2014,12.018951
BRA-2015,BRA,EDUADULT,2015,12.590186
BRA-2016,BRA,EDUADULT,2016,14.591012
BRA-2017,BRA,EDUADULT,2017,14.740969
BRA-2018,BRA,EDUADULT,2018,15.672506
BRA-2019,BRA,EDUADULT,2019,15.987973
BRA-2020,BRA,EDUADULT,2020,17.080574
BRA-2007,BRA,EDUADULT,2007,10.483443
BRA-2008,BRA,EDUADULT,2008,12.012922
BRA-2009,BRA,EDUADULT,2009,11.914505
BRA-2011,BRA,EDUADULT,2011,12.884999
BRA-2012,BRA,EDUADULT,2012,14.725452
BRA-2013,BRA,EDUADULT,2013,15.589705
BRA-2014,BRA,EDUADULT,2014,16.425022
BRA-2015,BRA,EDUADULT,2015,16.803698
BRA-2016,BRA,EDUADULT,2016,18.992186
BRA-2017,BRA,EDUADULT,2017,19.411106
BRA-2018,BRA,EDUADULT,2018,20.881422
BRA-2019,BRA,EDUADULT,2019,21.294151
BRA-2020,BRA,EDUADULT,2020,22.867119
BRA-2007,BRA,EDUADULT,2007,25.947464
BRA-2008,BRA,EDUADULT,2008,27.154696
BRA-2009,BRA,EDUADULT,2009,28.805014
BRA-2011,BRA,EDUADULT,2011,30.386244
BRA-2012,BRA,EDUADULT,2012,31.220385
BRA-2013,BRA,EDUADULT,2013,31.578886
BRA-2014,BRA,EDUADULT,2014,32.136848
BRA-2015,BRA,EDUADULT,2015,33.163525
BRA-2016,BRA,EDUADULT,2016,33.715424
BRA-2017,BRA,EDUADULT,2017,34.118748
BRA-2018,BRA,EDUADULT,2018,34.832047
BRA-2019,BRA,EDUADULT,2019,35.456421
BRA-2020,BRA,EDUADULT,2020,37.534744
BRA-2007,BRA,EDUADULT,2007,28.31056
BRA-2008,BRA,EDUADULT,2008,28.848614
BRA-2009,BRA,EDUADULT,2009,30.72246
BRA-2011,BRA,EDUADULT,2011,32.810619
BRA-2012,BRA,EDUADULT,2012,32.735054
BRA-2013,BRA,EDUADULT,2013,33.657509
BRA-2014,BRA,EDUADULT,2014,33.868336
BRA-2015,BRA,EDUADULT,2015,34.91124
BRA-2016,BRA,EDUADULT,2016,34.874931
BRA-2017,BRA,EDUADULT,2017,35.464264
BRA-2018,BRA,EDUADULT,2018,35.782215
BRA-2019,BRA,EDUADULT,2019,36.775532
BRA-2020,BRA,EDUADULT,2020,38.185505
CHL-2009,CHL,EDUADULT,2009,17.109118
CHL-2011,CHL,EDUADULT,2011,17.908915
CHL-2013,CHL,EDUADULT,2013,21.040022
CHL-2015,CHL,EDUADULT,2015,22.454159
CHL-2017,CHL,EDUADULT,2017,24.638247
CHL-2020,CHL,EDUADULT,2020,30.872883
CHL-2009,CHL,EDUADULT,2009,17.131065
CHL-2011,CHL,EDUADULT,2011,17.731251
CHL-2013,CHL,EDUADULT,2013,21.132866
CHL-2015,CHL,EDUADULT,2015,22.493267
CHL-2017,CHL,EDUADULT,2017,25.628315
CHL-2020,CHL,EDUADULT,2020,31.890432
CHL-2009,CHL,EDUADULT,2009,40.322689
CHL-2011,CHL,EDUADULT,2011,40.357674
CHL-2013,CHL,EDUADULT,2013,40.646984
CHL-2015,CHL,EDUADULT,2015,42.627129
CHL-2017,CHL,EDUADULT,2017,42.694862
CHL-2020,CHL,EDUADULT,2020,40.736172
CHL-2009,CHL,EDUADULT,2009,38.55164
CHL-2011,CHL,EDUADULT,2011,39.438148
CHL-2013,CHL,EDUADULT,2013,40.045582
CHL-2015,CHL,EDUADULT,2015,42.188766
CHL-2017,CHL,EDUADULT,2017,41.918842
CHL-2020,CHL,EDUADULT,2020,40.37347
CHN-2010,CHN,EDUADULT,2010,10.760453
CHN-2020,CHN,EDUADULT,2020,18.392155
CHN-2010,CHN,EDUADULT,2010,8.5629225
CHN-2020,CHN,EDUADULT,2020,18.684566
CHN-2010,CHN,EDUADULT,2010,16.555506
CHN-2020,CHN,EDUADULT,2020,19.845053
CHN-2010,CHN,EDUADULT,2010,12.94171
CHN-2020,CHN,EDUADULT,2020,16.261459
COL-2014,COL,EDUADULT,2014,20.628479
COL-2015,COL,EDUADULT,2015,19.608345
COL-2016,COL,EDUADULT,2016,20.174047
COL-2017,COL,EDUADULT,2017,20.590368
COL-2018,COL,EDUADULT,2018,21.082104
COL-2019,COL,EDUADULT,2019,21.42478
COL-2020,COL,EDUADULT,2020,21.952885
COL-2014,COL,EDUADULT,2014,23.951704
COL-2015,COL,EDUADULT,2015,23.391415
COL-2016,COL,EDUADULT,2016,24.191235
COL-2017,COL,EDUADULT,2017,24.279985
COL-2018,COL,EDUADULT,2018,25.569864
COL-2019,COL,EDUADULT,2019,26.081968
COL-2020,COL,EDUADULT,2020,27.101116
COL-2014,COL,EDUADULT,2014,30.114704
COL-2015,COL,EDUADULT,2015,29.26355
COL-2016,COL,EDUADULT,2016,30.480776
COL-2017,COL,EDUADULT,2017,31.22529
COL-2018,COL,EDUADULT,2018,31.868658
COL-2019,COL,EDUADULT,2019,32.806915
COL-2020,COL,EDUADULT,2020,34.406151
COL-2014,COL,EDUADULT,2014,29.144901
COL-2015,COL,EDUADULT,2015,28.459257
COL-2016,COL,EDUADULT,2016,29.993441
COL-2017,COL,EDUADULT,2017,31.34483
COL-2018,COL,EDUADULT,2018,31.725365
COL-2019,COL,EDUADULT,2019,32.970245
COL-2020,COL,EDUADULT,2020,33.974163
EST-1997,EST,EDUADULT,1997,24.160566
EST-1998,EST,EDUADULT,1998,23.485497
EST-1999,EST,EDUADULT,1999,22.422453
EST-2000,EST,EDUADULT,2000,21.464544
EST-2001,EST,EDUADULT,2001,22.723341
EST-2002,EST,EDUADULT,2002,22.654995
EST-2003,EST,EDUADULT,2003,23.011353
EST-2004,EST,EDUADULT,2004,23.616859
EST-2005,EST,EDUADULT,2005,26.641077
EST-2006,EST,EDUADULT,2006,26.982605
EST-2007,EST,EDUADULT,2007,25.973307
EST-2008,EST,EDUADULT,2008,26.201738
EST-2009,EST,EDUADULT,2009,26.493443
EST-2010,EST,EDUADULT,2010,26.480659
EST-2011,EST,EDUADULT,2011,28.079679
EST-2012,EST,EDUADULT,2012,28.885132
EST-2013,EST,EDUADULT,2013,28.258377
EST-2014,EST,EDUADULT,2014,28.447504
EST-2015,EST,EDUADULT,2015,28.332598
EST-2016,EST,EDUADULT,2016,29.157036
EST-2017,EST,EDUADULT,2017,29.877974
EST-2018,EST,EDUADULT,2018,30.904222
EST-2019,EST,EDUADULT,2019,30.936712
EST-2020,EST,EDUADULT,2020,32.034843
EST-1997,EST,EDUADULT,1997,35.146767
EST-1998,EST,EDUADULT,1998,35.281303
EST-1999,EST,EDUADULT,1999,34.441845
EST-2000,EST,EDUADULT,2000,35.187653
EST-2001,EST,EDUADULT,2001,35.603615
EST-2002,EST,EDUADULT,2002,35.443844
EST-2003,EST,EDUADULT,2003,35.695816
EST-2004,EST,EDUADULT,2004,37.194561
EST-2005,EST,EDUADULT,2005,38.865856
EST-2006,EST,EDUADULT,2006,38.761127
EST-2007,EST,EDUADULT,2007,39.773857
EST-2008,EST,EDUADULT,2008,41.563114
EST-2009,EST,EDUADULT,2009,44.962532
EST-2010,EST,EDUADULT,2010,43.77713
EST-2011,EST,EDUADULT,2011,45.152157
EST-2012,EST,EDUADULT,2012,45.828297
EST-2013,EST,EDUADULT,2013,45.959515
EST-2014,EST,EDUADULT,2014,46.141506
EST-2015,EST,EDUADULT,2015,47.362286
EST-2016,EST,EDUADULT,2016,48.067318
EST-2017,EST,EDUADULT,2017,49.222305
EST-2018,EST,EDUADULT,2018,51.221062
EST-2019,EST,EDUADULT,2019,51.766712
EST-2020,EST,EDUADULT,2020,52.436687
EST-1997,EST,EDUADULT,1997,57.212147
EST-1998,EST,EDUADULT,1998,58.776566
EST-1999,EST,EDUADULT,1999,60.668804
EST-2000,EST,EDUADULT,2000,61.189438
EST-2001,EST,EDUADULT,2001,61.500027
EST-2002,EST,EDUADULT,2002,62.059273
EST-2003,EST,EDUADULT,2003,62.572048
EST-2004,EST,EDUADULT,2004,62.66666
EST-2005,EST,EDUADULT,2005,59.86935
EST-2006,EST,EDUADULT,2006,58.67701
EST-2007,EST,EDUADULT,2007,60.613499
EST-2008,EST,EDUADULT,2008,60.256916
EST-2009,EST,EDUADULT,2009,59.504539
EST-2010,EST,EDUADULT,2010,59.705551
EST-2011,EST,EDUADULT,2011,58.179489
EST-2012,EST,EDUADULT,2012,58.383217
EST-2013,EST,EDUADULT,2013,59.358192
EST-2014,EST,EDUADULT,2014,55.440289
EST-2015,EST,EDUADULT,2015,57.061733
EST-2016,EST,EDUADULT,2016,56.15049
EST-2017,EST,EDUADULT,2017,55.16227
EST-2018,EST,EDUADULT,2018,54.846138
EST-2019,EST,EDUADULT,2019,56.224724
EST-2020,EST,EDUADULT,2020,55.437286
EST-1997,EST,EDUADULT,1997,48.258999
EST-1998,EST,EDUADULT,1998,49.349716
EST-1999,EST,EDUADULT,1999,50.878857
EST-2000,EST,EDUADULT,2000,52.408531
EST-2001,EST,EDUADULT,2001,52.446922
EST-2002,EST,EDUADULT,2002,53.220188
EST-2003,EST,EDUADULT,2003,53.826576
EST-2004,EST,EDUADULT,2004,52.865025
EST-2005,EST,EDUADULT,2005,51.757652
EST-2006,EST,EDUADULT,2006,51.932323
EST-2007,EST,EDUADULT,2007,51.1488
EST-2008,EST,EDUADULT,2008,48.456123
EST-2009,EST,EDUADULT,2009,46.195736
EST-2010,EST,EDUADULT,2010,48.113487
EST-2011,EST,EDUADULT,2011,46.438175
EST-2012,EST,EDUADULT,2012,46.599342
EST-2013,EST,EDUADULT,2013,47.311459
EST-2014,EST,EDUADULT,2014,45.989273
EST-2015,EST,EDUADULT,2015,44.239498
EST-2016,EST,EDUADULT,2016,44.308128
EST-2017,EST,EDUADULT,2017,43.01841
EST-2018,EST,EDUADULT,2018,41.361931
EST-2019,EST,EDUADULT,2019,41.175655
EST-2020,EST,EDUADULT,2020,41.415203
IDN-2004,IDN,EDUADULT,2004,9.6671581
IDN-2005,IDN,EDUADULT,2005,6.2362485
IDN-2006,IDN,EDUADULT,2006,6.7456226
IDN-2007,IDN,EDUADULT,2007,7.2396193
IDN-2008,IDN,EDUADULT,2008,6.8904028
IDN-2009,IDN,EDUADULT,2009,7.7842197
IDN-2010,IDN,EDUADULT,2010,8.0670834
IDN-2011,IDN,EDUADULT,2011,8.2216234
IDN-2012,IDN,EDUADULT,2012,9.3656998
IDN-2013,IDN,EDUADULT,2013,9.663888
IDN-2014,IDN,EDUADULT,2014,9.7876959
IDN-2015,IDN,EDUADULT,2015,10.668953
IDN-2016,IDN,EDUADULT,2016,11.251226
IDN-2017,IDN,EDUADULT,2017,11.721274
IDN-2018,IDN,EDUADULT,2018,12.137815
IDN-2019,IDN,EDUADULT,2019,11.995928
IDN-2020,IDN,EDUADULT,2020,12.279376
IDN-2004,IDN,EDUADULT,2004,6.6263433
IDN-2005,IDN,EDUADULT,2005,4.6314678
IDN-2006,IDN,EDUADULT,2006,5.5037389
IDN-2007,IDN,EDUADULT,2007,6.5544543
IDN-2008,IDN,EDUADULT,2008,6.0257816
IDN-2009,IDN,EDUADULT,2009,7.2756858
IDN-2010,IDN,EDUADULT,2010,7.8890595
IDN-2011,IDN,EDUADULT,2011,8.0908623
IDN-2012,IDN,EDUADULT,2012,8.6462975
IDN-2013,IDN,EDUADULT,2013,9.111598
IDN-2014,IDN,EDUADULT,2014,9.568326
IDN-2015,IDN,EDUADULT,2015,10.465724
IDN-2016,IDN,EDUADULT,2016,11.42606
IDN-2017,IDN,EDUADULT,2017,11.992958
IDN-2018,IDN,EDUADULT,2018,12.666694
IDN-2019,IDN,EDUADULT,2019,12.838303
IDN-2020,IDN,EDUADULT,2020,13.328758
IDN-2004,IDN,EDUADULT,2004,16.992193
IDN-2005,IDN,EDUADULT,2005,22.009247
IDN-2006,IDN,EDUADULT,2006,23.13876
IDN-2007,IDN,EDUADULT,2007,22.038454
IDN-2008,IDN,EDUADULT,2008,16.235556
IDN-2009,IDN,EDUADULT,2009,24.81736
IDN-2010,IDN,EDUADULT,2010,25.412422
IDN-2011,IDN,EDUADULT,2011,26.528286
IDN-2012,IDN,EDUADULT,2012,26.10998
IDN-2013,IDN,EDUADULT,2013,26.702505
IDN-2014,IDN,EDUADULT,2014,27.584063
IDN-2015,IDN,EDUADULT,2015,28.57028
IDN-2016,IDN,EDUADULT,2016,29.262661
IDN-2017,IDN,EDUADULT,2017,29.5383
IDN-2018,IDN,EDUADULT,2018,30.663164
IDN-2019,IDN,EDUADULT,2019,31.253225
IDN-2020,IDN,EDUADULT,2020,32.115715
IDN-2004,IDN,EDUADULT,2004,11.773955
IDN-2005,IDN,EDUADULT,2005,15.00911
IDN-2006,IDN,EDUADULT,2006,16.576967
IDN-2007,IDN,EDUADULT,2007,16.69187
IDN-2008,IDN,EDUADULT,2008,12.086156
IDN-2009,IDN,EDUADULT,2009,18.070333
IDN-2010,IDN,EDUADULT,2010,19.258108
IDN-2011,IDN,EDUADULT,2011,19.334007
IDN-2012,IDN,EDUADULT,2012,19.362526
IDN-2013,IDN,EDUADULT,2013,19.966633
IDN-2014,IDN,EDUADULT,2014,20.198721
IDN-2015,IDN,EDUADULT,2015,21.148869
IDN-2016,IDN,EDUADULT,2016,22.099981
IDN-2017,IDN,EDUADULT,2017,22.564512
IDN-2018,IDN,EDUADULT,2018,23.008398
IDN-2019,IDN,EDUADULT,2019,23.978794
IDN-2020,IDN,EDUADULT,2020,24.943621
ISR-2002,ISR,EDUADULT,2002,39.831264
ISR-2003,ISR,EDUADULT,2003,40.250072
ISR-2005,ISR,EDUADULT,2005,40.188377
ISR-2007,ISR,EDUADULT,2007,39.907951
ISR-2008,ISR,EDUADULT,2008,40.722355
ISR-2009,ISR,EDUADULT,2009,40.913353
ISR-2010,ISR,EDUADULT,2010,41.62141
ISR-2011,ISR,EDUADULT,2011,43.148518
ISR-2012,ISR,EDUADULT,2012,41.942001
ISR-2013,ISR,EDUADULT,2013,42.87558
ISR-2014,ISR,EDUADULT,2014,43.871922
ISR-2015,ISR,EDUADULT,2015,44.526859
ISR-2016,ISR,EDUADULT,2016,45.177593
ISR-2017,ISR,EDUADULT,2017,46.323353
ISR-2018,ISR,EDUADULT,2018,45.497807
ISR-2019,ISR,EDUADULT,2019,44.999088
ISR-2020,ISR,EDUADULT,2020,45.036282
ISR-2002,ISR,EDUADULT,2002,44.275032
ISR-2003,ISR,EDUADULT,2003,45.457832
ISR-2005,ISR,EDUADULT,2005,45.806358
ISR-2007,ISR,EDUADULT,2007,47.1464
ISR-2008,ISR,EDUADULT,2008,47.134624
ISR-2009,ISR,EDUADULT,2009,48.661175
ISR-2010,ISR,EDUADULT,2010,49.3806
ISR-2011,ISR,EDUADULT,2011,49.553558
ISR-2012,ISR,EDUADULT,2012,50.800053
ISR-2013,ISR,EDUADULT,2013,51.810978
ISR-2014,ISR,EDUADULT,2014,53.042099
ISR-2015,ISR,EDUADULT,2015,52.97908
ISR-2016,ISR,EDUADULT,2016,54.461967
ISR-2017,ISR,EDUADULT,2017,55.332455
ISR-2018,ISR,EDUADULT,2018,54.747131
ISR-2019,ISR,EDUADULT,2019,55.366119
ISR-2020,ISR,EDUADULT,2020,55.079689
ISR-2002,ISR,EDUADULT,2002,39.998707
ISR-2003,ISR,EDUADULT,2003,41.148617
ISR-2005,ISR,EDUADULT,2005,37.169769
ISR-2007,ISR,EDUADULT,2007,39.137558
ISR-2008,ISR,EDUADULT,2008,39.032181
ISR-2009,ISR,EDUADULT,2009,39.033924
ISR-2010,ISR,EDUADULT,2010,39.068352
ISR-2011,ISR,EDUADULT,2011,38.610687
ISR-2012,ISR,EDUADULT,2012,41.816986
ISR-2013,ISR,EDUADULT,2013,41.122326
ISR-2014,ISR,EDUADULT,2014,40.523792
ISR-2015,ISR,EDUADULT,2015,40.13921
ISR-2016,ISR,EDUADULT,2016,40.765846
ISR-2017,ISR,EDUADULT,2017,40.422241
ISR-2018,ISR,EDUADULT,2018,40.024128
ISR-2019,ISR,EDUADULT,2019,41.148937
ISR-2020,ISR,EDUADULT,2020,41.99609
ISR-2002,ISR,EDUADULT,2002,36.548618
ISR-2003,ISR,EDUADULT,2003,36.957161
ISR-2005,ISR,EDUADULT,2005,34.649605
ISR-2007,ISR,EDUADULT,2007,34.59528
ISR-2008,ISR,EDUADULT,2008,35.52948
ISR-2009,ISR,EDUADULT,2009,34.859909
ISR-2010,ISR,EDUADULT,2010,34.017166
ISR-2011,ISR,EDUADULT,2011,34.678032
ISR-2012,ISR,EDUADULT,2012,34.512508
ISR-2013,ISR,EDUADULT,2013,34.133713
ISR-2014,ISR,EDUADULT,2014,33.240799
ISR-2015,ISR,EDUADULT,2015,33.39616
ISR-2016,ISR,EDUADULT,2016,33.105724
ISR-2017,ISR,EDUADULT,2017,32.646366
ISR-2018,ISR,EDUADULT,2018,32.433453
ISR-2019,ISR,EDUADULT,2019,32.622246
ISR-2020,ISR,EDUADULT,2020,33.885052
LVA-1996,LVA,EDUADULT,1996,15.40836
LVA-1997,LVA,EDUADULT,1997,13.816815
LVA-1998,LVA,EDUADULT,1998,15.212976
LVA-1999,LVA,EDUADULT,1999,15.924373
LVA-2000,LVA,EDUADULT,2000,16.345989
LVA-2001,LVA,EDUADULT,2001,15.02216
LVA-2002,LVA,EDUADULT,2002,16.318783
LVA-2003,LVA,EDUADULT,2003,14.803778
LVA-2004,LVA,EDUADULT,2004,16.212927
LVA-2005,LVA,EDUADULT,2005,16.164032
