LocationTime,LOCATION,INDICATOR,SUBJECT,TIME,Value
USA-2010-Q4,USA,EMP,TOT,2010,139154.7
USA-2011-Q1,USA,EMP,TOT,2011,139427.7
USA-2011-Q2,USA,EMP,TOT,2011,139531.3
USA-2011-Q3,USA,EMP,TOT,2011,139883.0
USA-2011-Q4,USA,EMP,TOT,2011,140698.7
USA-2012-Q1,USA,EMP,TOT,2012,141826.0
USA-2012-Q2,USA,EMP,TOT,2012,142165.3
USA-2012-Q3,USA,EMP,TOT,2012,142542.3
USA-2012-Q4,USA,EMP,TOT,2012,143364.7
USA-2013-Q1,USA,EMP,TOT,2013,143323.3
USA-2013-Q2,USA,EMP,TOT,2013,143838.7
USA-2013-Q3,USA,EMP,TOT,2013,144336.0
USA-2013-Q4,USA,EMP,TOT,2013,144264.7
USA-2014-Q1,USA,EMP,TOT,2014,145310.7
USA-2014-Q2,USA,EMP,TOT,2014,145913.0
USA-2014-Q3,USA,EMP,TOT,2014,146569.0
USA-2014-Q4,USA,EMP,TOT,2014,147482.0
USA-2015-Q1,USA,EMP,TOT,2015,148106.0
USA-2015-Q2,USA,EMP,TOT,2015,148714.7
USA-2015-Q3,USA,EMP,TOT,2015,148945.7
USA-2015-Q4,USA,EMP,TOT,2015,149612.3
USA-2016-Q1,USA,EMP,TOT,2016,150936.7
USA-2016-Q2,USA,EMP,TOT,2016,151143.0
USA-2016-Q3,USA,EMP,TOT,2016,151698.0
USA-2016-Q4,USA,EMP,TOT,2016,151968.0
USA-2017-Q1,USA,EMP,TOT,2017,152565.7
USA-2017-Q2,USA,EMP,TOT,2017,153214.0
USA-2017-Q3,USA,EMP,TOT,2017,153786.0
USA-2017-Q4,USA,EMP,TOT,2017,153772.7
USA-2018-Q1,USA,EMP,TOT,2018,154945.3
USA-2018-Q2,USA,EMP,TOT,2018,155575.3
USA-2018-Q3,USA,EMP,TOT,2018,155888.3
USA-2018-Q4,USA,EMP,TOT,2018,156643.0
USA-2019-Q1,USA,EMP,TOT,2019,156730.7
USA-2019-Q2,USA,EMP,TOT,2019,156887.0
USA-2019-Q3,USA,EMP,TOT,2019,157869.7
USA-2019-Q4,USA,EMP,TOT,2019,158650.0
USA-2020-Q1,USA,EMP,TOT,2020,157581.0
USA-2020-Q2,USA,EMP,TOT,2020,137554.0
USA-2020-Q3,USA,EMP,TOT,2020,146201.7
USA-2020-Q4,USA,EMP,TOT,2020,149914.3
USA-1990-Q1,USA,EMP,WOMEN,1990,53743.33
USA-1990-Q2,USA,EMP,WOMEN,1990,53755.33
USA-1990-Q3,USA,EMP,WOMEN,1990,53700.0
USA-1990-Q4,USA,EMP,WOMEN,1990,53554.0
USA-1991-Q1,USA,EMP,WOMEN,1991,53410.0
USA-1991-Q2,USA,EMP,WOMEN,1991,53508.67
USA-1991-Q3,USA,EMP,WOMEN,1991,53465.33
USA-1991-Q4,USA,EMP,WOMEN,1991,53589.33
USA-1992-Q1,USA,EMP,WOMEN,1992,53875.0
USA-1992-Q2,USA,EMP,WOMEN,1992,53996.67
USA-1992-Q3,USA,EMP,WOMEN,1992,54136.67
USA-1992-Q4,USA,EMP,WOMEN,1992,54192.0
USA-1993-Q1,USA,EMP,WOMEN,1993,54361.33
USA-1993-Q2,USA,EMP,WOMEN,1993,54727.33
USA-1993-Q3,USA,EMP,WOMEN,1993,55072.67
USA-1993-Q4,USA,EMP,WOMEN,1993,55463.67
USA-1994-Q1,USA,EMP,WOMEN,1994,56116.67
USA-1994-Q2,USA,EMP,WOMEN,1994,56471.0
USA-1994-Q3,USA,EMP,WOMEN,1994,56737.67
USA-1994-Q4,USA,EMP,WOMEN,1994,57127.67
USA-1995-Q1,USA,EMP,WOMEN,1995,57273.0
USA-1995-Q2,USA,EMP,WOMEN,1995,57352.67
USA-1995-Q3,USA,EMP,WOMEN,1995,57593.33
USA-1995-Q4,USA,EMP,WOMEN,1995,57871.0
USA-1996-Q1,USA,EMP,WOMEN,1996,57902.0
USA-1996-Q2,USA,EMP,WOMEN,1996,58235.33
USA-1996-Q3,USA,EMP,WOMEN,1996,58747.0
USA-1996-Q4,USA,EMP,WOMEN,1996,59135.0
USA-1997-Q1,USA,EMP,WOMEN,1997,59324.0
USA-1997-Q2,USA,EMP,WOMEN,1997,59719.33
USA-1997-Q3,USA,EMP,WOMEN,1997,60113.67
USA-1997-Q4,USA,EMP,WOMEN,1997,60359.67
USA-1998-Q1,USA,EMP,WOMEN,1998,60506.67
USA-1998-Q2,USA,EMP,WOMEN,1998,60600.0
USA-1998-Q3,USA,EMP,WOMEN,1998,60869.67
USA-1998-Q4,USA,EMP,WOMEN,1998,61148.67
USA-1999-Q1,USA,EMP,WOMEN,1999,61696.33
USA-1999-Q2,USA,EMP,WOMEN,1999,61922.0
USA-1999-Q3,USA,EMP,WOMEN,1999,62096.67
USA-1999-Q4,USA,EMP,WOMEN,1999,62497.33
USA-2000-Q1,USA,EMP,WOMEN,2000,63394.33
USA-2000-Q2,USA,EMP,WOMEN,2000,63675.33
USA-2000-Q3,USA,EMP,WOMEN,2000,63425.0
USA-2000-Q4,USA,EMP,WOMEN,2000,63873.0
USA-2001-Q1,USA,EMP,WOMEN,2001,64149.33
USA-2001-Q2,USA,EMP,WOMEN,2001,63804.0
USA-2001-Q3,USA,EMP,WOMEN,2001,63573.33
USA-2001-Q4,USA,EMP,WOMEN,2001,63434.67
USA-2002-Q1,USA,EMP,WOMEN,2002,63443.67
USA-2002-Q2,USA,EMP,WOMEN,2002,63393.67
USA-2002-Q3,USA,EMP,WOMEN,2002,63682.0
USA-2002-Q4,USA,EMP,WOMEN,2002,63794.33
USA-2003-Q1,USA,EMP,WOMEN,2003,64376.33
USA-2003-Q2,USA,EMP,WOMEN,2003,64526.67
USA-2003-Q3,USA,EMP,WOMEN,2003,64294.33
USA-2003-Q4,USA,EMP,WOMEN,2003,64399.33
USA-2004-Q1,USA,EMP,WOMEN,2004,64353.33
USA-2004-Q2,USA,EMP,WOMEN,2004,64699.0
USA-2004-Q3,USA,EMP,WOMEN,2004,64796.0
USA-2004-Q4,USA,EMP,WOMEN,2004,65033.33
USA-2005-Q1,USA,EMP,WOMEN,2005,65256.0
USA-2005-Q2,USA,EMP,WOMEN,2005,65565.34
USA-2005-Q3,USA,EMP,WOMEN,2005,65978.34
USA-2005-Q4,USA,EMP,WOMEN,2005,66185.34
USA-2006-Q1,USA,EMP,WOMEN,2006,66348.0
USA-2006-Q2,USA,EMP,WOMEN,2006,66761.34
USA-2006-Q3,USA,EMP,WOMEN,2006,67088.0
USA-2006-Q4,USA,EMP,WOMEN,2006,67494.66
USA-2007-Q1,USA,EMP,WOMEN,2007,67780.34
USA-2007-Q2,USA,EMP,WOMEN,2007,67566.66
USA-2007-Q3,USA,EMP,WOMEN,2007,67863.34
USA-2007-Q4,USA,EMP,WOMEN,2007,67971.34
USA-2008-Q1,USA,EMP,WOMEN,2008,67996.66
USA-2008-Q2,USA,EMP,WOMEN,2008,68047.34
USA-2008-Q3,USA,EMP,WOMEN,2008,67863.0
USA-2008-Q4,USA,EMP,WOMEN,2008,67637.34
USA-2009-Q1,USA,EMP,WOMEN,2009,66843.0
USA-2009-Q2,USA,EMP,WOMEN,2009,66456.34
USA-2009-Q3,USA,EMP,WOMEN,2009,66018.0
USA-2009-Q4,USA,EMP,WOMEN,2009,65557.66
USA-2010-Q1,USA,EMP,WOMEN,2010,65766.0
USA-2010-Q2,USA,EMP,WOMEN,2010,65736.66
USA-2010-Q3,USA,EMP,WOMEN,2010,65699.34
USA-2010-Q4,USA,EMP,WOMEN,2010,65654.66
USA-2011-Q1,USA,EMP,WOMEN,2011,65527.0
USA-2011-Q2,USA,EMP,WOMEN,2011,65478.0
USA-2011-Q3,USA,EMP,WOMEN,2011,65573.34
USA-2011-Q4,USA,EMP,WOMEN,2011,65768.66
USA-2012-Q1,USA,EMP,WOMEN,2012,66626.34
USA-2012-Q2,USA,EMP,WOMEN,2012,66784.34
USA-2012-Q3,USA,EMP,WOMEN,2012,66981.66
USA-2012-Q4,USA,EMP,WOMEN,2012,67263.66
USA-2013-Q1,USA,EMP,WOMEN,2013,67116.34
USA-2013-Q2,USA,EMP,WOMEN,2013,67543.0
USA-2013-Q3,USA,EMP,WOMEN,2013,67937.66
USA-2013-Q4,USA,EMP,WOMEN,2013,67714.66
USA-2014-Q1,USA,EMP,WOMEN,2014,68329.0
USA-2014-Q2,USA,EMP,WOMEN,2014,68527.0
USA-2014-Q3,USA,EMP,WOMEN,2014,68550.34
USA-2014-Q4,USA,EMP,WOMEN,2014,69056.0
USA-2015-Q1,USA,EMP,WOMEN,2015,69327.0
USA-2015-Q2,USA,EMP,WOMEN,2015,69622.34
USA-2015-Q3,USA,EMP,WOMEN,2015,69672.66
USA-2015-Q4,USA,EMP,WOMEN,2015,70180.66
USA-2016-Q1,USA,EMP,WOMEN,2016,70652.0
USA-2016-Q2,USA,EMP,WOMEN,2016,70664.66
USA-2016-Q3,USA,EMP,WOMEN,2016,70952.34
USA-2016-Q4,USA,EMP,WOMEN,2016,71185.0
USA-2017-Q1,USA,EMP,WOMEN,2017,71534.0
USA-2017-Q2,USA,EMP,WOMEN,2017,71829.66
USA-2017-Q3,USA,EMP,WOMEN,2017,72235.0
USA-2017-Q4,USA,EMP,WOMEN,2017,72121.34
USA-2018-Q1,USA,EMP,WOMEN,2018,72465.66
USA-2018-Q2,USA,EMP,WOMEN,2018,72858.34
USA-2018-Q3,USA,EMP,WOMEN,2018,73237.66
USA-2018-Q4,USA,EMP,WOMEN,2018,73682.34
USA-2019-Q1,USA,EMP,WOMEN,2019,73715.66
USA-2019-Q2,USA,EMP,WOMEN,2019,73626.34
USA-2019-Q3,USA,EMP,WOMEN,2019,74208.34
USA-2019-Q4,USA,EMP,WOMEN,2019,74749.34
USA-2020-Q1,USA,EMP,WOMEN,2020,74311.34
USA-2020-Q2,USA,EMP,WOMEN,2020,63755.0
USA-2020-Q3,USA,EMP,WOMEN,2020,68425.34
USA-2020-Q4,USA,EMP,WOMEN,2020,70456.66
USA-1990-Q1,USA,EMP,MEN,1990,81.0777
USA-1990-Q2,USA,EMP,MEN,1990,80.91309
USA-1990-Q3,USA,EMP,MEN,1990,80.50415
USA-1990-Q4,USA,EMP,MEN,1990,80.16679
USA-1991-Q1,USA,EMP,MEN,1991,79.37595
USA-1991-Q2,USA,EMP,MEN,1991,78.89229
USA-1991-Q3,USA,EMP,MEN,1991,78.79457
USA-1991-Q4,USA,EMP,MEN,1991,78.55814
USA-1992-Q1,USA,EMP,MEN,1992,78.27895
USA-1992-Q2,USA,EMP,MEN,1992,78.35561
USA-1992-Q3,USA,EMP,MEN,1992,78.45293
USA-1992-Q4,USA,EMP,MEN,1992,78.28606
USA-1993-Q1,USA,EMP,MEN,1993,78.56993
USA-1993-Q2,USA,EMP,MEN,1993,78.63245
USA-1993-Q3,USA,EMP,MEN,1993,78.74694
USA-1993-Q4,USA,EMP,MEN,1993,78.81706
USA-1994-Q1,USA,EMP,MEN,1994,78.6611
USA-1994-Q2,USA,EMP,MEN,1994,78.72975
USA-1994-Q3,USA,EMP,MEN,1994,78.9839
USA-1994-Q4,USA,EMP,MEN,1994,79.79589
USA-1995-Q1,USA,EMP,MEN,1995,79.8959
USA-1995-Q2,USA,EMP,MEN,1995,79.56668
USA-1995-Q3,USA,EMP,MEN,1995,79.46318
USA-1995-Q4,USA,EMP,MEN,1995,79.24599
USA-1996-Q1,USA,EMP,MEN,1996,79.35905
USA-1996-Q2,USA,EMP,MEN,1996,79.63498
USA-1996-Q3,USA,EMP,MEN,1996,79.84848
USA-1996-Q4,USA,EMP,MEN,1996,79.87619
USA-1997-Q1,USA,EMP,MEN,1997,79.81216
USA-1997-Q2,USA,EMP,MEN,1997,80.0925
USA-1997-Q3,USA,EMP,MEN,1997,80.15965
USA-1997-Q4,USA,EMP,MEN,1997,80.23341
USA-1998-Q1,USA,EMP,MEN,1998,80.35114
USA-1998-Q2,USA,EMP,MEN,1998,80.58705
USA-1998-Q3,USA,EMP,MEN,1998,80.36167
USA-1998-Q4,USA,EMP,MEN,1998,80.58907
USA-1999-Q1,USA,EMP,MEN,1999,80.60712
USA-1999-Q2,USA,EMP,MEN,1999,80.44284
USA-1999-Q3,USA,EMP,MEN,1999,80.41375
USA-1999-Q4,USA,EMP,MEN,1999,80.50266
USA-2000-Q1,USA,EMP,MEN,2000,80.77959
USA-2000-Q2,USA,EMP,MEN,2000,80.7875
USA-2000-Q3,USA,EMP,MEN,2000,80.51514
USA-2000-Q4,USA,EMP,MEN,2000,80.40072
USA-2001-Q1,USA,EMP,MEN,2001,80.10868
USA-2001-Q2,USA,EMP,MEN,2001,79.62457
USA-2001-Q3,USA,EMP,MEN,2001,79.18184
USA-2001-Q4,USA,EMP,MEN,2001,78.49333
USA-2002-Q1,USA,EMP,MEN,2002,78.18855
USA-2002-Q2,USA,EMP,MEN,2002,78.03711
USA-2002-Q3,USA,EMP,MEN,2002,77.98885
USA-2002-Q4,USA,EMP,MEN,2002,77.56013
USA-2003-Q1,USA,EMP,MEN,2003,77.1793
USA-2003-Q2,USA,EMP,MEN,2003,76.80226
USA-2003-Q3,USA,EMP,MEN,2003,76.66354
USA-2003-Q4,USA,EMP,MEN,2003,77.05642
USA-2004-Q1,USA,EMP,MEN,2004,77.25129
USA-2004-Q2,USA,EMP,MEN,2004,77.05139
USA-2004-Q3,USA,EMP,MEN,2004,77.27982
USA-2004-Q4,USA,EMP,MEN,2004,77.25288
USA-2005-Q1,USA,EMP,MEN,2005,77.27335
USA-2005-Q2,USA,EMP,MEN,2005,77.67365
USA-2005-Q3,USA,EMP,MEN,2005,77.78756
USA-2005-Q4,USA,EMP,MEN,2005,77.66479
USA-2006-Q1,USA,EMP,MEN,2006,77.94886
USA-2006-Q2,USA,EMP,MEN,2006,77.99146
USA-2006-Q3,USA,EMP,MEN,2006,78.05518
USA-2006-Q4,USA,EMP,MEN,2006,78.31754
USA-2007-Q1,USA,EMP,MEN,2007,78.05725
USA-2007-Q2,USA,EMP,MEN,2007,77.85586
USA-2007-Q3,USA,EMP,MEN,2007,77.58906
USA-2007-Q4,USA,EMP,MEN,2007,77.5461
USA-2008-Q1,USA,EMP,MEN,2008,77.3063
USA-2008-Q2,USA,EMP,MEN,2008,76.89748
USA-2008-Q3,USA,EMP,MEN,2008,76.23122
USA-2008-Q4,USA,EMP,MEN,2008,75.02494
USA-2009-Q1,USA,EMP,MEN,2009,73.25773
USA-2009-Q2,USA,EMP,MEN,2009,72.14664
USA-2009-Q3,USA,EMP,MEN,2009,71.47279
USA-2009-Q4,USA,EMP,MEN,2009,70.74004
USA-2010-Q1,USA,EMP,MEN,2010,70.89825
USA-2010-Q2,USA,EMP,MEN,2010,71.13794
USA-2010-Q3,USA,EMP,MEN,2010,71.14896
USA-2010-Q4,USA,EMP,MEN,2010,70.90724
USA-2011-Q1,USA,EMP,MEN,2011,71.29163
USA-2011-Q2,USA,EMP,MEN,2011,71.12208
USA-2011-Q3,USA,EMP,MEN,2011,71.25285
USA-2011-Q4,USA,EMP,MEN,2011,71.73486
USA-2012-Q1,USA,EMP,MEN,2012,72.05495
USA-2012-Q2,USA,EMP,MEN,2012,72.09378
USA-2012-Q3,USA,EMP,MEN,2012,72.20098
USA-2012-Q4,USA,EMP,MEN,2012,72.5573
USA-2013-Q1,USA,EMP,MEN,2013,72.56864
USA-2013-Q2,USA,EMP,MEN,2013,72.48856
USA-2013-Q3,USA,EMP,MEN,2013,72.46508
USA-2013-Q4,USA,EMP,MEN,2013,72.58363
USA-2014-Q1,USA,EMP,MEN,2014,72.88695
USA-2014-Q2,USA,EMP,MEN,2014,73.25374
USA-2014-Q3,USA,EMP,MEN,2014,73.73126
USA-2014-Q4,USA,EMP,MEN,2014,73.97672
USA-2015-Q1,USA,EMP,MEN,2015,74.03278
USA-2015-Q2,USA,EMP,MEN,2015,74.18694
USA-2015-Q3,USA,EMP,MEN,2015,74.2002
USA-2015-Q4,USA,EMP,MEN,2015,74.25003
USA-2016-Q1,USA,EMP,MEN,2016,74.69061
USA-2016-Q2,USA,EMP,MEN,2016,74.75224
USA-2016-Q3,USA,EMP,MEN,2016,74.84886
USA-2016-Q4,USA,EMP,MEN,2016,74.93492
USA-2017-Q1,USA,EMP,MEN,2017,75.0953
USA-2017-Q2,USA,EMP,MEN,2017,75.45372
USA-2017-Q3,USA,EMP,MEN,2017,75.53509
USA-2017-Q4,USA,EMP,MEN,2017,75.61315
USA-2018-Q1,USA,EMP,MEN,2018,75.98075
USA-2018-Q2,USA,EMP,MEN,2018,76.1161
USA-2018-Q3,USA,EMP,MEN,2018,75.96048
USA-2018-Q4,USA,EMP,MEN,2018,76.111
USA-2019-Q1,USA,EMP,MEN,2019,76.22366
USA-2019-Q2,USA,EMP,MEN,2019,76.46159
USA-2019-Q3,USA,EMP,MEN,2019,76.63927
USA-2019-Q4,USA,EMP,MEN,2019,76.67365
USA-2020-Q1,USA,EMP,MEN,2020,76.3082
USA-2020-Q2,USA,EMP,MEN,2020,67.78937
USA-2020-Q3,USA,EMP,MEN,2020,71.24574
USA-2020-Q4,USA,EMP,MEN,2020,72.64522
USA-1990-Q1,USA,EMP,TOT,1990,72.49024
USA-1990-Q2,USA,EMP,TOT,1990,72.41792
USA-1990-Q3,USA,EMP,TOT,1990,72.11797
USA-1990-Q4,USA,EMP,TOT,1990,71.70667
USA-1991-Q1,USA,EMP,TOT,1991,71.19248
USA-1991-Q2,USA,EMP,TOT,1991,71.03794
USA-1991-Q3,USA,EMP,TOT,1991,70.90834
USA-1991-Q4,USA,EMP,TOT,1991,70.70614
USA-1992-Q1,USA,EMP,TOT,1992,70.72023
USA-1992-Q2,USA,EMP,TOT,1992,70.87605
USA-1992-Q3,USA,EMP,TOT,1992,70.9406
USA-1992-Q4,USA,EMP,TOT,1992,70.68921
USA-1993-Q1,USA,EMP,TOT,1993,70.9333
USA-1993-Q2,USA,EMP,TOT,1993,71.15721
USA-1993-Q3,USA,EMP,TOT,1993,71.31555
USA-1993-Q4,USA,EMP,TOT,1993,71.43166
USA-1994-Q1,USA,EMP,TOT,1994,71.58874
USA-1994-Q2,USA,EMP,TOT,1994,71.80221
USA-1994-Q3,USA,EMP,TOT,1994,72.0565
USA-1994-Q4,USA,EMP,TOT,1994,72.57941
USA-1995-Q1,USA,EMP,TOT,1995,72.67062
USA-1995-Q2,USA,EMP,TOT,1995,72.48193
USA-1995-Q3,USA,EMP,TOT,1995,72.5032
USA-1995-Q4,USA,EMP,TOT,1995,72.46876
USA-1996-Q1,USA,EMP,TOT,1996,72.48372
USA-1996-Q2,USA,EMP,TOT,1996,72.69951
USA-1996-Q3,USA,EMP,TOT,1996,73.07066
USA-1996-Q4,USA,EMP,TOT,1996,73.18621
USA-1997-Q1,USA,EMP,TOT,1997,73.15746
USA-1997-Q2,USA,EMP,TOT,1997,73.43926
USA-1997-Q3,USA,EMP,TOT,1997,73.69157
USA-1997-Q4,USA,EMP,TOT,1997,73.7402
USA-1998-Q1,USA,EMP,TOT,1998,73.76111
USA-1998-Q2,USA,EMP,TOT,1998,73.85233
USA-1998-Q3,USA,EMP,TOT,1998,73.81977
USA-1998-Q4,USA,EMP,TOT,1998,73.94743
USA-1999-Q1,USA,EMP,TOT,1999,73.98904
USA-1999-Q2,USA,EMP,TOT,1999,73.89839
USA-1999-Q3,USA,EMP,TOT,1999,73.86935
USA-1999-Q4,USA,EMP,TOT,1999,74.0296
USA-2000-Q1,USA,EMP,TOT,2000,74.2645
USA-2000-Q2,USA,EMP,TOT,2000,74.26701
USA-2000-Q3,USA,EMP,TOT,2000,73.85406
USA-2000-Q4,USA,EMP,TOT,2000,73.97627
USA-2001-Q1,USA,EMP,TOT,2001,73.92726
USA-2001-Q2,USA,EMP,TOT,2001,73.36398
USA-2001-Q3,USA,EMP,TOT,2001,72.83108
USA-2001-Q4,USA,EMP,TOT,2001,72.33102
USA-2002-Q1,USA,EMP,TOT,2002,72.16142
USA-2002-Q2,USA,EMP,TOT,2002,71.9276
USA-2002-Q3,USA,EMP,TOT,2002,71.90421
USA-2002-Q4,USA,EMP,TOT,2002,71.66752
USA-2003-Q1,USA,EMP,TOT,2003,71.50363
USA-2003-Q2,USA,EMP,TOT,2003,71.26856
USA-2003-Q3,USA,EMP,TOT,2003,70.97018
USA-2003-Q4,USA,EMP,TOT,2003,71.1045
USA-2004-Q1,USA,EMP,TOT,2004,71.17995
USA-2004-Q2,USA,EMP,TOT,2004,71.14015
USA-2004-Q3,USA,EMP,TOT,2004,71.2402
USA-2004-Q4,USA,EMP,TOT,2004,71.29591
USA-2005-Q1,USA,EMP,TOT,2005,71.26707
USA-2005-Q2,USA,EMP,TOT,2005,71.48668
USA-2005-Q3,USA,EMP,TOT,2005,71.7133
USA-2005-Q4,USA,EMP,TOT,2005,71.62601
USA-2006-Q1,USA,EMP,TOT,2006,71.76908
USA-2006-Q2,USA,EMP,TOT,2006,71.88847
USA-2006-Q3,USA,EMP,TOT,2006,72.05134
USA-2006-Q4,USA,EMP,TOT,2006,72.24934
USA-2007-Q1,USA,EMP,TOT,2007,72.04469
USA-2007-Q2,USA,EMP,TOT,2007,71.74245
USA-2007-Q3,USA,EMP,TOT,2007,71.66579
USA-2007-Q4,USA,EMP,TOT,2007,71.63661
USA-2008-Q1,USA,EMP,TOT,2008,71.50659
USA-2008-Q2,USA,EMP,TOT,2008,71.25301
USA-2008-Q3,USA,EMP,TOT,2008,70.73269
USA-2008-Q4,USA,EMP,TOT,2008,69.96629
USA-2009-Q1,USA,EMP,TOT,2009,68.65276
USA-2009-Q2,USA,EMP,TOT,2009,67.89865
USA-2009-Q3,USA,EMP,TOT,2009,67.30409
USA-2009-Q4,USA,EMP,TOT,2009,66.56335
USA-2010-Q1,USA,EMP,TOT,2010,66.72897
USA-2010-Q2,USA,EMP,TOT,2010,66.79232
USA-2010-Q3,USA,EMP,TOT,2010,66.72546
USA-2010-Q4,USA,EMP,TOT,2010,66.44245
USA-2011-Q1,USA,EMP,TOT,2011,66.65429
USA-2011-Q2,USA,EMP,TOT,2011,66.49664
USA-2011-Q3,USA,EMP,TOT,2011,66.58423
USA-2011-Q4,USA,EMP,TOT,2011,66.7822
USA-2012-Q1,USA,EMP,TOT,2012,66.96033
USA-2012-Q2,USA,EMP,TOT,2012,67.0378
USA-2012-Q3,USA,EMP,TOT,2012,67.12024
USA-2012-Q4,USA,EMP,TOT,2012,67.36005
USA-2013-Q1,USA,EMP,TOT,2013,67.22666
USA-2013-Q2,USA,EMP,TOT,2013,67.32671
USA-2013-Q3,USA,EMP,TOT,2013,67.45741
USA-2013-Q4,USA,EMP,TOT,2013,67.37362
USA-2014-Q1,USA,EMP,TOT,2014,67.77229
USA-2014-Q2,USA,EMP,TOT,2014,68.04205
USA-2014-Q3,USA,EMP,TOT,2014,68.22594
USA-2014-Q4,USA,EMP,TOT,2014,68.52576
USA-2015-Q1,USA,EMP,TOT,2015,68.50456
USA-2015-Q2,USA,EMP,TOT,2015,68.72581
USA-2015-Q3,USA,EMP,TOT,2015,68.68102
USA-2015-Q4,USA,EMP,TOT,2015,68.89252
USA-2016-Q1,USA,EMP,TOT,2016,69.24626
USA-2016-Q2,USA,EMP,TOT,2016,69.22461
USA-2016-Q3,USA,EMP,TOT,2016,69.36394
USA-2016-Q4,USA,EMP,TOT,2016,69.51188
USA-2017-Q1,USA,EMP,TOT,2017,69.79356
USA-2017-Q2,USA,EMP,TOT,2017,70.06925
USA-2017-Q3,USA,EMP,TOT,2017,70.26538
USA-2017-Q4,USA,EMP,TOT,2017,70.27618
USA-2018-Q1,USA,EMP,TOT,2018,70.49513
USA-2018-Q2,USA,EMP,TOT,2018,70.67365
USA-2018-Q3,USA,EMP,TOT,2018,70.73046
USA-2018-Q4,USA,EMP,TOT,2018,70.96706
USA-2019-Q1,USA,EMP,TOT,2019,71.04762
USA-2019-Q2,USA,EMP,TOT,2019,71.18124
USA-2019-Q3,USA,EMP,TOT,2019,71.46467
USA-2019-Q4,USA,EMP,TOT,2019,71.70122
USA-2020-Q1,USA,EMP,TOT,2020,71.37614
USA-2020-Q2,USA,EMP,TOT,2020,62.4151
USA-2020-Q3,USA,EMP,TOT,2020,66.37891
USA-2020-Q4,USA,EMP,TOT,2020,67.8697
USA-1990-Q1,USA,EMP,WOMEN,1990,64.2495
USA-1990-Q2,USA,EMP,WOMEN,1990,64.26803
USA-1990-Q3,USA,EMP,WOMEN,1990,64.06801
USA-1990-Q4,USA,EMP,WOMEN,1990,63.57489
USA-1991-Q1,USA,EMP,WOMEN,1991,63.33957
USA-1991-Q2,USA,EMP,WOMEN,1991,63.48314
USA-1991-Q3,USA,EMP,WOMEN,1991,63.31848
USA-1991-Q4,USA,EMP,WOMEN,1991,63.15564
USA-1992-Q1,USA,EMP,WOMEN,1992,63.46317
USA-1992-Q2,USA,EMP,WOMEN,1992,63.67052
USA-1992-Q3,USA,EMP,WOMEN,1992,63.69294
USA-1992-Q4,USA,EMP,WOMEN,1992,63.37364
USA-1993-Q1,USA,EMP,WOMEN,1993,63.58497
USA-1993-Q2,USA,EMP,WOMEN,1993,63.94493
USA-1993-Q3,USA,EMP,WOMEN,1993,64.13809
USA-1993-Q4,USA,EMP,WOMEN,1993,64.30939
USA-1994-Q1,USA,EMP,WOMEN,1994,64.77045
USA-1994-Q2,USA,EMP,WOMEN,1994,65.11439
USA-1994-Q3,USA,EMP,WOMEN,1994,65.36517
USA-1994-Q4,USA,EMP,WOMEN,1994,65.61217
USA-1995-Q1,USA,EMP,WOMEN,1995,65.69836
USA-1995-Q2,USA,EMP,WOMEN,1995,65.64835
USA-1995-Q3,USA,EMP,WOMEN,1995,65.78793
USA-1995-Q4,USA,EMP,WOMEN,1995,65.93869
USA-1996-Q1,USA,EMP,WOMEN,1996,65.85496
USA-1996-Q2,USA,EMP,WOMEN,1996,66.01231
USA-1996-Q3,USA,EMP,WOMEN,1996,66.5343
USA-1996-Q4,USA,EMP,WOMEN,1996,66.73885
USA-1997-Q1,USA,EMP,WOMEN,1997,66.70823
USA-1997-Q2,USA,EMP,WOMEN,1997,66.98802
USA-1997-Q3,USA,EMP,WOMEN,1997,67.41973
USA-1997-Q4,USA,EMP,WOMEN,1997,67.44605
USA-1998-Q1,USA,EMP,WOMEN,1998,67.36453
USA-1998-Q2,USA,EMP,WOMEN,1998,67.32288
USA-1998-Q3,USA,EMP,WOMEN,1998,67.48428
USA-1998-Q4,USA,EMP,WOMEN,1998,67.51231
USA-1999-Q1,USA,EMP,WOMEN,1999,67.60407
USA-1999-Q2,USA,EMP,WOMEN,1999,67.5993
USA-1999-Q3,USA,EMP,WOMEN,1999,67.58254
USA-1999-Q4,USA,EMP,WOMEN,1999,67.80836
USA-2000-Q1,USA,EMP,WOMEN,2000,67.96254
USA-2000-Q2,USA,EMP,WOMEN,2000,67.98409
USA-2000-Q3,USA,EMP,WOMEN,2000,67.44476
USA-2000-Q4,USA,EMP,WOMEN,2000,67.77651
USA-2001-Q1,USA,EMP,WOMEN,2001,67.94496
USA-2001-Q2,USA,EMP,WOMEN,2001,67.3185
USA-2001-Q3,USA,EMP,WOMEN,2001,66.70316
USA-2001-Q4,USA,EMP,WOMEN,2001,66.37669
USA-2002-Q1,USA,EMP,WOMEN,2002,66.33211
USA-2002-Q2,USA,EMP,WOMEN,2002,66.01283
USA-2002-Q3,USA,EMP,WOMEN,2002,66.01785
USA-2002-Q4,USA,EMP,WOMEN,2002,65.96534
USA-2003-Q1,USA,EMP,WOMEN,2003,66.01038
USA-2003-Q2,USA,EMP,WOMEN,2003,65.90749
USA-2003-Q3,USA,EMP,WOMEN,2003,65.45567
USA-2003-Q4,USA,EMP,WOMEN,2003,65.33955
