LocationTime,LOCATION,INDICATOR,SUBJECT,TIME,Value
AUS-1990,AUS,EMP,MEN,1990,4600.225
AUS-1991,AUS,EMP,MEN,1991,4449.521
AUS-1992,AUS,EMP,MEN,1992,4402.28
AUS-1993,AUS,EMP,MEN,1993,4403.292
AUS-1994,AUS,EMP,MEN,1994,4532.231
AUS-1995,AUS,EMP,MEN,1995,4665.304
AUS-1996,AUS,EMP,MEN,1996,4715.818
AUS-1997,AUS,EMP,MEN,1997,4742.123
AUS-1998,AUS,EMP,MEN,1998,4812.578
AUS-1999,AUS,EMP,MEN,1999,4890.84
AUS-2000,AUS,EMP,MEN,2000,4978.391
AUS-2001,AUS,EMP,MEN,2001,5008.421
AUS-2002,AUS,EMP,MEN,2002,5101.588
AUS-2003,AUS,EMP,MEN,2003,5192.441
AUS-2004,AUS,EMP,MEN,2004,5296.681
AUS-2005,AUS,EMP,MEN,2005,5443.297
AUS-2006,AUS,EMP,MEN,2006,5559.523
AUS-2007,AUS,EMP,MEN,2007,5732.45
AUS-2008,AUS,EMP,MEN,2008,5880.447
AUS-2009,AUS,EMP,MEN,2009,5879.186
AUS-2010,AUS,EMP,MEN,2010,6021.409
AUS-2011,AUS,EMP,MEN,2011,6107.871
AUS-2012,AUS,EMP,MEN,2012,6163.553
AUS-2013,AUS,EMP,MEN,2013,6200.635
AUS-2014,AUS,EMP,MEN,2014,6231.923
AUS-2015,AUS,EMP,MEN,2015,6327.085
AUS-2016,AUS,EMP,MEN,2016,6403.67
AUS-2017,AUS,EMP,MEN,2017,6531.185
AUS-2018,AUS,EMP,MEN,2018,6684.638
AUS-2019,AUS,EMP,MEN,2019,6817.666
AUS-2020,AUS,EMP,MEN,2020,6696.031
AUS-1990,AUS,EMP,TOT,1990,7858.817
AUS-1991,AUS,EMP,TOT,1991,7670.535
AUS-1992,AUS,EMP,TOT,1992,7634.416
AUS-1993,AUS,EMP,TOT,1993,7653.395
AUS-1994,AUS,EMP,TOT,1994,7899.284
AUS-1995,AUS,EMP,TOT,1995,8188.812
AUS-1996,AUS,EMP,TOT,1996,8298.891
AUS-1997,AUS,EMP,TOT,1997,8366.658
AUS-1998,AUS,EMP,TOT,1998,8517.424
AUS-1999,AUS,EMP,TOT,1999,8672.614
AUS-2000,AUS,EMP,TOT,2000,8901.732
AUS-2001,AUS,EMP,TOT,2001,9015.015
AUS-2002,AUS,EMP,TOT,2002,9190.267
AUS-2003,AUS,EMP,TOT,2003,9396.537
AUS-2004,AUS,EMP,TOT,2004,9558.361
AUS-2005,AUS,EMP,TOT,2005,9880.634
AUS-2006,AUS,EMP,TOT,2006,10124.23
AUS-2007,AUS,EMP,TOT,2007,10434.27
AUS-2008,AUS,EMP,TOT,2008,10731.17
AUS-2009,AUS,EMP,TOT,2009,10805.58
AUS-2010,AUS,EMP,TOT,2010,11022.24
AUS-2011,AUS,EMP,TOT,2011,11213.82
AUS-2012,AUS,EMP,TOT,2012,11350.8
AUS-2013,AUS,EMP,TOT,2013,11456.71
AUS-2014,AUS,EMP,TOT,2014,11540.16
AUS-2015,AUS,EMP,TOT,2015,11766.27
AUS-2016,AUS,EMP,TOT,2016,11972.94
AUS-2017,AUS,EMP,TOT,2017,12250.53
AUS-2018,AUS,EMP,TOT,2018,12579.64
AUS-2019,AUS,EMP,TOT,2019,12867.96
AUS-2020,AUS,EMP,TOT,2020,12663.48
AUS-1990,AUS,EMP,WOMEN,1990,3258.593
AUS-1991,AUS,EMP,WOMEN,1991,3221.015
AUS-1992,AUS,EMP,WOMEN,1992,3232.136
AUS-1993,AUS,EMP,WOMEN,1993,3250.103
AUS-1994,AUS,EMP,WOMEN,1994,3367.054
AUS-1995,AUS,EMP,WOMEN,1995,3523.509
AUS-1996,AUS,EMP,WOMEN,1996,3583.072
AUS-1997,AUS,EMP,WOMEN,1997,3624.535
AUS-1998,AUS,EMP,WOMEN,1998,3704.846
AUS-1999,AUS,EMP,WOMEN,1999,3781.775
AUS-2000,AUS,EMP,WOMEN,2000,3923.342
AUS-2001,AUS,EMP,WOMEN,2001,4006.594
AUS-2002,AUS,EMP,WOMEN,2002,4088.678
AUS-2003,AUS,EMP,WOMEN,2003,4204.096
AUS-2004,AUS,EMP,WOMEN,2004,4261.68
AUS-2005,AUS,EMP,WOMEN,2005,4437.336
AUS-2006,AUS,EMP,WOMEN,2006,4564.704
AUS-2007,AUS,EMP,WOMEN,2007,4701.819
AUS-2008,AUS,EMP,WOMEN,2008,4850.724
AUS-2009,AUS,EMP,WOMEN,2009,4926.391
AUS-2010,AUS,EMP,WOMEN,2010,5000.834
AUS-2011,AUS,EMP,WOMEN,2011,5105.946
AUS-2012,AUS,EMP,WOMEN,2012,5187.249
AUS-2013,AUS,EMP,WOMEN,2013,5256.074
AUS-2014,AUS,EMP,WOMEN,2014,5308.238
AUS-2015,AUS,EMP,WOMEN,2015,5439.183
AUS-2016,AUS,EMP,WOMEN,2016,5569.272
AUS-2017,AUS,EMP,WOMEN,2017,5719.346
AUS-2018,AUS,EMP,WOMEN,2018,5894.999
AUS-2019,AUS,EMP,WOMEN,2019,6050.292
AUS-2020,AUS,EMP,WOMEN,2020,5967.45
AUS-1990,AUS,EMP,MEN,1990,79.21233
AUS-1991,AUS,EMP,MEN,1991,75.75577
AUS-1992,AUS,EMP,MEN,1992,74.16051
AUS-1993,AUS,EMP,MEN,1993,73.69975
AUS-1994,AUS,EMP,MEN,1994,75.05529
AUS-1995,AUS,EMP,MEN,1995,76.38482
AUS-1996,AUS,EMP,MEN,1996,76.3037
AUS-1997,AUS,EMP,MEN,1997,75.84586
AUS-1998,AUS,EMP,MEN,1998,76.17059
AUS-1999,AUS,EMP,MEN,1999,76.59881
AUS-2000,AUS,EMP,MEN,2000,76.92454
AUS-2001,AUS,EMP,MEN,2001,76.35796
AUS-2002,AUS,EMP,MEN,2002,76.68957
AUS-2003,AUS,EMP,MEN,2003,77.05504
AUS-2004,AUS,EMP,MEN,2004,77.60509
AUS-2005,AUS,EMP,MEN,2005,78.50571
AUS-2006,AUS,EMP,MEN,2006,78.8098
AUS-2007,AUS,EMP,MEN,2007,79.54396
AUS-2008,AUS,EMP,MEN,2008,79.6843
AUS-2009,AUS,EMP,MEN,2009,77.78976
AUS-2010,AUS,EMP,MEN,2010,78.59275
AUS-2011,AUS,EMP,MEN,2011,78.67326
AUS-2012,AUS,EMP,MEN,2012,78.136
AUS-2013,AUS,EMP,MEN,2013,77.5471
AUS-2014,AUS,EMP,MEN,2014,77.07588
AUS-2015,AUS,EMP,MEN,2015,77.54211
AUS-2016,AUS,EMP,MEN,2016,77.53751
AUS-2017,AUS,EMP,MEN,2017,77.8998
AUS-2018,AUS,EMP,MEN,2018,78.36392
AUS-2019,AUS,EMP,MEN,2019,78.69572
AUS-2020,AUS,EMP,MEN,2020,76.83321
AUS-1990,AUS,EMP,TOT,1990,68.37136
AUS-1991,AUS,EMP,TOT,1991,65.9215
AUS-1992,AUS,EMP,TOT,1992,64.93269
AUS-1993,AUS,EMP,TOT,1993,64.61858
AUS-1994,AUS,EMP,TOT,1994,66.00251
AUS-1995,AUS,EMP,TOT,1995,67.62838
AUS-1996,AUS,EMP,TOT,1996,67.66373
AUS-1997,AUS,EMP,TOT,1997,67.36479
AUS-1998,AUS,EMP,TOT,1998,67.80048
AUS-1999,AUS,EMP,TOT,1999,68.23203
AUS-2000,AUS,EMP,TOT,2000,69.09614
AUS-2001,AUS,EMP,TOT,2001,69.00098
AUS-2002,AUS,EMP,TOT,2002,69.35914
AUS-2003,AUS,EMP,TOT,2003,70.01125
AUS-2004,AUS,EMP,TOT,2004,70.29926
AUS-2005,AUS,EMP,TOT,2005,71.54403
AUS-2006,AUS,EMP,TOT,2006,72.12262
AUS-2007,AUS,EMP,TOT,2007,72.80006
AUS-2008,AUS,EMP,TOT,2008,73.20431
AUS-2009,AUS,EMP,TOT,2009,72.05107
AUS-2010,AUS,EMP,TOT,2010,72.37024
AUS-2011,AUS,EMP,TOT,2011,72.65694
AUS-2012,AUS,EMP,TOT,2012,72.34558
AUS-2013,AUS,EMP,TOT,2013,71.97044
AUS-2014,AUS,EMP,TOT,2014,71.56635
AUS-2015,AUS,EMP,TOT,2015,72.15796
AUS-2016,AUS,EMP,TOT,2016,72.43109
AUS-2017,AUS,EMP,TOT,2017,72.98743
AUS-2018,AUS,EMP,TOT,2018,73.75635
AUS-2019,AUS,EMP,TOT,2019,74.30949
AUS-2020,AUS,EMP,TOT,2020,72.6767
AUS-1990,AUS,EMP,WOMEN,1990,57.3747
AUS-1991,AUS,EMP,WOMEN,1991,55.96263
AUS-1992,AUS,EMP,WOMEN,1992,55.59902
AUS-1993,AUS,EMP,WOMEN,1993,55.44041
AUS-1994,AUS,EMP,WOMEN,1994,56.85906
AUS-1995,AUS,EMP,WOMEN,1995,58.79062
AUS-1996,AUS,EMP,WOMEN,1996,58.95956
AUS-1997,AUS,EMP,WOMEN,1997,58.84204
AUS-1998,AUS,EMP,WOMEN,1998,59.40298
AUS-1999,AUS,EMP,WOMEN,1999,59.85204
AUS-2000,AUS,EMP,WOMEN,2000,61.2659
AUS-2001,AUS,EMP,WOMEN,2001,61.65271
AUS-2002,AUS,EMP,WOMEN,2002,62.03787
AUS-2003,AUS,EMP,WOMEN,2003,62.97922
AUS-2004,AUS,EMP,WOMEN,2004,63.00517
AUS-2005,AUS,EMP,WOMEN,2005,64.5948
AUS-2006,AUS,EMP,WOMEN,2006,65.44512
AUS-2007,AUS,EMP,WOMEN,2007,66.06055
AUS-2008,AUS,EMP,WOMEN,2008,66.71808
AUS-2009,AUS,EMP,WOMEN,2009,66.30235
AUS-2010,AUS,EMP,WOMEN,2010,66.14607
AUS-2011,AUS,EMP,WOMEN,2011,66.6507
AUS-2012,AUS,EMP,WOMEN,2012,66.57001
AUS-2013,AUS,EMP,WOMEN,2013,66.41943
AUS-2014,AUS,EMP,WOMEN,2014,66.09975
AUS-2015,AUS,EMP,WOMEN,2015,66.83152
AUS-2016,AUS,EMP,WOMEN,2016,67.39303
AUS-2017,AUS,EMP,WOMEN,2017,68.14191
AUS-2018,AUS,EMP,WOMEN,2018,69.20706
AUS-2019,AUS,EMP,WOMEN,2019,69.97407
AUS-2020,AUS,EMP,WOMEN,2020,68.56841
AUT-1990,AUT,EMP,MEN,1990,2019.0
AUT-1991,AUT,EMP,MEN,1991,2047.0
AUT-1992,AUT,EMP,MEN,1992,2068.0
AUT-1993,AUT,EMP,MEN,1993,2072.0
AUT-1994,AUT,EMP,MEN,1994,2117.0
AUT-1995,AUT,EMP,MEN,1995,2133.0
AUT-1996,AUT,EMP,MEN,1996,2100.0
AUT-1997,AUT,EMP,MEN,1997,2094.0
AUT-1998,AUT,EMP,MEN,1998,2091.0
AUT-1999,AUT,EMP,MEN,1999,2108.0
AUT-2000,AUT,EMP,MEN,2000,2110.0
AUT-2001,AUT,EMP,MEN,2001,2069.0
AUT-2002,AUT,EMP,MEN,2002,2075.0
AUT-2003,AUT,EMP,MEN,2003,2085.0
AUT-2004,AUT,EMP,MEN,2004,2050.0
AUT-2005,AUT,EMP,MEN,2005,2046.1
AUT-2006,AUT,EMP,MEN,2006,2084.975
AUT-2007,AUT,EMP,MEN,2007,2138.025
AUT-2008,AUT,EMP,MEN,2008,2163.525
AUT-2009,AUT,EMP,MEN,2009,2133.45
AUT-2010,AUT,EMP,MEN,2010,2147.95
AUT-2011,AUT,EMP,MEN,2011,2162.325
AUT-2012,AUT,EMP,MEN,2012,2171.325
AUT-2013,AUT,EMP,MEN,2013,2180.2
AUT-2014,AUT,EMP,MEN,2014,2175.2
AUT-2015,AUT,EMP,MEN,2015,2194.125
AUT-2016,AUT,EMP,MEN,2016,2234.4
AUT-2017,AUT,EMP,MEN,2017,2254.35
AUT-2018,AUT,EMP,MEN,2018,2295.525
AUT-2019,AUT,EMP,MEN,2019,2312.9
AUT-2020,AUT,EMP,MEN,2020,2277.45
AUT-1990,AUT,EMP,TOT,1990,3412.0
AUT-1991,AUT,EMP,TOT,1991,3471.0
AUT-1992,AUT,EMP,TOT,1992,3543.0
AUT-1993,AUT,EMP,TOT,1993,3566.0
AUT-1994,AUT,EMP,TOT,1994,3698.0
AUT-1995,AUT,EMP,TOT,1995,3729.0
AUT-1996,AUT,EMP,TOT,1996,3679.0
AUT-1997,AUT,EMP,TOT,1997,3684.0
AUT-1998,AUT,EMP,TOT,1998,3689.0
AUT-1999,AUT,EMP,TOT,1999,3731.0
AUT-2000,AUT,EMP,TOT,2000,3741.0
AUT-2001,AUT,EMP,TOT,2001,3708.0
AUT-2002,AUT,EMP,TOT,2002,3757.0
AUT-2003,AUT,EMP,TOT,2003,3790.0
AUT-2004,AUT,EMP,TOT,2004,3732.0
AUT-2005,AUT,EMP,TOT,2005,3747.425
AUT-2006,AUT,EMP,TOT,2006,3825.975
AUT-2007,AUT,EMP,TOT,2007,3923.575
AUT-2008,AUT,EMP,TOT,2008,3994.0
AUT-2009,AUT,EMP,TOT,2009,3982.1
AUT-2010,AUT,EMP,TOT,2010,4016.625
AUT-2011,AUT,EMP,TOT,2011,4052.425
AUT-2012,AUT,EMP,TOT,2012,4084.4
AUT-2013,AUT,EMP,TOT,2013,4104.55
AUT-2014,AUT,EMP,TOT,2014,4112.675
AUT-2015,AUT,EMP,TOT,2015,4148.275
AUT-2016,AUT,EMP,TOT,2016,4220.175
AUT-2017,AUT,EMP,TOT,2017,4260.1
AUT-2018,AUT,EMP,TOT,2018,4319.0
AUT-2019,AUT,EMP,TOT,2019,4354.65
AUT-2020,AUT,EMP,TOT,2020,4296.8
AUT-1990,AUT,EMP,WOMEN,1990,1393.0
AUT-1991,AUT,EMP,WOMEN,1991,1424.0
AUT-1992,AUT,EMP,WOMEN,1992,1475.0
AUT-1993,AUT,EMP,WOMEN,1993,1494.0
AUT-1994,AUT,EMP,WOMEN,1994,1581.0
AUT-1995,AUT,EMP,WOMEN,1995,1596.0
AUT-1996,AUT,EMP,WOMEN,1996,1579.0
AUT-1997,AUT,EMP,WOMEN,1997,1590.0
AUT-1998,AUT,EMP,WOMEN,1998,1598.0
AUT-1999,AUT,EMP,WOMEN,1999,1623.0
AUT-2000,AUT,EMP,WOMEN,2000,1631.0
AUT-2001,AUT,EMP,WOMEN,2001,1639.0
AUT-2002,AUT,EMP,WOMEN,2002,1682.0
AUT-2003,AUT,EMP,WOMEN,2003,1705.0
AUT-2004,AUT,EMP,WOMEN,2004,1682.0
AUT-2005,AUT,EMP,WOMEN,2005,1701.375
AUT-2006,AUT,EMP,WOMEN,2006,1740.975
AUT-2007,AUT,EMP,WOMEN,2007,1785.575
AUT-2008,AUT,EMP,WOMEN,2008,1830.525
AUT-2009,AUT,EMP,WOMEN,2009,1848.675
AUT-2010,AUT,EMP,WOMEN,2010,1868.7
AUT-2011,AUT,EMP,WOMEN,2011,1890.1
AUT-2012,AUT,EMP,WOMEN,2012,1913.125
AUT-2013,AUT,EMP,WOMEN,2013,1924.325
AUT-2014,AUT,EMP,WOMEN,2014,1937.475
AUT-2015,AUT,EMP,WOMEN,2015,1954.125
AUT-2016,AUT,EMP,WOMEN,2016,1985.775
AUT-2017,AUT,EMP,WOMEN,2017,2005.75
AUT-2018,AUT,EMP,WOMEN,2018,2023.5
AUT-2019,AUT,EMP,WOMEN,2019,2041.75
AUT-2020,AUT,EMP,WOMEN,2020,2019.375
AUT-1999,AUT,EMP,MEN,1999,77.575
AUT-2000,AUT,EMP,MEN,2000,77.375
AUT-2001,AUT,EMP,MEN,2001,76.7
AUT-2002,AUT,EMP,MEN,2002,76.375
AUT-2003,AUT,EMP,MEN,2003,76.375
AUT-2004,AUT,EMP,MEN,2004,73.325
AUT-2005,AUT,EMP,MEN,2005,73.75
AUT-2006,AUT,EMP,MEN,2006,74.95
AUT-2007,AUT,EMP,MEN,2007,76.325
AUT-2008,AUT,EMP,MEN,2008,76.85
AUT-2009,AUT,EMP,MEN,2009,75.525
AUT-2010,AUT,EMP,MEN,2010,75.975
AUT-2011,AUT,EMP,MEN,2011,76.225
AUT-2012,AUT,EMP,MEN,2012,76.225
AUT-2013,AUT,EMP,MEN,2013,76.0
AUT-2014,AUT,EMP,MEN,2014,75.25
AUT-2015,AUT,EMP,MEN,2015,75.15
AUT-2016,AUT,EMP,MEN,2016,75.425
AUT-2017,AUT,EMP,MEN,2017,76.15
AUT-2018,AUT,EMP,MEN,2018,77.475
AUT-2019,AUT,EMP,MEN,2019,77.95
AUT-2020,AUT,EMP,MEN,2020,76.05
AUT-1999,AUT,EMP,TOT,1999,68.525
AUT-2000,AUT,EMP,TOT,2000,68.5
AUT-2001,AUT,EMP,TOT,2001,68.375
AUT-2002,AUT,EMP,TOT,2002,68.75
AUT-2003,AUT,EMP,TOT,2003,68.95
AUT-2004,AUT,EMP,TOT,2004,66.525
AUT-2005,AUT,EMP,TOT,2005,67.4
AUT-2006,AUT,EMP,TOT,2006,68.575
AUT-2007,AUT,EMP,TOT,2007,69.875
AUT-2008,AUT,EMP,TOT,2008,70.825
AUT-2009,AUT,EMP,TOT,2009,70.325
AUT-2010,AUT,EMP,TOT,2010,70.775
AUT-2011,AUT,EMP,TOT,2011,71.1
AUT-2012,AUT,EMP,TOT,2012,71.425
AUT-2013,AUT,EMP,TOT,2013,71.4
AUT-2014,AUT,EMP,TOT,2014,71.075
AUT-2015,AUT,EMP,TOT,2015,71.1
AUT-2016,AUT,EMP,TOT,2016,71.55
AUT-2017,AUT,EMP,TOT,2017,72.2
AUT-2018,AUT,EMP,TOT,2018,73.025
AUT-2019,AUT,EMP,TOT,2019,73.525
AUT-2020,AUT,EMP,TOT,2020,71.725
AUT-1999,AUT,EMP,WOMEN,1999,59.55
AUT-2000,AUT,EMP,WOMEN,2000,59.625
AUT-2001,AUT,EMP,WOMEN,2001,60.125
AUT-2002,AUT,EMP,WOMEN,2002,61.25
AUT-2003,AUT,EMP,WOMEN,2003,61.575
AUT-2004,AUT,EMP,WOMEN,2004,59.75
AUT-2005,AUT,EMP,WOMEN,2005,61.1
AUT-2006,AUT,EMP,WOMEN,2006,62.225
AUT-2007,AUT,EMP,WOMEN,2007,63.475
AUT-2008,AUT,EMP,WOMEN,2008,64.825
AUT-2009,AUT,EMP,WOMEN,2009,65.2
AUT-2010,AUT,EMP,WOMEN,2010,65.65
AUT-2011,AUT,EMP,WOMEN,2011,66.075
AUT-2012,AUT,EMP,WOMEN,2012,66.625
AUT-2013,AUT,EMP,WOMEN,2013,66.85
AUT-2014,AUT,EMP,WOMEN,2014,66.925
AUT-2015,AUT,EMP,WOMEN,2015,67.1
AUT-2016,AUT,EMP,WOMEN,2016,67.65
AUT-2017,AUT,EMP,WOMEN,2017,68.175
AUT-2018,AUT,EMP,WOMEN,2018,68.625
AUT-2019,AUT,EMP,WOMEN,2019,69.15
AUT-2020,AUT,EMP,WOMEN,2020,67.425
BEL-1990,BEL,EMP,MEN,1990,2212.0
BEL-1991,BEL,EMP,MEN,1991,2207.0
BEL-1992,BEL,EMP,MEN,1992,2188.7
BEL-1993,BEL,EMP,MEN,1993,2161.0
BEL-1994,BEL,EMP,MEN,1994,2153.7
BEL-1995,BEL,EMP,MEN,1995,2158.8
BEL-1996,BEL,EMP,MEN,1996,2159.0
BEL-1997,BEL,EMP,MEN,1997,2160.3
BEL-1998,BEL,EMP,MEN,1998,2176.2
BEL-1999,BEL,EMP,MEN,1999,2321.475
BEL-2000,BEL,EMP,MEN,2000,2367.575
BEL-2001,BEL,EMP,MEN,2001,2346.725
BEL-2002,BEL,EMP,MEN,2002,2339.175
BEL-2003,BEL,EMP,MEN,2003,2316.95
BEL-2004,BEL,EMP,MEN,2004,2354.175
BEL-2005,BEL,EMP,MEN,2005,2386.85
BEL-2006,BEL,EMP,MEN,2006,2391.65
BEL-2007,BEL,EMP,MEN,2007,2443.275
BEL-2008,BEL,EMP,MEN,2008,2460.675
BEL-2009,BEL,EMP,MEN,2009,2429.325
BEL-2010,BEL,EMP,MEN,2010,2457.775
BEL-2011,BEL,EMP,MEN,2011,2461.95
BEL-2012,BEL,EMP,MEN,2012,2466.075
BEL-2013,BEL,EMP,MEN,2013,2450.5
BEL-2014,BEL,EMP,MEN,2014,2435.3
BEL-2015,BEL,EMP,MEN,2015,2433.5
BEL-2016,BEL,EMP,MEN,2016,2465.4
BEL-2017,BEL,EMP,MEN,2017,2495.7
BEL-2018,BEL,EMP,MEN,2018,2531.25
BEL-2019,BEL,EMP,MEN,2019,2566.9
BEL-2020,BEL,EMP,MEN,2020,2556.4
BEL-1990,BEL,EMP,TOT,1990,3726.0
BEL-1991,BEL,EMP,TOT,1991,3735.0
BEL-1992,BEL,EMP,TOT,1992,3723.7
BEL-1993,BEL,EMP,TOT,1993,3698.0
BEL-1994,BEL,EMP,TOT,1994,3687.0
BEL-1995,BEL,EMP,TOT,1995,3715.0
BEL-1996,BEL,EMP,TOT,1996,3738.1
BEL-1997,BEL,EMP,TOT,1997,3762.2
BEL-1998,BEL,EMP,TOT,1998,3810.4
BEL-1999,BEL,EMP,TOT,1999,4007.0
BEL-2000,BEL,EMP,TOT,2000,4092.65
BEL-2001,BEL,EMP,TOT,2001,4055.55
BEL-2002,BEL,EMP,TOT,2002,4069.825
BEL-2003,BEL,EMP,TOT,2003,4070.375
BEL-2004,BEL,EMP,TOT,2004,4138.95
BEL-2005,BEL,EMP,TOT,2005,4235.425
BEL-2006,BEL,EMP,TOT,2006,4263.975
BEL-2007,BEL,EMP,TOT,2007,4379.675
BEL-2008,BEL,EMP,TOT,2008,4445.875
BEL-2009,BEL,EMP,TOT,2009,4420.7
BEL-2010,BEL,EMP,TOT,2010,4488.725
BEL-2011,BEL,EMP,TOT,2011,4509.275
BEL-2012,BEL,EMP,TOT,2012,4523.9
BEL-2013,BEL,EMP,TOT,2013,4530.3
BEL-2014,BEL,EMP,TOT,2014,4543.55
BEL-2015,BEL,EMP,TOT,2015,4551.625
BEL-2016,BEL,EMP,TOT,2016,4586.425
BEL-2017,BEL,EMP,TOT,2017,4637.775
BEL-2018,BEL,EMP,TOT,2018,4755.15
BEL-2019,BEL,EMP,TOT,2019,4832.025
BEL-2020,BEL,EMP,TOT,2020,4802.175
BEL-1990,BEL,EMP,WOMEN,1990,1514.0
BEL-1991,BEL,EMP,WOMEN,1991,1528.0
BEL-1992,BEL,EMP,WOMEN,1992,1535.0
BEL-1993,BEL,EMP,WOMEN,1993,1536.7
BEL-1994,BEL,EMP,WOMEN,1994,1533.4
BEL-1995,BEL,EMP,WOMEN,1995,1556.9
BEL-1996,BEL,EMP,WOMEN,1996,1579.1
BEL-1997,BEL,EMP,WOMEN,1997,1601.9
BEL-1998,BEL,EMP,WOMEN,1998,1634.2
BEL-1999,BEL,EMP,WOMEN,1999,1685.575
BEL-2000,BEL,EMP,WOMEN,2000,1725.1
BEL-2001,BEL,EMP,WOMEN,2001,1708.825
BEL-2002,BEL,EMP,WOMEN,2002,1730.675
BEL-2003,BEL,EMP,WOMEN,2003,1753.425
BEL-2004,BEL,EMP,WOMEN,2004,1784.8
BEL-2005,BEL,EMP,WOMEN,2005,1848.55
BEL-2006,BEL,EMP,WOMEN,2006,1872.325
BEL-2007,BEL,EMP,WOMEN,2007,1936.425
BEL-2008,BEL,EMP,WOMEN,2008,1985.175
BEL-2009,BEL,EMP,WOMEN,2009,1991.375
BEL-2010,BEL,EMP,WOMEN,2010,2030.925
BEL-2011,BEL,EMP,WOMEN,2011,2047.35
BEL-2012,BEL,EMP,WOMEN,2012,2057.825
BEL-2013,BEL,EMP,WOMEN,2013,2079.8
BEL-2014,BEL,EMP,WOMEN,2014,2108.225
BEL-2015,BEL,EMP,WOMEN,2015,2118.125
BEL-2016,BEL,EMP,WOMEN,2016,2121.05
BEL-2017,BEL,EMP,WOMEN,2017,2142.075
BEL-2018,BEL,EMP,WOMEN,2018,2223.925
BEL-2019,BEL,EMP,WOMEN,2019,2265.1
BEL-2020,BEL,EMP,WOMEN,2020,2245.775
BEL-1999,BEL,EMP,MEN,1999,68.1
BEL-2000,BEL,EMP,MEN,2000,69.45
BEL-2001,BEL,EMP,MEN,2001,68.8
BEL-2002,BEL,EMP,MEN,2002,68.25
BEL-2003,BEL,EMP,MEN,2003,67.25
BEL-2004,BEL,EMP,MEN,2004,67.875
BEL-2005,BEL,EMP,MEN,2005,68.25
BEL-2006,BEL,EMP,MEN,2006,67.925
BEL-2007,BEL,EMP,MEN,2007,68.7
BEL-2008,BEL,EMP,MEN,2008,68.575
BEL-2009,BEL,EMP,MEN,2009,67.15
BEL-2010,BEL,EMP,MEN,2010,67.45
BEL-2011,BEL,EMP,MEN,2011,67.1
BEL-2012,BEL,EMP,MEN,2012,66.9
BEL-2013,BEL,EMP,MEN,2013,66.35
BEL-2014,BEL,EMP,MEN,2014,65.825
BEL-2015,BEL,EMP,MEN,2015,65.5
BEL-2016,BEL,EMP,MEN,2016,66.425
BEL-2017,BEL,EMP,MEN,2017,67.55
BEL-2018,BEL,EMP,MEN,2018,68.2
BEL-2019,BEL,EMP,MEN,2019,68.85
BEL-2020,BEL,EMP,MEN,2020,68.05
BEL-1999,BEL,EMP,TOT,1999,59.3
BEL-2000,BEL,EMP,TOT,2000,60.525
BEL-2001,BEL,EMP,TOT,2001,59.95
BEL-2002,BEL,EMP,TOT,2002,59.9
BEL-2003,BEL,EMP,TOT,2003,59.6
BEL-2004,BEL,EMP,TOT,2004,60.35
BEL-2005,BEL,EMP,TOT,2005,61.075
BEL-2006,BEL,EMP,TOT,2006,61.0
BEL-2007,BEL,EMP,TOT,2007,62.025
BEL-2008,BEL,EMP,TOT,2008,62.4
BEL-2009,BEL,EMP,TOT,2009,61.6
BEL-2010,BEL,EMP,TOT,2010,62.025
BEL-2011,BEL,EMP,TOT,2011,61.925
BEL-2012,BEL,EMP,TOT,2012,61.825
BEL-2013,BEL,EMP,TOT,2013,61.8
BEL-2014,BEL,EMP,TOT,2014,61.9
BEL-2015,BEL,EMP,TOT,2015,61.8
BEL-2016,BEL,EMP,TOT,2016,62.3
BEL-2017,BEL,EMP,TOT,2017,63.125
BEL-2018,BEL,EMP,TOT,2018,64.45
BEL-2019,BEL,EMP,TOT,2019,65.3
BEL-2020,BEL,EMP,TOT,2020,64.45
BEL-1999,BEL,EMP,WOMEN,1999,50.35
BEL-2000,BEL,EMP,WOMEN,2000,51.475
BEL-2001,BEL,EMP,WOMEN,2001,50.95
BEL-2002,BEL,EMP,WOMEN,2002,51.4
BEL-2003,BEL,EMP,WOMEN,2003,51.825
BEL-2004,BEL,EMP,WOMEN,2004,52.65
BEL-2005,BEL,EMP,WOMEN,2005,53.8
BEL-2006,BEL,EMP,WOMEN,2006,53.975
BEL-2007,BEL,EMP,WOMEN,2007,55.3
BEL-2008,BEL,EMP,WOMEN,2008,56.15
BEL-2009,BEL,EMP,WOMEN,2009,55.975
BEL-2010,BEL,EMP,WOMEN,2010,56.525
BEL-2011,BEL,EMP,WOMEN,2011,56.675
BEL-2012,BEL,EMP,WOMEN,2012,56.775
BEL-2013,BEL,EMP,WOMEN,2013,57.175
BEL-2014,BEL,EMP,WOMEN,2014,57.95
BEL-2015,BEL,EMP,WOMEN,2015,58.025
BEL-2016,BEL,EMP,WOMEN,2016,58.1
BEL-2017,BEL,EMP,WOMEN,2017,58.7
BEL-2018,BEL,EMP,WOMEN,2018,60.75
BEL-2019,BEL,EMP,WOMEN,2019,61.675
BEL-2020,BEL,EMP,WOMEN,2020,60.825
CAN-1990,CAN,EMP,MEN,1990,7277.25
CAN-1991,CAN,EMP,MEN,1991,7066.892
CAN-1992,CAN,EMP,MEN,1992,6960.775
CAN-1993,CAN,EMP,MEN,1993,6994.017
CAN-1994,CAN,EMP,MEN,1994,7141.892
