LocationTime,Suicide_Val_TOT,Alcohol_Val,Edu_Sec_Val,Edu_Try_Val,Emp_Val,Healthy_Spend_Val,Obesity_Val,Smoking_Val,Soc_Spend_Val,Work_Hour_Val
DEU-1995,15.8,13.4,16.3,22.6,84.2,162.3,,24.3,3.2,1530.6
DEU-1996,14.9,13.1,,,,165.5,,,3.0,1516.8
DEU-1997,14.8,13.0,16.8,22.6,82.3,177.8,,,2.8,1507.7
DEU-1998,14.1,12.7,16.2,23.0,82.2,187.8,59.7,,2.8,1504.5
DEU-1999,13.4,12.8,18.8,22.9,83.0,199.6,47.7,24.7,3.0,1491.5
DEU-2000,13.2,12.9,18.3,23.5,83.4,219.4,,,3.1,1465.9
DEU-2001,13.2,12.5,17.4,23.2,83.4,228.2,,,3.1,1458.2
DEU-2002,13.1,12.3,17.0,23.4,83.6,250.0,,,3.1,1448.9
DEU-2003,13.0,11.9,16.6,24.0,83.0,262.4,49.2,24.3,3.1,1443.4
DEU-2004,12.4,11.8,16.1,24.9,82.7,285.4,,,3.1,1442.6
DEU-2005,11.8,11.7,16.9,24.6,82.9,291.0,49.6,23.2,2.9,1432.4
DEU-2006,11.1,11.8,16.8,23.9,84.3,307.3,,,2.8,1453.2
DEU-2007,10.6,11.5,15.6,24.3,85.5,322.8,,,2.9,1454.1
DEU-2008,10.6,11.4,14.7,25.4,85.8,338.1,,,3.2,1447.3
DEU-2009,10.7,11.2,14.5,26.4,86.4,237.2,51.4,21.9,3.5,1405.0
DEU-2010,11.2,11.6,14.2,26.6,86.9,253.3,,,3.4,1425.7
DEU-2011,11.2,11.3,13.7,27.6,87.9,263.3,,,3.4,1426.9
DEU-2012,10.8,11.3,13.7,28.1,87.9,275.6,60.0,,3.6,1408.0
DEU-2013,11.2,11.1,13.7,28.5,87.8,272.8,52.4,20.9,3.7,1396.5
DEU-2014,11.2,11.1,13.1,27.1,88.1,277.1,50.7,,3.6,1400.4
DEU-2015,10.9,11.1,13.2,27.6,88.1,285.2,,,3.6,1401.0
DEU-2016,10.6,11.0,13.5,28.3,88.3,301.8,,,3.6,1395.6
DEU-2017,9.9,10.9,13.5,28.6,88.6,316.9,52.7,18.8,3.6,1389.1
DEU-2018,10.0,10.9,13.3,29.1,88.9,338.3,,,25.3,1384.7
DEU-2019,9.6,10.6,13.3,29.9,89.3,347.4,52.1,,25.9,1381.5
DEU-2020,9.7,,13.9,31.3,88.7,350.4,,,,1324.2
DNK-1990,25.0,12.3,,,,91.0,,44.5,4.7,1440.5
DNK-1991,23.2,12.2,38.5,18.3,89.3,89.1,,44.0,4.9,1437.3
DNK-1992,22.8,12.5,41.1,19.2,88.8,95.0,,42.5,5.2,1452.4
DNK-1993,23.0,12.3,,,,103.7,,42.0,5.7,1448.9
DNK-1994,19.6,12.5,40.0,19.6,88.5,110.6,,37.0,5.6,1406.7
DNK-1995,18.1,12.7,34.5,21.6,88.6,109.2,,35.5,5.1,1419.1
DNK-1996,17.4,12.7,,,,116.0,,34.0,4.9,1412.3
DNK-1997,15.9,12.6,,,,122.0,,32.0,4.6,1428.1
DNK-1998,14.6,12.1,21.5,25.4,87.5,128.0,,31.0,4.2,1441.1
DNK-1999,14.6,12.1,20.4,26.5,87.9,128.5,,31.0,4.0,1456.5
DNK-2000,13.9,12.2,20.2,25.8,88.4,138.2,41.7,30.5,3.9,1465.9
DNK-2001,13.8,12.0,19.3,28.4,87.2,142.8,,29.5,3.8,1468.7
DNK-2002,13.0,11.8,18.9,29.6,86.0,152.2,,28.0,3.9,1462.6
DNK-2003,11.9,12.0,19.4,31.8,85.2,151.9,,28.0,4.4,1457.8
DNK-2004,12.3,11.8,18.8,32.8,85.5,166.1,,26.0,4.4,1458.1
DNK-2005,11.8,11.8,19.0,33.5,86.4,169.3,44.6,26.0,3.9,1451.4
DNK-2006,12.0,11.6,18.4,34.7,87.4,182.7,,25.0,3.3,1455.7
DNK-2007,10.6,11.6,25.7,30.9,87.2,199.4,,24.0,4.5,1432.8
DNK-2008,11.0,11.3,24.9,31.1,87.8,207.1,,23.0,4.1,1430.1
DNK-2009,11.2,10.6,24.1,32.0,86.0,213.8,,19.0,5.1,1417.0
DNK-2010,10.1,10.8,23.3,33.0,85.3,229.9,46.7,20.9,4.6,1422.3
DNK-2011,10.5,11.0,22.0,33.7,85.4,234.8,,,4.5,1437.0
DNK-2012,11.6,9.8,21.2,34.6,85.6,236.8,,,4.4,1423.3
DNK-2013,10.6,10.0,20.8,35.2,85.8,240.1,47.4,17.0,5.1,1425.6
DNK-2014,11.0,10.1,21.1,35.7,85.3,244.1,,,5.2,1413.8
DNK-2015,9.7,9.9,20.3,36.6,85.6,253.9,,,4.7,1407.1
DNK-2016,9.9,10.0,19.7,37.8,85.4,264.2,,,4.0,1412.0
DNK-2017,9.8,9.7,19.1,38.9,85.9,279.3,51.0,16.9,3.8,1404.2
DNK-2018,9.7,9.7,18.9,39.4,86.6,293.4,,,28.7,1381.3
ESP-1990,8.4,12.9,,,,66.9,,,0.2,1762.9
ESP-1991,8.1,12.8,78.2,9.9,78.9,76.7,,,0.2,1772.0
ESP-1992,7.7,12.1,77.1,13.1,77.9,82.9,,,0.2,1763.9
ESP-1993,8.3,11.6,,,,89.9,43.1,32.1,0.3,1755.8
ESP-1994,8.5,11.3,73.8,15.0,74.2,94.6,,,0.3,1754.8
ESP-1995,8.3,11.0,72.0,16.1,74.7,115.0,44.4,33.7,0.3,1754.8
ESP-1996,8.7,10.8,,,,119.3,,,0.3,1749.7
ESP-1997,8.8,11.6,67.0,19.1,75.7,124.0,45.3,33.2,0.3,1749.7
ESP-1998,8.3,11.5,65.4,20.2,76.7,131.9,,,0.3,1753.8
ESP-1999,8.1,11.3,63.5,21.3,78.0,139.1,,,0.3,1753.8
ESP-2000,8.3,11.8,61.4,22.7,79.7,155.7,,,0.3,1752.8
ESP-2001,7.7,12.4,59.6,23.8,80.6,168.3,48.3,31.7,0.3,1762.1
ESP-2002,8.0,10.7,57.8,24.9,80.8,184.4,,,0.3,1763.6
ESP-2003,8.1,11.4,56.3,25.6,81.5,204.5,48.4,28.1,0.5,1754.6
ESP-2004,8.0,11.7,54.6,26.7,82.2,213.0,,,0.5,1739.9
ESP-2005,7.6,11.9,51.2,28.5,82.7,220.0,,,0.5,1723.7
ESP-2006,7.1,11.9,50.3,28.8,83.7,232.7,51.1,26.4,0.5,1713.7
ESP-2007,7.0,11.1,49.4,29.3,84.7,239.4,,,0.6,1701.3
ESP-2008,7.3,10.2,48.9,29.5,83.9,247.6,,,0.5,1710.1
ESP-2009,7.2,10.0,48.4,30.0,81.4,237.0,52.8,26.2,0.5,1715.8
ESP-2010,6.5,9.8,47.1,31.0,80.1,242.5,,,1.2,1705.8
ESP-2011,6.5,9.6,46.0,31.9,79.2,251.3,52.7,23.9,1.3,1710.7
ESP-2012,7.1,9.4,45.3,32.6,77.5,263.8,,,1.3,1696.7
ESP-2013,7.8,9.2,44.5,33.7,76.4,277.7,,,1.3,1689.8
ESP-2014,7.8,9.5,43.4,34.7,77.2,294.1,51.5,23.0,1.3,1690.6
ESP-2015,7.2,10.4,42.6,35.1,78.5,299.1,,,1.2,1694.2
ESP-2016,7.1,10.8,41.7,35.7,79.8,308.9,,,1.2,1701.5
ESP-2017,7.2,10.8,40.9,36.4,80.9,336.9,53.0,22.1,1.3,1692.4
ESP-2018,6.9,10.4,39.9,37.3,81.6,351.0,,,24.2,1697.6
ESP-2019,7.1,10.8,38.7,38.6,81.9,355.8,,,24.7,1682.9
ESP-2020,7.5,7.8,37.1,39.7,79.9,341.2,50.2,19.8,,1569.7
EST-1990,30.3,9.8,,,,,57.6,27.5,,
EST-1991,30.2,9.1,,,,,,,,
EST-1992,35.3,7.8,,,,,41.9,30.9,,
EST-1993,41.7,8.1,,,,,,,,
EST-1994,44.5,8.2,,,,,43.9,33.5,,
EST-1995,43.7,8.3,,,,,,,,
EST-1996,41.9,8.0,,,,,41.4,31.9,,
EST-1997,39.4,8.3,17.5,30.0,82.9,,,,,
EST-1998,36.0,8.0,16.5,29.8,81.7,,40.8,29.7,,
EST-1999,35.5,8.9,15.7,28.8,80.9,39.8,,,0.3,
EST-2000,27.5,9.0,14.8,28.7,79.5,49.7,41.9,30.3,0.1,1884.0
EST-2001,29.8,10.1,13.8,29.5,80.2,46.9,,,0.1,1877.0
EST-2002,27.3,12.0,13.2,29.4,81.8,57.0,42.6,28.3,0.1,1879.0
EST-2003,25.0,11.8,12.4,29.6,80.2,62.7,,,0.1,1884.0
EST-2004,24.0,11.5,11.7,30.7,82.1,76.9,43.2,32.8,0.1,1892.0
EST-2005,20.1,13.0,11.3,33.0,84.1,83.5,,,0.1,1913.0
EST-2006,17.8,13.4,11.7,33.1,87.6,85.1,46.5,27.8,0.1,1906.0
EST-2007,18.8,14.8,11.2,33.1,87.3,99.8,,,0.1,1903.0
EST-2008,17.7,14.2,11.7,34.2,85.8,107.2,49.6,26.2,0.1,1874.0
EST-2009,19.8,11.9,11.3,36.1,82.7,104.3,,,0.1,1745.0
EST-2010,16.2,11.4,10.9,35.4,79.6,116.0,48.6,26.2,0.1,1785.0
EST-2011,15.7,12.0,11.0,36.9,79.9,117.0,,,0.1,1827.0
EST-2012,17.2,12.1,10.1,37.6,82.3,126.0,48.9,26.0,0.1,1796.0
EST-2013,15.9,11.9,9.5,37.3,83.0,141.6,,,0.1,1777.0
EST-2014,17.7,11.1,11.9,37.5,84.0,161.6,51.3,22.1,0.1,1771.0
EST-2015,14.5,10.6,11.4,38.0,85.7,172.7,,,0.1,1763.0
EST-2016,13.3,10.2,11.1,38.8,84.9,186.2,51.7,21.3,0.1,1767.0
EST-2017,16.5,10.3,11.3,39.7,85.7,203.3,,,0.1,1768.0
EST-2018,14.0,10.0,10.8,41.1,85.1,216.8,50.7,17.2,17.5,1707.2
EST-2019,14.1,10.4,9.9,41.4,86.6,217.8,,,17.7,1694.4
EST-2020,15.2,10.5,9.3,42.2,85.2,216.0,51.6,17.9,,1637.2
FIN-1990,30.6,9.5,,,,91.3,37.7,25.9,1.2,1671.0
FIN-1991,30.2,9.2,,,,95.8,38.4,27.0,1.2,1652.0
FIN-1992,28.9,8.9,,,,101.3,40.8,26.0,1.1,1652.0
FIN-1993,27.8,8.4,,,,109.6,39.1,23.9,1.6,1651.0
FIN-1994,27.4,8.2,,,,111.4,41.7,22.7,1.5,1671.0
FIN-1995,27.3,8.3,,,,139.4,44.1,24.0,1.5,1677.0
FIN-1996,24.3,8.2,,,,146.9,42.4,22.4,1.5,1675.0
FIN-1997,25.8,8.6,,,,150.9,42.4,24.1,1.4,1671.0
FIN-1998,23.9,8.6,,,,152.1,43.4,25.1,1.4,1661.0
FIN-1999,23.4,8.6,,,,164.7,42.5,23.2,1.3,1661.0
FIN-2000,22.4,8.6,26.8,32.6,84.4,171.1,63.6,23.4,1.3,1650.0
FIN-2001,23.1,9.0,,,,177.0,44.1,23.8,1.3,1636.0
FIN-2002,21.0,9.2,,,,191.5,45.3,23.4,1.3,1628.0
FIN-2003,20.4,9.3,24.0,33.2,85.0,195.0,45.0,22.2,1.4,1623.0
FIN-2004,20.3,9.9,22.4,34.2,84.2,206.8,45.3,23.0,1.3,1624.0
FIN-2005,18.6,10.0,21.2,34.6,84.1,213.1,49.2,21.8,1.3,1613.0
FIN-2006,19.9,10.1,20.4,35.1,85.0,216.7,47.7,21.4,1.3,1608.0
FIN-2007,18.5,10.5,19.5,36.4,85.2,236.8,48.9,20.6,1.2,1605.0
FIN-2008,19.3,10.3,18.9,36.6,85.6,252.8,48.8,20.4,1.4,1601.0
FIN-2009,19.1,10.0,18.0,37.3,84.4,254.1,49.3,18.6,1.6,1580.0
FIN-2010,17.6,9.7,17.0,38.1,84.1,270.1,49.7,19.0,1.4,1585.0
FIN-2011,16.6,9.8,16.3,39.3,84.3,276.7,65.0,17.8,1.5,1578.0
FIN-2012,15.9,9.3,15.2,39.7,84.4,283.3,58.0,17.0,1.5,1568.0
FIN-2013,16.1,9.1,14.1,40.5,83.8,297.2,49.9,15.8,1.5,1560.0
FIN-2014,14.3,8.8,13.5,41.8,83.5,297.9,52.1,15.4,1.5,1558.0
FIN-2016,14.1,8.4,12.1,43.6,83.3,333.9,56.0,15.0,1.5,1555.0
FIN-2017,14.8,8.4,11.9,44.3,84.9,339.9,67.6,13.0,1.3,1548.9
FIN-2018,14.4,8.4,10.9,45.2,86.7,341.0,55.0,14.0,0.1,1546.4
FIN-2019,13.4,8.2,9.7,45.9,86.4,331.4,57.0,13.0,29.1,1538.4
FRA-1990,21.5,15.4,,,,125.5,29.7,31.0,2.0,1645.0
FRA-1991,21.4,15.4,49.5,15.1,84.8,135.4,29.8,31.0,2.0,1638.0
FRA-1992,21.4,15.4,46.0,16.0,83.9,141.3,30.9,29.0,2.1,1635.0
FRA-1993,22.2,14.7,,,,150.0,31.5,29.0,2.1,1627.0
FRA-1994,21.6,14.6,42.2,17.8,81.8,158.7,30.5,28.0,2.2,1623.0
FRA-1995,21.0,14.5,40.9,18.6,82.0,154.0,33.4,29.0,2.3,1601.0
FRA-1996,19.9,14.5,,,,159.6,35.2,24.0,2.4,1597.0
FRA-1997,19.5,14.3,40.5,20.0,81.3,163.6,33.4,28.0,2.3,1596.0
FRA-1998,18.6,14.5,39.3,20.6,81.6,170.4,34.4,28.0,2.3,1585.0
FRA-1999,18.0,14.4,38.1,21.5,81.8,178.5,,28.0,2.3,1578.0
FRA-2000,18.8,13.9,37.8,21.6,83.2,196.9,36.2,30.0,2.7,1558.0
FRA-2001,18.0,14.1,36.1,23.0,83.7,209.8,,,2.7,1538.0
FRA-2002,18.1,13.9,35.2,24.0,83.3,226.4,37.5,,2.8,1504.0
FRA-2003,18.3,13.4,34.8,23.9,83.3,224.0,,,2.8,1507.0
FRA-2004,18.0,13.1,34.2,24.4,82.9,232.0,34.7,,2.8,1531.0
FRA-2005,17.7,12.9,33.2,25.4,83.0,239.8,,27.5,3.0,1532.0
FRA-2006,17.0,13.1,32.6,26.2,83.0,269.9,49.0,,3.3,1515.0
FRA-2007,16.3,12.9,31.5,26.6,83.4,283.3,,,3.2,1537.0
FRA-2008,16.5,12.5,30.4,27.2,84.6,300.9,39.2,,3.2,1543.0
FRA-2009,16.7,12.6,29.7,28.6,83.5,312.5,,,3.4,1531.0
FRA-2010,16.3,12.3,29.2,29.0,83.6,328.9,42.9,29.7,3.4,1540.0
FRA-2011,16.2,12.4,28.4,29.8,83.9,341.8,,,3.5,1546.0
FRA-2012,15.1,12.2,27.5,30.9,84.4,351.6,44.4,,3.5,1541.0
FRA-2013,14.8,11.6,25.2,32.1,84.4,280.2,,,3.6,1526.0
FRA-2014,13.5,12.0,22.7,33.5,83.8,281.4,46.1,28.5,3.6,1518.0
FRA-2015,13.6,11.9,22.5,34.1,83.9,278.8,49.0,29.4,3.6,1519.5
FRA-2016,12.7,11.7,21.9,34.6,85.0,287.4,,29.4,3.6,1522.1
FRA-2017,12.3,11.7,21.6,35.2,85.2,289.5,46.4,26.9,3.6,1507.6
GBR-1990,8.3,9.8,,,,46.5,,30.0,4.7,1617.6
GBR-1991,8.1,9.4,,,,51.8,49.0,,5.6,1614.8
GBR-1992,8.2,9.3,,,,55.9,50.0,29.0,6.2,1582.8
GBR-1993,7.8,9.3,,,,57.3,52.9,,6.3,1577.3
GBR-1994,7.6,9.6,,,,63.1,53.1,27.0,6.3,1586.4
GBR-1995,7.5,9.3,,,,63.7,54.5,,5.8,1586.4
GBR-1996,7.2,9.8,,,,67.7,56.2,28.0,5.8,1586.4
GBR-1997,7.1,10.0,40.9,22.6,87.2,134.5,56.9,,6.2,1586.4
GBR-1998,7.5,9.8,39.9,23.8,87.1,138.5,57.7,27.0,6.1,1581.9
GBR-1999,7.6,10.3,38.4,24.9,87.7,143.1,57.9,,6.2,1572.7
GBR-2001,7.1,10.8,37.2,26.1,88.2,162.3,61.6,27.0,6.6,1562.6
GBR-2002,7.0,11.1,35.7,26.8,87.6,165.8,60.6,26.0,6.0,1543.4
GBR-2003,6.7,11.3,34.9,28.0,87.8,187.1,60.5,26.0,6.0,1534.2
GBR-2004,7.0,11.6,33.8,29.3,87.7,188.7,61.8,25.0,5.8,1533.8
GBR-2005,6.7,11.4,33.2,29.7,88.0,180.1,60.5,24.0,5.9,1544.0
GBR-2006,6.8,11.0,29.1,34.2,87.5,192.9,61.6,22.0,5.9,1536.4
GBR-2007,6.4,11.1,27.8,35.5,87.4,194.9,60.8,21.0,5.2,1541.2
GBR-2008,7.0,10.8,28.4,35.2,85.0,210.5,61.4,21.0,5.5,1524.9
GBR-2009,6.9,10.1,26.3,37.0,84.5,222.4,61.3,21.0,5.9,1516.3
GBR-2010,6.7,10.1,24.9,38.2,84.2,231.5,62.8,20.0,6.3,1507.2
GBR-2011,7.0,9.9,23.2,39.4,83.2,235.5,61.7,20.0,6.3,1515.4
GBR-2012,7.0,9.6,21.9,41.0,84.1,246.9,61.9,20.0,6.4,1531.1
GBR-2013,7.6,9.4,20.8,41.9,84.8,253.9,62.1,19.0,6.3,1533.5
GBR-2014,7.5,9.4,20.8,42.2,84.6,259.4,61.7,19.0,6.1,1542.2
GBR-2015,7.6,9.5,20.4,44.2,85.4,264.4,62.9,17.8,6.1,1525.1
GBR-2016,7.4,9.5,19.3,45.8,85.1,269.1,61.4,16.1,5.8,1541.3
GBR-2017,7.1,9.7,18.8,45.7,85.5,283.6,64.3,16.8,6.4,1535.7
GBR-2018,8.1,9.8,20.7,45.8,86.1,296.8,63.3,16.6,20.3,1536.2
GBR-2019,8.6,9.7,19.9,47.2,86.6,309.3,64.2,15.8,20.6,1537.0
GBR-2020,8.4,9.7,18.3,49.4,86.3,293.4,,14.5,,1363.8
GRC-1990,3.6,10.3,66.0,10.5,82.6,134.5,,,2.0,1975.5
GRC-1991,3.9,10.2,64.4,11.0,81.3,137.7,,,1.8,2004.9
GRC-1992,3.6,10.0,63.5,12.2,80.2,146.9,,,1.8,2031.4
GRC-1993,4.1,10.7,61.0,13.0,80.0,164.0,,,1.8,2051.3
GRC-1994,3.5,10.4,58.7,13.9,80.3,202.3,,,1.8,2018.2
GRC-1995,3.6,10.1,57.5,14.3,80.3,204.2,,,1.8,2000.8
GRC-1996,3.4,9.7,55.8,15.1,80.5,205.2,,,1.8,1999.6
GRC-1997,3.5,9.5,54.5,15.6,80.2,214.7,,,1.8,1998.2
GRC-1998,3.8,9.0,52.2,16.9,80.5,223.6,,37.6,1.8,1998.7
GRC-1999,3.5,9.5,52.2,17.3,80.7,225.7,,,1.9,1995.3
GRC-2000,3.5,8.6,50.7,17.7,80.9,195.2,,35.0,0.0,1997.9
GRC-2001,3.0,8.8,49.8,18.1,80.3,221.9,,,0.1,1991.7
GRC-2002,2.9,8.2,48.2,18.8,81.2,271.4,,,0.1,1984.2
GRC-2003,3.3,8.9,46.5,19.3,81.6,288.6,,,0.1,1982.6
GRC-2004,3.1,9.1,43.4,21.3,81.4,304.7,,38.6,0.1,1974.1
GRC-2005,3.5,9.2,42.3,21.5,81.8,300.6,,,0.1,2025.0
GRC-2006,3.4,8.7,40.8,22.4,83.1,308.6,57.7,40.0,0.6,2014.7
GRC-2007,2.8,8.9,39.9,22.9,82.6,309.7,,,0.6,2001.1
GRC-2008,3.1,8.7,38.7,23.5,82.7,320.6,58.3,39.7,0.9,1996.6
GRC-2009,3.3,8.3,38.5,23.7,82.2,300.3,55.8,31.9,0.9,1972.9
GRC-2010,3.2,8.3,37.3,24.7,79.8,281.4,,,1.1,1931.1
GRC-2011,4.0,7.5,35.4,26.1,74.8,272.7,,,1.1,1950.2
GRC-2012,4.3,7.6,34.2,26.7,71.1,253.6,,,1.1,1989.9
GRC-2013,4.6,7.6,32.8,27.4,69.1,271.6,,,1.2,1996.6
GRC-2014,4.9,7.1,31.7,28.1,68.5,290.6,56.2,27.3,1.1,1949.3
GRC-2015,4.6,6.7,29.8,29.1,68.7,297.2,,,1.1,1935.0
GRC-2016,4.1,6.7,28.3,30.2,70.4,302.6,,,1.0,1942.7
GRC-2017,4.5,6.7,27.3,31.0,71.8,308.7,,,1.0,1946.9
GRC-2018,4.9,6.5,26.6,31.7,74.1,328.3,,,24.1,1961.1
GRC-2019,4.6,6.3,26.0,31.9,76.0,314.2,57.2,24.9,24.0,1916.7
HRV-1990,27.0,,,,,,,,,
HRV-1991,25.2,,,,,,,,,
HRV-1992,26.1,,,,,,,,,
HRV-1993,24.8,,,,,,,,,
HRV-1994,25.1,,,,,,,,,
HRV-1995,21.3,,,,,,,,,1923.3
HRV-1996,24.9,,,,,,,,,1923.2
HRV-1997,23.3,,,,,,,,,1923.2
HRV-1998,25.7,,,,,,,,,1923.1
HRV-1999,24.2,,,,,,,,,1923.1
HRV-2000,24.0,14.1,,,,,,,,1921.5
HRV-2001,19.9,14.6,,,,,,,,1922.7
HRV-2002,20.2,14.8,,,,,,,,1922.9
HRV-2003,19.5,13.8,,,,,,,,1923.9
HRV-2004,19.7,13.1,,,,,,,,1925.7
HRV-2005,19.3,11.6,,,,54.7,,,,1925.6
HRV-2006,17.6,11.8,,,,60.9,,,,1927.7
HRV-2007,17.1,12.3,,,,66.6,,,,1929.7
HRV-2008,17.6,12.3,,,,83.7,,,,1931.2
HRV-2009,17.3,12.1,,,,82.3,,,,1928.0
HRV-2010,16.9,10.7,,,,81.0,,,,1941.8
HRV-2011,15.1,11.0,,,,109.1,,,,1939.2
HRV-2012,17.0,10.6,,,,104.0,,,,1923.0
HRV-2013,15.3,10.4,,,,74.8,,,,1908.5
HRV-2014,15.9,9.5,,,,88.2,,,,1890.6
HRV-2015,16.3,9.6,,,,94.3,,,,1826.6
HRV-2016,15.1,10.0,,,,103.8,,,,1834.4
HRV-2017,14.0,9.7,,,,108.8,,,,1823.6
HRV-2019,13.0,9.6,,,,124.5,,,,1837.8
HUN-1990,43.9,13.9,,,,,,,,2082.0
HUN-1991,42.1,13.3,,,,27.5,,,,2048.0
HUN-1992,41.8,13.0,,,,32.0,,,,2002.0
HUN-1993,38.6,13.1,,,,34.2,,,,2002.0
HUN-1994,37.9,12.9,,,,38.3,,35.5,,2142.0
HUN-1995,35.0,12.2,,,,45.3,,,,1948.0
HUN-1996,35.5,12.5,,,,51.4,,,,1946.0
HUN-1997,33.4,12.3,37.0,12.2,81.4,53.5,,,,1954.3
HUN-1998,33.1,12.2,36.7,13.2,81.0,76.2,,,,1945.1
HUN-1999,35.0,12.2,32.7,13.5,82.1,89.1,,,0.2,1952.4
HUN-2000,34.1,12.0,30.8,14.0,82.4,102.6,51.4,30.2,0.2,1932.4
HUN-2001,30.1,13.2,30.0,14.0,82.6,117.0,,,0.2,1897.8
HUN-2002,28.6,13.3,28.6,14.2,82.0,129.3,,,0.2,1883.6
HUN-2003,28.1,13.2,25.9,15.4,82.7,144.6,52.8,30.4,0.3,1856.3
HUN-2004,27.3,13.2,24.6,16.7,82.9,147.0,,,0.3,1858.6
HUN-2005,26.1,13.0,23.6,17.1,83.0,153.5,,,0.3,1834.1
HUN-2006,24.3,13.2,21.9,17.7,81.8,157.9,,,0.4,1813.9
HUN-2007,24.2,12.6,20.8,18.0,80.4,159.5,,,0.4,1787.8
HUN-2008,24.3,11.8,20.3,19.2,79.9,166.0,,,0.4,1791.2
HUN-2009,24.1,11.5,19.4,19.9,78.8,169.0,61.6,26.5,0.4,1758.2
HUN-2010,24.3,10.8,18.7,20.1,78.6,194.6,,,0.4,1766.4
HUN-2011,23.6,11.4,18.2,21.1,79.3,208.1,,,0.4,1753.7
HUN-2012,22.8,11.1,17.9,22.0,79.7,215.5,,,0.4,1738.3
HUN-2013,20.2,10.6,17.5,22.5,80.1,214.6,,,0.4,1733.6
HUN-2014,18.5,10.9,16.9,23.4,81.8,216.3,62.3,25.8,0.3,1748.6
HUN-2015,18.0,10.8,16.8,24.2,83.0,212.0,,,0.3,1745.9
HUN-2016,16.9,11.1,16.6,23.7,85.0,224.2,,,0.3,1760.2
HUN-2017,15.7,10.7,16.0,24.1,85.1,218.2,,,0.3,1747.4
HUN-2018,15.9,11.4,15.1,25.1,85.8,224.7,,,0.3,1729.9
HUN-2019,14.8,10.7,15.0,26.0,85.8,229.9,67.6,24.9,18.1,1722.2
IRL-1990,11.1,11.2,,,,76.7,,30.0,1.4,2081.0
IRL-1991,11.0,11.2,59.8,15.9,80.6,83.0,,28.5,1.4,2046.0
IRL-1992,11.4,11.4,57.8,17.0,81.0,87.8,,30.0,1.5,1998.0
IRL-1993,10.1,11.2,,,,92.4,,28.5,1.5,1971.0
IRL-1994,12.1,11.2,54.8,18.6,82.7,97.4,,28.0,1.5,1971.0
IRL-1995,11.9,11.5,52.8,19.9,83.0,106.7,,,1.6,1963.0
IRL-1996,11.6,12.2,,,,114.0,,,1.6,1954.0
IRL-1997,13.1,12.8,,,,118.1,,,1.5,1954.0
IRL-1998,13.7,13.2,,,,124.4,43.0,33.0,1.5,1953.0
IRL-1999,11.7,13.8,,,,131.1,,,1.3,1942.0
IRL-2000,12.3,14.2,42.7,21.6,87.5,145.1,,,3.4,1933.0
IRL-2001,12.9,14.5,44.7,23.6,87.0,161.0,,,3.6,1924.0
IRL-2002,11.4,14.3,40.0,24.8,86.3,176.9,48.0,27.0,2.0,1904.0
IRL-2003,11.5,13.5,38.3,26.3,86.1,190.1,,,1.7,1887.0
IRL-2004,11.6,13.6,37.2,27.8,86.2,204.7,,,2.1,1875.0
IRL-2005,10.9,13.4,35.5,29.1,86.8,225.5,,,2.1,1883.0
IRL-2006,10.7,13.4,33.7,31.1,86.1,244.8,,,2.1,1879.0
IRL-2007,10.5,13.2,32.3,32.4,86.3,241.7,61.0,24.0,2.2,1865.0
IRL-2008,11.5,12.2,30.5,33.9,85.2,258.6,,,2.3,1844.0
IRL-2009,11.8,11.0,28.8,35.8,82.2,303.1,,,2.8,1812.0
IRL-2010,10.8,11.6,27.2,37.6,81.0,330.5,,,2.8,1721.0
IRL-2011,12.2,11.7,26.4,38.2,80.5,403.6,,,3.0,1737.0
IRL-2012,12.2,11.5,25.4,39.7,80.0,421.0,,,3.1,1738.0
IRL-2013,11.1,10.6,23.3,41.5,80.1,432.3,,,3.1,1743.0
IRL-2014,10.8,10.8,21.2,41.0,81.1,416.2,,,2.9,1757.0
IRL-2015,9.5,10.7,20.2,42.8,82.1,410.8,61.0,19.0,2.2,1771.0
IRL-2018,9.4,11.0,16.8,46.9,85.1,429.3,,17.0,13.6,1782.0
ISL-1990,16.3,5.1,,,,77.5,36.5,30.2,3.0,1665.0
ISL-1991,15.4,5.0,,,,81.2,,29.8,3.2,1668.0
ISL-1992,11.6,4.6,,,,92.3,,28.3,3.4,1668.0
ISL-1993,11.0,4.4,,,,103.1,,26.2,3.5,1683.0
ISL-1994,10.4,4.6,,,,104.4,,26.4,3.4,1655.0
ISL-1995,11.0,4.7,,,,105.7,,26.5,3.5,1641.0
ISL-1996,13.5,4.8,,,,113.4,,27.4,3.5,1659.0
ISL-1997,14.0,5.1,,,,130.1,,26.8,3.6,1684.0
ISL-1998,11.5,5.5,,,,163.7,,24.6,3.6,1665.0
ISL-1999,11.3,5.9,,,,169.1,,25.0,3.8,1645.0
ISL-2000,18.1,6.2,,,,177.4,,22.4,4.1,1696.0
ISL-2001,12.8,6.4,,,,184.5,,22.9,4.2,1707.0
ISL-2002,10.4,6.6,,,,196.5,48.3,21.1,4.5,1672.0
ISL-2003,9.9,6.6,34.3,27.9,94.1,200.8,,21.9,4.9,1639.0
ISL-2004,12.6,6.8,33.6,27.9,93.6,214.1,,19.8,4.8,1645.0
ISL-2005,11.6,7.1,31.8,29.5,93.6,214.7,,19.2,4.9,1637.0
ISL-2006,10.9,7.2,31.3,30.4,92.9,215.0,,18.8,4.9,1627.0
