LocationTime,Suicide_val_TOT,Alcohol_val,Edu_val_BUPPSRY,Edu_val_TRY,Edu_val_UPPSRY,employment_val_TOT_PC_WKGPOP,employment_val_TOT_THND_PER,hSpend_val_COMPULSORY,hSpend_val_OOPEXP,hSpend_val_TOT,hSpend_val_VOLUNTARY,obesity_val,Poverty_Value_0_17,Poverty_Value_18_65,Poverty_Value_66MORE,Poverty_Value_TOT,smoking_val,Value_PRIV_PC_GDP,Value_PUB_PC_GDP,Value_PUB_USD_CAP,Value_PUBNET_PC_GDP,Value_TOTNET_PC_GDP,Social_spt_val
ARG-2000,9.4,9.371016813450751,29.599914270245048,28.372829334848493,42.53743261508984,66.36212595933918,16354.280432504793,29.6175,15.748,8.22,24.4925,48.406382978723364,0.13976839826839813,0.10724242424242439,0.13557359307359304,0.11867532467532468,39.8,2.708838156484459,18.987507,7150.795484848483,17.667929487179503,20.15874919614149,87.07542608874712
ARG-2001,10.3,9.371016813450751,29.599914270245048,28.372829334848493,42.53743261508984,66.36212595933918,16354.280432504793,29.733,15.971,8.372,24.453,48.406382978723364,0.13976839826839813,0.10724242424242439,0.13557359307359304,0.11867532467532468,22.146534653465324,2.708838156484459,18.987507,7150.795484848483,17.667929487179503,20.15874919614149,87.07542608874712
ARG-2002,10.1,9.371016813450751,29.599914270245048,28.372829334848493,42.53743261508984,66.36212595933918,16354.280432504793,29.297,16.106,7.393,24.4,48.406382978723364,0.13976839826839813,0.10724242424242439,0.13557359307359304,0.11867532467532468,22.146534653465324,2.708838156484459,18.987507,7150.795484848483,17.667929487179503,20.15874919614149,87.07542608874712
ARG-2003,10.3,9.371016813450751,29.599914270245048,28.372829334848493,42.53743261508984,66.36212595933918,16354.280432504793,29.2535,15.099,6.895,24.194000000000003,48.406382978723364,0.13976839826839813,0.10724242424242439,0.13557359307359304,0.11867532467532468,22.146534653465324,2.708838156484459,18.987507,7150.795484848483,17.667929487179503,20.15874919614149,87.07542608874712
ARG-2004,9.4,9.371016813450751,51.205463,16.711861,32.082676,66.36212595933918,16354.280432504793,27.784,14.8135,7.229,25.8305,48.406382978723364,0.13976839826839813,0.10724242424242439,0.13557359307359304,0.11867532467532468,22.146534653465324,2.708838156484459,18.987507,7150.795484848483,17.667929487179503,20.15874919614149,87.07542608874712
ARG-2005,9.1,9.371016813450751,50.157974,17.471054,32.370968,66.36212595933918,16354.280432504793,27.6785,17.7925,7.611,26.127,48.406382978723364,0.13976839826839813,0.10724242424242439,0.13557359307359304,0.11867532467532468,37.0,2.708838156484459,18.987507,7150.795484848483,17.667929487179503,20.15874919614149,87.07542608874712
ARG-2006,8.9,9.371016813450751,48.472809,17.830963,33.696232,66.36212595933918,16354.280432504793,28.312,17.4435,7.64,25.508000000000003,48.406382978723364,0.13976839826839813,0.10724242424242439,0.13557359307359304,0.11867532467532468,22.146534653465324,2.708838156484459,18.987507,7150.795484848483,17.667929487179503,20.15874919614149,87.07542608874712
ARG-2007,8.3,9.371016813450751,29.599914270245048,28.372829334848493,42.53743261508984,66.36212595933918,16354.280432504793,29.2945,16.8685,7.835,24.623,48.406382978723364,0.13976839826839813,0.10724242424242439,0.13557359307359304,0.11867532467532468,22.146534653465324,2.708838156484459,18.987507,7150.795484848483,17.667929487179503,20.15874919614149,87.07542608874712
ARG-2008,8.5,9.371016813450751,45.804825,18.973812,35.221363,66.36212595933918,16354.280432504793,29.8045,16.369,8.183,24.287,48.406382978723364,0.13976839826839813,0.10724242424242439,0.13557359307359304,0.11867532467532468,22.146534653465324,2.708838156484459,18.987507,7150.795484848483,17.667929487179503,20.15874919614149,87.07542608874712
ARG-2009,7.9,9.371016813450751,44.794254,19.518599,35.687149,66.36212595933918,16354.280432504793,32.8275,14.3315,9.456,21.9005,48.406382978723364,0.13976839826839813,0.10724242424242439,0.13557359307359304,0.11867532467532468,22.146534653465324,2.708838156484459,18.987507,7150.795484848483,17.667929487179503,20.15874919614149,87.07542608874712
