LocationTime,Suicide_Val_TOT,Alcohol_Val,Edu_Sec_Val,Edu_Try_Val,Emp_Val,Healthy_Spend_Val,Obesity_Val,Pov_Val,Smoking_Val,Soc_Spend_Val,Soc_Sup_Val,Work_Hour_Val
SWE-1991,17,6,30,25,4396,117,48,0,25,1,87,1408
SWE-1992,15,6,29,25,4209,70,48,0,25,1,87,1424
SWE-1993,16,6,29,28,3964,68,48,0,23,2,87,1440
SWE-1994,15,6,26,27,3928,69,48,0,22,2,87,1474
SWE-1995,15,6,25,28,3986,75,48,0,22,2,87,1481
SWE-1996,14,6,29,28,3963,76,48,0,22,2,87,1492
SWE-1997,13,5,24,27,3922,85,48,0,19,2,87,1497
SWE-1998,14,5,23,28,3979,90,40,0,19,2,87,1496
SWE-1999,13,6,23,28,4068,97,40,0,19,2,87,1504
SWE-2000,12,6,22,30,4159,111,42,0,18,2,87,1485
SWE-2001,13,6,19,31,4318,149,42,0,18,2,87,1464
SWE-2002,13,6,18,32,4323,159,44,0,17,2,87,1443
SWE-2003,12,6,17,33,4314,156,43,0,17,2,87,1431
SWE-2004,12,6,17,34,4290,166,42,0,15,2,87,1452
SWE-2005,13,6,16,29,4336,172,44,0,15,2,87,1451
SWE-2006,13,6,15,30,4429,183,43,0,15,2,94,1450
SWE-2007,12,7,15,31,4540,194,44,0,13,2,90,1461
SWE-2008,12,7,15,32,4593,205,44,0,14,3,91,1471
SWE-2009,13,7,14,33,4499,207,45,0,14,3,88,1457
SWE-2010,12,7,13,33,4523,206,46,0,13,3,93,1483
SWE-2011,11,7,13,35,4625,236,46,0,13,3,93,1483
SWE-2012,11,7,12,35,4657,252,47,0,12,3,93,1471
SWE-2013,12,7,11,37,4704,258,46,0,10,3,93,1462
SWE-2014,11,7,18,38,4772,264,46,0,11,3,93,1464
SWE-2015,12,7,18,39,4836,273,48,0,11,3,93,1465
SWE-2016,11,7,17,41,4909,274,48,0,10,3,93,1478
SWE-2017,11,7,17,41,5021,271,48,0,10,3,93,1466
SWE-2018,12,7,16,43,5097,280,49,0,10,25,93,1466
TUR-2009,2,1,68,12,21270,59,48,0,22,13,75,1881
TUR-2010,2,1,68,13,22592,69,49,0,25,12,74,1877
TUR-2011,1,1,67,14,24098,69,55,0,22,11,74,1864
TUR-2012,2,1,66,15,24819,69,52,0,23,12,74,1855
TUR-2013,2,1,65,15,25518,75,48,0,22,11,74,1832
TUR-2014,2,1,64,16,25929,82,53,0,27,11,74,1829
TUR-2015,2,1,63,18,26616,83,48,0,22,11,74,1810
TUR-2016,2,1,61,19,27214,88,53,0,26,12,74,1789
TUR-2019,4,1,58,22,28078,99,56,0,28,12,74,1732
USA-1990,13,9,16,23,118793,555,48,0,25,7,87,1832
USA-1991,13,8,16,23,117718,583,55,0,22,8,87,1823
USA-1992,12,8,16,30,118492,607,48,0,22,8,87,1822
USA-1993,12,8,15,31,120259,629,48,0,20,8,87,1828
USA-1994,12,8,14,32,123065,639,48,0,21,8,87,1839
USA-1995,12,8,14,33,124899,661,48,0,20,8,87,1839
USA-1996,12,8,14,33,126707,783,48,0,22,8,87,1840
USA-1997,12,8,14,34,129557,718,55,0,20,9,87,1843
USA-1998,11,8,13,34,131463,765,56,0,19,8,87,1842
USA-1999,11,8,13,35,133487,808,57,0,19,9,87,1838
USA-2000,11,8,12,36,136890,861,64,0,19,9,87,1832
USA-2001,11,8,12,37,136933,911,59,0,18,9,87,1810
USA-2002,11,8,12,38,136485,991,65,0,18,9,87,1805
USA-2003,11,8,12,38,137735,1071,59,0,17,10,87,1796
USA-2004,11,8,12,39,139251,1124,66,0,17,10,87,1798
USA-2005,11,8,12,39,141729,1189,60,0,16,10,87,1794
USA-2006,11,8,12,39,144427,1243,67,0,16,10,95,1796
USA-2007,11,8,12,40,146046,1306,62,0,15,10,87,1795
USA-2008,12,8,11,41,145362,1316,67,0,16,10,94,1786
USA-2009,12,8,11,41,139877,1336,63,0,16,10,90,1760
USA-2010,12,8,11,41,139063,1367,68,0,15,11,95,1771
USA-2011,13,8,10,42,139869,1398,63,0,14,11,95,1778
USA-2012,13,8,10,43,142469,1446,68,0,14,11,95,1782
USA-2013,13,8,10,43,143929,1454,63,0,13,11,95,1780
USA-2014,13,8,10,44,146305,525,70,0,12,11,95,1782
USA-2015,14,8,10,44,148833,539,64,0,11,12,95,1783
USA-2016,14,8,9,45,151435,562,71,0,11,12,95,1778
USA-2017,14,8,9,46,153337,581,65,0,10,12,95,1777
USA-2018,15,8,9,47,155761,602,66,0,10,12,95,1781
USA-2019,14,9,9,48,157538,627,73,0,10,18,95,1777
USA-2020,14,9,8,50,147794,608,67,0,9,3,95,1767
ZAF-1996,0,9,29,28,16354,212,48,0,22,3,87,1753
ZAF-1997,0,9,29,28,16354,212,48,0,22,3,87,1753
ZAF-1998,0,8,29,28,16354,212,48,0,22,3,87,1753
ZAF-1999,0,8,29,28,16354,212,48,0,22,3,87,1753
ZAF-2000,0,7,29,28,16354,34,48,0,22,3,87,1753
ZAF-2001,0,7,29,28,16354,35,48,0,22,3,87,1753
ZAF-2002,0,7,29,28,16354,35,48,0,22,3,87,1753
ZAF-2003,0,7,29,28,16354,32,48,0,22,3,87,1753
ZAF-2004,1,7,29,28,16354,32,48,0,22,3,87,1753
ZAF-2005,1,7,29,28,16354,32,48,0,21,3,87,1753
ZAF-2006,1,7,29,28,16354,31,48,0,22,3,89,1753
ZAF-2007,1,7,29,28,16354,31,48,0,22,3,78,1753
ZAF-2008,1,7,29,28,16354,31,48,0,22,3,80,1753
ZAF-2009,0,7,29,28,16354,30,48,0,22,3,87,1753
ZAF-2010,1,7,57,6,16354,29,48,0,21,3,82,1753
ZAF-2011,0,7,56,7,16354,29,48,0,22,3,82,1753
ZAF-2012,1,7,58,9,16354,29,48,0,22,3,82,1753
ZAF-2013,1,7,60,12,16354,29,48,0,22,3,82,1753
ZAF-2014,1,7,59,12,16354,29,48,0,22,3,82,1753
ZAF-2015,1,7,59,13,16354,29,48,0,20,3,82,1753
ZAF-2016,0,7,58,13,16354,29,48,0,22,3,82,1753
ZAF-2017,0,7,55,15,16354,28,48,0,22,3,82,1753
ZAF-2018,0,7,55,15,16354,28,48,0,20,3,82,1753
