LocationTime,Suicide_Val_TOT,Alcohol_Val,Edu_Sec_Val,Edu_Try_Val,Emp_Val,Healthy_Spend_Val,Obesity_Val,Pov_Val,Smoking_Val,Soc_Spend_Val,Soc_Sup_Val,Work_Hour_Val
CHL-2005,11.4,7.2,19.3,38.4,6170.3,708.7,37.4,0.1,13.1,2.7,,2157
CHL-2006,11.9,6.9,18,39.8,6271.9,163,47.4,0.1,12.5,2.5,82.8,2165
CHL-2007,11.9,7.4,17.3,41.2,6448.9,175.1,,0.1,12,2.6,80.7,2128
CHL-2008,13.2,7.4,16.3,42.6,6641.4,179.6,,0.1,11.3,2.9,79.7,2095
CHL-2009,13.4,7.2,15.7,43.7,6592.6,193.7,64.5,0.1,10.3,3.2,82.6,2074
CHL-2010,12.3,7.6,14.8,,7334.9,185.9,,0.1,24.1,3,77.5,2069.8
CHL-2011,12.5,7.1,14.5,17.8,7699.4,197.6,33.9,0.1,,3.1,77.5,2050.2
CHL-2012,11.2,8.3,18,,7872.7,212.3,34,0.1,,3.2,77.5,2027.4
CHL-2013,10.5,7.2,38.6,21.1,8038.8,239.2,35.3,0.1,,3.3,77.5,2021.3
CHL-2014,10.6,7.9,41,,8153.7,254.9,37.4,0.1,,3.4,77.5,1994.4
CHL-2015,10.9,7.9,35.1,22.5,8294.6,267,38.4,0.1,,3.5,77.5,1993.7
CHL-2016,10.6,6.4,38,,8394.3,283.6,39.8,0.1,24.5,3.5,77.5,1977.5
CHL-2017,10.5,5.7,32.6,25.2,8597.6,296.1,41.2,0.2,12.4,3.7,77.5,1963.1
CHL-2018,10,6.3,29,,8784.9,316.2,42.6,0.3,11.5,3.7,77.5,1955.5
COL-1990,3.6,7,25.8,21.6,,119.4,43.7,0.3,11.2,,,
COL-1991,3.7,7.3,23.4,22.2,4992.3,129.6,,0.3,11.2,,,
COL-1992,4.1,6.2,29.1,22.5,5036.2,136.8,17.8,0.3,12.3,,,1669.5
COL-1993,4.2,6.7,32,23.4,5095.3,143.9,,0.3,14.3,1.2,87.9,1640.3
COL-1994,4.5,6.8,15,23.8,5182.1,163,21.1,0.3,16.8,1.3,88.4,1651.9
COL-1995,4.2,7,14.8,11.9,5281.3,175.1,14.8,0.3,,1.3,81.7,1651.3
COL-1996,4.3,6.7,14.6,10.8,5393.9,179.6,14.6,0.3,13.4,1.3,81.7,1640.5
COL-1997,4.1,6.5,14,12.2,5315.5,193.7,14,0.3,12.1,1.5,81.7,1663.7
COL-1998,6.9,6.6,13.2,13,5414.1,185.9,13.2,0.3,11.3,2.7,81.7,1658.6
COL-1999,6.5,6.3,13.1,13.5,5468.1,197.6,13.1,0.3,10.8,2.8,81.7,1654.1
COL-2000,6.8,4.5,15,14.5,5570.5,212.3,15,0.3,10.4,2.7,81.7,1654.5
COL-2001,6.8,4.3,15.2,13.4,5788.5,239.2,15.2,0.3,10.2,2.7,81.7,1693.6
COL-2002,6.3,4.3,14.3,14.8,5946.4,254.9,14.3,0.3,10.1,2.7,,1646.3
COL-2003,6.1,4.1,13.6,17.3,6170.3,267,13.6,,9.3,2.7,,1644.8
COL-2004,6.3,4.1,24.9,17,6271.9,283.6,24.9,0.3,9.8,2.5,,1643.6
COL-2005,5.8,4.3,23.6,16.4,6448.9,13.7,23.6,0.3,28.2,2.6,,1644.4
COL-2006,5.7,4.4,22.2,17.8,6641.4,13.6,22.2,0.3,25.9,2.9,90.3,1645
COL-2007,5.5,4.5,21.3,37.4,6592.6,14.3,21.3,0.3,,3.2,89.2,1644.1
COL-2008,5.5,4.4,20.4,38.4,7334.9,15.1,20.4,0.3,,3,87.9,
COL-2009,5.5,4.2,19.3,39.8,7699.4,13.7,19.3,0.3,25.5,3.1,88.4,
COL-2010,5,4.2,18,41.2,18610.9,13.5,18,0.3,,3.2,81.7,
COL-2011,4.8,4.3,17.3,42.6,19350.5,72,17.3,0.3,24.5,1.6,81.7,
COL-2012,4.9,4.4,16.3,43.7,20016.8,82.3,16.3,0.3,,1.7,81.7,
COL-2013,4.7,4.3,15.7,,20370.6,84,15.7,0.3,23.8,2,81.7,
COL-2014,4.9,4.2,14.8,22.4,20806.4,86.9,42.6,0.3,,2.1,81.7,
COL-2015,5.3,4.2,14.5,21.6,21311.9,90.2,43.7,0.3,,2.2,81.7,2325.3
COL-2016,5.4,4.5,47.5,22.2,21505.2,96.4,10.6,0.3,22.4,2.3,81.7,2315.4
COL-2017,5.7,4.2,46.2,22.5,21827.3,97.2,10.4,0.3,,2.4,81.7,2284.5
COL-2018,6,4.2,44.8,23.4,22093.2,98.5,10.8,,18.7,2.5,81.7,2283.3
COL-2019,5.9,4.1,43.3,23.8,22237.5,105.4,11,,,,81.7,2272.2
CRI-1990,7.6,6.1,74.9,11.9,,11.4,11.1,0.3,17.3,,,2358
CRI-1991,6.6,6.1,76,10.8,,10.7,11.9,0.3,,0,87.9,2272
CRI-1992,7.1,5.6,73.7,12.2,7334.9,12.7,12,0.3,18.2,0,88.4,2359
CRI-1993,7.5,5.6,72,13,7699.4,13.7,12.3,0.3,17.5,0,81.7,2346
CRI-1994,6.9,6.1,71.3,13.5,7872.7,13.6,13.1,0.3,16.2,0,81.7,2370
CRI-1995,7.4,5.9,70.2,14.5,8038.8,14.3,13.5,0.3,16.3,,81.7,2345
CRI-1996,7,5.6,70.9,13.4,8153.7,15.1,13.7,0.3,15.7,,81.7,2387
CRI-1997,6.3,5.6,69.6,14.8,8294.6,13.7,14.5,0.3,16.1,1.8,81.7,2365
CRI-1998,7.1,5.6,68.2,17.3,8394.3,13.5,15.5,0.3,14.9,1.8,81.7,2356
CRI-1999,7.1,5.4,67.8,17,8597.6,72,16.8,0.3,14,1.8,81.7,2370
CRI-2000,7.5,4.2,69.6,16.4,8784.9,18.1,18.2,0.3,13.1,1.8,,2362
CRI-2001,6.7,4.3,68.3,17.8,,17.9,19.3,0.3,12.5,1.9,,2329
CRI-2002,8.2,4.2,67.2,18.4,4992.3,17.3,20.5,0.3,12,0,,2357
CRI-2003,9,4.1,65.9,19.2,5036.2,17.5,15.2,0.3,11.3,0.1,,2350
CRI-2004,8.9,4.1,65.9,19.8,5095.3,17.7,14.3,0.3,10.3,0.1,,2369
CRI-2005,7.3,4.1,64.9,20.8,5182.1,18.7,13.6,0.3,24.1,0.1,,2352
CRI-2006,8.7,4.2,64.3,21,5281.3,17.7,24.9,0.3,15.8,0.1,92.6,2360
CRI-2007,6.4,4.3,63,21.8,5393.9,17.7,23.6,0.3,15.5,0.1,91,2387
CRI-2008,6.4,4.3,61.9,22.3,5315.5,16.9,22.2,0.3,15.1,0.6,91.1,2392
CRI-2009,6.6,4.1,61.1,23.4,5414.1,15.2,21.3,0.3,14.8,0.6,89.8,2348
CRI-2010,7.2,3.7,63.1,21,5468.1,14.5,20.4,0.3,14.4,0.9,83.1,2243.1
CRI-2011,7.2,3.3,62.6,21.6,5570.5,115.7,19.3,0.3,13.7,0.9,83.1,2285.3
CRI-2012,6.8,3.2,60.9,23.2,1988.9,114.5,18,0.3,13,1.1,83.1,2233.4
CRI-2013,7.1,3.1,59.7,23.3,2026,112.6,17.3,0.3,12.3,1.1,83.1,2140.6
CRI-2014,5.9,3.2,59.5,23.5,2064.4,128,16.3,0.3,11.7,1.6,83.1,2121.7
CRI-2015,6.7,3.2,60.6,23.1,2057.3,124.9,15.7,0.3,11,1.6,83.1,2148.2
CRI-2016,7,3.4,60.1,23,1995.7,126.2,10.6,0.3,10.5,0.3,83.1,2204.7
CRI-2017,5.7,3.3,60.5,23,2051.2,129.5,10.4,0.3,10,0.5,83.1,2178.9
CRI-2018,7.9,3.3,60.8,22.6,2117.1,142.8,10.8,0.3,9.5,0.5,83.1,2121
CRI-2019,7.8,3.1,57.3,25.1,2175.1,144.5,11,0.3,8.9,,83.1,2059.6
CRI-2020,7,3.2,57.3,25.1,1938.2,139.2,11.1,0.3,8.4,,83.1,1913.2
CZE-1990,22.3,11.3,,23,4995,5.8,11.9,,,14,,
CZE-1991,20.8,11.5,,23,4817,6.8,12,0.1,,15.1,,
CZE-1992,21.4,11.8,,22.6,4677,9.9,12.3,0.1,,15.3,,
CZE-1993,20.6,11.5,,25.1,4802.6,15.1,13.1,0.1,26.1,15.6,89.8,1857
CZE-1994,19.8,11.6,17.3,10.1,4863,19.4,13.5,0.1,,15.7,83.1,1839
CZE-1995,18.2,11.5,16.6,10.6,4908,31.3,13.7,0.1,,0.1,83.1,1831.7
CZE-1996,16.3,11.6,,,4914.5,33.2,14.5,0.1,26.2,0.1,83.1,1829.4
CZE-1997,17,11.9,15,10.6,4884.4,34.5,15.5,0.1,,0.1,83.1,1837.9
CZE-1998,16.4,11.8,14.7,10.4,4817.7,34.8,16.8,0.1,,0.2,83.1,1860.9
CZE-1999,16.4,11.9,14,10.8,4714,35.2,18.2,0.1,23.5,0.3,83.1,1890.6
CZE-2000,16.5,11.8,14.1,11,4681.2,38.5,19.3,0.1,,0.3,83.1,1900.3
CZE-2001,16.1,11.8,13.8,11.1,4683.6,44.9,20.5,0.1,,0.3,83.1,1823.3
CZE-2002,15.3,11.9,12.1,11.9,4731.1,45.8,14,0.1,24.1,0.3,,1812.2
CZE-2003,17.1,12.1,13.6,12,4701.2,53.1,13.2,0.1,27.2,0.3,,1799
CZE-2004,15.4,11.5,10.9,12.3,4690.6,58.7,13.1,0.1,25.4,0.3,,1813.7
CZE-2005,15.2,12,10.1,13.1,4764,71.5,15,0.1,24.3,0.5,,1802.9
CZE-2006,13.4,11.9,9.7,13.5,4828.1,76,15.2,0.1,23.4,0.5,89.4,1789.2
CZE-2007,13.1,12.1,9.5,13.7,4922,90.1,14.3,0.1,24,0.5,85.8,1775
CZE-2008,13,12.1,9.1,14.5,5002.5,115.1,13.6,0.1,21.8,0.6,,1789.6
CZE-2009,13.6,12.1,8.6,15.5,4934.3,120.2,24.9,0.1,23.8,0.8,91.7,1778.8
CZE-2010,13.9,11.4,8.1,16.8,4885.1,117.2,23.6,0.1,22.8,0.8,85.8,1799.1
CZE-2011,14.7,11.5,7.7,18.2,4872.7,115.4,22.2,0.1,21.7,0.8,85.8,1805.5
CZE-2012,15.2,11.6,7.5,19.3,4890,119.1,21.3,0.1,22.9,1,85.8,1776.4
CZE-2013,14.5,11.5,7.2,20.5,4937.1,139.6,20.4,0.1,22.2,0.7,85.8,1764.3
CZE-2014,13.7,11.9,6.8,21.5,4974.2,154.2,19.3,0.1,22.3,0.8,85.8,1773.8
CZE-2015,12.6,11.5,6.8,22.2,5041.9,155.8,18,0.1,18.2,0.8,94.2,1751.5
CZE-2016,12,11.7,6.6,23,5138.4,166.9,17.3,0.1,19.6,0.8,85.8,1774
CZE-2017,12.8,11.6,6.2,23.9,5221.5,160.1,16.3,0.1,18.4,0.9,85.8,1776.4
CZE-2018,12.3,11.8,6.1,24.3,5293.7,163.1,15.7,0.1,21.1,18.8,85.8,1784.7
CZE-2019,10.7,11.9,6.2,24.2,5302.9,169.1,58.4,0.1,18.1,19.2,,1786
CZE-2020,10.9,11.6,5.9,24.9,5234.9,160.8,,,16.6,,94.2,1703.6
DEU-1990,17.7,14.9,,,37217.9,150,,,,3.5,,
DEU-1991,17.7,13.9,18.2,21.8,36870.8,,,,12.4,3.1,,1554.1
DEU-1992,16.8,13.8,18.1,21.4,36389.8,144.8,,,11.5,3.1,,1565.1
DEU-1993,15.8,13.5,,,35988.5,150.5,23.2,0.1,11.2,3.1,,1540.2
DEU-1994,15.7,13.4,16,22.1,35756,158.5,23.4,0.1,11.2,3,,1536.6
DEU-1995,15.8,13.4,16.3,22.6,35780,162.3,24,0.1,12.3,3.2,85.8,1530.6
DEU-1996,14.9,13.1,,,35636.8,165.5,24.9,0.1,14.3,3,,1516.8
DEU-1997,14.8,13,16.8,22.6,35508,177.8,24.6,0.1,16.8,2.8,91.7,1507.7
DEU-1998,14.1,12.7,16.2,23,36061.3,187.8,23.9,0.1,,2.8,85.8,1504.5
DEU-1999,13.4,12.8,18.8,22.9,36042.4,199.6,24.3,0.1,13.4,3,85.8,1491.5
DEU-2000,13.2,12.9,18.3,23.5,36235.5,219.4,25.4,0.1,12.1,3.1,85.8,1465.9
DEU-2001,13.2,12.5,17.4,23.2,36346.2,228.2,26.4,0.1,11.3,3.1,85.8,1458.2
DEU-2002,13.1,12.3,17,23.4,36061.4,250,26.6,0.1,10.8,3.1,85.8,1448.9
DEU-2003,13,11.9,16.6,24,35753.6,262.4,27.6,0.1,10.4,3.1,94.2,1443.4
DEU-2004,12.4,11.8,16.1,24.9,35875.7,285.4,,0.1,10.2,3.1,85.8,1442.6
DEU-2005,11.8,11.7,16.9,24.6,36361.2,291,49.6,0.1,10.1,2.9,85.8,1432.4
DEU-2006,11.1,11.8,16.8,23.9,37172.1,307.3,34.6,0.1,9.3,2.8,96.1,1453.2
DEU-2007,10.6,11.5,15.6,24.3,37988.4,322.8,35.2,,9.8,2.9,92,1454.1
DEU-2008,10.6,11.4,14.7,25.4,38540.9,338.1,35.7,0.1,28.2,3.2,92.8,1447.3
DEU-2009,10.7,11.2,14.5,26.4,38470.7,237.2,36.6,,25.9,3.5,91.2,1405
DEU-2010,11.2,11.6,14.2,26.6,37992.2,253.3,37.8,,,3.4,92.6,1425.7
DEU-2011,11.2,11.3,13.7,27.6,38785.9,263.3,38.9,0.1,,3.4,92.6,1426.9
DEU-2012,10.8,11.3,13.7,28.1,39126,275.6,60,0.1,25.5,3.6,92.6,1408
DEU-2013,11.2,11.1,13.7,28.5,39529.7,272.8,52.4,0.1,,3.7,92.6,1396.5
DEU-2014,11.2,11.1,13.1,27.1,39869.5,277.1,50.7,0.1,24.5,3.6,92.6,1400.4
DEU-2015,10.9,11.1,13.2,27.6,40208.7,285.2,,0.1,,3.6,92.6,1401
DEU-2016,10.6,11,13.5,28.3,41265.1,301.8,,0.1,23.8,3.6,92.6,1395.6
DEU-2017,9.9,10.9,13.5,28.6,41661.4,316.9,52.7,0.1,,3.6,92.6,1389.1
DEU-2018,10,10.9,13.3,29.1,41912.8,338.3,,0.1,,25.3,92.6,1384.7
DEU-2019,9.6,10.6,13.3,29.9,42398.5,347.4,52.1,0.1,22.4,25.9,92.6,1381.5
DEU-2020,9.7,,13.9,31.3,41859.2,350.4,,,,,92.6,1324.2
DNK-1990,25,12.3,,,2655.9,91,10.6,,18.7,4.7,,1440.5
DNK-1991,23.2,12.2,38.5,18.3,2635.1,89.1,10.4,,,4.9,,1437.3
DNK-1992,22.8,12.5,41.1,19.2,2636.6,95,10.8,0.1,17.3,5.2,,1452.4
DNK-1993,23,12.3,,,2566.9,103.7,11,0.1,,5.7,,1448.9
DNK-1994,19.6,12.5,40,19.6,2537,110.6,11.1,0.1,18.2,5.6,97,1406.7
DNK-1995,18.1,12.7,34.5,21.6,2602,109.2,11.9,0.1,17.5,5.1,94.9,1419.1
DNK-1996,17.4,12.7,,,2627,116,12,0.1,16.2,4.9,95,1412.3
DNK-1997,15.9,12.6,,,2681,122,12.3,0.1,16.3,4.6,93.7,1428.1
DNK-1998,14.6,12.1,21.5,25.4,2693,128,13.1,0.1,15.7,4.2,95.8,1441.1
DNK-1999,14.6,12.1,20.4,26.5,2707,128.5,13.5,0.1,16.1,4,95.8,1456.5
DNK-2000,13.9,12.2,20.2,25.8,2722,138.2,13.7,,14.9,3.9,95.8,1465.9
DNK-2001,13.8,12,19.3,28.4,2725,142.8,14.5,,14,3.8,95.8,1468.7
DNK-2002,13,11.8,18.9,29.6,2715,152.2,15.5,0.1,13.1,3.9,95.8,1462.6
DNK-2003,11.9,12,19.4,31.8,2692,151.9,16.8,0.1,12.5,4.4,95.8,1457.8
DNK-2004,12.3,11.8,18.8,32.8,2720,166.1,18.2,0.1,12,4.4,95.8,1458.1
DNK-2005,11.8,11.8,19,33.5,2732,169.3,19.3,0.1,11.3,3.9,,1451.4
DNK-2006,12,11.6,18.4,34.7,2787,182.7,20.5,0.1,10.3,3.3,97,1455.7
DNK-2007,10.6,11.6,25.7,30.9,2803.7,199.4,,0.1,24.1,4.5,94.9,1432.8
DNK-2008,11,11.3,24.9,31.1,2806.2,207.1,,0.1,23,4.1,95,1430.1
DNK-2009,11.2,10.6,24.1,32,2718.9,213.8,34.6,0.1,19,5.1,93.7,1417
DNK-2010,10.1,10.8,23.3,33,2661.4,229.9,35.2,,20.9,4.6,95.8,1422.3
DNK-2011,10.5,11,22,33.7,2659.5,234.8,35.7,0,,4.5,95.8,1437
DNK-2012,11.6,9.8,21.2,34.6,2644.8,236.8,36.6,0,42,4.4,95.8,1423.3
DNK-2013,10.6,10,20.8,35.2,2636.3,240.1,37.8,0,37,5.1,95.8,1425.6
DNK-2014,11,10.1,21.1,35.7,2663.9,244.1,38.9,0,35.5,5.2,95.8,1413.8
DNK-2015,9.7,9.9,20.3,36.6,2709,253.9,19.1,0,34,4.7,95.8,1407.1
DNK-2016,9.9,10,19.7,37.8,2760.2,264.2,20.2,0,32,4,95.8,1412
DNK-2017,9.8,9.7,19.1,38.9,2788.5,279.3,21.3,0,31,3.8,95.8,1404.2
DNK-2018,9.7,9.7,18.9,39.4,2832.3,293.4,22.7,0,31,28.7,95.8,1381.3
ESP-1990,8.4,12.9,,,12869.6,66.9,23.8,,30.5,0.2,,1762.9
ESP-1991,8.1,12.8,78.2,9.9,12970.4,76.7,24.9,0,29.5,0.2,,1772
ESP-1992,7.7,12.1,77.1,13.1,12730.6,82.9,25.6,0,28,0.2,,1763.9
ESP-1993,8.3,11.6,,,12197.3,89.9,26.7,0,28,0.3,,1755.8
ESP-1994,8.5,11.3,73.8,15,12169.5,94.6,28.5,0,26,0.3,,1754.8
ESP-1995,8.3,11,72,16.1,12461.1,115,28.8,0,26,0.3,,1754.8
ESP-1996,8.7,10.8,,,12811.6,119.3,29.3,0,25,0.3,97,1749.7
ESP-1997,8.8,11.6,67,19.1,13286.5,124,29.5,,24,0.3,94.9,1749.7
ESP-1998,8.3,11.5,65.4,20.2,13837.9,131.9,30,,23,0.3,95,1753.8
ESP-1999,8.1,11.3,63.5,21.3,14689.8,139.1,31,0,19,0.3,93.7,1753.8
ESP-2000,8.3,11.8,61.4,22.7,15505.9,155.7,31.9,0,,0.3,95.8,1752.8
ESP-2001,7.7,12.4,59.6,23.8,16146.3,168.3,32.6,0,31.7,0.3,95.8,1762.1
ESP-2002,8,10.7,57.8,24.9,16790.1,184.4,33.7,0,,0.3,95.8,1763.6
ESP-2003,8.1,11.4,56.3,25.6,17475.6,204.5,34.7,0,28.1,0.5,95.8,1754.6
ESP-2004,8,11.7,54.6,26.7,18142.3,213,35.1,0,42,0.5,95.8,1739.9
ESP-2005,7.6,11.9,51.2,28.5,19206.9,220,35.7,,37,0.5,95.8,1723.7
ESP-2006,7.1,11.9,50.3,28.8,19938.9,232.7,36.4,,35.5,0.5,95.8,1713.7
ESP-2007,7,11.1,49.4,29.3,20579.8,239.4,37.3,0.2,34,0.6,94.9,1701.3
ESP-2008,7.3,10.2,48.9,29.5,20469.7,247.6,,0.2,32,0.5,93.7,1710.1
ESP-2009,7.2,10,48.4,30,19106.9,237,52.8,0.2,31,0.5,92.1,1715.8
ESP-2010,6.5,9.8,47.1,31,18724.4,242.5,,0.2,31,1.2,89,1705.8
ESP-2011,6.5,9.6,46,31.9,18421.1,251.3,52.7,0.2,30.5,1.3,89,1710.7
ESP-2012,7.1,9.4,45.3,32.6,17632.1,263.8,59.6,0.2,29.5,1.3,89,1696.7
ESP-2013,7.8,9.2,44.5,33.7,17138.8,277.7,57.8,0.2,28,1.3,89,1689.8
ESP-2014,7.8,9.5,43.4,34.7,17343.8,294.1,56.3,0.2,28,1.3,89,1690.6
ESP-2015,7.2,10.4,42.6,35.1,17865.6,299.1,54.6,0.2,26,1.2,89,1694.2
ESP-2016,7.1,10.8,41.7,35.7,18341.2,308.9,51.2,0.2,26,1.2,89,1701.5
ESP-2017,7.2,10.8,40.9,36.4,18824.8,336.9,50.3,0.2,25,1.3,89,1692.4
ESP-2018,6.9,10.4,39.9,37.3,19327.5,351,49.4,0.2,24,24.2,89,1697.6
ESP-2019,7.1,10.8,38.7,38.6,19779.1,355.8,48.9,0.2,23,24.7,94.1,1682.9
ESP-2020,7.5,7.8,37.1,39.7,19202.3,341.2,48.4,,19,,94.1,1569.7
EST-1990,30.3,9.8,50.3,31.9,824.7,213,47.1,0.2,27.5,1.8,,
EST-1991,30.2,9.1,49.4,32.6,805.3,220,46,0.2,,1.8,,
EST-1992,35.3,7.8,48.9,33.7,760.2,232.7,45.3,0.2,30.9,1.8,,
EST-1993,41.7,8.1,48.4,34.7,697.5,239.4,44.5,0.2,42,1.8,94.9,
EST-1994,44.5,8.2,47.1,35.1,673.6,247.6,43.4,0.2,37,1.9,93.7,
EST-1995,43.7,8.3,46,35.7,631,237,42.6,0.2,35.5,0,92.1,
EST-1996,41.9,8,45.3,36.4,617,242.5,41.7,0.2,34,0.1,89,
EST-1997,39.4,8.3,44.5,37.3,615,251.3,40.9,0.2,32,0.1,89,
EST-1998,36,8,16.5,29.8,604,263.8,39.9,0.2,31,0.1,89,
EST-1999,35.5,8.9,15.7,28.8,577.2,277.7,38.7,0.2,31,0.1,89,
EST-2000,27.5,9,14.8,28.7,585.3,294.1,41.9,0.2,30.5,0.1,89,1884
EST-2001,29.8,10.1,13.8,29.5,589.6,299.1,,,29.5,0.6,89,1877
EST-2002,27.3,12,13.2,29.4,589.9,57,42.6,0.1,28,0.6,89,1879
EST-2003,25,11.8,12.4,29.6,603,62.7,59.6,0.2,28,0.9,89,1884
EST-2004,24,11.5,11.7,30.7,601.9,76.9,57.8,0.1,26,0.9,89,1892
EST-2005,20.1,13,11.3,33,615.6,83.5,56.3,0.1,26,1.1,,1913
EST-2006,17.8,13.4,11.7,33.1,651.7,85.1,54.6,0.1,25,1.1,86.1,1906
EST-2007,18.8,14.8,11.2,33.1,657.6,99.8,51.2,0.1,24,0.1,84.8,1903
EST-2008,17.7,14.2,11.7,34.2,656,107.2,50.3,0.1,23,0.1,87.8,1874
EST-2009,19.8,11.9,11.3,36.1,593.9,104.3,49.4,,19,0.1,84.6,1745
EST-2010,16.2,11.4,10.9,35.4,568,116,48.9,0,26.2,0.1,,1785
EST-2011,15.7,12,11,36.9,603.2,117,48.4,0,,0.1,88.7,1827
EST-2012,17.2,12.1,10.1,37.6,614.9,126,47.1,0,26,0.1,88.7,1796
EST-2013,15.9,11.9,9.5,37.3,621.4,141.6,46,0,,0.1,88.7,1777
EST-2014,17.7,11.1,11.9,37.5,624.8,161.6,45.3,0,22.1,0.1,88.7,1771
EST-2015,14.5,10.6,11.4,38,640.9,172.7,44.5,0,,0.1,88.7,1763
EST-2016,13.3,10.2,11.1,38.8,644.6,186.2,43.4,0,21.3,0.1,88.7,1767
EST-2017,16.5,10.3,11.3,39.7,658.6,203.3,42.6,0.1,,0.1,88.7,1768
EST-2018,14,10,10.8,41.1,664.8,216.8,41.7,0.1,17.2,17.5,88.7,1707.2
EST-2019,14.1,10.4,9.9,41.4,671.4,217.8,40.9,0.1,,17.7,88.7,1694.4
EST-2020,15.2,10.5,9.3,42.2,656.6,216,39.9,,17.9,,92.5,1637.2
FIN-1990,30.6,9.5,10.9,33.1,2493,91.3,38.7,0,25.9,1.2,,1671
FIN-1991,30.2,9.2,11,33.1,2365,95.8,38.4,0,27,1.2,,1652
FIN-1992,28.9,8.9,10.1,34.2,2196,101.3,40.8,0,26,1.1,94.9,1652
FIN-1993,27.8,8.4,9.5,36.1,2061,109.6,39.1,0,23.9,1.6,93.7,1651
FIN-1994,27.4,8.2,11.9,35.4,2045,111.4,41.7,0,22.7,1.5,92.1,1671
FIN-1995,27.3,8.3,11.4,36.9,2090,139.4,44.1,0,24,1.5,89,1677
FIN-1996,24.3,8.2,11.1,37.6,2119,146.9,42.4,0,22.4,1.5,89,1675
FIN-1997,25.8,8.6,11.3,37.3,2162,150.9,42.4,0,24.1,1.4,89,1671
FIN-1998,23.9,8.6,10.8,37.5,2203.5,152.1,43.4,0,25.1,1.4,89,1661
FIN-1999,23.4,8.6,,38,2295.9,164.7,42.5,0,23.2,1.3,89,1661
FIN-2000,22.4,8.6,26.8,38.8,2335.4,171.1,63.6,0,23.4,1.3,89,1650
FIN-2001,23.1,9,,39.7,2367,177,44.1,0,23.8,1.3,89,1636
FIN-2002,21,9.2,,,2372.4,191.5,45.3,0,23.4,1.3,89,1628
FIN-2003,20.4,9.3,24,33.2,2364.9,195,45,0,22.2,1.4,89,1623
FIN-2004,20.3,9.9,22.4,34.2,2364.7,206.8,45.3,0,23,1.3,,1624
FIN-2005,18.6,10,21.2,34.6,2400.8,213.1,49.2,0,21.8,1.3,,1613
FIN-2006,19.9,10.1,20.4,35.1,2443.5,216.7,47.7,0,21.4,1.3,95.6,1608
FIN-2007,18.5,10.5,19.5,36.4,2491.6,236.8,48.9,0.1,20.6,1.2,,1605
FIN-2008,19.3,10.3,18.9,36.6,2530.9,252.8,48.8,0.1,20.4,1.4,94.3,1601
FIN-2009,19.1,10,18,37.3,2457.3,254.1,49.3,0,18.6,1.6,,1580
FIN-2010,17.6,9.7,17,38.1,2447.5,270.1,49.7,0,19,1.4,90.3,1585
FIN-2011,16.6,9.8,16.3,39.3,2473.7,276.7,65,0,17.8,1.5,90.3,1578
FIN-2012,15.9,9.3,15.2,39.7,2483.2,283.3,58,0,17,1.5,90.3,1568
FIN-2013,16.1,9.1,14.1,40.5,2456.7,297.2,49.9,0,15.8,1.5,90.3,1560
FIN-2014,14.3,8.8,13.5,41.8,2447.3,297.9,52.1,0,15.4,1.5,90.3,1558
FIN-2016,14.1,8.4,12.1,43.6,2448.1,333.9,56,0,15,1.5,90.3,1555
FIN-2017,14.8,8.4,11.9,44.3,2473.2,339.9,67.6,0,13,1.3,90.3,1548.9
FIN-2018,14.4,8.4,10.9,45.2,2539.9,341,55,0,14,0.1,90.3,1546.4
FIN-2019,13.4,8.2,9.7,45.9,2565.6,331.4,57,0,13,29.1,90.3,1538.4
FRA-1990,21.5,15.4,,,23064.5,125.5,29.7,,31,2,,1645
FRA-1991,21.4,15.4,49.5,15.1,23089.4,135.4,29.8,0,31,2,,1638
FRA-1992,21.4,15.4,46,16,22984.3,141.3,30.9,0,29,2.1,94.9,1635
FRA-1993,22.2,14.7,,,22683.2,150,31.5,0,29,2.1,93.7,1627
FRA-1994,21.6,14.6,42.2,17.8,22713.9,158.7,30.5,0,28,2.2,92.1,1623
FRA-1995,21,14.5,40.9,18.6,22914.8,154,33.4,0,29,2.3,89,1601
FRA-1996,19.9,14.5,,,22973.5,159.6,35.2,0,24,2.4,89,1597
FRA-1997,19.5,14.3,40.5,20,23104.1,163.6,33.4,0,28,2.3,89,1596
FRA-1998,18.6,14.5,39.3,20.6,23520.5,170.4,34.4,0,28,2.3,89,1585
FRA-1999,18,14.4,38.1,21.5,24005.3,178.5,,0,28,2.3,89,1578
FRA-2000,18.8,13.9,37.8,21.6,24628.8,196.9,36.2,0,30,2.7,89,1558
FRA-2001,18,14.1,36.1,23,25098.8,209.8,,0,,2.7,89,1538
FRA-2002,18.1,13.9,35.2,24,25290,226.4,37.5,0,28,2.8,89,1504
FRA-2003,18.3,13.4,34.8,23.9,24704.8,224,,0,26,2.8,89,1507
FRA-2004,18,13.1,34.2,24.4,24808,232,34.7,0.1,27,2.8,90.3,1531
FRA-2005,17.7,12.9,33.2,25.4,24984.2,239.8,,0.1,27,3,,1532
FRA-2006,17,13.1,32.6,26.2,25150.2,269.9,49,0,27,3.3,93.8,1515
FRA-2007,16.3,12.9,31.5,26.6,25586.7,283.3,,0,27,3.2,93.6,1537
FRA-2008,16.5,12.5,30.4,27.2,25926.4,300.9,39.2,0,26,3.2,93.3,1543
FRA-2009,16.7,12.6,29.7,28.6,25674.4,312.5,,0,26,3.4,91,1531
