LocationTime,Suicide_Val_TOT,Alcohol_Val,Edu_Sec_Val,Edu_Try_Val,Emp_Val,Healthy_Spend_Val,Obesity_Val,Pov_Val,Smoking_Val,Soc_Spend_Val,Soc_Sup_Val,Work_Hour_Val
FRA-2010,16.3,12.3,29.2,29,25730.7,328.9,42.9,0,25,3.4,94.2,1540
FRA-2011,16.2,12.4,28.4,29.8,25758.8,341.8,,0,26,3.5,94.2,1546
FRA-2012,15.1,12.2,27.5,30.9,25804.2,351.6,44.4,0,25,3.5,82.4,1541
FRA-2013,14.8,11.6,25.2,32.1,25785.3,280.2,,0.1,25,3.6,94.2,1526
FRA-2014,13.5,12,22.7,33.5,26376,281.4,46.1,0.1,25,3.6,94.2,1518
FRA-2015,13.6,11.9,22.5,34.1,26441.8,278.8,49,0.1,23,3.6,82.4,1519.5
FRA-2016,12.7,11.7,21.9,34.6,26579.7,287.4,,0.1,22,3.6,82.4,1522.1
FRA-2017,12.3,11.7,21.6,35.2,26803,289.5,46.4,0.1,22.5,3.6,82.4,1507.6
GBR-1990,8.3,9.8,35.7,29.8,26818,46.5,,,20.7,4.7,,1617.6
GBR-1991,8.1,9.4,34.9,30.9,26058,51.8,49,0.1,18.1,5.6,,1614.8
GBR-1992,8.2,9.3,33.8,32.1,25435,55.9,50,0.1,,6.2,93.8,1582.8
GBR-1993,7.8,9.3,33.2,33.5,25088,57.3,52.9,0.1,,6.3,93.6,1577.3
GBR-1994,7.6,9.6,29.1,34.1,25253,63.1,53.1,0.1,,6.3,93.3,1586.4
GBR-1995,7.5,9.3,,34.6,25489,63.7,54.5,0.1,,5.8,91,1586.4
GBR-1996,7.2,9.8,,35.2,25727,67.7,56.2,0.1,16.4,5.8,94.2,1586.4
GBR-1997,7.1,10,40.9,22.6,26155,134.5,56.9,0.1,,6.2,94.2,1586.4
GBR-1998,7.5,9.8,39.9,23.8,26395,138.5,57.7,0.1,27,6.1,82.4,1581.9
GBR-1999,7.6,10.3,38.4,24.9,26691,143.1,57.9,0.1,,6.2,94.2,1572.7
GBR-2001,7.1,10.8,37.2,26.1,27711.5,162.3,61.6,0.1,27,6.6,94.2,1562.6
GBR-2002,7,11.1,35.7,26.8,27944,165.8,60.6,0.1,26,6,82.4,1543.4
GBR-2003,6.7,11.3,34.9,28,28223,187.1,60.5,0.1,26,6,,1534.2
GBR-2004,7,11.6,33.8,29.3,28533.3,188.7,61.8,0.1,25,5.8,,1533.8
GBR-2005,6.7,11.4,33.2,29.7,28853.3,180.1,60.5,0.1,24,5.9,,1544
GBR-2006,6.8,11,29.1,34.2,29140.8,192.9,61.6,0.1,22,5.9,97.7,1536.4
GBR-2007,6.4,11.1,27.8,35.5,29378.8,194.9,60.8,0.1,21,5.2,96.8,1541.2
GBR-2008,7,10.8,28.4,35.2,29627.8,210.5,61.4,0.1,21,5.5,95.3,1524.9
GBR-2009,6.9,10.1,26.3,37,29154.3,222.4,61.3,0.1,21,5.9,96.3,1516.3
GBR-2010,6.7,10.1,24.9,38.2,29227,231.5,62.8,0.1,20,6.3,94,1507.2
GBR-2011,7,9.9,23.2,39.4,29374.5,235.5,61.7,0.1,20,6.3,92.2,1515.4
GBR-2012,7,9.6,21.9,41,29694.3,246.9,61.9,0.1,20,6.4,92.2,1531.1
GBR-2013,7.6,9.4,20.8,41.9,30041.8,253.9,62.1,0.1,19,6.3,94,1533.5
GBR-2014,7.5,9.4,20.8,42.2,30752.5,259.4,61.7,0.1,19,6.1,94,1542.2
GBR-2015,7.6,9.5,20.4,44.2,31285,264.4,62.9,0.1,17.8,6.1,92.2,1525.1
GBR-2016,7.4,9.5,19.3,45.8,31745.5,269.1,61.4,0.1,16.1,5.8,92.2,1541.3
GBR-2017,7.1,9.7,18.8,45.7,32060.5,283.6,64.3,0.1,16.8,6.4,92.2,1535.7
GBR-2018,8.1,9.8,20.7,45.8,32443,296.8,63.3,0.1,16.6,20.3,92.2,1536.2
GBR-2019,8.6,9.7,19.9,47.2,32794.5,309.3,64.2,0.1,15.8,20.6,92.2,1537
GBR-2020,8.4,9.7,18.3,49.4,32508.8,293.4,,0.1,14.5,,94,1363.8
GRC-1990,3.6,10.3,66,10.5,3713.2,134.5,61.6,,,2,,1975.5
GRC-1991,3.9,10.2,64.4,11,3628.3,137.7,60.6,0.1,12.4,1.8,,2004.9
GRC-1992,3.6,10,63.5,12.2,3680,146.9,60.5,0.1,11.5,1.8,,2031.4
GRC-1993,4.1,10.7,61,13,3715.4,164,61.8,0.2,11.2,1.8,,2051.3
GRC-1994,3.5,10.4,58.7,13.9,3786.2,202.3,60.5,0.2,11.2,1.8,,2018.2
GRC-1995,3.6,10.1,57.5,14.3,3820.5,204.2,61.6,0.2,12.3,1.8,96.8,2000.8
GRC-1996,3.4,9.7,55.8,15.1,3868.3,205.2,60.8,0.2,14.3,1.8,95.3,1999.6
GRC-1997,3.5,9.5,54.5,15.6,3853.3,214.7,61.4,0.2,16.8,1.8,96.3,1998.2
GRC-1998,3.8,9,52.2,16.9,4017.9,223.6,61.3,0.2,,1.8,94,1998.7
GRC-1999,3.5,9.5,52.2,17.3,4031.3,225.7,62.8,0.2,13.4,1.9,92.2,1995.3
GRC-2000,3.5,8.6,50.7,17.7,4088.5,195.2,61.7,0.2,12.1,0,92.2,1997.9
GRC-2001,3,8.8,49.8,18.1,4202.2,221.9,61.9,0.2,11.3,0.1,94,1991.7
GRC-2002,2.9,8.2,48.2,18.8,4264.8,271.4,62.1,0.2,10.8,0.1,94,1984.2
GRC-2003,3.3,8.9,46.5,19.3,4353.2,288.6,61.7,0.2,10.4,0.1,92.2,1982.6
GRC-2004,3.1,9.1,43.4,21.3,4389.3,304.7,62.9,0.2,10.2,0.1,92.2,1974.1
GRC-2005,3.5,9.2,42.3,21.5,4443.5,300.6,61.4,0.1,10.1,0.1,92.2,2025
GRC-2006,3.4,8.7,40.8,22.4,4527.5,308.6,57.7,0.2,9.3,0.6,82.8,2014.7
GRC-2007,2.8,8.9,39.9,22.9,4564,309.7,,0.2,9.8,0.6,80.1,2001.1
GRC-2008,3.1,8.7,38.7,23.5,4610.4,320.6,58.3,0.2,28.2,0.9,,1996.6
GRC-2009,3.3,8.3,38.5,23.7,4556,300.3,55.8,0.2,25.9,0.9,79,1972.9
GRC-2010,3.2,8.3,37.3,24.7,4389.7,281.4,,0.2,,1.1,71.8,1931.1
GRC-2011,4,7.5,35.4,26.1,4054.3,272.7,,0.2,,1.1,71.8,1950.2
GRC-2012,4.3,7.6,34.2,26.7,3695,253.6,62.9,0.2,25.5,1.1,71.8,1989.9
GRC-2013,4.6,7.6,32.8,27.4,3513.2,271.6,61.4,0.2,,1.2,71.8,1996.6
GRC-2014,4.9,7.1,31.7,28.1,3536.3,290.6,57.7,0.2,24.5,1.1,71.8,1949.3
GRC-2015,4.6,6.7,29.8,29.1,3610.7,297.2,,0.2,,1.1,71.8,1935
GRC-2016,4.1,6.7,28.3,30.2,3673.6,302.6,58.3,0.2,23.8,1,71.8,1942.7
GRC-2017,4.5,6.7,27.3,31,3752.7,308.7,55.8,0.2,,1,71.8,1946.9
GRC-2018,4.9,6.5,26.6,31.7,3828,328.3,,0.1,,24.1,71.8,1961.1
GRC-2019,4.6,6.3,26,31.9,3911,314.2,57.2,0.1,22.4,24,71.8,1916.7
HRV-1990,27,,57.5,12.2,,205.2,50.7,,,,,
HRV-1991,25.2,,55.8,13,,214.7,49.8,,18.7,1.8,,
HRV-1992,26.1,,54.5,13.9,32794.5,223.6,48.2,,,1.8,,
HRV-1993,24.8,,52.2,14.3,32508.8,225.7,46.5,,17.3,1.8,,
HRV-1994,25.1,,52.2,15.1,3713.2,195.2,43.4,0.2,,1.8,,
HRV-1995,21.3,,50.7,15.6,3628.3,221.9,42.3,0.2,18.2,1.9,,1923.3
HRV-1996,24.9,,49.8,16.9,3680,271.4,40.8,0.2,17.5,0,,1923.2
HRV-1997,23.3,,48.2,17.3,3715.4,288.6,39.9,0.2,16.2,0.1,,1923.2
HRV-1998,25.7,,46.5,17.7,3786.2,304.7,37.2,0.2,16.3,0.1,,1923.1
HRV-1999,24.2,,43.4,18.1,3820.5,300.6,35.7,0.2,15.7,0.1,71.8,1923.1
HRV-2000,24,14.1,42.3,18.8,3868.3,308.6,34.9,0.2,16.1,0.1,71.8,1921.5
HRV-2001,19.9,14.6,40.8,19.3,3853.3,309.7,33.8,0.2,14.9,0.1,71.8,1922.7
HRV-2002,20.2,14.8,39.9,21.3,4017.9,320.6,33.2,0.2,14,0.6,71.8,1922.9
HRV-2003,19.5,13.8,37.2,21.5,4031.3,300.3,29.1,0.2,13.1,0.6,71.8,1923.9
HRV-2004,19.7,13.1,35.7,22.4,4088.5,,27.8,0.2,12.5,0.9,71.8,1925.7
HRV-2005,19.3,11.6,34.9,22.9,4202.2,54.7,28.4,0.2,12,0.9,71.8,1925.6
HRV-2006,17.6,11.8,33.8,23.5,4264.8,60.9,26.3,,11.3,1.1,92.7,1927.7
HRV-2007,17.1,12.3,33.2,23.7,4353.2,66.6,24.9,,10.3,1.1,89.7,1929.7
HRV-2008,17.6,12.3,29.1,24.7,4389.3,83.7,48.2,,24.1,0.4,,1931.2
HRV-2009,17.3,12.1,27.8,26.1,4443.5,82.3,46.5,,20.7,0.4,85,1928
HRV-2010,16.9,10.7,28.4,26.7,4527.5,81,43.4,,18.1,0.4,85,1941.8
HRV-2011,15.1,11,26.3,27.4,4564,109.1,42.3,0.2,,0.4,85,1939.2
HRV-2012,17,10.6,24.9,28.1,4610.4,104,40.8,0.2,,0.4,85,1923
HRV-2013,15.3,10.4,48.2,29.1,4556,74.8,39.9,0.2,42,0.4,,1908.5
HRV-2014,15.9,9.5,46.5,27.4,4389.7,88.2,,0.2,37,0.4,,1890.6
HRV-2015,16.3,9.6,43.4,28.1,4054.3,94.3,17.7,0.2,35.5,0.4,,1826.6
HRV-2016,15.1,10,42.3,29.1,3695,103.8,18.1,0.2,34,0.3,,1834.4
HRV-2017,14,9.7,40.8,30.2,3513.2,108.8,18.8,0.2,32,0.3,87.4,1823.6
HRV-2019,13,9.6,39.9,31,3536.3,124.5,19.3,0.2,31,0.3,86.1,1837.8
HUN-1990,43.9,13.9,37.2,31.7,,,21.3,0.2,31,0.3,83.8,2082
HUN-1991,42.1,13.3,35.7,31.9,,27.5,21.5,0.2,30.5,0.3,82.5,2048
HUN-1992,41.8,13,34.9,12.2,4026,32,22.4,0.2,29.5,18.1,80,2002
HUN-1993,38.6,13.1,33.8,,3770,34.2,22.9,0.2,28,1.4,80,2002
HUN-1994,37.9,12.9,33.2,,3644,38.3,23.5,0.1,28,,80,2142
HUN-1995,35,12.2,,,3575,45.3,23.7,0.1,26,,80,1948
HUN-1996,35.5,12.5,,,3557,51.4,24.7,0.1,26,,80,1946
HUN-1997,33.4,12.3,37,12.2,3567,53.5,26.1,0.1,25,,80,1954.3
HUN-1998,33.1,12.2,36.7,13.2,3636,76.2,26.7,0.1,24,,80,1945.1
HUN-1999,35,12.2,32.7,13.5,3791.5,89.1,27.4,0.1,23,0.2,80,1952.4
HUN-2000,34.1,12,30.8,14,3829.1,102.6,28.1,0.1,19,0.2,92.7,1932.4
HUN-2001,30.1,13.2,30,14,3868.3,117,29.1,0.1,,0.2,89.7,1897.8
HUN-2002,28.6,13.3,28.6,14.2,3870.7,129.3,27.4,0.1,,0.2,,1883.6
HUN-2003,28.1,13.2,25.9,15.4,3921.9,144.6,28.1,0.1,30.4,0.3,85,1856.3
HUN-2004,27.3,13.2,24.6,16.7,3900.4,147,29.1,0.1,,0.3,85,1858.6
HUN-2005,26.1,13,23.6,17.1,3901.5,153.5,30.2,0.1,,0.3,85,1834.1
HUN-2006,24.3,13.2,21.9,17.7,3928.4,157.9,,0.1,42,0.4,85,1813.9
HUN-2007,24.2,12.6,20.8,18,3902,159.5,,0.1,37,0.4,92.7,1787.8
HUN-2008,24.3,11.8,20.3,19.2,3848.3,166,40,0.1,35.5,0.4,89.7,1791.2
HUN-2009,24.1,11.5,19.4,19.9,3747.7,169,38.3,0.1,34,0.4,,1758.2
HUN-2010,24.3,10.8,18.7,20.1,3732.4,194.6,37.2,0.1,32,0.4,85,1766.4
HUN-2011,23.6,11.4,18.2,21.1,3759.1,208.1,35.5,0.1,31,0.4,85,1753.7
HUN-2012,22.8,11.1,17.9,22,3827.2,215.5,33.7,0.1,31,0.4,85,1738.3
HUN-2013,20.2,10.6,17.5,22.5,3892.7,214.6,32.3,0.1,30.5,0.4,85,1733.6
HUN-2014,18.5,10.9,16.9,23.4,4100.8,216.3,30.5,0.1,29.5,0.3,85,1748.6
HUN-2015,18,10.8,16.8,24.2,4210.5,212,28.8,0.1,28,0.3,85,1745.9
HUN-2016,16.9,11.1,16.6,23.7,4351.7,224.2,27.2,0.1,28,0.3,85,1760.2
HUN-2017,15.7,10.7,16,24.1,4421.4,218.2,26.4,0.1,26,0.3,85,1747.4
HUN-2018,15.9,11.4,15.1,25.1,4469.5,224.7,25.4,0.1,26,0.3,85,1729.9
HUN-2019,14.8,10.7,15,26,4512.2,229.9,23.3,0.1,25,18.1,85,1722.2
IRL-1990,11.1,11.2,,,1150.6,76.7,21.2,,24,1.4,,2081
IRL-1991,11,11.2,59.8,15.9,1146.8,83,20.2,0.1,23,1.4,,2046
IRL-1992,11.4,11.4,57.8,17,1155,87.8,16.8,0.1,19,1.5,,1998
IRL-1993,10.1,11.2,,,1173.7,92.4,31.3,0.1,28.5,1.5,,1971
IRL-1994,12.1,11.2,54.8,18.6,1213,97.4,30.8,0.1,28,1.5,98.1,1971
IRL-1995,11.9,11.5,52.8,19.9,1272.2,106.7,30.9,0.1,12.4,1.6,95.9,1963
IRL-1996,11.6,12.2,,,1319.2,114,,0.1,11.5,1.6,95.5,1954
IRL-1997,13.1,12.8,,,1371.6,118.1,26.3,0.1,11.2,1.5,95.5,1954
IRL-1998,13.7,13.2,,,1520.8,124.4,27.8,0.1,11.2,1.5,95.5,1953
IRL-1999,11.7,13.8,,,1614.4,131.1,29.1,0.1,12.3,1.3,95.5,1942
IRL-2000,12.3,14.2,42.7,21.6,1692.1,145.1,31.1,0.1,14.3,3.4,92.9,1933
IRL-2001,12.9,14.5,44.7,23.6,1745.2,161,32.4,,16.8,3.6,95.5,1924
IRL-2002,11.4,14.3,40,24.8,1777,176.9,33.9,,,2,87.4,1904
IRL-2003,11.5,13.5,38.3,26.3,1810.5,190.1,35.8,,13.4,1.7,86.1,1887
IRL-2004,11.6,13.6,37.2,27.8,1864.9,204.7,37.6,0.2,12.1,2.1,83.8,1875
IRL-2005,10.9,13.4,35.5,29.1,1952,225.5,38.2,0.1,11.3,2.1,82.5,1883
IRL-2006,10.7,13.4,33.7,31.1,2043.7,244.8,,0.1,10.8,2.1,80,1879
IRL-2007,10.5,13.2,32.3,32.4,2221.3,241.7,61,0.1,10.4,2.2,80,1865
IRL-2008,11.5,12.2,30.5,33.9,2198.9,258.6,40,0.1,10.2,2.3,80,1844
IRL-2009,11.8,11,28.8,35.8,2015.2,303.1,38.3,0.1,10.1,2.8,80,1812
IRL-2010,10.8,11.6,27.2,37.6,1925.4,330.5,37.2,0.1,9.3,2.8,80,1721
IRL-2011,12.2,11.7,26.4,38.2,1888.3,403.6,35.5,0.1,9.8,3,80,1737
IRL-2012,12.2,11.5,25.4,39.7,1880.4,421,33.7,0.1,28.2,3.1,80,1738
IRL-2013,11.1,10.6,23.3,41.5,1937.8,432.3,32.3,0.1,25.9,3.1,80,1743
IRL-2014,10.8,10.8,21.2,41,1988.7,416.2,30.5,0.1,,2.9,92.9,1757
IRL-2015,9.5,10.7,20.2,42.8,2056.9,410.8,28.8,0.1,,2.2,95.5,1771
IRL-2018,9.4,11,16.8,46.9,2257.3,429.3,27.2,0.1,25.5,13.6,95.5,1782
ISL-1990,16.3,5.1,31.3,30.4,126,77.5,26.4,,,3,,1665
ISL-1991,15.4,5,30.8,30.8,136.9,81.2,25.4,0.1,24.5,3.2,,1668
ISL-1992,11.6,4.6,30.9,31.6,136.9,92.3,23.3,0.1,,3.4,,1668
ISL-1993,11,4.4,30,32.9,136.6,103.1,21.2,0.1,23.8,3.5,85,1683
ISL-1994,10.4,4.6,30.9,31.3,137.7,104.4,20.2,0.1,,3.4,85.2,1655
ISL-1995,11,4.7,30.4,32.6,142,105.7,16.8,0.1,,3.5,93,1641
ISL-1996,13.5,4.8,30.6,33.9,142,113.4,31.3,0.1,22.4,3.5,91.6,1659
ISL-1997,14,5.1,29.5,34.3,142,130.1,30.8,0.1,,3.6,91.6,1684
ISL-1998,11.5,5.5,28.5,35.6,147.9,163.7,30.9,0.1,18.7,3.6,91.6,1665
ISL-1999,11.3,5.9,,37,153.3,169.1,,0.1,,3.8,91.6,1645
ISL-2000,18.1,6.2,,38.1,156.4,177.4,,0.1,17.3,4.1,91.6,1696
ISL-2001,12.8,6.4,,,159,184.5,41.5,0.1,,4.2,91.6,1707
ISL-2002,10.4,6.6,,,156.7,196.5,41,0.1,18.2,4.5,91.6,1672
ISL-2003,9.9,6.6,34.3,27.9,155,200.8,42.8,,17.5,4.9,,1639
ISL-2004,12.6,6.8,33.6,27.9,154.9,214.1,46.9,0.1,16.2,4.8,,1645
ISL-2005,11.6,7.1,31.8,29.5,159.9,214.7,30.4,0.1,16.3,4.9,,1637
ISL-2006,10.9,7.2,31.3,30.4,167.8,215,30.8,0.1,15.7,4.9,,1627
ISL-2007,12,7.5,30.8,30.8,175.5,219.9,31.6,0.1,16.1,5,,1605
ISL-2008,12.8,7.2,30.9,31.6,177.1,220.6,32.9,0.1,14.9,5.1,97.6,1625.2
ISL-2009,12,7.2,30,32.9,166.2,219.7,31.3,0.1,14,5.6,,1536.4
ISL-2010,15,6.8,30.9,31.3,165.8,226.4,32.6,0.1,13.1,5.4,,1527.9
ISL-2011,8.9,6.8,30.4,32.6,166,228,33.9,0.1,12.5,5.6,,1537.7
ISL-2012,11.9,6.8,30.6,33.9,167.9,234.7,34.3,0.1,12,5.9,97.4,1523.1
ISL-2013,16.3,6.8,29.5,34.3,173.2,237.6,35.6,0.1,11.3,6,97.4,1524.1
ISL-2014,14.1,7,28.5,35.6,177.6,241.1,37,0.1,10.3,6.3,,1513.4
ISL-2015,12.4,7.7,26.6,37,183.7,245.7,38.1,0.1,24.1,6.3,97.4,1511.4
ISL-2016,12.2,7.5,23.4,38.1,190.5,249,,0.1,10.2,6.5,97.4,1520
ISL-2017,9.8,7.7,25.2,39,193.9,255.1,,0.1,9.4,6.5,97.4,1507.1
ISL-2018,9.8,7.7,24.5,40.3,198.3,255.1,27.9,,8.6,16.4,,1496.5
ISL-2019,11.2,7.4,24.1,40.9,201,253.8,27.9,,8.2,17.4,97.4,1480.1
ISL-2020,12.7,7.4,24.1,40.6,194.5,263.2,29.5,,7.3,0.2,97.4,1446.2
ISR-1990,9.1,1.8,,,177.1,215,30.4,0.1,,0.2,,1904
ISR-1991,10.3,1.7,,35.8,166.2,219.9,30.8,0.1,12.4,0.3,87.4,1897.3
ISR-1992,9.9,1.8,31.3,37.6,165.8,220.6,31.6,0.1,11.5,0.3,86.1,1951.2
ISR-1993,9.5,2.2,30.8,38.2,166,219.7,32.9,0.1,11.2,2.3,83.8,1953
ISR-1994,10.5,1.7,30.9,39.7,167.9,226.4,31.3,0.1,11.2,2.2,82.5,1993.1
ISR-1995,8.7,1.5,30,41.5,173.2,228,32.6,0.1,12.3,2.4,80,2013.8
ISR-1996,7,1.6,30.9,41,2012.8,234.7,,0.1,14.3,2.4,80,2031
ISR-1997,8.3,2,30.4,42.8,2040.2,237.6,,0.1,16.8,2.3,80,2036.3
ISR-1998,6.8,2.1,30.6,38.1,2072.5,241.1,35.8,0.1,,2.4,80,2011.9
ISR-1999,7.4,2,29.5,39,2136.6,158.6,37.6,0.1,13.4,2.4,80,2021.1
ISR-2000,7.5,2.6,28.5,40.3,2221.3,190.9,38.2,0.1,12.1,2.4,80,2032.9
ISR-2001,7.5,2.8,,40.9,2265,207.2,39.7,0.1,11.3,2.7,80,1996.1
ISR-2002,7,2.8,19.7,42.1,2284.4,202.5,41.5,0.1,10.8,2.5,80,2014.3
ISR-2003,7.8,2.6,18.1,42.9,2330.2,205.9,41,0.1,10.4,2.5,,1997.5
ISR-2004,7.3,2.4,,,2400.8,217.6,42.8,,10.2,2.4,,1975
ISR-2005,7.5,2.5,21.1,43,2493.7,236.2,38.1,,10.1,2.4,,1966.4
ISR-2006,6.1,2.3,,,2573.6,223.6,39,,9.3,2.4,91.6,1955
ISR-2007,5.5,2.5,19.6,43.6,2682,249,40.3,,9.8,2.4,85,1966.5
ISR-2008,5.8,2.6,18.8,44,2776.7,242.8,40.9,,28.2,2.4,85.2,1963.3
ISR-2009,6.3,2.7,18.2,44.9,2841,251.9,42.1,,25.9,2.5,93,1962.5
ISR-2010,7.5,2.8,17.9,45.6,2938.3,248.7,42.9,,,2.5,91.6,1956.5
ISR-2011,6.4,2.8,17,46.4,3024.7,263.1,,0.2,,2.4,91.6,1947.2
ISR-2012,6.6,2.9,15.5,46.4,3359,279.5,43,0.2,25.5,2.4,91.6,1918.8
ISR-2013,5.6,2.9,15,47.4,3449.5,275.2,,0.2,,2.4,91.6,1908.2
ISR-2014,5.6,2.7,14.6,48.5,3555.8,277.7,43.6,0.2,24.5,2.4,91.6,1894.5
ISR-2015,5,2.7,14.5,48.8,3643.8,283.4,44,0.3,,2.4,91.6,1895.4
ISR-2016,5.6,2.7,13.2,49.9,3736.8,310,44.9,0.2,23.8,2.4,91.6,1922.1
ISR-2017,5.6,2.9,12.6,50.9,3824.8,316.5,45.6,0.2,,2.5,91.6,1918
ISR-2018,6.2,3,13.6,50.2,3905.1,323.2,46.4,0.2,,2.5,91.6,1910.1
ISR-2019,5.7,3.1,12.9,50.2,3966.9,322.9,46.4,0.2,22.4,16.3,91.6,1898.1
ISR-2020,5.7,,12,50.1,3913.4,295.5,47.4,,,,91.6,1782.5
ITA-1990,7.9,11,,,21215,86,48.5,,18.7,2,,
ITA-1991,8,10.8,71.8,6.1,21410,93.9,48.8,0.2,,2.1,,
ITA-1992,8.1,10.6,71.6,6.4,21270,96.5,49.9,0.2,17.3,2.4,85,
ITA-1993,8.3,10.3,,,20305.2,107.6,50.9,0.2,,2.2,85.2,
ITA-1994,7.9,10.1,66.8,7.5,19972.2,119.9,50.2,0.3,18.2,2,93,
ITA-1995,8,9.6,65.1,7.9,19851.3,150.5,50.2,0.2,17.5,1.9,91.6,1856.2
ITA-1996,8.1,9.1,,,19950.7,156.5,,0.2,16.2,1.7,91.6,1866.2
ITA-1997,8,9.1,,,20027.5,168.6,,0.2,16.3,1.7,91.6,1859.9
ITA-1998,7.6,9,59.3,8.6,20424.1,180.7,,0.2,15.7,1.7,91.6,1873.1
ITA-1999,6.9,8.9,57.8,9.3,20682.3,184.8,41.2,,16.1,1.7,91.6,1869.9
ITA-2000,6.9,9.8,57.9,9.4,21072.9,195,41.1,,14.9,1.6,91.6,1850.2
ITA-2001,6.7,9.7,56.7,10,21506.8,191.1,42.4,,14,1.6,91.6,1837.6
ITA-2002,6.7,9.3,55.6,10.4,21820.7,200.4,42,,13.1,1.6,85,1826.2
ITA-2003,6.6,9.3,51.6,10.5,22047.2,197.1,42.6,,12.5,1.8,85.2,1815.1
ITA-2004,6.4,9,51.4,11.6,22362.4,202.7,,0.2,12,1.6,93,1814.6
ITA-2005,6,8.7,49.9,12.2,22406.9,196,44.6,0.2,11.3,1.6,91.6,1811.1
ITA-2006,5.8,8.4,48.7,12.9,22757.4,205.5,45.1,0.2,10.3,1.7,91.6,1811.9
ITA-2007,5.8,8.4,47.7,13.6,22894,210.4,45.5,0.2,24.1,1.7,91.6,1817.7
ITA-2008,6,8,46.7,14.4,23090.2,226.3,45.5,0.2,22.4,1.8,91.6,1806.5
ITA-2009,6.1,7.3,45.7,14.5,22698.3,220.3,46.3,0.2,23.3,1.8,91.6,1775.2
ITA-2010,6,7,44.8,14.8,22526.1,230.8,46,0.2,23.1,1.9,91.6,1776.8
ITA-2011,6.4,7,44,14.9,22597.7,245.7,45.8,0.2,22.5,1.9,91.6,1772.6
ITA-2012,6.5,7.5,42.8,15.7,22565.3,255.7,46,0.2,22.1,2,86.8,1733.6
ITA-2013,6.5,7.4,41.8,16.3,22190.4,254.7,45.8,0.2,21.1,1.9,86.8,1719.1
ITA-2014,6.2,7.6,40.7,16.9,22278.5,257.7,46.4,0.2,19.7,1.9,86.8,1716.3
ITA-2015,5.9,7.1,40.1,17.5,22464.2,272.5,45.2,0.2,19.8,1.9,86.8,1717.5
ITA-2016,5.7,7.1,39.9,17.7,22757.4,288.6,45.9,0.2,20,1.9,86.8,1721.7
ITA-2017,5.8,7.4,39.1,18.7,23021.9,305.1,46,0.2,19.9,1.9,86.8,1719.2
JPN-1990,18.2,9.2,57.8,13.6,62495,89.2,22,,28.5,0.2,,2031
JPN-1991,17.6,8.9,57.9,14.4,63687.5,91.9,22.4,0.1,27.8,0.2,,1998
JPN-1992,18.1,8.9,56.7,14.5,64361.7,99.1,22.7,0.1,27.1,0.2,,1965
JPN-1993,17.4,9.2,55.6,14.8,64496.7,99.8,22.8,0.1,24.7,0.2,,1905
JPN-1994,17.4,9.1,51.6,14.9,64530,108.9,21.5,0.1,24.5,0.2,,1898
JPN-1995,17.5,8.9,51.4,15.7,64565.8,92.4,22.2,,28.2,0.5,86.4,1883.7
JPN-1996,17.8,9,49.9,16.3,64859.2,93.8,21.9,0.1,27.1,0.5,86.7,1892.2
JPN-1997,18.7,8.8,48.7,30.5,65567.5,104.8,22,0.1,28.7,3.3,86.8,1864.7
JPN-1998,24.7,8.7,47.7,30.6,65141.7,111.3,23.6,0.1,27.6,3.5,86.8,1841.9
JPN-1999,24.2,8.8,,31.8,64623.3,118,23.1,0.1,26.2,3.6,86.8,1810.4
JPN-2000,23,8.6,,33.6,64463.3,127.5,23.8,0.1,27,3.5,86.8,1821.3
JPN-2001,22.2,8.6,31.8,34.1,64120.8,130.3,24.4,0.1,24.4,3.8,86.8,1808.6
JPN-2002,22.4,8.4,30.5,36.6,63303.3,139.4,25.7,0.1,24,3.9,,1798.4
JPN-2003,24,8.4,29.3,37.4,63161.7,153.7,24.7,0.1,27.7,3.2,86.8,1798.6
JPN-2004,22.5,8.2,26.8,38.7,63285.8,158.5,24,0.1,26.4,3.1,86.8,1785.4
JPN-2005,22.7,8.5,25.6,39.9,63561.7,161.9,24.9,0.1,24.2,2.8,86.8,1776.5
JPN-2006,22.2,7.9,24.4,40.5,63887.5,175.1,25.1,0.1,23.8,2.7,86.8,1785.6
JPN-2007,22.7,7.7,23.1,41,64275,174.9,24.8,0.1,24.1,3.2,93.5,1784.8
JPN-2008,22.3,7.5,21.8,42.8,64091.7,182.5,24.2,0.1,21.8,3.3,88,1771.4
JPN-2009,22.8,7.4,,43.8,63145,192.1,25.1,0.1,23.4,3.7,88.7,1713.5
JPN-2010,21.7,7.3,19.1,44.8,62981.7,197.5,25.3,0.1,19.5,3.5,86.7,1732.9
JPN-2011,21.4,7.3,18.5,46.4,62934.2,208.7,25.5,0.1,20.1,3.6,86.7,1728.2
JPN-2012,19.5,7.2,17.5,46.6,62796.7,218.6,23.7,0.1,20.7,3.7,86.7,1745.1
JPN-2013,19.2,7.4,16.3,47.3,63265.8,231.8,24.1,0.1,19.3,3.5,86.7,1733.6
JPN-2014,18,7.1,15,48.2,63711.7,235,24.7,0.1,19.6,3.2,86.7,1729.3
JPN-2015,17,7.2,14.2,49.5,64018.3,245.5,23.8,0.1,18.2,3.1,86.7,1719.3
JPN-2016,15.6,7.2,13.2,50.5,64701.7,234.5,25.4,0.1,18.3,3,86.7,1713.5
