LocationTime,LOCATION,TIME,Healthy_Spend_Val
IRL-1996,IRL,1996,113.997
IRL-1997,IRL,1997,118.05033333333331
IRL-1998,IRL,1998,124.44833333333334
IRL-1999,IRL,1999,131.07533333333333
IRL-2000,IRL,2000,145.08333333333334
IRL-2001,IRL,2001,161.04533333333333
IRL-2002,IRL,2002,176.86133333333336
IRL-2003,IRL,2003,190.12699999999998
IRL-2004,IRL,2004,204.6543333333333
IRL-2005,IRL,2005,225.4813333333333
IRL-2006,IRL,2006,244.8323333333333
IRL-2007,IRL,2007,241.72533333333334
IRL-2008,IRL,2008,258.647
IRL-2009,IRL,2009,303.0846666666667
IRL-2010,IRL,2010,330.455
IRL-2011,IRL,2011,403.6163333333334
IRL-2012,IRL,2012,420.95166666666665
IRL-2013,IRL,2013,432.32233333333335
IRL-2014,IRL,2014,416.1903333333333
IRL-2015,IRL,2015,410.7943333333333
IRL-2016,IRL,2016,422.292
IRL-2017,IRL,2017,431.4793333333334
IRL-2018,IRL,2018,429.29766666666666
IRL-2019,IRL,2019,427.4213333333334
IRL-2020,IRL,2020,386.771
ISL-1990,ISL,1990,77.47333333333334
ISL-1991,ISL,1991,81.22933333333333
ISL-1992,ISL,1992,92.29233333333332
ISL-1993,ISL,1993,103.09333333333335
ISL-1994,ISL,1994,104.44633333333333
ISL-1995,ISL,1995,105.67099999999999
ISL-1996,ISL,1996,113.42566666666666
ISL-1997,ISL,1997,130.057
ISL-1998,ISL,1998,163.69466666666665
ISL-1999,ISL,1999,169.11866666666666
ISL-2000,ISL,2000,177.35333333333332
ISL-2001,ISL,2001,184.53566666666666
ISL-2002,ISL,2002,196.54666666666665
ISL-2003,ISL,2003,200.76533333333336
ISL-2004,ISL,2004,214.11966666666663
ISL-2005,ISL,2005,214.66133333333332
ISL-2006,ISL,2006,215.02700000000002
ISL-2007,ISL,2007,219.87233333333336
ISL-2008,ISL,2008,220.6053333333333
ISL-2009,ISL,2009,219.71
ISL-2010,ISL,2010,226.41
ISL-2011,ISL,2011,227.971
ISL-2012,ISL,2012,234.73933333333332
ISL-2013,ISL,2013,237.617
ISL-2014,ISL,2014,241.083
ISL-2015,ISL,2015,245.72466666666665
ISL-2016,ISL,2016,249.02699999999996
ISL-2017,ISL,2017,255.10266666666666
ISL-2018,ISL,2018,255.121
ISL-2019,ISL,2019,253.84966666666665
ISL-2020,ISL,2020,263.24499999999995
ISR-1990,ISR,1990,
ISR-1991,ISR,1991,
ISR-1992,ISR,1992,
ISR-1993,ISR,1993,
ISR-1994,ISR,1994,
ISR-1995,ISR,1995,122.98166666666668
ISR-1996,ISR,1996,124.59166666666668
ISR-1997,ISR,1997,139.56966666666668
ISR-1998,ISR,1998,162.92333333333332
ISR-1999,ISR,1999,158.613
ISR-2000,ISR,2000,190.92633333333333
ISR-2001,ISR,2001,207.208
ISR-2002,ISR,2002,202.45533333333333
ISR-2003,ISR,2003,205.927
ISR-2004,ISR,2004,217.58833333333334
ISR-2005,ISR,2005,236.19899999999998
ISR-2006,ISR,2006,223.64333333333335
ISR-2007,ISR,2007,249.03666666666666
ISR-2008,ISR,2008,242.812
ISR-2009,ISR,2009,251.91333333333333
ISR-2010,ISR,2010,248.70066666666665
ISR-2011,ISR,2011,263.121
ISR-2012,ISR,2012,279.5063333333333
ISR-2013,ISR,2013,275.1566666666667
ISR-2014,ISR,2014,277.729
ISR-2015,ISR,2015,283.43833333333333
ISR-2016,ISR,2016,310.00666666666666
ISR-2017,ISR,2017,316.536
ISR-2018,ISR,2018,323.22533333333337
ISR-2019,ISR,2019,322.90233333333333
ISR-2020,ISR,2020,295.54766666666666
ITA-1990,ITA,1990,86.04566666666666
ITA-1991,ITA,1991,93.92899999999999
ITA-1992,ITA,1992,96.53033333333333
ITA-1993,ITA,1993,107.574
ITA-1994,ITA,1994,119.885
ITA-1995,ITA,1995,150.5476666666667
ITA-1996,ITA,1996,156.46
ITA-1997,ITA,1997,168.57033333333334
ITA-1998,ITA,1998,180.67166666666665
ITA-1999,ITA,1999,184.80466666666666
ITA-2000,ITA,2000,195.008
ITA-2001,ITA,2001,191.13066666666668
ITA-2002,ITA,2002,200.37966666666668
ITA-2003,ITA,2003,197.09899999999996
ITA-2004,ITA,2004,202.65533333333335
ITA-2005,ITA,2005,196.032
ITA-2006,ITA,2006,205.50699999999998
ITA-2007,ITA,2007,210.39233333333334
ITA-2008,ITA,2008,226.29733333333334
ITA-2009,ITA,2009,220.30733333333333
ITA-2010,ITA,2010,230.7893333333333
ITA-2011,ITA,2011,245.74133333333336
ITA-2012,ITA,2012,255.73733333333334
ITA-2013,ITA,2013,254.67333333333337
ITA-2014,ITA,2014,257.688
ITA-2015,ITA,2015,272.50033333333334
ITA-2016,ITA,2016,288.64966666666663
ITA-2017,ITA,2017,305.08666666666664
ITA-2018,ITA,2018,314.063
ITA-2019,ITA,2019,321.536
ITA-2020,ITA,2020,307.5563333333333
JPN-1990,JPN,1990,89.23033333333335
JPN-1991,JPN,1991,91.89466666666668
JPN-1992,JPN,1992,99.081
JPN-1993,JPN,1993,99.75266666666666
JPN-1994,JPN,1994,108.85833333333333
JPN-1995,JPN,1995,92.43200000000002
JPN-1996,JPN,1996,93.81700000000001
JPN-1997,JPN,1997,104.794
JPN-1998,JPN,1998,111.27133333333332
JPN-1999,JPN,1999,117.98133333333334
JPN-2000,JPN,2000,127.516
JPN-2001,JPN,2001,130.256
JPN-2002,JPN,2002,139.37966666666665
JPN-2003,JPN,2003,153.73933333333335
JPN-2004,JPN,2004,158.54366666666667
JPN-2005,JPN,2005,161.883
JPN-2006,JPN,2006,175.0666666666667
JPN-2007,JPN,2007,174.86266666666666
JPN-2008,JPN,2008,182.47466666666665
JPN-2009,JPN,2009,192.06733333333332
JPN-2010,JPN,2010,197.49033333333333
JPN-2011,JPN,2011,208.72933333333336
JPN-2012,JPN,2012,218.6196666666667
JPN-2013,JPN,2013,231.833
JPN-2014,JPN,2014,235.00766666666667
JPN-2015,JPN,2015,245.45666666666668
JPN-2016,JPN,2016,234.46766666666667
JPN-2017,JPN,2017,238.01633333333334
JPN-2018,JPN,2018,252.36299999999997
JPN-2019,JPN,2019,252.394
JPN-2020,JPN,2020,265.1123333333333
KOR-1990,KOR,1990,91.757
KOR-1991,KOR,1991,100.08533333333334
KOR-1992,KOR,1992,107.60566666666666
KOR-1993,KOR,1993,109.10766666666666
KOR-1994,KOR,1994,110.36733333333335
KOR-1995,KOR,1995,119.462
KOR-1996,KOR,1996,124.85966666666667
KOR-1997,KOR,1997,122.33233333333332
KOR-1998,KOR,1998,108.61233333333332
KOR-1999,KOR,1999,122.02499999999999
KOR-2000,KOR,2000,127.41399999999999
KOR-2001,KOR,2001,133.21433333333334
KOR-2002,KOR,2002,135.34066666666666
KOR-2003,KOR,2003,148.586
KOR-2004,KOR,2004,154.99666666666667
KOR-2005,KOR,2005,167.77533333333335
KOR-2006,KOR,2006,178.4466666666667
KOR-2007,KOR,2007,200.50933333333333
KOR-2008,KOR,2008,226.88733333333334
KOR-2009,KOR,2009,233.37900000000002
KOR-2010,KOR,2010,258.415
KOR-2011,KOR,2011,276.1513333333333
KOR-2012,KOR,2012,296.7076666666666
KOR-2013,KOR,2013,304.635
KOR-2014,KOR,2014,321.22433333333333
KOR-2015,KOR,2015,356.3693333333333
KOR-2016,KOR,2016,378.8633333333333
KOR-2017,KOR,2017,391.86633333333333
KOR-2018,KOR,2018,424.16800000000006
KOR-2019,KOR,2019,440.3136666666666
KOR-2020,KOR,2020,460.449
LTU-2000,LTU,2000,71.42566666666666
LTU-2001,LTU,2001,67.50966666666666
LTU-2002,LTU,2002,71.081
LTU-2003,LTU,2003,75.72533333333332
LTU-2004,LTU,2004,99.754
LTU-2005,LTU,2005,109.91766666666668
LTU-2006,LTU,2006,120.55966666666667
LTU-2007,LTU,2007,121.80133333333333
LTU-2008,LTU,2008,139.33333333333334
LTU-2009,LTU,2009,131.28433333333334
LTU-2010,LTU,2010,139.057
LTU-2011,LTU,2011,153.381
LTU-2012,LTU,2012,182.0533333333333
LTU-2013,LTU,2013,198.734
LTU-2014,LTU,2014,203.81000000000003
LTU-2015,LTU,2015,221.22833333333335
LTU-2016,LTU,2016,245.336
LTU-2017,LTU,2017,263.666
LTU-2018,LTU,2018,273.7146666666667
LTU-2019,LTU,2019,312.3246666666667
LTU-2020,LTU,2020,297.33299999999997
LUX-1990,LUX,1990,36.42766666666667
LUX-1991,LUX,1991,38.79366666666667
LUX-1992,LUX,1992,42.291
LUX-1993,LUX,1993,45.309
LUX-1994,LUX,1994,54.07333333333333
LUX-1995,LUX,1995,55.544666666666664
LUX-1996,LUX,1996,55.71633333333333
LUX-1997,LUX,1997,59.522
LUX-1998,LUX,1998,64.022
LUX-1999,LUX,1999,100.28500000000001
LUX-2000,LUX,2000,211.37033333333332
LUX-2001,LUX,2001,219.8466666666667
LUX-2002,LUX,2002,246.249
LUX-2003,LUX,2003,257.708
LUX-2004,LUX,2004,271.27933333333334
LUX-2005,LUX,2005,279.49066666666664
LUX-2006,LUX,2006,301.8523333333333
LUX-2007,LUX,2007,273.613
LUX-2008,LUX,2008,233.88166666666666
LUX-2009,LUX,2009,276.34766666666667
LUX-2010,LUX,2010,288.226
LUX-2011,LUX,2011,277.1526666666667
LUX-2012,LUX,2012,235.91633333333334
LUX-2013,LUX,2013,244.14200000000002
LUX-2014,LUX,2014,242.63733333333334
LUX-2015,LUX,2015,239.17633333333333
LUX-2016,LUX,2016,249.66366666666667
LUX-2017,LUX,2017,249.06066666666663
LUX-2018,LUX,2018,261.07533333333333
LUX-2019,LUX,2019,250.64
LUX-2020,LUX,2020,235.51033333333336
LVA-2000,LVA,2000,93.48966666666666
LVA-2001,LVA,2001,112.48866666666665
LVA-2002,LVA,2002,123.80066666666669
LVA-2003,LVA,2003,124.26933333333334
LVA-2004,LVA,2004,130.50033333333332
LVA-2005,LVA,2005,138.64166666666668
LVA-2006,LVA,2006,133.918
LVA-2007,LVA,2007,155.035
LVA-2008,LVA,2008,161.45433333333332
LVA-2009,LVA,2009,147.91633333333334
LVA-2010,LVA,2010,156.881
LVA-2011,LVA,2011,143.97566666666665
LVA-2012,LVA,2012,166.75033333333334
LVA-2013,LVA,2013,177.9513333333333
LVA-2014,LVA,2014,187.11299999999997
LVA-2015,LVA,2015,208.15633333333332
LVA-2016,LVA,2016,253.02200000000002
LVA-2017,LVA,2017,253.51833333333335
LVA-2018,LVA,2018,263.07033333333334
LVA-2019,LVA,2019,283.41900000000004
LVA-2020,LVA,2020,283.28933333333333
MEX-1999,MEX,1999,102.94833333333332
MEX-2000,MEX,2000,113.52166666666669
MEX-2001,MEX,2001,126.09166666666665
MEX-2002,MEX,2002,134.78733333333335
MEX-2003,MEX,2003,154.95133333333334
MEX-2004,MEX,2004,164.70733333333334
MEX-2005,MEX,2005,168.94500000000002
MEX-2006,MEX,2006,176.81499999999997
MEX-2007,MEX,2007,182.84633333333332
MEX-2008,MEX,2008,181.293
MEX-2009,MEX,2009,181.00266666666667
MEX-2010,MEX,2010,165.859
MEX-2011,MEX,2011,160.081
MEX-2012,MEX,2012,168.76633333333334
MEX-2013,MEX,2013,170.871
MEX-2014,MEX,2014,174.9193333333333
MEX-2015,MEX,2015,186.14733333333334
MEX-2016,MEX,2016,196.23933333333335
MEX-2017,MEX,2017,198.70066666666665
MEX-2018,MEX,2018,206.1146666666667
MEX-2019,MEX,2019,207.174
MEX-2020,MEX,2020,209.28966666666668
MKD-2000,MKD,2000,46.022
MKD-2001,MKD,2001,44.746
MKD-2002,MKD,2002,46.46
MKD-2003,MKD,2003,44.5
MKD-2004,MKD,2004,43.295
MKD-2005,MKD,2005,42.122
MKD-2006,MKD,2006,39.033
MKD-2007,MKD,2007,37.522
MKD-2008,MKD,2008,33.921
MKD-2009,MKD,2009,35.78
MKD-2010,MKD,2010,20.2835
MKD-2011,MKD,2011,19.3795
MKD-2012,MKD,2012,18.912
MKD-2013,MKD,2013,18.015
MKD-2014,MKD,2014,18.645500000000002
MKD-2015,MKD,2015,18.266000000000002
MKD-2016,MKD,2016,18.8445
MKD-2017,MKD,2017,22.779
MKD-2018,MKD,2018,22.653
MKD-2019,MKD,2019,21.927000000000003
MLT-2003,MLT,2003,16.348
MLT-2004,MLT,2004,16.398
MLT-2005,MLT,2005,16.8395
MLT-2006,MLT,2006,17.215
MLT-2007,MLT,2007,17.9865
MLT-2008,MLT,2008,19.0235
MLT-2009,MLT,2009,18.9315
MLT-2010,MLT,2010,19.15
MLT-2011,MLT,2011,19.272
MLT-2012,MLT,2012,20.2535
MLT-2013,MLT,2013,20.431
MLT-2014,MLT,2014,21.096500000000002
MLT-2015,MLT,2015,21.4695
MLT-2016,MLT,2016,20.1435
MLT-2017,MLT,2017,465.3806666666667
MLT-2018,MLT,2018,472.21066666666667
MLT-2019,MLT,2019,532.6533333333333
MNE-2000,MNE,2000,38.952
MNE-2011,MNE,2011,21.069
MNE-2012,MNE,2012,19.52
MNE-2013,MNE,2013,22.8795
MNE-2014,MNE,2014,21.2105
MNE-2015,MNE,2015,20.669
MNE-2016,MNE,2016,20.9055
MNE-2017,MNE,2017,22.9405
MNE-2018,MNE,2018,21.660999999999998
MNE-2019,MNE,2019,21.098499999999998
NLD-1990,NLD,1990,144.68666666666667
NLD-1991,NLD,1991,145.80133333333333
NLD-1992,NLD,1992,133.61499999999998
NLD-1993,NLD,1993,132.82966666666667
NLD-1994,NLD,1994,141.2193333333333
NLD-1995,NLD,1995,152.32566666666668
NLD-1996,NLD,1996,193.55300000000003
NLD-1997,NLD,1997,191.34466666666665
NLD-1998,NLD,1998,238.26266666666666
NLD-1999,NLD,1999,259.93333333333334
NLD-2000,NLD,2000,284.32733333333334
NLD-2001,NLD,2001,302.8086666666666
NLD-2002,NLD,2002,340.766
NLD-2003,NLD,2003,339.9303333333333
NLD-2004,NLD,2004,377.21299999999997
NLD-2005,NLD,2005,388.6913333333334
NLD-2006,NLD,2006,213.367
NLD-2007,NLD,2007,222.217
NLD-2008,NLD,2008,259.1716666666667
NLD-2009,NLD,2009,254.75866666666664
NLD-2010,NLD,2010,254.06133333333332
NLD-2011,NLD,2011,270.32766666666663
NLD-2012,NLD,2012,291.75
NLD-2013,NLD,2013,316.398
NLD-2014,NLD,2014,318.1943333333333
NLD-2015,NLD,2015,312.6293333333333
NLD-2016,NLD,2016,326.45133333333337
NLD-2017,NLD,2017,327.404
NLD-2018,NLD,2018,333.57766666666663
NLD-2019,NLD,2019,332.55833333333334
NLD-2020,NLD,2020,316.471
NOR-1990,NOR,1990,84.16133333333333
NOR-1991,NOR,1991,84.74133333333333
NOR-1992,NOR,1992,85.72566666666667
NOR-1993,NOR,1993,89.42
NOR-1994,NOR,1994,92.47566666666667
NOR-1995,NOR,1995,101.01266666666668
NOR-1996,NOR,1996,110.54399999999998
NOR-1997,NOR,1997,148.823
NOR-1998,NOR,1998,153.99766666666667
NOR-1999,NOR,1999,161.25166666666667
NOR-2000,NOR,2000,177.16033333333334
NOR-2001,NOR,2001,174.65800000000002
NOR-2002,NOR,2002,199.57433333333333
NOR-2003,NOR,2003,199.59433333333334
NOR-2004,NOR,2004,213.10233333333335
NOR-2005,NOR,2005,217.46533333333332
NOR-2006,NOR,2006,226.237
NOR-2007,NOR,2007,240.12733333333333
NOR-2008,NOR,2008,248.36433333333335
NOR-2009,NOR,2009,247.408
NOR-2010,NOR,2010,248.67233333333334
NOR-2011,NOR,2011,263.45633333333336
NOR-2012,NOR,2012,270.257
NOR-2013,NOR,2013,279.31233333333336
NOR-2014,NOR,2014,285.234
NOR-2015,NOR,2015,281.838
NOR-2016,NOR,2016,293.1333333333333
NOR-2017,NOR,2017,314.68266666666665
NOR-2018,NOR,2018,314.7663333333333
NOR-2019,NOR,2019,313.605
NOR-2020,NOR,2020,318.6463333333333
NZL-1990,NZL,1990,66.217
NZL-1991,NZL,1991,69.61366666666667
NZL-1992,NZL,1992,85.894
NZL-1993,NZL,1993,99.60933333333334
NZL-1994,NZL,1994,101.42833333333334
NZL-1995,NZL,1995,107.565
NZL-1996,NZL,1996,112.58666666666666
NZL-1997,NZL,1997,115.53866666666669
NZL-1998,NZL,1998,122.97866666666668
NZL-1999,NZL,1999,125.56466666666667
NZL-2000,NZL,2000,129.482
NZL-2001,NZL,2001,149.88266666666667
NZL-2002,NZL,2002,149.47533333333334
NZL-2003,NZL,2003,146.201
NZL-2004,NZL,2004,148.39433333333332
NZL-2005,NZL,2005,155.987
NZL-2006,NZL,2006,169.26466666666667
NZL-2007,NZL,2007,155.451
NZL-2008,NZL,2008,187.53333333333333
NZL-2009,NZL,2009,192.97000000000003
NZL-2010,NZL,2010,197.835
NZL-2011,NZL,2011,206.61866666666666
NZL-2012,NZL,2012,217.74733333333333
NZL-2013,NZL,2013,232.56833333333336
NZL-2014,NZL,2014,245.24966666666668
NZL-2015,NZL,2015,252.82833333333335
NZL-2016,NZL,2016,273.35966666666667
NZL-2017,NZL,2017,282.027
NZL-2018,NZL,2018,278.5506666666667
NZL-2019,NZL,2019,295.895
NZL-2020,NZL,2020,303.7753333333333
PER-2000,PER,2000,24.5085
PER-2001,PER,2001,24.6845
PER-2002,PER,2002,25.5155
PER-2003,PER,2003,24.891
PER-2004,PER,2004,24.462500000000002
PER-2005,PER,2005,22.948
PER-2006,PER,2006,25.8245
PER-2007,PER,2007,26.7975
PER-2008,PER,2008,27.122999999999998
PER-2009,PER,2009,25.5255
PER-2010,PER,2010,25.054
PER-2011,PER,2011,25.519000000000002
PER-2012,PER,2012,24.794
PER-2013,PER,2013,23.033
PER-2014,PER,2014,21.2085
PER-2015,PER,2015,20.520000000000003
PER-2016,PER,2016,20.1115
PER-2017,PER,2017,19.837
PER-2018,PER,2018,20.2455
PER-2019,PER,2019,19.5135
POL-1990,POL,1990,12.286333333333333
POL-1991,POL,1991,17.423333333333332
POL-1992,POL,1992,21.632333333333335
POL-1993,POL,1993,35.28966666666667
POL-1994,POL,1994,43.43066666666667
POL-1995,POL,1995,44.388
POL-1996,POL,1996,48.815333333333335
POL-1997,POL,1997,59.90566666666667
POL-1998,POL,1998,62.55833333333333
POL-1999,POL,1999,67.67433333333334
POL-2000,POL,2000,73.592
POL-2001,POL,2001,74.76700000000001
POL-2002,POL,2002,86.71866666666666
POL-2003,POL,2003,91.19866666666667
POL-2004,POL,2004,101.43599999999999
POL-2005,POL,2005,98.17966666666666
POL-2006,POL,2006,103.47866666666668
POL-2007,POL,2007,115.39166666666667
POL-2008,POL,2008,125.527
POL-2009,POL,2009,134.08866666666665
POL-2010,POL,2010,144.41733333333335
POL-2011,POL,2011,155.623
POL-2012,POL,2012,168.25233333333333
POL-2013,POL,2013,173.82433333333336
POL-2014,POL,2014,175.394
POL-2015,POL,2015,194.17033333333336
POL-2016,POL,2016,211.23833333333332
POL-2017,POL,2017,222.07899999999998
POL-2018,POL,2018,210.27633333333333
POL-2019,POL,2019,220.02633333333335
POL-2020,POL,2020,221.18933333333334
PRT-1990,PRT,1990,86.07600000000001
PRT-1991,PRT,1991,106.17833333333334
PRT-1992,PRT,1992,123.70866666666666
PRT-1993,PRT,1993,117.52066666666667
PRT-1994,PRT,1994,122.39800000000001
PRT-1995,PRT,1995,143.409
PRT-1996,PRT,1996,142.80499999999998
PRT-1997,PRT,1997,148.48533333333333
PRT-1998,PRT,1998,147.39566666666667
PRT-1999,PRT,1999,159.38566666666668
PRT-2000,PRT,2000,176.45133333333334
PRT-2001,PRT,2001,180.55133333333333
PRT-2002,PRT,2002,181.57033333333334
PRT-2003,PRT,2003,198.72333333333333
PRT-2004,PRT,2004,215.0536666666667
PRT-2005,PRT,2005,222.12800000000001
PRT-2006,PRT,2006,286.069
PRT-2007,PRT,2007,299.1673333333334
PRT-2008,PRT,2008,319.29333333333335
PRT-2009,PRT,2009,316.08566666666667
PRT-2010,PRT,2010,299.834
PRT-2011,PRT,2011,303.295
PRT-2012,PRT,2012,326.14000000000004
PRT-2013,PRT,2013,328.043
PRT-2014,PRT,2014,337.041
PRT-2015,PRT,2015,350.1566666666667
PRT-2016,PRT,2016,373.7253333333333
PRT-2017,PRT,2017,389.7126666666666
PRT-2018,PRT,2018,419.1976666666667
PRT-2019,PRT,2019,434.9916666666666
PRT-2020,PRT,2020,409.02866666666665
ROU-2003,ROU,2003,28.099666666666664
ROU-2004,ROU,2004,53.047666666666665
ROU-2005,ROU,2005,41.440666666666665
ROU-2006,ROU,2006,46.36233333333333
ROU-2007,ROU,2007,47.542
ROU-2008,ROU,2008,58.052666666666674
ROU-2009,ROU,2009,67.04733333333333
ROU-2010,ROU,2010,72.32533333333333
ROU-2011,ROU,2011,77.368
ROU-2012,ROU,2012,76.48266666666666
ROU-2013,ROU,2013,78.52966666666667
ROU-2014,ROU,2014,80.71166666666666
ROU-2015,ROU,2015,87.34566666666667
ROU-2016,ROU,2016,97.95466666666668
ROU-2017,ROU,2017,108.09266666666666
ROU-2018,ROU,2018,119.23966666666666
ROU-2019,ROU,2019,127.10433333333333
ROU-2020,ROU,2020,141.91
SRB-2000,SRB,2000,34.566
SRB-2001,SRB,2001,33.18
SRB-2002,SRB,2002,27.829
SRB-2003,SRB,2003,30.116
SRB-2004,SRB,2004,32.042
SRB-2005,SRB,2005,34.524
SRB-2006,SRB,2006,37.323
SRB-2007,SRB,2007,38.83
SRB-2008,SRB,2008,38.012
SRB-2009,SRB,2009,38.195
SRB-2010,SRB,2010,20.908
SRB-2011,SRB,2011,20.8325
SRB-2012,SRB,2012,20.5055
SRB-2013,SRB,2013,21.6185
SRB-2014,SRB,2014,22.5505
SRB-2015,SRB,2015,22.834
SRB-2016,SRB,2016,22.795499999999997
SRB-2017,SRB,2017,22.937
SRB-2018,SRB,2018,21.703
SRB-2019,SRB,2019,21.0065
SVK-1997,SVK,1997,20.926333333333332
SVK-1998,SVK,1998,21.55933333333333
SVK-1999,SVK,1999,26.962
SVK-2000,SVK,2000,28.751333333333335
SVK-2001,SVK,2001,31.411
SVK-2002,SVK,2002,35.77333333333333
SVK-2003,SVK,2003,39.977333333333334
SVK-2004,SVK,2004,90.214
SVK-2005,SVK,2005,106.932
SVK-2006,SVK,2006,145.03566666666666
SVK-2007,SVK,2007,173.10866666666666
SVK-2008,SVK,2008,147.33
SVK-2009,SVK,2009,169.42566666666667
SVK-2010,SVK,2010,198.42133333333334
SVK-2011,SVK,2011,181.97266666666667
SVK-2012,SVK,2012,204.55266666666668
SVK-2013,SVK,2013,194.42533333333333
SVK-2014,SVK,2014,139.531
SVK-2015,SVK,2015,146.44400000000002
SVK-2016,SVK,2016,140.52866666666668
SVK-2017,SVK,2017,139.17366666666666
SVK-2018,SVK,2018,140.101
SVK-2019,SVK,2019,149.69066666666666
SVK-2020,SVK,2020,146.84033333333335
SVN-2000,SVN,2000,142.00333333333333
SVN-2001,SVN,2001,158.05233333333334
SVN-2002,SVN,2002,163.76333333333332
SVN-2003,SVN,2003,171.59033333333335
SVN-2004,SVN,2004,174.11933333333334
SVN-2005,SVN,2005,177.45933333333335
SVN-2006,SVN,2006,187.64133333333334
SVN-2007,SVN,2007,206.33200000000002
SVN-2008,SVN,2008,212.03833333333333
SVN-2009,SVN,2009,213.12133333333335
SVN-2010,SVN,2010,215.14133333333336
SVN-2011,SVN,2011,220.1726666666667
SVN-2012,SVN,2012,237.40900000000002
SVN-2013,SVN,2013,248.46533333333332
SVN-2014,SVN,2014,251.07966666666667
SVN-2015,SVN,2015,252.59533333333334
SVN-2016,SVN,2016,258.7813333333333
SVN-2017,SVN,2017,272.549
SVN-2018,SVN,2018,285.6716666666667
SVN-2019,SVN,2019,302.127
SVN-2020,SVN,2020,320.5396666666667
SWE-1990,SWE,1990,108.79033333333332
SWE-1991,SWE,1991,117.33966666666667
SWE-1992,SWE,1992,70.241
SWE-1993,SWE,1993,68.72066666666666
SWE-1994,SWE,1994,69.514
SWE-1995,SWE,1995,75.82433333333334
SWE-1996,SWE,1996,76.66333333333334
SWE-1997,SWE,1997,85.22066666666667
SWE-1998,SWE,1998,90.897
SWE-1999,SWE,1999,97.44233333333334
SWE-2000,SWE,2000,111.044
SWE-2001,SWE,2001,149.16766666666666
SWE-2002,SWE,2002,159.503
SWE-2003,SWE,2003,156.56633333333335
SWE-2004,SWE,2004,166.23066666666668
SWE-2005,SWE,2005,172.28266666666664
SWE-2006,SWE,2006,183.38266666666664
SWE-2007,SWE,2007,194.297
SWE-2008,SWE,2008,205.50566666666666
SWE-2009,SWE,2009,207.49266666666665
SWE-2010,SWE,2010,206.60833333333335
SWE-2011,SWE,2011,236.39166666666668
SWE-2012,SWE,2012,252.029
SWE-2013,SWE,2013,257.9643333333333
SWE-2014,SWE,2014,264.943
SWE-2015,SWE,2015,273.4616666666667
SWE-2016,SWE,2016,274.80233333333337
SWE-2017,SWE,2017,271.71999999999997
SWE-2018,SWE,2018,280.481
SWE-2019,SWE,2019,272.6526666666667
SWE-2020,SWE,2020,275.6526666666667
TUR-1990,TUR,1990,34.092999999999996
TUR-1991,TUR,1991,34.41266666666667
TUR-1992,TUR,1992,31.435999999999996
TUR-1993,TUR,1993,33.574666666666666
TUR-1994,TUR,1994,29.28833333333333
TUR-1995,TUR,1995,27.494333333333334
TUR-1996,TUR,1996,34.32933333333333
TUR-1997,TUR,1997,34.96933333333333
TUR-1998,TUR,1998,37.73966666666667
TUR-1999,TUR,1999,63.13966666666667
TUR-2000,TUR,2000,68.56333333333333
TUR-2001,TUR,2001,63.066333333333326
TUR-2002,TUR,2002,62.55766666666667
TUR-2003,TUR,2003,59.001
TUR-2004,TUR,2004,62.583
TUR-2005,TUR,2005,74.50866666666666
TUR-2006,TUR,2006,81.328
TUR-2007,TUR,2007,87.259
TUR-2008,TUR,2008,83.03533333333333
TUR-2009,TUR,2009,59.842999999999996
TUR-2010,TUR,2010,69.56966666666666
TUR-2011,TUR,2011,69.08066666666667
TUR-2012,TUR,2012,69.37133333333334
TUR-2013,TUR,2013,75.926
TUR-2014,TUR,2014,82.943
TUR-2015,TUR,2015,83.39933333333333
TUR-2016,TUR,2016,88.60566666666666
TUR-2017,TUR,2017,95.089
TUR-2018,TUR,2018,98.72133333333333
TUR-2019,TUR,2019,99.37433333333333
TUR-2020,TUR,2020,99.37933333333332
USA-1990,USA,1990,555.3316666666667
USA-1991,USA,1991,583.0849999999999
USA-1992,USA,1992,606.9903333333333
USA-1993,USA,1993,629.8353333333333
USA-1994,USA,1994,639.128
USA-1995,USA,1995,661.2043333333334
USA-1996,USA,1996,783.6683333333334
USA-1997,USA,1997,718.6773333333334
USA-1998,USA,1998,765.5279999999999
USA-1999,USA,1999,808.4580000000001
USA-2000,USA,2000,861.7796666666667
USA-2001,USA,2001,911.372
USA-2002,USA,2002,991.719
USA-2003,USA,2003,1071.1493333333333
USA-2004,USA,2004,1124.892
USA-2005,USA,2005,1189.5333333333333
USA-2006,USA,2006,1243.3846666666666
USA-2007,USA,2007,1306.566
USA-2008,USA,2008,1316.4833333333333
USA-2009,USA,2009,1336.1043333333334
USA-2010,USA,2010,1366.9636666666665
USA-2011,USA,2011,1398.5506666666668
USA-2012,USA,2012,1446.3009999999997
USA-2013,USA,2013,1454.8443333333335
USA-2014,USA,2014,524.9533333333334
USA-2015,USA,2015,539.6616666666667
USA-2016,USA,2016,562.5173333333333
USA-2017,USA,2017,581.511
USA-2018,USA,2018,602.2926666666666
USA-2019,USA,2019,627.908
USA-2020,USA,2020,608.3176666666667
ZAF-2000,ZAF,2000,34.291
ZAF-2001,ZAF,2001,35.763999999999996
ZAF-2002,ZAF,2002,35.1795
ZAF-2003,ZAF,2003,32.571
ZAF-2004,ZAF,2004,32.6695
ZAF-2005,ZAF,2005,32.306
ZAF-2006,ZAF,2006,31.63
