LocationTime,LOCATION,TIME,Work_Hour_Val
BGR-1996,BGR,1996,1708.20442514694
BGR-1997,BGR,1997,1706.8655223844
BGR-1998,BGR,1998,1649.98239577245
BGR-1999,BGR,1999,1669.50238762923
BGR-2000,BGR,2000,1640.25629824694
BGR-2001,BGR,2001,1651.8589372702
BGR-2002,BGR,2002,1651.25993174057
BGR-2003,BGR,2003,1640.51106442113
BGR-2004,BGR,2004,1663.69110843731
BGR-2005,BGR,2005,1658.64734835784
BGR-2006,BGR,2006,1654.10175186224
BGR-2007,BGR,2007,1654.52049001514
BGR-2008,BGR,2008,1693.59733679158
BGR-2009,BGR,2009,1646.27750017003
BGR-2010,BGR,2010,1644.84022103924
BGR-2011,BGR,2011,1643.59186642728
BGR-2012,BGR,2012,1644.44840854931
BGR-2013,BGR,2013,1644.98095468844
BGR-2014,BGR,2014,1644.06136571772
BGR-2015,BGR,2015,1644.38337259381
BGR-2016,BGR,2016,1643.54885606322
BGR-2017,BGR,2017,1643.25718396347
BGR-2018,BGR,2018,1644.57156324894
BGR-2019,BGR,2019,1645.2473951332
BGR-2020,BGR,2020,1604.8252709355
CAN-1990,CAN,1990,1797.0
CAN-1991,CAN,1991,1775.0
CAN-1992,CAN,1992,1772.0
CAN-1993,CAN,1993,1769.0
CAN-1994,CAN,1994,1778.0
CAN-1995,CAN,1995,1775.0
CAN-1996,CAN,1996,1790.0
CAN-1997,CAN,1997,1798.0
CAN-1998,CAN,1998,1794.0
CAN-1999,CAN,1999,1793.0
CAN-2000,CAN,2000,1787.0
CAN-2001,CAN,2001,1774.0
CAN-2002,CAN,2002,1755.0
CAN-2003,CAN,2003,1745.0
CAN-2004,CAN,2004,1755.0
CAN-2005,CAN,2005,1745.0
CAN-2006,CAN,2006,1744.0
CAN-2007,CAN,2007,1744.0
CAN-2008,CAN,2008,1741.0
CAN-2009,CAN,2009,1712.0
CAN-2010,CAN,2010,1715.0
CAN-2011,CAN,2011,1713.0
CAN-2012,CAN,2012,1722.0
CAN-2013,CAN,2013,1716.0
CAN-2014,CAN,2014,1710.0
CAN-2015,CAN,2015,1712.0
CAN-2016,CAN,2016,1706.0
CAN-2017,CAN,2017,1695.0
CAN-2018,CAN,2018,1708.0
CAN-2019,CAN,2019,1690.0
CAN-2020,CAN,2020,1644.0
CHE-1991,CHE,1991,1718.1
CHE-1992,CHE,1992,1725.4
CHE-1993,CHE,1993,1720.4
CHE-1994,CHE,1994,1739.7
CHE-1995,CHE,1995,1720.3
CHE-1996,CHE,1996,1696.9
CHE-1997,CHE,1997,1687.5
CHE-1998,CHE,1998,1695.5
CHE-1999,CHE,1999,1717.4
CHE-2000,CHE,2000,1712.7
CHE-2001,CHE,2001,1672.8
CHE-2002,CHE,2002,1651.3
CHE-2003,CHE,2003,1664.5
CHE-2004,CHE,2004,1695.0
CHE-2005,CHE,2005,1690.0
CHE-2006,CHE,2006,1679.2
CHE-2007,CHE,2007,1668.9
CHE-2008,CHE,2008,1659.5
CHE-2009,CHE,2009,1650.8
CHE-2010,CHE,2010,1611.23500886904
CHE-2011,CHE,2011,1608.30928393012
CHE-2012,CHE,2012,1592.56354785703
CHE-2013,CHE,2013,1572.68872051852
CHE-2014,CHE,2014,1564.47038560536
CHE-2015,CHE,2015,1576.61996224313
CHE-2016,CHE,2016,1577.04416248937
CHE-2017,CHE,2017,1559.09025293729
CHE-2018,CHE,2018,1551.41571943214
CHE-2019,CHE,2019,1549.43467859147
CHE-2020,CHE,2020,1498.49979109325
CHL-1990,CHL,1990,2422.0
CHL-1991,CHL,1991,2419.0
CHL-1992,CHL,1992,2415.0
CHL-1993,CHL,1993,2389.0
CHL-1994,CHL,1994,2364.0
CHL-1995,CHL,1995,2338.0
CHL-1996,CHL,1996,2313.0
CHL-1997,CHL,1997,2256.0
CHL-1998,CHL,1998,2299.0
CHL-1999,CHL,1999,2277.0
CHL-2000,CHL,2000,2263.0
CHL-2001,CHL,2001,2242.0
CHL-2002,CHL,2002,2250.0
CHL-2003,CHL,2003,2235.0
CHL-2004,CHL,2004,2232.0
CHL-2005,CHL,2005,2157.0
CHL-2006,CHL,2006,2165.0
CHL-2007,CHL,2007,2128.0
CHL-2008,CHL,2008,2095.0
CHL-2009,CHL,2009,2074.0
CHL-2010,CHL,2010,2069.8
CHL-2011,CHL,2011,2050.2
CHL-2012,CHL,2012,2027.4
CHL-2013,CHL,2013,2021.3
CHL-2014,CHL,2014,1994.4
CHL-2015,CHL,2015,1993.7
CHL-2016,CHL,2016,1977.5
CHL-2017,CHL,2017,1963.1
CHL-2018,CHL,2018,1955.5
CHL-2019,CHL,2019,1929.5
CHL-2020,CHL,2020,1825.3
COL-2015,COL,2015,2325.31923235261
COL-2016,COL,2016,2315.43029086157
COL-2017,COL,2017,2284.49982084282
COL-2018,COL,2018,2283.32583906224
COL-2019,COL,2019,2272.19292798403
COL-2020,COL,2020,1963.97052431593
CRI-1990,CRI,1990,2358.0
CRI-1991,CRI,1991,2272.0
CRI-1992,CRI,1992,2359.0
CRI-1993,CRI,1993,2346.0
CRI-1994,CRI,1994,2370.0
CRI-1995,CRI,1995,2345.0
CRI-1996,CRI,1996,2387.0
CRI-1997,CRI,1997,2365.0
CRI-1998,CRI,1998,2356.0
CRI-1999,CRI,1999,2370.0
CRI-2000,CRI,2000,2362.0
CRI-2001,CRI,2001,2329.0
CRI-2002,CRI,2002,2357.0
CRI-2003,CRI,2003,2350.0
CRI-2004,CRI,2004,2369.0
CRI-2005,CRI,2005,2352.0
CRI-2006,CRI,2006,2360.0
CRI-2007,CRI,2007,2387.0
CRI-2008,CRI,2008,2392.0
CRI-2009,CRI,2009,2348.0
CRI-2010,CRI,2010,2243.1
CRI-2011,CRI,2011,2285.3
CRI-2012,CRI,2012,2233.4
CRI-2013,CRI,2013,2140.6
CRI-2014,CRI,2014,2121.7
CRI-2015,CRI,2015,2148.2
CRI-2016,CRI,2016,2204.7
CRI-2017,CRI,2017,2178.9
CRI-2018,CRI,2018,2121.0
CRI-2019,CRI,2019,2059.6
CRI-2020,CRI,2020,1913.2
CYP-1995,CYP,1995,1899.56747989457
CYP-1996,CYP,1996,1898.56002904143
CYP-1997,CYP,1997,1906.3091956903
CYP-1998,CYP,1998,1912.51677499145
CYP-1999,CYP,1999,1919.72858540807
CYP-2000,CYP,2000,1926.36705595303
CYP-2001,CYP,2001,1950.88798430207
CYP-2002,CYP,2002,1923.2250066251
CYP-2003,CYP,2003,1916.0700371944
CYP-2004,CYP,2004,1878.56995398899
CYP-2005,CYP,2005,1847.31905789765
CYP-2006,CYP,2006,1832.91672359887
CYP-2007,CYP,2007,1862.07498133548
CYP-2008,CYP,2008,1867.70901484962
CYP-2009,CYP,2009,1847.09012667134
CYP-2010,CYP,2010,1845.00588469929
CYP-2011,CYP,2011,1847.25632513554
CYP-2012,CYP,2012,1845.2640073725
CYP-2013,CYP,2013,1810.28885149711
CYP-2014,CYP,2014,1815.43935345575
CYP-2015,CYP,2015,1824.34566817567
CYP-2016,CYP,2016,1839.68491462771
CYP-2017,CYP,2017,1821.47690569467
CYP-2018,CYP,2018,1809.12467387731
CYP-2019,CYP,2019,1809.14361966208
CYP-2020,CYP,2020,1701.47059487731
CZE-1993,CZE,1993,1857.0
CZE-1994,CZE,1994,1839.0
CZE-1995,CZE,1995,1831.67353599803
CZE-1996,CZE,1996,1829.37830561277
CZE-1997,CZE,1997,1837.91867519233
CZE-1998,CZE,1998,1860.8768776013
CZE-1999,CZE,1999,1890.60110186293
CZE-2000,CZE,2000,1900.25972657609
CZE-2001,CZE,2001,1823.32333964043
CZE-2002,CZE,2002,1812.21500114625
CZE-2003,CZE,2003,1799.04788243547
CZE-2004,CZE,2004,1813.65577899333
CZE-2005,CZE,2005,1802.92607218891
CZE-2006,CZE,2006,1789.22893410813
CZE-2007,CZE,2007,1775.0173124925
CZE-2008,CZE,2008,1789.61445435398
CZE-2009,CZE,2009,1778.80100193734
CZE-2010,CZE,2010,1799.09974628458
CZE-2011,CZE,2011,1805.47336955466
CZE-2012,CZE,2012,1776.44831609381
CZE-2013,CZE,2013,1764.30200770331
CZE-2014,CZE,2014,1773.81180970635
CZE-2015,CZE,2015,1751.47421425254
CZE-2016,CZE,2016,1774.04635487219
