LocationTime,Suicide_Val_TOT,Alcohol_Val,Edu_Sec_Val,Edu_Try_Val,Emp_Val,Healthy_Spend_Val,Obesity_Val,Smoking_Val,Soc_Spend_Val,Work_Hour_Val
FIN-2017,14.8,8.4,11.9,44.3,84.9,339.9,67.6,13.0,1.3,1548.9
FIN-2018,14.4,8.4,10.9,45.2,86.7,341.0,55.0,14.0,0.1,1546.4
FIN-2019,13.4,8.2,9.7,45.9,86.4,331.4,57.0,13.0,29.1,1538.4
FRA-1990,21.5,15.4,29.8,28.9,84.0,125.5,29.7,31.0,2.0,1645.0
FRA-1991,21.4,15.4,49.5,15.1,84.8,135.4,29.8,31.0,2.0,1638.0
FRA-1992,21.4,15.4,46.0,16.0,83.9,141.3,30.9,29.0,2.1,1635.0
FRA-1993,22.2,14.7,29.8,28.9,84.0,150.0,31.5,29.0,2.1,1627.0
FRA-1994,21.6,14.6,42.2,17.8,81.8,158.7,30.5,28.0,2.2,1623.0
FRA-1995,21.0,14.5,40.9,18.6,82.0,154.0,33.4,29.0,2.3,1601.0
FRA-1996,19.9,14.5,29.8,28.9,84.0,159.6,35.2,24.0,2.4,1597.0
FRA-1997,19.5,14.3,40.5,20.0,81.3,163.6,33.4,28.0,2.3,1596.0
FRA-1998,18.6,14.5,39.3,20.6,81.6,170.4,34.4,28.0,2.3,1585.0
FRA-1999,18.0,14.4,38.1,21.5,81.8,178.5,34.3,28.0,2.3,1578.0
FRA-2000,18.8,13.9,37.8,21.6,83.2,196.9,36.2,30.0,2.7,1558.0
FRA-2001,18.0,14.1,36.1,23.0,83.7,209.8,34.3,20.4,2.7,1538.0
FRA-2002,18.1,13.9,35.2,24.0,83.3,226.4,37.5,28.0,2.8,1504.0
FRA-2003,18.3,13.4,34.8,23.9,83.3,224.0,34.3,26.0,2.8,1507.0
FRA-2004,18.0,13.1,34.2,24.4,82.9,232.0,34.7,27.0,2.8,1531.0
FRA-2005,17.7,12.9,33.2,25.4,83.0,239.8,34.3,27.0,3.0,1532.0
FRA-2006,17.0,13.1,32.6,26.2,83.0,269.9,49.0,27.0,3.3,1515.0
FRA-2007,16.3,12.9,31.5,26.6,83.4,283.3,34.3,27.0,3.2,1537.0
FRA-2008,16.5,12.5,30.4,27.2,84.6,300.9,39.2,26.0,3.2,1543.0
FRA-2009,16.7,12.6,29.7,28.6,83.5,312.5,34.3,26.0,3.4,1531.0
FRA-2010,16.3,12.3,29.2,29.0,83.6,328.9,42.9,25.0,3.4,1540.0
FRA-2011,16.2,12.4,28.4,29.8,83.9,341.8,34.3,26.0,3.5,1546.0
FRA-2012,15.1,12.2,27.5,30.9,84.4,351.6,44.4,25.0,3.5,1541.0
FRA-2013,14.8,11.6,25.2,32.1,84.4,280.2,34.3,25.0,3.6,1526.0
FRA-2014,13.5,12.0,22.7,33.5,83.8,281.4,46.1,25.0,3.6,1518.0
FRA-2015,13.6,11.9,22.5,34.1,83.9,278.8,49.0,23.0,3.6,1519.5
FRA-2016,12.7,11.7,21.9,34.6,85.0,287.4,34.3,22.0,3.6,1522.1
FRA-2017,12.3,11.7,21.6,35.2,85.2,289.5,46.4,22.5,3.6,1507.6
GBR-1990,8.3,9.8,35.7,29.8,83.6,46.5,34.3,20.7,4.7,1617.6
GBR-1991,8.1,9.4,34.9,30.9,83.9,51.8,49.0,18.1,5.6,1614.8
GBR-1992,8.2,9.3,33.8,32.1,84.4,55.9,50.0,20.4,6.2,1582.8
GBR-1993,7.8,9.3,33.2,33.5,84.4,57.3,52.9,20.4,6.3,1577.3
GBR-1994,7.6,9.6,29.1,34.1,83.8,63.1,53.1,20.4,6.3,1586.4
GBR-1995,7.5,9.3,29.8,34.6,83.9,63.7,54.5,20.4,5.8,1586.4
GBR-1996,7.2,9.8,29.8,35.2,84.0,67.7,56.2,16.4,5.8,1586.4
GBR-1997,7.1,10.0,40.9,22.6,87.2,134.5,56.9,20.4,6.2,1586.4
GBR-1998,7.5,9.8,39.9,23.8,87.1,138.5,57.7,27.0,6.1,1581.9
GBR-1999,7.6,10.3,38.4,24.9,87.7,143.1,57.9,20.4,6.2,1572.7
GBR-2001,7.1,10.8,37.2,26.1,88.2,162.3,61.6,27.0,6.6,1562.6
GBR-2002,7.0,11.1,35.7,26.8,87.6,165.8,60.6,26.0,6.0,1543.4
GBR-2003,6.7,11.3,34.9,28.0,87.8,187.1,60.5,26.0,6.0,1534.2
GBR-2004,7.0,11.6,33.8,29.3,87.7,188.7,61.8,25.0,5.8,1533.8
GBR-2005,6.7,11.4,33.2,29.7,88.0,180.1,60.5,24.0,5.9,1544.0
GBR-2006,6.8,11.0,29.1,34.2,87.5,192.9,61.6,22.0,5.9,1536.4
GBR-2007,6.4,11.1,27.8,35.5,87.4,194.9,60.8,21.0,5.2,1541.2
GBR-2008,7.0,10.8,28.4,35.2,85.0,210.5,61.4,21.0,5.5,1524.9
GBR-2009,6.9,10.1,26.3,37.0,84.5,222.4,61.3,21.0,5.9,1516.3
GBR-2010,6.7,10.1,24.9,38.2,84.2,231.5,62.8,20.0,6.3,1507.2
GBR-2011,7.0,9.9,23.2,39.4,83.2,235.5,61.7,20.0,6.3,1515.4
GBR-2012,7.0,9.6,21.9,41.0,84.1,246.9,61.9,20.0,6.4,1531.1
GBR-2013,7.6,9.4,20.8,41.9,84.8,253.9,62.1,19.0,6.3,1533.5
GBR-2014,7.5,9.4,20.8,42.2,84.6,259.4,61.7,19.0,6.1,1542.2
GBR-2015,7.6,9.5,20.4,44.2,85.4,264.4,62.9,17.8,6.1,1525.1
GBR-2016,7.4,9.5,19.3,45.8,85.1,269.1,61.4,16.1,5.8,1541.3
GBR-2017,7.1,9.7,18.8,45.7,85.5,283.6,64.3,16.8,6.4,1535.7
GBR-2018,8.1,9.8,20.7,45.8,86.1,296.8,63.3,16.6,20.3,1536.2
GBR-2019,8.6,9.7,19.9,47.2,86.6,309.3,64.2,15.8,20.6,1537.0
GBR-2020,8.4,9.7,18.3,49.4,86.3,293.4,34.3,14.5,3.7,1363.8
GRC-1990,3.6,10.3,66.0,10.5,82.6,134.5,61.6,20.4,2.0,1975.5
GRC-1991,3.9,10.2,64.4,11.0,81.3,137.7,60.6,12.4,1.8,2004.9
GRC-1992,3.6,10.0,63.5,12.2,80.2,146.9,60.5,11.5,1.8,2031.4
GRC-1993,4.1,10.7,61.0,13.0,80.0,164.0,61.8,11.2,1.8,2051.3
GRC-1994,3.5,10.4,58.7,13.9,80.3,202.3,60.5,11.2,1.8,2018.2
GRC-1995,3.6,10.1,57.5,14.3,80.3,204.2,61.6,12.3,1.8,2000.8
GRC-1996,3.4,9.7,55.8,15.1,80.5,205.2,60.8,14.3,1.8,1999.6
GRC-1997,3.5,9.5,54.5,15.6,80.2,214.7,61.4,16.8,1.8,1998.2
GRC-1998,3.8,9.0,52.2,16.9,80.5,223.6,61.3,20.4,1.8,1998.7
GRC-1999,3.5,9.5,52.2,17.3,80.7,225.7,62.8,13.4,1.9,1995.3
GRC-2000,3.5,8.6,50.7,17.7,80.9,195.2,61.7,12.1,0.0,1997.9
GRC-2001,3.0,8.8,49.8,18.1,80.3,221.9,61.9,11.3,0.1,1991.7
GRC-2002,2.9,8.2,48.2,18.8,81.2,271.4,62.1,10.8,0.1,1984.2
GRC-2003,3.3,8.9,46.5,19.3,81.6,288.6,61.7,10.4,0.1,1982.6
GRC-2004,3.1,9.1,43.4,21.3,81.4,304.7,62.9,10.2,0.1,1974.1
GRC-2005,3.5,9.2,42.3,21.5,81.8,300.6,61.4,10.1,0.1,2025.0
GRC-2006,3.4,8.7,40.8,22.4,83.1,308.6,57.7,9.3,0.6,2014.7
GRC-2007,2.8,8.9,39.9,22.9,82.6,309.7,34.3,9.8,0.6,2001.1
GRC-2008,3.1,8.7,38.7,23.5,82.7,320.6,58.3,28.2,0.9,1996.6
GRC-2009,3.3,8.3,38.5,23.7,82.2,300.3,55.8,25.9,0.9,1972.9
GRC-2010,3.2,8.3,37.3,24.7,79.8,281.4,34.3,20.4,1.1,1931.1
GRC-2011,4.0,7.5,35.4,26.1,74.8,272.7,34.3,20.4,1.1,1950.2
GRC-2012,4.3,7.6,34.2,26.7,71.1,253.6,62.9,25.5,1.1,1989.9
GRC-2013,4.6,7.6,32.8,27.4,69.1,271.6,61.4,20.4,1.2,1996.6
GRC-2014,4.9,7.1,31.7,28.1,68.5,290.6,57.7,24.5,1.1,1949.3
GRC-2015,4.6,6.7,29.8,29.1,68.7,297.2,34.3,20.4,1.1,1935.0
GRC-2016,4.1,6.7,28.3,30.2,70.4,302.6,58.3,23.8,1.0,1942.7
GRC-2017,4.5,6.7,27.3,31.0,71.8,308.7,55.8,20.4,1.0,1946.9
GRC-2018,4.9,6.5,26.6,31.7,74.1,328.3,34.3,20.4,24.1,1961.1
GRC-2019,4.6,6.3,26.0,31.9,76.0,314.2,57.2,22.4,24.0,1916.7
HRV-1990,27.0,9.3,57.5,12.2,84.0,205.2,50.7,20.4,3.7,1761.3
HRV-1991,25.2,9.3,55.8,13.0,80.7,214.7,49.8,18.7,1.8,1761.3
HRV-1992,26.1,9.3,54.5,13.9,80.9,223.6,48.2,20.4,1.8,1761.3
HRV-1993,24.8,9.3,52.2,14.3,80.3,225.7,46.5,17.3,1.8,1761.3
HRV-1994,25.1,9.3,52.2,15.1,81.2,195.2,43.4,20.4,1.8,1761.3
HRV-1995,21.3,9.3,50.7,15.6,81.6,221.9,42.3,18.2,1.9,1923.3
HRV-1996,24.9,9.3,49.8,16.9,81.4,271.4,40.8,17.5,0.0,1923.2
HRV-1997,23.3,9.3,48.2,17.3,81.8,288.6,39.9,16.2,0.1,1923.2
HRV-1998,25.7,9.3,46.5,17.7,83.1,304.7,37.2,16.3,0.1,1923.1
HRV-1999,24.2,9.3,43.4,18.1,82.6,300.6,35.7,15.7,0.1,1923.1
HRV-2000,24.0,14.1,42.3,18.8,82.7,308.6,34.9,16.1,0.1,1921.5
HRV-2001,19.9,14.6,40.8,19.3,82.2,309.7,33.8,14.9,0.1,1922.7
HRV-2002,20.2,14.8,39.9,21.3,79.8,320.6,33.2,14.0,0.6,1922.9
HRV-2003,19.5,13.8,37.2,21.5,74.8,300.3,29.1,13.1,0.6,1923.9
HRV-2004,19.7,13.1,35.7,22.4,71.1,212.2,27.8,12.5,0.9,1925.7
HRV-2005,19.3,11.6,34.9,22.9,69.1,54.7,28.4,12.0,0.9,1925.6
HRV-2006,17.6,11.8,33.8,23.5,84.0,60.9,26.3,11.3,1.1,1927.7
HRV-2007,17.1,12.3,33.2,23.7,82.1,66.6,24.9,10.3,1.1,1929.7
HRV-2008,17.6,12.3,29.1,24.7,82.4,83.7,48.2,24.1,0.4,1931.2
HRV-2009,17.3,12.1,27.8,26.1,82.6,82.3,46.5,20.7,0.4,1928.0
HRV-2010,16.9,10.7,28.4,26.7,82.0,81.0,43.4,18.1,0.4,1941.8
HRV-2011,15.1,11.0,26.3,27.4,82.7,109.1,42.3,20.4,0.4,1939.2
HRV-2012,17.0,10.6,24.9,28.1,82.9,104.0,40.8,20.4,0.4,1923.0
HRV-2013,15.3,10.4,48.2,29.1,83.0,74.8,39.9,42.0,0.4,1908.5
HRV-2014,15.9,9.5,46.5,27.4,81.8,88.2,34.3,37.0,0.4,1890.6
HRV-2015,16.3,9.6,43.4,28.1,80.4,94.3,17.7,35.5,0.4,1826.6
HRV-2016,15.1,10.0,42.3,29.1,79.9,103.8,18.1,34.0,0.3,1834.4
HRV-2017,14.0,9.7,40.8,30.2,78.8,108.8,18.8,32.0,0.3,1823.6
HRV-2019,13.0,9.6,39.9,31.0,78.6,124.5,19.3,31.0,0.3,1837.8
HUN-1990,43.9,13.9,37.2,31.7,79.3,212.2,21.3,31.0,0.3,2082.0
HUN-1991,42.1,13.3,35.7,31.9,79.7,27.5,21.5,30.5,0.3,2048.0
HUN-1992,41.8,13.0,34.9,12.2,80.1,32.0,22.4,29.5,18.1,2002.0
HUN-1993,38.6,13.1,33.8,14.0,81.8,34.2,22.9,28.0,1.4,2002.0
HUN-1994,37.9,12.9,33.2,14.0,83.0,38.3,23.5,28.0,3.7,2142.0
HUN-1995,35.0,12.2,29.8,14.2,85.0,45.3,23.7,26.0,3.7,1948.0
HUN-1996,35.5,12.5,29.8,28.9,85.1,51.4,24.7,26.0,3.7,1946.0
HUN-1997,33.4,12.3,37.0,12.2,85.8,53.5,26.1,25.0,3.7,1954.3
HUN-1998,33.1,12.2,36.7,13.2,81.0,76.2,26.7,24.0,3.7,1945.1
HUN-1999,35.0,12.2,32.7,13.5,82.1,89.1,27.4,23.0,0.2,1952.4
HUN-2000,34.1,12.0,30.8,14.0,82.4,102.6,28.1,19.0,0.2,1932.4
HUN-2001,30.1,13.2,30.0,14.0,82.6,117.0,29.1,20.4,0.2,1897.8
HUN-2002,28.6,13.3,28.6,14.2,82.0,129.3,27.4,20.4,0.2,1883.6
HUN-2003,28.1,13.2,25.9,15.4,82.7,144.6,28.1,30.4,0.3,1856.3
HUN-2004,27.3,13.2,24.6,16.7,82.9,147.0,29.1,20.4,0.3,1858.6
HUN-2005,26.1,13.0,23.6,17.1,83.0,153.5,30.2,20.4,0.3,1834.1
HUN-2006,24.3,13.2,21.9,17.7,81.8,157.9,34.3,42.0,0.4,1813.9
HUN-2007,24.2,12.6,20.8,18.0,80.4,159.5,34.3,37.0,0.4,1787.8
HUN-2008,24.3,11.8,20.3,19.2,79.9,166.0,40.0,35.5,0.4,1791.2
HUN-2009,24.1,11.5,19.4,19.9,78.8,169.0,38.3,34.0,0.4,1758.2
HUN-2010,24.3,10.8,18.7,20.1,78.6,194.6,37.2,32.0,0.4,1766.4
HUN-2011,23.6,11.4,18.2,21.1,79.3,208.1,35.5,31.0,0.4,1753.7
HUN-2012,22.8,11.1,17.9,22.0,79.7,215.5,33.7,31.0,0.4,1738.3
HUN-2013,20.2,10.6,17.5,22.5,80.1,214.6,32.3,30.5,0.4,1733.6
HUN-2014,18.5,10.9,16.9,23.4,81.8,216.3,30.5,29.5,0.3,1748.6
HUN-2015,18.0,10.8,16.8,24.2,83.0,212.0,28.8,28.0,0.3,1745.9
HUN-2016,16.9,11.1,16.6,23.7,85.0,224.2,27.2,28.0,0.3,1760.2
HUN-2017,15.7,10.7,16.0,24.1,85.1,218.2,26.4,26.0,0.3,1747.4
HUN-2018,15.9,11.4,15.1,25.1,85.8,224.7,25.4,26.0,0.3,1729.9
HUN-2019,14.8,10.7,15.0,26.0,85.8,229.9,23.3,25.0,18.1,1722.2
IRL-1990,11.1,11.2,29.8,28.9,84.0,76.7,21.2,24.0,1.4,2081.0
IRL-1991,11.0,11.2,59.8,15.9,80.6,83.0,20.2,23.0,1.4,2046.0
IRL-1992,11.4,11.4,57.8,17.0,81.0,87.8,16.8,19.0,1.5,1998.0
IRL-1993,10.1,11.2,29.8,28.9,84.0,92.4,31.3,28.5,1.5,1971.0
IRL-1994,12.1,11.2,54.8,18.6,82.7,97.4,30.8,28.0,1.5,1971.0
IRL-1995,11.9,11.5,52.8,19.9,83.0,106.7,30.9,12.4,1.6,1963.0
IRL-1996,11.6,12.2,29.8,28.9,86.1,114.0,34.3,11.5,1.6,1954.0
IRL-1997,13.1,12.8,29.8,28.9,86.2,118.1,26.3,11.2,1.5,1954.0
IRL-1998,13.7,13.2,29.8,28.9,86.8,124.4,27.8,11.2,1.5,1953.0
IRL-1999,11.7,13.8,29.8,28.9,86.1,131.1,29.1,12.3,1.3,1942.0
IRL-2000,12.3,14.2,42.7,21.6,87.5,145.1,31.1,14.3,3.4,1933.0
IRL-2001,12.9,14.5,44.7,23.6,87.0,161.0,32.4,16.8,3.6,1924.0
IRL-2002,11.4,14.3,40.0,24.8,86.3,176.9,33.9,20.4,2.0,1904.0
IRL-2003,11.5,13.5,38.3,26.3,86.1,190.1,35.8,13.4,1.7,1887.0
IRL-2004,11.6,13.6,37.2,27.8,86.2,204.7,37.6,12.1,2.1,1875.0
IRL-2005,10.9,13.4,35.5,29.1,86.8,225.5,38.2,11.3,2.1,1883.0
IRL-2006,10.7,13.4,33.7,31.1,86.1,244.8,34.3,10.8,2.1,1879.0
IRL-2007,10.5,13.2,32.3,32.4,86.3,241.7,61.0,10.4,2.2,1865.0
IRL-2008,11.5,12.2,30.5,33.9,85.2,258.6,40.0,10.2,2.3,1844.0
IRL-2009,11.8,11.0,28.8,35.8,82.2,303.1,38.3,10.1,2.8,1812.0
IRL-2010,10.8,11.6,27.2,37.6,81.0,330.5,37.2,9.3,2.8,1721.0
IRL-2011,12.2,11.7,26.4,38.2,80.5,403.6,35.5,9.8,3.0,1737.0
IRL-2012,12.2,11.5,25.4,39.7,80.0,421.0,33.7,28.2,3.1,1738.0
IRL-2013,11.1,10.6,23.3,41.5,80.1,432.3,32.3,25.9,3.1,1743.0
IRL-2014,10.8,10.8,21.2,41.0,81.1,416.2,30.5,20.4,2.9,1757.0
IRL-2015,9.5,10.7,20.2,42.8,82.1,410.8,28.8,20.4,2.2,1771.0
IRL-2018,9.4,11.0,16.8,46.9,85.1,429.3,27.2,25.5,13.6,1782.0
ISL-1990,16.3,5.1,31.3,30.4,84.0,77.5,26.4,20.4,3.0,1665.0
ISL-1991,15.4,5.0,30.8,30.8,93.6,81.2,25.4,24.5,3.2,1668.0
ISL-1992,11.6,4.6,30.9,31.6,93.6,92.3,23.3,20.4,3.4,1668.0
ISL-1993,11.0,4.4,30.0,32.9,92.9,103.1,21.2,23.8,3.5,1683.0
ISL-1994,10.4,4.6,30.9,31.3,93.6,104.4,20.2,20.4,3.4,1655.0
ISL-1995,11.0,4.7,30.4,32.6,92.5,105.7,16.8,20.4,3.5,1641.0
ISL-1996,13.5,4.8,30.6,33.9,89.3,113.4,31.3,22.4,3.5,1659.0
ISL-1997,14.0,5.1,29.5,34.3,89.2,130.1,30.8,20.4,3.6,1684.0
ISL-1998,11.5,5.5,28.5,35.6,88.6,163.7,30.9,18.7,3.6,1665.0
ISL-1999,11.3,5.9,29.8,37.0,90.5,169.1,34.3,20.4,3.8,1645.0
ISL-2000,18.1,6.2,29.8,38.1,90.2,177.4,34.3,17.3,4.1,1696.0
ISL-2001,12.8,6.4,29.8,28.9,84.0,184.5,41.5,20.4,4.2,1707.0
ISL-2002,10.4,6.6,29.8,28.9,84.0,196.5,41.0,18.2,4.5,1672.0
ISL-2003,9.9,6.6,34.3,27.9,94.1,200.8,42.8,17.5,4.9,1639.0
ISL-2004,12.6,6.8,33.6,27.9,93.6,214.1,46.9,16.2,4.8,1645.0
ISL-2005,11.6,7.1,31.8,29.5,93.6,214.7,30.4,16.3,4.9,1637.0
ISL-2006,10.9,7.2,31.3,30.4,92.9,215.0,30.8,15.7,4.9,1627.0
ISL-2007,12.0,7.5,30.8,30.8,93.6,219.9,31.6,16.1,5.0,1605.0
ISL-2008,12.8,7.2,30.9,31.6,92.5,220.6,32.9,14.9,5.1,1625.2
ISL-2009,12.0,7.2,30.0,32.9,89.3,219.7,31.3,14.0,5.6,1536.4
ISL-2010,15.0,6.8,30.9,31.3,89.2,226.4,32.6,13.1,5.4,1527.9
ISL-2011,8.9,6.8,30.4,32.6,88.6,228.0,33.9,12.5,5.6,1537.7
ISL-2012,11.9,6.8,30.6,33.9,90.5,234.7,34.3,12.0,5.9,1523.1
ISL-2013,16.3,6.8,29.5,34.3,90.2,237.6,35.6,11.3,6.0,1524.1
ISL-2014,14.1,7.0,28.5,35.6,89.5,241.1,37.0,10.3,6.3,1513.4
ISL-2015,12.4,7.7,26.6,37.0,90.6,245.7,38.1,24.1,6.3,1511.4
ISL-2016,12.2,7.5,23.4,38.1,92.6,249.0,34.3,10.2,6.5,1520.0
ISL-2017,9.8,7.7,25.2,39.0,91.7,255.1,34.3,9.4,6.5,1507.1
ISL-2018,9.8,7.7,24.5,40.3,90.9,255.1,27.9,8.6,16.4,1496.5
ISL-2019,11.2,7.4,24.1,40.9,90.4,253.8,27.9,8.2,17.4,1480.1
ISL-2020,12.7,7.4,24.1,40.6,87.6,263.2,29.5,7.3,0.2,1446.2
ISR-1990,9.1,1.8,29.8,28.9,84.0,215.0,30.4,20.4,0.2,1904.0
ISR-1991,10.3,1.7,29.8,35.8,82.4,219.9,30.8,12.4,0.3,1897.3
ISR-1992,9.9,1.8,31.3,37.6,82.4,220.6,31.6,11.5,0.3,1951.2
ISR-1993,9.5,2.2,30.8,38.2,82.8,219.7,32.9,11.2,2.3,1953.0
ISR-1994,10.5,1.7,30.9,39.7,84.9,226.4,31.3,11.2,2.2,1993.1
ISR-1995,8.7,1.5,30.0,41.5,85.1,228.0,32.6,12.3,2.4,2013.8
ISR-1996,7.0,1.6,30.9,41.0,86.1,234.7,34.3,14.3,2.4,2031.0
ISR-1997,8.3,2.0,30.4,42.8,86.5,237.6,34.3,16.8,2.3,2036.3
ISR-1998,6.8,2.1,30.6,38.1,87.0,241.1,35.8,20.4,2.4,2011.9
ISR-1999,7.4,2.0,29.5,39.0,87.1,158.6,37.6,13.4,2.4,2021.1
ISR-2000,7.5,2.6,28.5,40.3,87.8,190.9,38.2,12.1,2.4,2032.9
ISR-2001,7.5,2.8,29.8,40.9,84.0,207.2,39.7,11.3,2.7,1996.1
ISR-2002,7.0,2.8,19.7,42.1,79.1,202.5,41.5,10.8,2.5,2014.3
ISR-2003,7.8,2.6,18.1,42.9,79.3,205.9,41.0,10.4,2.5,1997.5
ISR-2004,7.3,2.4,29.8,28.9,84.0,217.6,42.8,10.2,2.4,1975.0
ISR-2005,7.5,2.5,21.1,43.0,81.3,236.2,38.1,10.1,2.4,1966.4
ISR-2006,6.1,2.3,29.8,28.9,84.0,223.6,39.0,9.3,2.4,1955.0
ISR-2007,5.5,2.5,19.6,43.6,83.0,249.0,40.3,9.8,2.4,1966.5
ISR-2008,5.8,2.6,18.8,44.0,82.8,242.8,40.9,28.2,2.4,1963.3
ISR-2009,6.3,2.7,18.2,44.9,82.4,251.9,42.1,25.9,2.5,1962.5
ISR-2010,7.5,2.8,17.9,45.6,82.4,248.7,42.9,20.4,2.5,1956.5
ISR-2011,6.4,2.8,17.0,46.4,82.8,263.1,34.3,20.4,2.4,1947.2
ISR-2012,6.6,2.9,15.5,46.4,84.9,279.5,43.0,25.5,2.4,1918.8
ISR-2013,5.6,2.9,15.0,47.4,85.1,275.2,34.3,20.4,2.4,1908.2
ISR-2014,5.6,2.7,14.6,48.5,86.1,277.7,43.6,24.5,2.4,1894.5
ISR-2015,5.0,2.7,14.5,48.8,86.5,283.4,44.0,20.4,2.4,1895.4
ISR-2016,5.6,2.7,13.2,49.9,87.0,310.0,44.9,23.8,2.4,1922.1
ISR-2017,5.6,2.9,12.6,50.9,87.1,316.5,45.6,20.4,2.5,1918.0
ISR-2018,6.2,3.0,13.6,50.2,87.8,323.2,46.4,20.4,2.5,1910.1
ISR-2019,5.7,3.1,12.9,50.2,87.7,322.9,46.4,22.4,16.3,1898.1
ISR-2020,5.7,9.3,12.0,50.1,86.8,295.5,47.4,20.4,3.7,1782.5
ITA-1990,7.9,11.0,29.8,28.9,84.0,86.0,48.5,18.7,2.0,1761.3
ITA-1991,8.0,10.8,71.8,6.1,86.5,93.9,48.8,20.4,2.1,1761.3
ITA-1992,8.1,10.6,71.6,6.4,85.2,96.5,49.9,17.3,2.4,1761.3
ITA-1993,8.3,10.3,29.8,28.9,84.0,107.6,50.9,20.4,2.2,1761.3
ITA-1994,7.9,10.1,66.8,7.5,82.2,119.9,50.2,18.2,2.0,1761.3
ITA-1995,8.0,9.6,65.1,7.9,80.9,150.5,50.2,17.5,1.9,1856.2
ITA-1996,8.1,9.1,29.8,28.9,84.0,156.5,34.3,16.2,1.7,1866.2
ITA-1997,8.0,9.1,29.8,28.9,84.0,168.6,34.3,16.3,1.7,1859.9
ITA-1998,7.6,9.0,59.3,8.6,80.8,180.7,34.3,15.7,1.7,1873.1
ITA-1999,6.9,8.9,57.8,9.3,80.7,184.8,41.2,16.1,1.7,1869.9
ITA-2000,6.9,9.8,57.9,9.4,81.4,195.0,41.1,14.9,1.6,1850.2
ITA-2001,6.7,9.7,56.7,10.0,81.6,191.1,42.4,14.0,1.6,1837.6
ITA-2002,6.7,9.3,55.6,10.4,82.2,200.4,42.0,13.1,1.6,1826.2
ITA-2003,6.6,9.3,51.6,10.5,82.0,197.1,42.6,12.5,1.8,1815.1
ITA-2004,6.4,9.0,51.4,11.6,81.2,202.7,34.3,12.0,1.6,1814.6
ITA-2005,6.0,8.7,49.9,12.2,80.4,196.0,44.6,11.3,1.6,1811.1
ITA-2006,5.8,8.4,48.7,12.9,80.6,205.5,45.1,10.3,1.7,1811.9
ITA-2007,5.8,8.4,47.7,13.6,80.2,210.4,45.5,24.1,1.7,1817.7
ITA-2008,6.0,8.0,46.7,14.4,80.7,226.3,45.5,22.4,1.8,1806.5
ITA-2009,6.1,7.3,45.7,14.5,79.2,220.3,46.3,23.3,1.8,1775.2
ITA-2010,6.0,7.0,44.8,14.8,78.3,230.8,46.0,23.1,1.9,1776.8
ITA-2011,6.4,7.0,44.0,14.9,79.0,245.7,45.8,22.5,1.9,1772.6
ITA-2012,6.5,7.5,42.8,15.7,78.7,255.7,46.0,22.1,2.0,1733.6
ITA-2013,6.5,7.4,41.8,16.3,77.9,254.7,45.8,21.1,1.9,1719.1
ITA-2014,6.2,7.6,40.7,16.9,77.8,257.7,46.4,19.7,1.9,1716.3
ITA-2015,5.9,7.1,40.1,17.5,78.6,272.5,45.2,19.8,1.9,1717.5
ITA-2016,5.7,7.1,39.9,17.7,79.7,288.6,45.9,20.0,1.9,1721.7
ITA-2017,5.8,7.4,39.1,18.7,80.7,305.1,46.0,19.9,1.9,1719.2
JPN-1990,18.2,9.2,57.8,13.6,82.4,89.2,22.0,28.5,0.2,2031.0
JPN-1991,17.6,8.9,57.9,14.4,82.4,91.9,22.4,27.8,0.2,1998.0
JPN-1992,18.1,8.9,56.7,14.5,82.8,99.1,22.7,27.1,0.2,1965.0
JPN-1993,17.4,9.2,55.6,14.8,84.9,99.8,22.8,24.7,0.2,1905.0
JPN-1994,17.4,9.1,51.6,14.9,85.1,108.9,21.5,24.5,0.2,1898.0
JPN-1995,17.5,8.9,51.4,15.7,86.1,92.4,22.2,28.2,0.5,1883.7
JPN-1996,17.8,9.0,49.9,16.3,86.5,93.8,21.9,27.1,0.5,1892.2
JPN-1997,18.7,8.8,48.7,30.5,87.0,104.8,22.0,28.7,3.3,1864.7
JPN-1998,24.7,8.7,47.7,30.6,87.1,111.3,23.6,27.6,3.5,1841.9
JPN-1999,24.2,8.8,29.8,31.8,87.8,118.0,23.1,26.2,3.6,1810.4
JPN-2000,23.0,8.6,29.8,33.6,79.0,127.5,23.8,27.0,3.5,1821.3
JPN-2001,22.2,8.6,31.8,34.1,79.9,130.3,24.4,24.4,3.8,1808.6
JPN-2002,22.4,8.4,30.5,36.6,79.2,139.4,25.7,24.0,3.9,1798.4
JPN-2003,24.0,8.4,29.3,37.4,79.2,153.7,24.7,27.7,3.2,1798.6
JPN-2004,22.5,8.2,26.8,38.7,79.3,158.5,24.0,26.4,3.1,1785.4
JPN-2005,22.7,8.5,25.6,39.9,79.4,161.9,24.9,24.2,2.8,1776.5
JPN-2006,22.2,7.9,24.4,40.5,79.8,175.1,25.1,23.8,2.7,1785.6
JPN-2007,22.7,7.7,23.1,41.0,80.1,174.9,24.8,24.1,3.2,1784.8
JPN-2008,22.3,7.5,21.8,42.8,79.7,182.5,24.2,21.8,3.3,1771.4
JPN-2009,22.8,7.4,29.8,43.8,79.7,192.1,25.1,23.4,3.7,1713.5
JPN-2010,21.7,7.3,19.1,44.8,79.5,197.5,25.3,19.5,3.5,1732.9
JPN-2011,21.4,7.3,18.5,46.4,79.6,208.7,25.5,20.1,3.6,1728.2
