LocationTime,LOCATION,INDICATOR,TIME,Soc_Spend_Val
POL-2010,POL,SOCEXP,2010,0.296
POL-2011,POL,SOCEXP,2011,0.322
POL-2012,POL,SOCEXP,2012,0.353
POL-2013,POL,SOCEXP,2013,0.387
POL-2014,POL,SOCEXP,2014,0.413
POL-2015,POL,SOCEXP,2015,0.488
POL-2016,POL,SOCEXP,2016,0.546
POL-2017,POL,SOCEXP,2017,0.534
POL-1990,POL,SOCEXP,1990,14.209
POL-1991,POL,SOCEXP,1991,20.508
POL-1992,POL,SOCEXP,1992,24.068
POL-1993,POL,SOCEXP,1993,23.562
POL-1994,POL,SOCEXP,1994,22.487
POL-1995,POL,SOCEXP,1995,21.832
POL-1996,POL,SOCEXP,1996,22.022
POL-1997,POL,SOCEXP,1997,21.512
POL-1998,POL,SOCEXP,1998,20.812
POL-1999,POL,SOCEXP,1999,21.153
POL-2000,POL,SOCEXP,2000,20.217
POL-2001,POL,SOCEXP,2001,21.749
POL-2002,POL,SOCEXP,2002,21.854
POL-2003,POL,SOCEXP,2003,21.993
POL-2004,POL,SOCEXP,2004,21.248
POL-2005,POL,SOCEXP,2005,20.896
POL-2006,POL,SOCEXP,2006,20.625
POL-2007,POL,SOCEXP,2007,19.525
POL-2008,POL,SOCEXP,2008,20.211
POL-2009,POL,SOCEXP,2009,21.304
POL-2010,POL,SOCEXP,2010,20.746
POL-2011,POL,SOCEXP,2011,19.556
POL-2012,POL,SOCEXP,2012,19.78
POL-2013,POL,SOCEXP,2013,20.476
POL-2014,POL,SOCEXP,2014,20.176
POL-2015,POL,SOCEXP,2015,20.23
POL-2016,POL,SOCEXP,2016,21.217
POL-2017,POL,SOCEXP,2017,20.8
POL-2018,POL,SOCEXP,2018,20.601
POL-2019,POL,SOCEXP,2019,21.336
POL-2005,POL,SOCEXP,2005,17.014
POL-2007,POL,SOCEXP,2007,15.799
POL-2009,POL,SOCEXP,2009,18.116
POL-2011,POL,SOCEXP,2011,16.26
POL-2013,POL,SOCEXP,2013,17.012
POL-2015,POL,SOCEXP,2015,16.495
POL-2017,POL,SOCEXP,2017,16.714
POL-2005,POL,SOCEXP,2005,17.222
POL-2007,POL,SOCEXP,2007,16.012
POL-2009,POL,SOCEXP,2009,18.379
POL-2011,POL,SOCEXP,2011,16.583
POL-2013,POL,SOCEXP,2013,17.4
POL-2015,POL,SOCEXP,2015,16.983
POL-2017,POL,SOCEXP,2017,17.248
POL-1990,POL,SOCEXP,1990,1552.816
POL-1991,POL,SOCEXP,1991,2079.669
POL-1992,POL,SOCEXP,1992,2497.912
POL-1993,POL,SOCEXP,1993,2533.556
POL-1994,POL,SOCEXP,1994,2543.875
POL-1995,POL,SOCEXP,1995,2640.001
POL-1996,POL,SOCEXP,1996,2823.258
POL-1997,POL,SOCEXP,1997,2935.777
POL-1998,POL,SOCEXP,1998,2971.886
POL-1999,POL,SOCEXP,1999,3162.001
POL-2000,POL,SOCEXP,2000,3161.068
POL-2001,POL,SOCEXP,2001,3443.372
POL-2002,POL,SOCEXP,2002,3532.362
POL-2003,POL,SOCEXP,2003,3685.169
POL-2004,POL,SOCEXP,2004,3744.623
POL-2005,POL,SOCEXP,2005,3813.149
POL-2006,POL,SOCEXP,2006,3999.176
POL-2007,POL,SOCEXP,2007,4053.949
POL-2008,POL,SOCEXP,2008,4374.877
POL-2009,POL,SOCEXP,2009,4696.251
POL-2010,POL,SOCEXP,2010,4734.039
POL-2011,POL,SOCEXP,2011,4685.172
POL-2012,POL,SOCEXP,2012,4814.173
POL-2013,POL,SOCEXP,2013,5057.009
POL-2014,POL,SOCEXP,2014,5150.798
POL-2015,POL,SOCEXP,2015,5366.836
POL-2016,POL,SOCEXP,2016,5805.48
POL-2017,POL,SOCEXP,2017,5972.922
PRT-1990,PRT,SOCEXP,1990,0.845
PRT-1991,PRT,SOCEXP,1991,0.893
PRT-1992,PRT,SOCEXP,1992,0.904
PRT-1993,PRT,SOCEXP,1993,1.061
PRT-1994,PRT,SOCEXP,1994,1.164
PRT-1995,PRT,SOCEXP,1995,1.114
PRT-1996,PRT,SOCEXP,1996,1.134
PRT-1997,PRT,SOCEXP,1997,1.145
PRT-1998,PRT,SOCEXP,1998,1.351
PRT-1999,PRT,SOCEXP,1999,1.407
PRT-2000,PRT,SOCEXP,2000,1.6
PRT-2001,PRT,SOCEXP,2001,1.702
PRT-2002,PRT,SOCEXP,2002,1.801
PRT-2003,PRT,SOCEXP,2003,1.813
PRT-2004,PRT,SOCEXP,2004,1.943
PRT-2005,PRT,SOCEXP,2005,1.984
PRT-2006,PRT,SOCEXP,2006,1.998
PRT-2007,PRT,SOCEXP,2007,1.927
PRT-2008,PRT,SOCEXP,2008,1.971
PRT-2009,PRT,SOCEXP,2009,1.94
PRT-2010,PRT,SOCEXP,2010,1.859
PRT-2011,PRT,SOCEXP,2011,1.99
PRT-2012,PRT,SOCEXP,2012,1.98
PRT-2013,PRT,SOCEXP,2013,2.001
PRT-2014,PRT,SOCEXP,2014,2.02
PRT-2015,PRT,SOCEXP,2015,2.32
PRT-2016,PRT,SOCEXP,2016,2.304
PRT-2017,PRT,SOCEXP,2017,2.529
PRT-1990,PRT,SOCEXP,1990,12.225
PRT-1991,PRT,SOCEXP,1991,13.104
PRT-1992,PRT,SOCEXP,1992,13.758
PRT-1993,PRT,SOCEXP,1993,15.12
PRT-1994,PRT,SOCEXP,1994,15.238
PRT-1995,PRT,SOCEXP,1995,16.019
PRT-1996,PRT,SOCEXP,1996,16.597
PRT-1997,PRT,SOCEXP,1997,16.443
PRT-1998,PRT,SOCEXP,1998,16.836
PRT-1999,PRT,SOCEXP,1999,17.243
PRT-2000,PRT,SOCEXP,2000,18.478
PRT-2001,PRT,SOCEXP,2001,18.957
PRT-2002,PRT,SOCEXP,2002,20.294
PRT-2003,PRT,SOCEXP,2003,21.339
PRT-2004,PRT,SOCEXP,2004,21.675
PRT-2005,PRT,SOCEXP,2005,22.303
PRT-2006,PRT,SOCEXP,2006,22.02
PRT-2007,PRT,SOCEXP,2007,21.73
PRT-2008,PRT,SOCEXP,2008,22.161
PRT-2009,PRT,SOCEXP,2009,24.55
PRT-2010,PRT,SOCEXP,2010,24.521
PRT-2011,PRT,SOCEXP,2011,24.402
PRT-2012,PRT,SOCEXP,2012,24.544
PRT-2013,PRT,SOCEXP,2013,25.543
PRT-2014,PRT,SOCEXP,2014,25.076
PRT-2015,PRT,SOCEXP,2015,24.049
PRT-2016,PRT,SOCEXP,2016,23.375
PRT-2017,PRT,SOCEXP,2017,22.662
PRT-2018,PRT,SOCEXP,2018,22.521
PRT-2019,PRT,SOCEXP,2019,22.606
PRT-2003,PRT,SOCEXP,2003,19.341
PRT-2005,PRT,SOCEXP,2005,20.235
PRT-2007,PRT,SOCEXP,2007,19.674
PRT-2009,PRT,SOCEXP,2009,22.644
PRT-2011,PRT,SOCEXP,2011,21.952
PRT-2013,PRT,SOCEXP,2013,22.128
PRT-2015,PRT,SOCEXP,2015,21.057
PRT-2017,PRT,SOCEXP,2017,20.014
PRT-2003,PRT,SOCEXP,2003,20.957
PRT-2005,PRT,SOCEXP,2005,21.986
PRT-2007,PRT,SOCEXP,2007,21.375
PRT-2009,PRT,SOCEXP,2009,24.381
PRT-2011,PRT,SOCEXP,2011,23.758
PRT-2013,PRT,SOCEXP,2013,23.915
PRT-2015,PRT,SOCEXP,2015,23.101
PRT-2017,PRT,SOCEXP,2017,22.267
PRT-1990,PRT,SOCEXP,1990,2742.453
PRT-1991,PRT,SOCEXP,1991,3076.634
PRT-1992,PRT,SOCEXP,1992,3266.745
PRT-1993,PRT,SOCEXP,1993,3512.867
PRT-1994,PRT,SOCEXP,1994,3565.891
PRT-1995,PRT,SOCEXP,1995,3898.024
PRT-1996,PRT,SOCEXP,1996,4164.627
PRT-1997,PRT,SOCEXP,1997,4288.385
PRT-1998,PRT,SOCEXP,1998,4578.676
PRT-1999,PRT,SOCEXP,1999,4845.279
PRT-2000,PRT,SOCEXP,2000,5352.581
PRT-2001,PRT,SOCEXP,2001,5558.801
PRT-2002,PRT,SOCEXP,2002,5963.927
PRT-2003,PRT,SOCEXP,2003,6189.548
PRT-2004,PRT,SOCEXP,2004,6383.872
PRT-2005,PRT,SOCEXP,2005,6608.198
PRT-2006,PRT,SOCEXP,2006,6618.255
PRT-2007,PRT,SOCEXP,2007,6681.627
PRT-2008,PRT,SOCEXP,2008,6826.173
PRT-2009,PRT,SOCEXP,2009,7319.046
PRT-2010,PRT,SOCEXP,2010,7434.031
PRT-2011,PRT,SOCEXP,2011,7282.903
PRT-2012,PRT,SOCEXP,2012,7056.727
PRT-2013,PRT,SOCEXP,2013,7316.18
PRT-2014,PRT,SOCEXP,2014,7278.472
PRT-2015,PRT,SOCEXP,2015,7135.045
PRT-2016,PRT,SOCEXP,2016,7097.541
PRT-2017,PRT,SOCEXP,2017,7139.64
SVK-1995,SVK,SOCEXP,1995,0.607
SVK-1996,SVK,SOCEXP,1996,0.572
SVK-1997,SVK,SOCEXP,1997,0.679
SVK-1998,SVK,SOCEXP,1998,0.948
SVK-1999,SVK,SOCEXP,1999,1.001
SVK-2000,SVK,SOCEXP,2000,0.799
SVK-2001,SVK,SOCEXP,2001,0.803
SVK-2002,SVK,SOCEXP,2002,0.892
SVK-2003,SVK,SOCEXP,2003,1.174
SVK-2004,SVK,SOCEXP,2004,1.343
SVK-2005,SVK,SOCEXP,2005,1.057
SVK-2006,SVK,SOCEXP,2006,1.131
SVK-2007,SVK,SOCEXP,2007,1.186
SVK-2008,SVK,SOCEXP,2008,1.288
SVK-2009,SVK,SOCEXP,2009,1.305
SVK-2010,SVK,SOCEXP,2010,1.348
SVK-2011,SVK,SOCEXP,2011,1.089
SVK-2012,SVK,SOCEXP,2012,1.226
SVK-2013,SVK,SOCEXP,2013,1.075
SVK-2014,SVK,SOCEXP,2014,0.994
SVK-2015,SVK,SOCEXP,2015,1.028
SVK-2016,SVK,SOCEXP,2016,1.013
SVK-2017,SVK,SOCEXP,2017,1.003
SVK-1995,SVK,SOCEXP,1995,18.239
SVK-1996,SVK,SOCEXP,1996,17.859
SVK-1997,SVK,SOCEXP,1997,17.519
SVK-1998,SVK,SOCEXP,1998,17.635
SVK-1999,SVK,SOCEXP,1999,18.114
SVK-2000,SVK,SOCEXP,2000,17.462
SVK-2001,SVK,SOCEXP,2001,17.175
SVK-2002,SVK,SOCEXP,2002,17.321
SVK-2003,SVK,SOCEXP,2003,16.563
SVK-2004,SVK,SOCEXP,2004,15.848
SVK-2005,SVK,SOCEXP,2005,15.334
SVK-2006,SVK,SOCEXP,2006,15.009
SVK-2007,SVK,SOCEXP,2007,14.808
SVK-2008,SVK,SOCEXP,2008,14.889
SVK-2009,SVK,SOCEXP,2009,17.722
SVK-2010,SVK,SOCEXP,2010,17.423
SVK-2011,SVK,SOCEXP,2011,17.137
SVK-2012,SVK,SOCEXP,2012,17.244
SVK-2013,SVK,SOCEXP,2013,17.576
SVK-2014,SVK,SOCEXP,2014,17.654
SVK-2015,SVK,SOCEXP,2015,17.228
SVK-2016,SVK,SOCEXP,2016,17.566
SVK-2017,SVK,SOCEXP,2017,17.453
SVK-2018,SVK,SOCEXP,2018,17.168
SVK-2019,SVK,SOCEXP,2019,17.67
SVK-2001,SVK,SOCEXP,2001,15.876
SVK-2003,SVK,SOCEXP,2003,15.518
SVK-2005,SVK,SOCEXP,2005,13.832
SVK-2007,SVK,SOCEXP,2007,13.86
SVK-2009,SVK,SOCEXP,2009,16.759
SVK-2011,SVK,SOCEXP,2011,16.02
SVK-2013,SVK,SOCEXP,2013,16.465
SVK-2015,SVK,SOCEXP,2015,16.02
SVK-2017,SVK,SOCEXP,2017,16.207
SVK-2001,SVK,SOCEXP,2001,16.537
SVK-2003,SVK,SOCEXP,2003,16.417
SVK-2005,SVK,SOCEXP,2005,14.704
SVK-2007,SVK,SOCEXP,2007,14.874
SVK-2009,SVK,SOCEXP,2009,17.885
SVK-2011,SVK,SOCEXP,2011,16.959
SVK-2013,SVK,SOCEXP,2013,17.394
SVK-2015,SVK,SOCEXP,2015,16.89
SVK-2017,SVK,SOCEXP,2017,17.05
SVK-1995,SVK,SOCEXP,1995,2521.234
SVK-1996,SVK,SOCEXP,1996,2627.173
SVK-1997,SVK,SOCEXP,1997,2724.928
SVK-1998,SVK,SOCEXP,1998,2850.852
SVK-1999,SVK,SOCEXP,1999,2922.499
SVK-2000,SVK,SOCEXP,2000,2847.46
SVK-2001,SVK,SOCEXP,2001,2903.171
SVK-2002,SVK,SOCEXP,2002,3060.508
SVK-2003,SVK,SOCEXP,2003,3087.11
SVK-2004,SVK,SOCEXP,2004,3107.913
SVK-2005,SVK,SOCEXP,2005,3203.511
SVK-2006,SVK,SOCEXP,2006,3399.461
SVK-2007,SVK,SOCEXP,2007,3713.501
SVK-2008,SVK,SOCEXP,2008,3935.091
SVK-2009,SVK,SOCEXP,2009,4418.518
SVK-2010,SVK,SOCEXP,2010,4582.228
SVK-2011,SVK,SOCEXP,2011,4663.638
SVK-2012,SVK,SOCEXP,2012,4774.359
SVK-2013,SVK,SOCEXP,2013,4892.75
SVK-2014,SVK,SOCEXP,2014,5044.699
SVK-2015,SVK,SOCEXP,2015,5156.678
SVK-2016,SVK,SOCEXP,2016,5361.014
SVK-2017,SVK,SOCEXP,2017,5481.433
ESP-1990,ESP,SOCEXP,1990,0.235
ESP-1991,ESP,SOCEXP,1991,0.213
ESP-1992,ESP,SOCEXP,1992,0.234
ESP-1993,ESP,SOCEXP,1993,0.261
ESP-1994,ESP,SOCEXP,1994,0.255
ESP-1995,ESP,SOCEXP,1995,0.264
ESP-1996,ESP,SOCEXP,1996,0.285
ESP-1997,ESP,SOCEXP,1997,0.284
ESP-1998,ESP,SOCEXP,1998,0.285
ESP-1999,ESP,SOCEXP,1999,0.291
ESP-2000,ESP,SOCEXP,2000,0.294
ESP-2001,ESP,SOCEXP,2001,0.279
ESP-2002,ESP,SOCEXP,2002,0.297
ESP-2003,ESP,SOCEXP,2003,0.487
ESP-2004,ESP,SOCEXP,2004,0.497
ESP-2005,ESP,SOCEXP,2005,0.517
ESP-2006,ESP,SOCEXP,2006,0.538
ESP-2007,ESP,SOCEXP,2007,0.551
ESP-2008,ESP,SOCEXP,2008,0.509
ESP-2009,ESP,SOCEXP,2009,0.538
ESP-2010,ESP,SOCEXP,2010,1.227
ESP-2011,ESP,SOCEXP,2011,1.253
ESP-2012,ESP,SOCEXP,2012,1.273
ESP-2013,ESP,SOCEXP,2013,1.267
ESP-2014,ESP,SOCEXP,2014,1.277
ESP-2015,ESP,SOCEXP,2015,1.232
ESP-2016,ESP,SOCEXP,2016,1.238
ESP-2017,ESP,SOCEXP,2017,1.282
ESP-1990,ESP,SOCEXP,1990,19.144
ESP-1991,ESP,SOCEXP,1991,19.876
ESP-1992,ESP,SOCEXP,1992,21.011
ESP-1993,ESP,SOCEXP,1993,22.256
ESP-1994,ESP,SOCEXP,1994,21.265
ESP-1995,ESP,SOCEXP,1995,20.631
ESP-1996,ESP,SOCEXP,1996,20.533
ESP-1997,ESP,SOCEXP,1997,19.964
ESP-1998,ESP,SOCEXP,1998,19.863
ESP-1999,ESP,SOCEXP,1999,19.737
ESP-2000,ESP,SOCEXP,2000,19.464
ESP-2001,ESP,SOCEXP,2001,19.091
ESP-2002,ESP,SOCEXP,2002,19.35
ESP-2003,ESP,SOCEXP,2003,19.989
ESP-2004,ESP,SOCEXP,2004,20.214
ESP-2005,ESP,SOCEXP,2005,20.475
ESP-2006,ESP,SOCEXP,2006,20.516
ESP-2007,ESP,SOCEXP,2007,20.897
ESP-2008,ESP,SOCEXP,2008,22.326
ESP-2009,ESP,SOCEXP,2009,25.613
ESP-2010,ESP,SOCEXP,2010,24.895
ESP-2011,ESP,SOCEXP,2011,25.534
ESP-2012,ESP,SOCEXP,2012,25.545
ESP-2013,ESP,SOCEXP,2013,25.698
ESP-2014,ESP,SOCEXP,2014,25.367
ESP-2015,ESP,SOCEXP,2015,24.702
ESP-2016,ESP,SOCEXP,2016,24.236
ESP-2017,ESP,SOCEXP,2017,23.943
ESP-2018,ESP,SOCEXP,2018,24.17
ESP-2019,ESP,SOCEXP,2019,24.669
ESP-2001,ESP,SOCEXP,2001,16.442
ESP-2003,ESP,SOCEXP,2003,17.308
ESP-2005,ESP,SOCEXP,2005,17.727
ESP-2007,ESP,SOCEXP,2007,18.179
ESP-2009,ESP,SOCEXP,2009,23.788
ESP-2011,ESP,SOCEXP,2011,23.115
ESP-2013,ESP,SOCEXP,2013,22.811
ESP-2015,ESP,SOCEXP,2015,21.923
ESP-2017,ESP,SOCEXP,2017,21.261
ESP-2001,ESP,SOCEXP,2001,16.721
ESP-2003,ESP,SOCEXP,2003,17.795
ESP-2005,ESP,SOCEXP,2005,18.243
ESP-2007,ESP,SOCEXP,2007,18.731
ESP-2009,ESP,SOCEXP,2009,24.326
ESP-2011,ESP,SOCEXP,2011,24.299
ESP-2013,ESP,SOCEXP,2013,24.001
ESP-2015,ESP,SOCEXP,2015,23.079
ESP-2017,ESP,SOCEXP,2017,22.47
ESP-1990,ESP,SOCEXP,1990,4865.739
ESP-1991,ESP,SOCEXP,1991,5171.343
ESP-1992,ESP,SOCEXP,1992,5504.719
ESP-1993,ESP,SOCEXP,1993,5758.06
ESP-1994,ESP,SOCEXP,1994,5622.673
ESP-1995,ESP,SOCEXP,1995,5597.432
ESP-1996,ESP,SOCEXP,1996,5695.225
ESP-1997,ESP,SOCEXP,1997,5718.804
ESP-1998,ESP,SOCEXP,1998,5915.51
ESP-1999,ESP,SOCEXP,1999,6118.264
ESP-2000,ESP,SOCEXP,2000,6321.21
ESP-2001,ESP,SOCEXP,2001,6410.418
ESP-2002,ESP,SOCEXP,2002,6568.842
ESP-2003,ESP,SOCEXP,2003,6860.32
ESP-2004,ESP,SOCEXP,2004,7043.526
ESP-2005,ESP,SOCEXP,2005,7258.966
ESP-2006,ESP,SOCEXP,2006,7452.696
ESP-2007,ESP,SOCEXP,2007,7712.448
ESP-2008,ESP,SOCEXP,2008,8177.795
ESP-2009,ESP,SOCEXP,2009,8954.043
ESP-2010,ESP,SOCEXP,2010,8680.651
ESP-2011,ESP,SOCEXP,2011,8798.387
ESP-2012,ESP,SOCEXP,2012,8536.133
ESP-2013,ESP,SOCEXP,2013,8495.327
ESP-2014,ESP,SOCEXP,2014,8527.204
ESP-2015,ESP,SOCEXP,2015,8630.387
ESP-2016,ESP,SOCEXP,2016,8716.86
ESP-2017,ESP,SOCEXP,2017,8851.808
SWE-1990,SWE,SOCEXP,1990,1.14
SWE-1991,SWE,SOCEXP,1991,1.552
SWE-1992,SWE,SOCEXP,1992,1.412
SWE-1993,SWE,SOCEXP,1993,2.907
SWE-1994,SWE,SOCEXP,1994,2.611
SWE-1995,SWE,SOCEXP,1995,2.423
SWE-1996,SWE,SOCEXP,1996,2.352
SWE-1997,SWE,SOCEXP,1997,2.454
SWE-1998,SWE,SOCEXP,1998,2.484
SWE-1999,SWE,SOCEXP,1999,2.497
SWE-2000,SWE,SOCEXP,2000,2.426
SWE-2001,SWE,SOCEXP,2001,2.554
SWE-2002,SWE,SOCEXP,2002,2.683
SWE-2003,SWE,SOCEXP,2003,2.654
SWE-2004,SWE,SOCEXP,2004,2.576
SWE-2005,SWE,SOCEXP,2005,2.706
SWE-2006,SWE,SOCEXP,2006,2.661
SWE-2007,SWE,SOCEXP,2007,2.66
SWE-2008,SWE,SOCEXP,2008,3.038
SWE-2009,SWE,SOCEXP,2009,3.303
SWE-2010,SWE,SOCEXP,2010,3.217
SWE-2011,SWE,SOCEXP,2011,3.516
SWE-2012,SWE,SOCEXP,2012,3.674
SWE-2013,SWE,SOCEXP,2013,3.844
SWE-2014,SWE,SOCEXP,2014,3.784
SWE-2015,SWE,SOCEXP,2015,3.804
SWE-2016,SWE,SOCEXP,2016,3.766
SWE-2017,SWE,SOCEXP,2017,3.77
SWE-1990,SWE,SOCEXP,1990,26.853
SWE-1991,SWE,SOCEXP,1991,28.66
SWE-1992,SWE,SOCEXP,1992,32.205
SWE-1993,SWE,SOCEXP,1993,33.696
SWE-1994,SWE,SOCEXP,1994,32.517
SWE-1995,SWE,SOCEXP,1995,30.189
SWE-1996,SWE,SOCEXP,1996,29.717
SWE-1997,SWE,SOCEXP,1997,28.472
SWE-1998,SWE,SOCEXP,1998,28.172
SWE-1999,SWE,SOCEXP,1999,27.65
SWE-2000,SWE,SOCEXP,2000,26.464
SWE-2001,SWE,SOCEXP,2001,26.582
SWE-2002,SWE,SOCEXP,2002,27.253
SWE-2003,SWE,SOCEXP,2003,27.962
SWE-2004,SWE,SOCEXP,2004,27.458
SWE-2005,SWE,SOCEXP,2005,27.131
SWE-2006,SWE,SOCEXP,2006,26.456
SWE-2007,SWE,SOCEXP,2007,25.369
SWE-2008,SWE,SOCEXP,2008,25.409
SWE-2009,SWE,SOCEXP,2009,27.249
SWE-2010,SWE,SOCEXP,2010,25.907
SWE-2011,SWE,SOCEXP,2011,25.321
SWE-2012,SWE,SOCEXP,2012,26.33
SWE-2013,SWE,SOCEXP,2013,27.003
SWE-2014,SWE,SOCEXP,2014,26.638
SWE-2015,SWE,SOCEXP,2015,26.173
SWE-2016,SWE,SOCEXP,2016,26.59
SWE-2017,SWE,SOCEXP,2017,26.047
SWE-2018,SWE,SOCEXP,2018,25.79
SWE-2019,SWE,SOCEXP,2019,25.452
SWE-1995,SWE,SOCEXP,1995,23.461
SWE-1997,SWE,SOCEXP,1997,22.305
SWE-1999,SWE,SOCEXP,1999,21.74
SWE-2001,SWE,SOCEXP,2001,21.244
SWE-2003,SWE,SOCEXP,2003,22.031
SWE-2005,SWE,SOCEXP,2005,21.396
SWE-2007,SWE,SOCEXP,2007,20.365
SWE-2009,SWE,SOCEXP,2009,22.143
SWE-2011,SWE,SOCEXP,2011,21.038
SWE-2013,SWE,SOCEXP,2013,22.437
SWE-2015,SWE,SOCEXP,2015,21.917
SWE-2017,SWE,SOCEXP,2017,21.781
SWE-1995,SWE,SOCEXP,1995,24.994
SWE-1997,SWE,SOCEXP,1997,23.859
SWE-1999,SWE,SOCEXP,1999,23.323
SWE-2001,SWE,SOCEXP,2001,22.845
SWE-2003,SWE,SOCEXP,2003,23.724
SWE-2005,SWE,SOCEXP,2005,23.113
SWE-2007,SWE,SOCEXP,2007,22.064
SWE-2009,SWE,SOCEXP,2009,24.31
SWE-2011,SWE,SOCEXP,2011,23.424
SWE-2013,SWE,SOCEXP,2013,25.074
SWE-2015,SWE,SOCEXP,2015,24.536
SWE-2017,SWE,SOCEXP,2017,24.354
SWE-1990,SWE,SOCEXP,1990,8845.594
SWE-1991,SWE,SOCEXP,1991,9269.985
SWE-1992,SWE,SOCEXP,1992,10235.248
SWE-1993,SWE,SOCEXP,1993,10426.914
SWE-1994,SWE,SOCEXP,1994,10383.611
SWE-1995,SWE,SOCEXP,1995,9966.988
SWE-1996,SWE,SOCEXP,1996,9950.366
SWE-1997,SWE,SOCEXP,1997,9820.432
SWE-1998,SWE,SOCEXP,1998,10130.468
SWE-1999,SWE,SOCEXP,1999,10356.895
SWE-2000,SWE,SOCEXP,2000,10368.334
SWE-2001,SWE,SOCEXP,2001,10537.295
SWE-2002,SWE,SOCEXP,2002,11004.869
SWE-2003,SWE,SOCEXP,2003,11508.909
SWE-2004,SWE,SOCEXP,2004,11745.51
SWE-2005,SWE,SOCEXP,2005,11889.679
SWE-2006,SWE,SOCEXP,2006,12066.256
SWE-2007,SWE,SOCEXP,2007,11880.065
SWE-2008,SWE,SOCEXP,2008,11753.552
SWE-2009,SWE,SOCEXP,2009,11955.008
SWE-2010,SWE,SOCEXP,2010,11940.811
SWE-2011,SWE,SOCEXP,2011,11952.946
SWE-2012,SWE,SOCEXP,2012,12265.126
SWE-2013,SWE,SOCEXP,2013,12620.519
SWE-2014,SWE,SOCEXP,2014,12654.804
SWE-2015,SWE,SOCEXP,2015,12855.064
SWE-2016,SWE,SOCEXP,2016,13163.953
SWE-2017,SWE,SOCEXP,2017,13049.199
CHE-1990,CHE,SOCEXP,1990,3.504
CHE-1991,CHE,SOCEXP,1991,3.73
CHE-1992,CHE,SOCEXP,1992,4.051
CHE-1993,CHE,SOCEXP,1993,4.329
CHE-1994,CHE,SOCEXP,1994,4.582
CHE-1995,CHE,SOCEXP,1995,7.69
CHE-1996,CHE,SOCEXP,1996,8.287
CHE-1997,CHE,SOCEXP,1997,8.503
CHE-1998,CHE,SOCEXP,1998,8.806
CHE-1999,CHE,SOCEXP,1999,8.979
CHE-2000,CHE,SOCEXP,2000,9.155
CHE-2001,CHE,SOCEXP,2001,9.466
CHE-2002,CHE,SOCEXP,2002,9.776
CHE-2003,CHE,SOCEXP,2003,10.115
CHE-2004,CHE,SOCEXP,2004,10.44
CHE-2005,CHE,SOCEXP,2005,10.368
CHE-2006,CHE,SOCEXP,2006,10.074
CHE-2007,CHE,SOCEXP,2007,9.933
CHE-2008,CHE,SOCEXP,2008,9.909
CHE-2009,CHE,SOCEXP,2009,10.503
CHE-2010,CHE,SOCEXP,2010,10.417
CHE-2011,CHE,SOCEXP,2011,10.456
CHE-2012,CHE,SOCEXP,2012,10.584
CHE-2013,CHE,SOCEXP,2013,10.868
CHE-2014,CHE,SOCEXP,2014,11.027
CHE-2015,CHE,SOCEXP,2015,11.364
CHE-2016,CHE,SOCEXP,2016,11.65
CHE-2017,CHE,SOCEXP,2017,11.829
CHE-2018,CHE,SOCEXP,2018,11.732
CHE-1990,CHE,SOCEXP,1990,12.985
CHE-1991,CHE,SOCEXP,1991,13.813
CHE-1992,CHE,SOCEXP,1992,15.247
CHE-1993,CHE,SOCEXP,1993,16.604
CHE-1994,CHE,SOCEXP,1994,16.552
CHE-1995,CHE,SOCEXP,1995,14.824
CHE-1996,CHE,SOCEXP,1996,15.103
CHE-1997,CHE,SOCEXP,1997,15.544
CHE-1998,CHE,SOCEXP,1998,15.52
CHE-1999,CHE,SOCEXP,1999,15.318
CHE-2000,CHE,SOCEXP,2000,14.481
CHE-2001,CHE,SOCEXP,2001,14.796
CHE-2002,CHE,SOCEXP,2002,15.79
CHE-2003,CHE,SOCEXP,2003,16.407
CHE-2004,CHE,SOCEXP,2004,16.297
CHE-2005,CHE,SOCEXP,2005,16.134
CHE-2006,CHE,SOCEXP,2006,15.388
CHE-2007,CHE,SOCEXP,2007,14.776
CHE-2008,CHE,SOCEXP,2008,14.453
CHE-2009,CHE,SOCEXP,2009,16.036
CHE-2010,CHE,SOCEXP,2010,15.716
CHE-2011,CHE,SOCEXP,2011,15.648
CHE-2012,CHE,SOCEXP,2012,15.934
CHE-2013,CHE,SOCEXP,2013,16.222
CHE-2014,CHE,SOCEXP,2014,16.133
CHE-2015,CHE,SOCEXP,2015,16.608
CHE-2016,CHE,SOCEXP,2016,16.824
CHE-2017,CHE,SOCEXP,2017,17.028
CHE-2018,CHE,SOCEXP,2018,16.654
CHE-1990,CHE,SOCEXP,1990,6895.623
CHE-1991,CHE,SOCEXP,1991,7179.454
CHE-1992,CHE,SOCEXP,1992,7849.246
CHE-1993,CHE,SOCEXP,1993,8481.14
CHE-1994,CHE,SOCEXP,1994,8503.662
CHE-1995,CHE,SOCEXP,1995,7584.821
CHE-1996,CHE,SOCEXP,1996,7733.739
CHE-1997,CHE,SOCEXP,1997,8122.428
CHE-1998,CHE,SOCEXP,1998,8324.268
CHE-1999,CHE,SOCEXP,1999,8311.309
CHE-2000,CHE,SOCEXP,2000,8124.099
CHE-2001,CHE,SOCEXP,2001,8368.296
CHE-2002,CHE,SOCEXP,2002,8881.715
CHE-2003,CHE,SOCEXP,2003,9165.657
CHE-2004,CHE,SOCEXP,2004,9294.31
CHE-2005,CHE,SOCEXP,2005,9432.402
