LocationTime,LOCATION,TIME,Edu_val_BUPPSRY,Edu_val_TRY,Edu_val_UPPSRY,employment_val_MEN_PC_WKGPOP,employment_val_MEN_THND_PER,employment_val_TOT_PC_WKGPOP,employment_val_TOT_THND_PER,employment_val_WOMEN_PC_WKGPOP,employment_val_WOMEN_THND_PER,hSpend_val_COMPULSORY,hSpend_val_OOPEXP,hSpend_val_TOT,hSpend_val_VOLUNTARY,obesity_val_MEASURED,obesity_val_SELFREPORTED,Poverty_Value_0_17,Poverty_Value_18_65,Poverty_Value_66MORE,Poverty_Value_TOT,smoking_val,Value_PRIV_PC_GDP,Value_PUB_PC_GDP,Value_PUB_USD_CAP,Value_PUBNET_PC_GDP,Value_TOTNET_PC_GDP,Social_spt_val,Suicide_val_MEN,Suicide_val_TOT,Suicide_val_WOMEN,Alcohol_val
ARG-2004,ARG,2004.0,51.205463,16.711861,32.082676,,,,,,,,,,,,,,,,,,,,,,,,16.5,9.4,3.7,
ARG-2005,ARG,2005.0,50.157974,17.471054,32.370968,,,,,,,,,,,,,,,,,37.0,,,,,,,15.7,9.1,3.7,
ARG-2005,ARG,2005.0,50.157974,17.471054,32.370968,,,,,,,,,,,,,,,,,30.8,,,,,,,15.7,9.1,3.7,
ARG-2005,ARG,2005.0,50.157974,17.471054,32.370968,,,,,,,,,,,,,,,,,25.2,,,,,,,15.7,9.1,3.7,
ARG-2006,ARG,2006.0,48.472809,17.830963,33.696232,,,,,,,,,,,,,,,,,,,,,,,,16.1,8.9,3.2,
ARG-2008,ARG,2008.0,45.804825,18.973812,35.221363,,,,,,,,,,,,,,,,,,,,,,,,15.1,8.5,3.2,
ARG-2009,ARG,2009.0,44.794254,19.518599,35.687149,,,,,,,,,,,,,,,,,,,,,,,,13.9,7.9,3.0,
ARG-2010,ARG,2010.0,43.36871,20.111586,36.519707,,,,,,,,,,,,,,,,,34.2,,,,,,,14.1,7.9,2.9,8.2
ARG-2010,ARG,2010.0,43.36871,20.111586,36.519707,,,,,,,,,,,,,,,,,28.3,,,,,,,14.1,7.9,2.9,8.2
ARG-2010,ARG,2010.0,43.36871,20.111586,36.519707,,,,,,,,,,,,,,,,,22.8,,,,,,,14.1,7.9,2.9,8.2
ARG-2011,ARG,2011.0,42.753086,20.237337,37.009579,,,,,,,,,,,,,,,,,,,,,,,,13.3,7.6,2.8,7.7
ARG-2012,ARG,2012.0,41.416412,20.556126,38.027462,,,,,,,,,,,,,,,,,,,,,,,,14.8,8.4,3.1,8.0
ARG-2013,ARG,2013.0,40.635166,21.056189,38.308643,,,,,,,,,,,,,,,,,,,,,,,,13.1,7.6,2.8,8.3
ARG-2014,ARG,2014.0,41.248135,20.534544,38.217319,,,,,,,,,,,,,,,,,,,,,,,,14.0,8.1,3.2,7.9
ARG-2017,ARG,2017.0,38.528397,21.406713,40.064892,,,,,,,,,,,,,,,,,,,,,,,,13.7,7.8,2.9,8.3
ARG-2018,ARG,2018.0,36.971165,21.924601,41.104233,,,,,,,,,,,,,,,,,30.3,,,,,,,14.2,8.0,2.7,8.0
ARG-2018,ARG,2018.0,36.971165,21.924601,41.104233,,,,,,,,,,,,,,,,,24.7,,,,,,,14.2,8.0,2.7,8.0
ARG-2018,ARG,2018.0,36.971165,21.924601,41.104233,,,,,,,,,,,,,,,,,19.5,,,,,,,14.2,8.0,2.7,8.0
ARG-2019,ARG,2019.0,35.771305,22.811752,41.416943,,,,,,,,,,,,,,,,,30.0,,,,,,,14.0,7.8,2.6,8.0
ARG-2019,ARG,2019.0,35.771305,22.811752,41.416943,,,,,,,,,,,,,,,,,24.3,,,,,,,14.0,7.8,2.6,8.0
ARG-2019,ARG,2019.0,35.771305,22.811752,41.416943,,,,,,,,,,,,,,,,,19.1,,,,,,,14.0,7.8,2.6,8.0
ARG-2020,ARG,2020.0,37.158802,22.400209,40.44099,,,,,,,,,,,,,,,,,29.5,,,,,,,,,,
ARG-2020,ARG,2020.0,37.158802,22.400209,40.44099,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,
ARG-2020,ARG,2020.0,37.158802,22.400209,40.44099,,,,,,,,,,,,,,,,,18.8,,,,,,,,,,
AUS-1991,AUS,1991.0,44.127056,31.15881,24.714134,75.75577,4449.521,65.9215,7670.535,55.96263,3221.015,,,,,,,,,,,,1.204,14.306,4239.755,,,,22.6,13.9,5.9,10.1
AUS-1993,AUS,1993.0,47.159046,22.469191,30.371763,73.69975,4403.292,64.61858,7653.395,55.44041,3250.103,,,,,,,,,,,,1.397,15.545,4884.162,,,,20.0,12.1,4.7,10.2
AUS-1994,AUS,1994.0,49.802025,23.072365,27.12561,75.05529,4532.231,66.00251,7899.284,56.85906,3367.054,,,,,,,,,,,,1.419,15.271,4934.387,,,,22.3,13.3,4.9,10.0
AUS-1995,AUS,1995.0,44.935852,24.315445,30.748701,76.38482,4665.304,67.62838,8188.812,58.79062,3523.509,363.76933333333335,92.57766666666669,772.196,184.3613333333333,59.2,38.7,,,,,24.1,3.295,16.913,5614.113,15.995,19.071,,19.9,12.3,5.2,9.8
AUS-1995,AUS,1995.0,44.935852,24.315445,30.748701,76.38482,4665.304,67.62838,8188.812,58.79062,3523.509,363.76933333333335,92.57766666666669,772.196,184.3613333333333,59.2,38.7,,,,,26.3,3.295,16.913,5614.113,15.995,19.071,,19.9,12.3,5.2,9.8
AUS-1995,AUS,1995.0,44.935852,24.315445,30.748701,76.38482,4665.304,67.62838,8188.812,58.79062,3523.509,363.76933333333335,92.57766666666669,772.196,184.3613333333333,59.2,38.7,,,,,22.0,3.295,16.913,5614.113,15.995,19.071,,19.9,12.3,5.2,9.8
AUS-1997,AUS,1997.0,46.695274,24.30127,29.003454,75.84586,4742.123,67.36479,8366.658,58.84204,3624.535,,,,,,,,,,,,3.858,16.786,5920.537,15.924,19.517,,23.5,14.6,6.2,10.2
AUS-1998,AUS,1998.0,43.955959,25.420708,30.623333,76.17059,4812.578,67.80048,8517.424,59.40298,3704.846,,,,,,,,,,,22.1,3.538,17.61,6461.523,,,,23.2,14.2,5.7,10.0
AUS-1998,AUS,1998.0,43.955959,25.420708,30.623333,76.17059,4812.578,67.80048,8517.424,59.40298,3704.846,,,,,,,,,,,24.4,3.538,17.61,6461.523,,,,23.2,14.2,5.7,10.0
AUS-1998,AUS,1998.0,43.955959,25.420708,30.623333,76.17059,4812.578,67.80048,8517.424,59.40298,3704.846,,,,,,,,,,,19.8,3.538,17.61,6461.523,,,,23.2,14.2,5.7,10.0
AUS-1999,AUS,1999.0,42.610085,26.693399,30.696516,76.59881,4890.84,68.23203,8672.614,59.85204,3781.775,,,,,,,,,,,,4.025,17.239,6502.822,16.492,20.23,,22.2,13.4,5.2,10.0
AUS-2000,AUS,2000.0,41.212311,27.475746,31.311945,76.92454,4978.391,69.09614,8901.732,61.2659,3923.342,,,,,,,,,,,,3.717,18.244,6934.889,,,,20.6,12.7,5.3,10.2
AUS-2001,AUS,2001.0,41.076141,28.977322,29.946537,76.35796,5008.421,69.00098,9015.015,61.65271,4006.594,541.682,163.40133333333333,1149.1865,257.77566666666667,,50.0,,,,,19.6,4.01,17.539,6845.28,16.946,20.479,,20.8,12.9,5.4,10.0
AUS-2001,AUS,2001.0,41.076141,28.977322,29.946537,76.35796,5008.421,69.00098,9015.015,61.65271,4006.594,541.682,163.40133333333333,1149.1865,257.77566666666667,,50.0,,,,,21.2,4.01,17.539,6845.28,16.946,20.479,,20.8,12.9,5.4,10.0
AUS-2001,AUS,2001.0,41.076141,28.977322,29.946537,76.35796,5008.421,69.00098,9015.015,61.65271,4006.594,541.682,163.40133333333333,1149.1865,257.77566666666667,,50.0,,,,,18.0,4.01,17.539,6845.28,16.946,20.479,,20.8,12.9,5.4,10.0
AUS-2002,AUS,2002.0,39.050316,30.759785,30.189898,76.68957,5101.588,69.35914,9190.267,62.03787,4088.678,,,,,,,,,,,,3.96,17.348,6893.75,,,,19.1,12.0,5.2,10.4
AUS-2003,AUS,2003.0,37.519817,31.314152,31.166031,77.05504,5192.441,70.01125,9396.537,62.97922,4204.096,,,,,,,,,,,,3.486,17.546,7172.538,16.887,19.933,,17.6,11.0,4.8,10.3
AUS-2004,AUS,2004.0,35.879036,30.82308,33.297886,77.60509,5296.681,70.29926,9558.361,63.00517,4261.68,666.6413333333334,187.46133333333333,1413.1135000000002,308.76733333333334,,53.5,,,,,17.8,2.743,17.238,7194.949,,,,17.5,10.7,4.4,10.5
AUS-2004,AUS,2004.0,35.879036,30.82308,33.297886,77.60509,5296.681,70.29926,9558.361,63.00517,4261.68,666.6413333333334,187.46133333333333,1413.1135000000002,308.76733333333334,,53.5,,,,,19.0,2.743,17.238,7194.949,,,,17.5,10.7,4.4,10.5
AUS-2004,AUS,2004.0,35.879036,30.82308,33.297886,77.60509,5296.681,70.29926,9558.361,63.00517,4261.68,666.6413333333334,187.46133333333333,1413.1135000000002,308.76733333333334,,53.5,,,,,16.5,2.743,17.238,7194.949,,,,17.5,10.7,4.4,10.5
AUS-2005,AUS,2005.0,34.967968,31.691153,33.340881,78.50571,5443.297,71.54403,9880.634,64.5948,4437.336,,,,,,,,,,,,2.846,16.694,7075.806,16.275,18.723,,,,,10.5
AUS-2006,AUS,2006.0,33.289845,33.022213,33.687943,78.8098,5559.523,72.12262,10124.23,65.44512,4564.704,,,,,,,,,,,,2.878,15.713,6823.445,,,,16.7,10.6,4.9,10.8
AUS-2007,AUS,2007.0,31.816732,33.73671,34.44656,79.54396,5732.45,72.80006,10434.27,66.06055,4701.819,764.207,209.5283333333333,1603.948,338.4243333333333,61.2,56.0,,,,,16.9,5.18,15.873,7015.665,15.611,20.122,,16.7,10.7,5.1,10.8
AUS-2007,AUS,2007.0,31.816732,33.73671,34.44656,79.54396,5732.45,72.80006,10434.27,66.06055,4701.819,764.207,209.5283333333333,1603.948,338.4243333333333,61.2,56.0,,,,,18.3,5.18,15.873,7015.665,15.611,20.122,,16.7,10.7,5.1,10.8
AUS-2007,AUS,2007.0,31.816732,33.73671,34.44656,79.54396,5732.45,72.80006,10434.27,66.06055,4701.819,764.207,209.5283333333333,1603.948,338.4243333333333,61.2,56.0,,,,,15.4,5.18,15.873,7015.665,15.611,20.122,,16.7,10.7,5.1,10.8
AUS-2008,AUS,2008.0,30.064018,36.149986,33.785992,79.6843,5880.447,73.20431,10731.17,66.71808,4850.724,,,,,,,,,,,,4.437,17.051,7529.935,,,,17.7,11.1,4.7,10.8
AUS-2009,AUS,2009.0,28.972523,36.881355,34.146122,77.78976,5879.186,72.05107,10805.58,66.30235,4926.391,,,,,,,,,,,,4.324,16.869,7448.41,16.622,20.378,,16.9,10.8,5.1,10.7
AUS-2010,AUS,2010.0,26.792744,37.604309,35.602947,78.59275,6021.409,72.37024,11022.24,66.14607,5000.834,,,,,,,,,,,15.3,4.336,16.561,7377.086,,,92.9383337497711,17.3,11.0,4.9,10.4
AUS-2010,AUS,2010.0,26.792744,37.604309,35.602947,78.59275,6021.409,72.37024,11022.24,66.14607,5000.834,,,,,,,,,,,16.6,4.336,16.561,7377.086,,,92.9383337497711,17.3,11.0,4.9,10.4
AUS-2010,AUS,2010.0,26.792744,37.604309,35.602947,78.59275,6021.409,72.37024,11022.24,66.14607,5000.834,,,,,,,,,,,14.1,4.336,16.561,7377.086,,,92.9383337497711,17.3,11.0,4.9,10.4
AUS-2011,AUS,2011.0,25.922543,38.342072,35.735386,78.67326,6107.871,72.65694,11213.82,66.6507,5105.946,903.8483333333334,250.37,1908.826,402.03566666666666,63.4,,,,,,,4.624,17.015,7767.754,16.805,20.852,92.9383337497711,16.8,10.9,5.2,10.2
AUS-2012,AUS,2012.0,23.563389,41.282364,35.154247,78.136,6163.553,72.34558,11350.8,66.57001,5187.249,,,,,,,0.129,0.107,0.335,0.14,,4.843,17.302,7962.334,,,92.9383337497711,17.7,11.5,5.7,10.0
AUS-2013,AUS,2013.0,24.28443,39.539928,36.17564,77.5471,6200.635,71.97044,11456.71,66.41943,5256.074,,,,,,,,,,,13.0,5.42,17.247,7999.652,16.999,21.81,92.9383337497711,17.5,11.5,5.8,9.9
AUS-2013,AUS,2013.0,24.28443,39.539928,36.17564,77.5471,6200.635,71.97044,11456.71,66.41943,5256.074,,,,,,,,,,,14.7,5.42,17.247,7999.652,16.999,21.81,92.9383337497711,17.5,11.5,5.8,9.9
AUS-2013,AUS,2013.0,24.28443,39.539928,36.17564,77.5471,6200.635,71.97044,11456.71,66.41943,5256.074,,,,,,,,,,,11.3,5.42,17.247,7999.652,16.999,21.81,92.9383337497711,17.5,11.5,5.8,9.9
AUS-2014,AUS,2014.0,22.895836,41.901855,35.202309,77.07588,6231.923,71.56635,11540.16,66.09975,5308.238,1052.974333333333,277.5973333333333,2286.289,504.5516666666667,63.4,,0.13,0.102,0.257,0.128,,5.999,17.78,8302.617,,,92.9383337497711,19.5,12.6,6.1,9.7
AUS-2015,AUS,2015.0,20.980896,42.888756,36.130348,77.54211,6327.085,72.15796,11766.27,66.83152,5439.183,,,,,,,,,,,,6.193,18.148,8584.749,18.003,23.496,92.9383337497711,20.3,13.2,6.4,9.8
AUS-2016,AUS,2016.0,20.067352,43.7439,36.188747,77.53751,6403.67,72.43109,11972.94,67.39303,5569.272,,,,,,,0.125,0.094,0.232,0.121,12.4,6.361,17.408,8298.928,,,92.9383337497711,18.6,12.2,6.1,9.5
AUS-2016,AUS,2016.0,20.067352,43.7439,36.188747,77.53751,6403.67,72.43109,11972.94,67.39303,5569.272,,,,,,,0.125,0.094,0.232,0.121,14.0,6.361,17.408,8298.928,,,92.9383337497711,18.6,12.2,6.1,9.5
AUS-2016,AUS,2016.0,20.067352,43.7439,36.188747,77.53751,6403.67,72.43109,11972.94,67.39303,5569.272,,,,,,,0.125,0.094,0.232,0.121,10.8,6.361,17.408,8298.928,,,92.9383337497711,18.6,12.2,6.1,9.5
AUS-2017,AUS,2017.0,19.012659,45.355675,35.631668,77.8998,6531.185,72.98743,12250.53,68.14191,5719.346,1193.372,286.8756666666667,2542.755,535.1313333333334,65.2,47.6,,,,,,6.565,16.71,8063.4,16.624,22.48,92.9383337497711,20.6,13.6,6.8,9.5
AUS-2018,AUS,2018.0,18.108641,45.727478,36.163879,78.36392,6684.638,73.75635,12579.64,69.20706,5894.999,,,,,,,0.133,0.096,0.237,0.124,,,,,,,92.9383337497711,20.1,13.0,6.1,
AUS-2019,AUS,2019.0,17.132658,47.129978,35.737366,78.69572,6817.666,74.30949,12867.96,69.97407,6050.292,,,,,,,,,,,11.2,,,,,,92.9383337497711,20.4,13.3,6.4,
AUS-2019,AUS,2019.0,17.132658,47.129978,35.737366,78.69572,6817.666,74.30949,12867.96,69.97407,6050.292,,,,,,,,,,,12.4,,,,,,92.9383337497711,20.4,13.3,6.4,
AUS-2019,AUS,2019.0,17.132658,47.129978,35.737366,78.69572,6817.666,74.30949,12867.96,69.97407,6050.292,,,,,,,,,,,10.0,,,,,,92.9383337497711,20.4,13.3,6.4,
AUS-2020,AUS,2020.0,16.244976,49.337452,34.417572,76.83321,6696.031,72.6767,12663.48,68.56841,5967.45,,,,,,,0.133,0.101,0.226,0.126,,,,,,,92.9383337497711,19.2,12.4,5.9,
AUT-2004,AUT,2004.0,23.66626,24.783438,51.550304,73.325,2050.0,66.525,3732.0,59.75,1682.0,,,,,,,,,,,,1.992,26.329,12083.068,,,,29.9,17.3,7.7,12.1
AUT-2005,AUT,2005.0,23.055067,24.639351,52.305584,73.75,2046.1,67.4,3747.425,61.1,1701.375,,,,,,,,,,,,1.979,25.952,12094.734,21.073,22.559,,28.2,16.8,7.7,12.2
AUT-2006,AUT,2006.0,19.871609,25.356432,54.771961,74.95,2084.975,68.575,3825.975,62.225,1740.975,928.636,234.73233333333332,1822.2405,319.52466666666663,,47.7,,,,,23.2,1.976,25.665,12310.184,,,,26.0,15.2,6.4,12.5
AUT-2006,AUT,2006.0,19.871609,25.356432,54.771961,74.95,2084.975,68.575,3825.975,62.225,1740.975,928.636,234.73233333333332,1822.2405,319.52466666666663,,47.7,,,,,27.3,1.976,25.665,12310.184,,,,26.0,15.2,6.4,12.5
AUT-2006,AUT,2006.0,19.871609,25.356432,54.771961,74.95,2084.975,68.575,3825.975,62.225,1740.975,928.636,234.73233333333332,1822.2405,319.52466666666663,,47.7,,,,,19.4,1.976,25.665,12310.184,,,,26.0,15.2,6.4,12.5
AUT-2007,AUT,2007.0,20.062889,25.092672,54.844437,76.325,2138.025,69.875,3923.575,63.475,1785.575,,,,,,,0.097,0.088,0.133,0.097,,2.043,25.086,12440.156,20.55,22.092,,25.2,15.1,6.8,12.5
AUT-2008,AUT,2008.0,19.120087,26.191858,54.688057,76.85,2163.525,70.825,3994.0,64.825,1830.525,,,,,,,0.098,0.083,0.127,0.093,,2.122,25.516,12797.534,,,,24.7,14.6,6.5,12.0
AUT-2009,AUT,2009.0,18.354979,26.895824,54.749195,75.525,2133.45,70.325,3982.1,65.2,1848.675,,,,,,,0.11,0.086,0.116,0.096,,2.21,27.467,13225.518,22.674,24.402,,24.6,14.6,6.5,11.8
AUT-2010,AUT,2010.0,17.647495,27.743721,54.608784,75.975,2147.95,70.775,4016.625,65.65,1868.7,,,,,,,0.1,0.079,0.113,0.089,,2.167,27.563,13484.027,,,90.1502728462219,24.2,14.4,6.3,12.1
AUT-2011,AUT,2011.0,17.636829,27.956152,54.407017,76.225,2162.325,71.1,4052.425,66.075,1890.1,,,,,,,0.092,0.087,0.108,0.091,,2.16,26.744,13421.883,22.054,23.643,90.1502728462219,24.2,14.6,6.7,11.9
AUT-2012,AUT,2012.0,17.08353,28.739943,54.176529,76.225,2171.325,71.425,4084.4,66.625,1913.125,,,,,,,0.104,0.089,0.113,0.096,,2.157,27.11,13636.438,,,90.1502728462219,24.0,14.2,6.0,12.1
AUT-2013,AUT,2013.0,17.028002,29.738844,53.233154,76.0,2180.2,71.4,4104.55,66.85,1924.325,,,,,,,0.104,0.084,0.099,0.09,,2.211,27.517,13761.584,22.454,24.175,90.1502728462219,23.3,14.2,6.7,11.9
AUT-2014,AUT,2014.0,16.143999,29.904896,53.951103,75.25,2175.2,71.075,4112.675,66.925,1937.475,1225.788,316.3103333333333,2434.3500000000004,430.4453333333333,,46.7,0.108,0.087,0.09,0.091,24.3,2.193,27.731,13851.207,,,90.1502728462219,23.5,14.3,6.6,12.2
AUT-2014,AUT,2014.0,16.143999,29.904896,53.951103,75.25,2175.2,71.075,4112.675,66.925,1937.475,1225.788,316.3103333333333,2434.3500000000004,430.4453333333333,,46.7,0.108,0.087,0.09,0.091,26.5,2.193,27.731,13851.207,,,90.1502728462219,23.5,14.3,6.6,12.2
AUT-2014,AUT,2014.0,16.143999,29.904896,53.951103,75.25,2175.2,71.075,4112.675,66.925,1937.475,1225.788,316.3103333333333,2434.3500000000004,430.4453333333333,,46.7,0.108,0.087,0.09,0.091,22.1,2.193,27.731,13851.207,,,90.1502728462219,23.5,14.3,6.6,12.2
AUT-2015,AUT,2015.0,15.351305,30.550726,54.097969,75.15,2194.125,71.1,4148.275,67.1,1954.125,,,,,,,0.096,0.087,0.078,0.087,,2.227,27.735,13855.019,22.57,24.3,90.1502728462219,22.3,13.4,5.9,11.2
AUT-2016,AUT,2016.0,15.471591,31.383963,53.144444,75.425,2234.4,71.55,4220.175,67.65,1985.775,,,,,,,0.115,0.095,0.088,0.098,,2.192,27.718,13931.845,,,90.1502728462219,20.8,12.7,6.0,11.4
AUT-2017,AUT,2017.0,15.037577,32.39439,52.568035,76.15,2254.35,72.2,4260.1,68.175,2005.75,,,,,,,0.115,0.088,0.097,0.094,,2.206,27.263,13991.987,22.531,24.26,90.1502728462219,21.8,12.8,5.2,11.3
AUT-2018,AUT,2018.0,14.702526,32.711426,52.586048,77.475,2295.525,73.025,4319.0,68.625,2023.5,,,,,,,0.096,0.092,0.1,0.094,,,26.914,,,,90.1502728462219,21.4,12.5,5.1,11.3
AUT-2019,AUT,2019.0,14.435863,33.773777,51.790359,77.95,2312.9,73.525,4354.65,69.15,2041.75,1435.2003333333334,342.3196666666667,2817.2445,476.2960000000001,,51.1,0.13,0.091,0.101,0.1,20.6,,26.945,,,,90.1502728462219,19.2,11.4,4.8,11.6
AUT-2019,AUT,2019.0,14.435863,33.773777,51.790359,77.95,2312.9,73.525,4354.65,69.15,2041.75,1435.2003333333334,342.3196666666667,2817.2445,476.2960000000001,,51.1,0.13,0.091,0.101,0.1,23.5,,26.945,,,,90.1502728462219,19.2,11.4,4.8,11.6
AUT-2019,AUT,2019.0,14.435863,33.773777,51.790359,77.95,2312.9,73.525,4354.65,69.15,2041.75,1435.2003333333334,342.3196666666667,2817.2445,476.2960000000001,,51.1,0.13,0.091,0.101,0.1,17.8,,26.945,,,,90.1502728462219,19.2,11.4,4.8,11.6
AUT-2020,AUT,2020.0,14.341329,34.205894,51.452774,76.05,2277.45,71.725,4296.8,67.425,2019.375,,,,,,,,,,,,,,,,,90.1502728462219,18.2,10.8,4.6,11.3
BEL-1991,BEL,1991.0,56.83075,19.620007,23.549244,,2207.0,,3735.0,,1528.0,,,,,,,,,,,,1.546,25.335,8527.694,,,,29.4,18.6,10.4,11.4
BEL-1992,BEL,1992.0,54.736912,20.226023,25.037067,,2188.7,,3723.7,,1535.0,,,,,,,,,,,,1.922,24.346,8286.208,,,,29.3,19.2,11.1,11.7
BEL-1994,BEL,1994.0,50.637184,22.345255,27.017561,,2153.7,,3687.0,,1533.4,,,,,,,,,,,,2.27,24.801,8570.798,,,,34.3,21.5,11.4,11.1
BEL-1995,BEL,1995.0,46.545418,24.604177,28.850407,,2158.8,,3715.0,,1556.9,,,,,,,,,,,,2.083,25.304,8934.611,21.936,23.563,,33.6,21.6,11.5,11.0
BEL-2000,BEL,2000.0,41.47678,27.084993,31.438227,69.45,2367.575,60.525,4092.65,51.475,1725.1,,,,,,,,,,,,1.686,23.654,9510.458,,,,31.8,20.9,11.7,11.2
BEL-2001,BEL,2001.0,40.536442,27.626753,31.836805,68.8,2346.725,59.95,4055.55,50.95,1708.825,631.502,,1206.182,205.9523333333333,,44.5,,,,,24.1,1.899,24.121,9770.68,19.738,21.195,,32.6,21.0,10.8,11.0
BEL-2001,BEL,2001.0,40.536442,27.626753,31.836805,68.8,2346.725,59.95,4055.55,50.95,1708.825,631.502,,1206.182,205.9523333333333,,44.5,,,,,28.6,1.899,24.121,9770.68,19.738,21.195,,32.6,21.0,10.8,11.0
BEL-2001,BEL,2001.0,40.536442,27.626753,31.836805,68.8,2346.725,59.95,4055.55,50.95,1708.825,631.502,,1206.182,205.9523333333333,,44.5,,,,,19.9,1.899,24.121,9770.68,19.738,21.195,,32.6,21.0,10.8,11.0
BEL-2002,BEL,2002.0,39.196617,28.134819,32.668564,68.25,2339.175,59.9,4069.825,51.4,1730.675,,,,,,,,,,,,2.013,24.502,10049.672,,,,30.6,20.0,10.8,11.3
BEL-2003,BEL,2003.0,37.952141,29.031809,33.016048,67.25,2316.95,59.6,4070.375,51.825,1753.425,,,,,,,,,,,,2.487,25.65,10585.438,21.281,23.301,,31.4,20.1,10.4,11.3
BEL-2004,BEL,2004.0,35.708241,30.40086,33.8909,67.875,2354.175,60.35,4138.95,52.65,1784.8,799.393,212.38066666666663,1547.766,265.7846666666666,,44.1,,,,,23.7,2.477,25.444,10828.741,,,,29.0,18.8,9.8,12.1
BEL-2004,BEL,2004.0,35.708241,30.40086,33.8909,67.875,2354.175,60.35,4138.95,52.65,1784.8,799.393,212.38066666666663,1547.766,265.7846666666666,,44.1,,,,,28.0,2.477,25.444,10828.741,,,,29.0,18.8,9.8,12.1
BEL-2004,BEL,2004.0,35.708241,30.40086,33.8909,67.875,2354.175,60.35,4138.95,52.65,1784.8,799.393,212.38066666666663,1547.766,265.7846666666666,,44.1,,,,,19.7,2.477,25.444,10828.741,,,,29.0,18.8,9.8,12.1
BEL-2005,BEL,2005.0,33.903755,31.045088,35.051159,68.25,2386.85,61.075,4235.425,53.8,1848.55,,,,,,,,,,,,2.406,25.311,10961.024,21.071,23.033,,29.3,19.1,10.0,12.2
BEL-2006,BEL,2006.0,33.057926,31.754845,35.187229,67.925,2391.65,61.0,4263.975,53.975,1872.325,,,,,,,,,,,,2.39,25.238,11134.942,,,,27.2,18.1,9.8,10.9
BEL-2007,BEL,2007.0,32.046577,32.094864,35.858559,68.7,2443.275,62.025,4379.675,55.3,1936.425,,,,,,,,,,,,2.136,24.984,11344.214,20.968,22.731,,25.6,17.1,9.6,10.3
BEL-2008,BEL,2008.0,30.423817,32.310043,37.26614,68.575,2460.675,62.4,4445.875,56.15,1985.175,923.357,242.45166666666668,1777.3404999999998,294.87,,47.5,,,,,20.5,2.079,26.466,11976.39,,,,27.9,18.3,9.8,10.5
BEL-2008,BEL,2008.0,30.423817,32.310043,37.26614,68.575,2460.675,62.4,4445.875,56.15,1985.175,923.357,242.45166666666668,1777.3404999999998,294.87,,47.5,,,,,23.6,2.079,26.466,11976.39,,,,27.9,18.3,9.8,10.5
BEL-2008,BEL,2008.0,30.423817,32.310043,37.26614,68.575,2460.675,62.4,4445.875,56.15,1985.175,923.357,242.45166666666668,1777.3404999999998,294.87,,47.5,,,,,17.7,2.079,26.466,11976.39,,,,27.9,18.3,9.8,10.5
BEL-2009,BEL,2009.0,29.427107,33.397053,37.175842,67.15,2429.325,61.6,4420.7,55.975,1991.375,,,,,,,,,,,,2.221,28.761,12650.094,24.642,26.469,,27.6,18.3,9.8,10.1
BEL-2010,BEL,2010.0,29.500488,34.989502,35.51001,67.45,2457.775,62.025,4488.725,56.525,2030.925,,,,,,,,,,,,1.933,28.448,12753.099,,,90.1919364929199,27.4,18.2,9.9,10.3
BEL-2011,BEL,2011.0,28.733294,34.612984,36.653725,67.1,2461.95,61.925,4509.275,56.675,2047.35,,,,,,,,,,,,2.027,28.893,13002.645,24.844,26.522,90.1919364929199,27.7,18.6,10.5,10.1
BEL-2012,BEL,2012.0,28.356371,35.316551,36.32708,66.9,2466.075,61.825,4523.9,56.775,2057.825,,,,,,,,,,,,2.016,28.804,12977.034,,,90.1919364929199,27.4,17.9,9.3,10.1
BEL-2013,BEL,2013.0,27.241648,35.535332,37.223022,66.35,2450.5,61.8,4530.3,57.175,2079.8,1153.742,295.6366666666667,2220.639,360.0173333333333,,48.1,,,,,18.9,1.858,29.198,13153.542,25.234,26.78,90.1919364929199,24.8,16.6,9.1,10.3
BEL-2013,BEL,2013.0,27.241648,35.535332,37.223022,66.35,2450.5,61.8,4530.3,57.175,2079.8,1153.742,295.6366666666667,2220.639,360.0173333333333,,48.1,,,,,21.6,1.858,29.198,13153.542,25.234,26.78,90.1919364929199,24.8,16.6,9.1,10.3
BEL-2013,BEL,2013.0,27.241648,35.535332,37.223022,66.35,2450.5,61.8,4530.3,57.175,2079.8,1153.742,295.6366666666667,2220.639,360.0173333333333,,48.1,,,,,16.4,1.858,29.198,13153.542,25.234,26.78,90.1919364929199,24.8,16.6,9.1,10.3
BEL-2014,BEL,2014.0,26.44935,36.855022,36.695625,65.825,2435.3,61.9,4543.55,57.95,2108.225,1194.4703333333334,301.4266666666667,2295.3195,369.0756666666666,51.0,,,,,,,1.793,29.105,13258.903,,,90.1919364929199,24.3,16.5,9.4,10.6
BEL-2015,BEL,2015.0,25.322903,36.857422,37.819675,65.5,2433.5,61.8,4551.625,58.025,2118.125,,,,,,,,,,,,1.886,29.517,13640.871,25.627,27.194,90.1919364929199,23.6,16.2,9.2,10.4
BEL-2016,BEL,2016.0,24.905834,37.503956,37.59021,66.425,2465.4,62.3,4586.425,58.1,2121.05,,,,,,,,,,,,1.907,28.845,13459.599,,,90.1919364929199,24.3,16.3,9.1,9.4
