LocationTime,LOCATION,TIME,Edu_val_BUPPSRY,Edu_val_TRY,Edu_val_UPPSRY,employment_val_MEN_PC_WKGPOP,employment_val_MEN_THND_PER,employment_val_TOT_PC_WKGPOP,employment_val_TOT_THND_PER,employment_val_WOMEN_PC_WKGPOP,employment_val_WOMEN_THND_PER,hSpend_val_COMPULSORY,hSpend_val_OOPEXP,hSpend_val_TOT,hSpend_val_VOLUNTARY,obesity_val_MEASURED,obesity_val_SELFREPORTED,Poverty_Value_0_17,Poverty_Value_18_65,Poverty_Value_66MORE,Poverty_Value_TOT,smoking_val,Value_PRIV_PC_GDP,Value_PUB_PC_GDP,Value_PUB_USD_CAP,Value_PUBNET_PC_GDP,Value_TOTNET_PC_GDP,Social_spt_val,Suicide_val_MEN,Suicide_val_TOT,Suicide_val_WOMEN,Alcohol_val
KOR-1994-Q3,KOR,1994.0,,,,,11849.84,,19888.07,,8037.647,,,,,,,,,,,,,,,,,,,,,
KOR-1994-Q4,KOR,1994.0,,,,,11912.63,,19983.9,,8079.083,,,,,,,,,,,,,,,,,,,,,
KOR-1995-01,KOR,1995.0,,,,,12049.68,,20262.37,,8237.325,,,,,,,,,,,,,,,,,,,,,
KOR-1995-02,KOR,1995.0,,,,,12110.15,,20438.25,,8276.801,,,,,,,,,,,,,,,,,,,,,
KOR-1995-03,KOR,1995.0,,,,,12105.62,,20265.12,,8163.614,,,,,,,,,,,,,,,,,,,,,
KOR-1995-04,KOR,1995.0,,,,,12104.78,,20257.82,,8162.183,,,,,,,,,,,,,,,,,,,,,
KOR-1995-05,KOR,1995.0,,,,,12123.38,,20321.56,,8190.085,,,,,,,,,,,,,,,,,,,,,
KOR-1995-06,KOR,1995.0,,,,,12127.21,,20349.87,,8223.819,,,,,,,,,,,,,,,,,,,,,
KOR-1995-07,KOR,1995.0,,,,,12138.91,,20424.46,,8284.813,,,,,,,,,,,,,,,,,,,,,
KOR-1995-08,KOR,1995.0,,,,,12157.39,,20465.65,,8307.748,,,,,,,,,,,,,,,,,,,,,
KOR-1995-09,KOR,1995.0,,,,,12164.92,,20463.07,,8300.716,,,,,,,,,,,,,,,,,,,,,
KOR-1995-10,KOR,1995.0,,,,,12200.48,,20547.7,,8360.748,,,,,,,,,,,,,,,,,,,,,
KOR-1995-11,KOR,1995.0,,,,,12222.6,,20589.38,,8366.219,,,,,,,,,,,,,,,,,,,,,
KOR-1995-12,KOR,1995.0,,,,,12239.09,,20581.81,,8347.781,,,,,,,,,,,,,,,,,,,,,
KOR-1995-Q1,KOR,1995.0,,,,,12088.48,,20321.91,,8225.913,,,,,,,,,,,,,,,,,,,,,
KOR-1995-Q2,KOR,1995.0,,,,,12118.46,,20309.75,,8192.029,,,,,,,,,,,,,,,,,,,,,
KOR-1995-Q3,KOR,1995.0,,,,,12153.74,,20451.06,,8297.759,,,,,,,,,,,,,,,,,,,,,
KOR-1995-Q4,KOR,1995.0,,,,,12220.72,,20572.96,,8358.249,,,,,,,,,,,,,,,,,,,,,
KOR-1996,KOR,1996.0,,,,,12351.42,,20853.08,,8501.583,,,,,,,,,,,,2.174,3.144,599.556,,,,23.0,15.2,9.0,9.1
KOR-1996-01,KOR,1996.0,,,,,12283.65,,20644.51,,8379.086,,,,,,,,,,,,,,,,,,,,,
KOR-1996-02,KOR,1996.0,,,,,12307.23,,20822.78,,8467.761,,,,,,,,,,,,,,,,,,,,,
KOR-1996-03,KOR,1996.0,,,,,12278.02,,20619.59,,8346.909,,,,,,,,,,,,,,,,,,,,,
KOR-1996-04,KOR,1996.0,,,,,12316.12,,20704.52,,8395.249,,,,,,,,,,,,,,,,,,,,,
KOR-1996-05,KOR,1996.0,,,,,12331.1,,20762.92,,8429.933,,,,,,,,,,,,,,,,,,,,,
KOR-1996-06,KOR,1996.0,,,,,12351.72,,20791.62,,8442.739,,,,,,,,,,,,,,,,,,,,,
KOR-1996-07,KOR,1996.0,,,,,12373.58,,20855.86,,8481.952,,,,,,,,,,,,,,,,,,,,,
KOR-1996-08,KOR,1996.0,,,,,12380.02,,20885.46,,8504.26,,,,,,,,,,,,,,,,,,,,,
KOR-1996-09,KOR,1996.0,,,,,12384.64,,20954.88,,8569.504,,,,,,,,,,,,,,,,,,,,,
KOR-1996-10,KOR,1996.0,,,,,12370.29,,20956.84,,8591.57,,,,,,,,,,,,,,,,,,,,,
KOR-1996-11,KOR,1996.0,,,,,12369.98,,21060.62,,8683.265,,,,,,,,,,,,,,,,,,,,,
KOR-1996-12,KOR,1996.0,,,,,12429.33,,21133.21,,8716.002,,,,,,,,,,,,,,,,,,,,,
KOR-1996-Q1,KOR,1996.0,,,,,12289.63,,20695.63,,8397.919,,,,,,,,,,,,,,,,,,,,,
KOR-1996-Q2,KOR,1996.0,,,,,12332.98,,20753.02,,8422.641,,,,,,,,,,,,,,,,,,,,,
KOR-1996-Q3,KOR,1996.0,,,,,12379.42,,20898.73,,8518.572,,,,,,,,,,,,,,,,,,,,,
KOR-1996-Q4,KOR,1996.0,,,,,12389.87,,21050.22,,8663.612,,,,,,,,,,,,,,,,,,,,,
KOR-1997-01,KOR,1997.0,,,,,12490.52,,21262.68,,8791.901,,,,,,,,,,,,,,,,,,,,,
KOR-1997-02,KOR,1997.0,,,,,12466.86,,21320.11,,8834.155,,,,,,,,,,,,,,,,,,,,,
KOR-1997-03,KOR,1997.0,,,,,12465.71,,21268.93,,8802.908,,,,,,,,,,,,,,,,,,,,,
KOR-1997-04,KOR,1997.0,,,,,12497.36,,21296.62,,8797.952,,,,,,,,,,,,,,,,,,,,,
KOR-1997-05,KOR,1997.0,,,,,12495.1,,21226.2,,8731.554,,,,,,,,,,,,,,,,,,,,,
KOR-1997-06,KOR,1997.0,,,,,12484.76,,21204.8,,8720.511,,,,,,,,,,,,,,,,,,,,,
KOR-1997-07,KOR,1997.0,,,,,12518.94,,21252.11,,8733.778,,,,,,,,,,,,,,,,,,,,,
KOR-1997-08,KOR,1997.0,,,,,12528.15,,21263.91,,8733.264,,,,,,,,,,,,,,,,,,,,,
KOR-1997-09,KOR,1997.0,,,,,12468.67,,21133.93,,8660.501,,,,,,,,,,,,,,,,,,,,,
KOR-1997-10,KOR,1997.0,,,,,12456.83,,21074.14,,8621.569,,,,,,,,,,,,,,,,,,,,,
KOR-1997-11,KOR,1997.0,,,,,12430.18,,21119.37,,8672.959,,,,,,,,,,,,,,,,,,,,,
KOR-1997-12,KOR,1997.0,,,,,12445.02,,21109.52,,8680.021,,,,,,,,,,,,,,,,,,,,,
KOR-1997-Q1,KOR,1997.0,,,,,12474.36,,21283.91,,8809.655,,,,,,,,,,,,,,,,,,,,,
KOR-1997-Q2,KOR,1997.0,,,,,12492.41,,21242.54,,8750.006,,,,,,,,,,,,,,,,,,,,,
KOR-1997-Q3,KOR,1997.0,,,,,12505.25,,21216.65,,8709.181,,,,,,,,,,,,,,,,,,,,,
KOR-1997-Q4,KOR,1997.0,,,,,12444.01,,21101.01,,8658.184,,,,,,,,,,,,,,,,,,,,,
KOR-1998-01,KOR,1998.0,,,,,12200.58,,20383.29,,8188.66,,,,,,,,,,,,,,,,,,,,,
KOR-1998-02,KOR,1998.0,,,,,12100.17,,20363.76,,8265.651,,,,,,,,,,,,,,,,,,,,,
KOR-1998-03,KOR,1998.0,,,,,12011.52,,20258.41,,8241.068,,,,,,,,,,,,,,,,,,,,,
KOR-1998-04,KOR,1998.0,,,,,11913.98,,20059.86,,8140.979,,,,,,,,,,,,,,,,,,,,,
KOR-1998-05,KOR,1998.0,,,,,11851.22,,19956.33,,8103.888,,,,,,,,,,,,,,,,,,,,,
KOR-1998-06,KOR,1998.0,,,,,11800.58,,19868.26,,8067.663,,,,,,,,,,,,,,,,,,,,,
KOR-1998-07,KOR,1998.0,,,,,11735.34,,19744.69,,8014.5,,,,,,,,,,,,,,,,,,,,,
KOR-1998-08,KOR,1998.0,,,,,11701.33,,19720.44,,8017.062,,,,,,,,,,,,,,,,,,,,,
KOR-1998-09,KOR,1998.0,,,,,11699.21,,19723.05,,8018.141,,,,,,,,,,,,,,,,,,,,,
KOR-1998-10,KOR,1998.0,,,,,11742.61,,19758.52,,8021.404,,,,,,,,,,,,,,,,,,,,,
KOR-1998-11,KOR,1998.0,,,,,11659.29,,19657.19,,7985.496,,,,,,,,,,,,,,,,,,,,,
KOR-1998-12,KOR,1998.0,,,,,11759.5,,19794.7,,8049.078,,,,,,,,,,,,,,,,,,,,,
KOR-1998-Q1,KOR,1998.0,,,,,12104.09,,20335.15,,8231.794,,,,,,,,,,,,,,,,,,,,,
KOR-1998-Q2,KOR,1998.0,,,,,11855.26,,19961.48,,8104.176,,,,,,,,,,,,,,,,,,,,,
KOR-1998-Q3,KOR,1998.0,,,,,11711.96,,19729.39,,8016.568,,,,,,,,,,,,,,,,,,,,,
KOR-1998-Q4,KOR,1998.0,,,,,11720.47,,19736.8,,8018.66,,,,,,,,,,,,,,,,,,,,,
KOR-1999-01,KOR,1999.0,,,,,11660.92,,19700.74,,8035.041,,,,,,,,,,,,,,,,,,,,,
KOR-1999-02,KOR,1999.0,,,,,11626.15,,19655.91,,8062.757,,,,,,,,,,,,,,,,,,,,,
KOR-1999-03,KOR,1999.0,,,,,11731.18,,19867.9,,8124.205,,,,,,,,,,,,,,,,,,,,,
KOR-1999-04,KOR,1999.0,,,,,11792.79,,20016.85,,8210.614,,,,,,,,,,,,,,,,,,,,,
KOR-1999-05,KOR,1999.0,,,,,11839.5,,20115.88,,8269.515,,,,,,,,,,,,,,,,,,,,,
KOR-1999-06,KOR,1999.0,,,,71.25349,11965.0,59.5843,20309.0,48.1531,8344.0,,,,,,,,,,,,,,,,,,,,,
KOR-1999-07,KOR,1999.0,,,,71.21008,11966.0,59.5214,20301.0,48.06966,8335.0,,,,,,,,,,,,,,,,,,,,,
KOR-1999-08,KOR,1999.0,,,,71.78502,12091.0,60.02512,20525.0,48.50194,8434.0,,,,,,,,,,,,,,,,,,,,,
KOR-1999-09,KOR,1999.0,,,,72.55183,12228.0,60.66979,20799.0,49.06641,8570.0,,,,,,,,,,,,,,,,,,,,,
KOR-1999-10,KOR,1999.0,,,,72.64059,12262.0,60.80202,20890.0,49.23866,8628.0,,,,,,,,,,,,,,,,,,,,,
KOR-1999-11,KOR,1999.0,,,,72.82423,12304.0,60.93885,20943.0,49.3279,8638.0,,,,,,,,,,,,,,,,,,,,,
KOR-1999-12,KOR,1999.0,,,,72.84916,12281.0,60.99535,20905.0,49.40816,8624.0,,,,,,,,,,,,,,,,,,,,,
KOR-1999-Q1,KOR,1999.0,,,,,11672.75,,19741.52,,8074.001,,,,,,,,,,,,,,,,,,,,,
KOR-1999-Q2,KOR,1999.0,,,,,11865.76,,20147.24,,8274.71,,,,,,,,,,,,,,,,,,,,,
KOR-1999-Q3,KOR,1999.0,,,,71.84903,12095.0,60.07248,20541.67,48.54661,8446.333,,,,,,,,,,,,,,,,,,,,,
KOR-1999-Q4,KOR,1999.0,,,,72.77135,12282.33,60.91209,20912.67,49.32491,8630.0,,,,,,,,,,,,,,,,,,,,,
KOR-2000-01,KOR,2000.0,,,,72.77368,12231.3,60.9364,20791.9,49.38404,8560.6,,,,,,,,,,,,,,,,,,,,,
KOR-2000-02,KOR,2000.0,,,,72.77008,12210.7,61.07728,20843.9,49.66335,8633.2,,,,,,,,,,,,,,,,,,,,,
KOR-2000-03,KOR,2000.0,,,,73.06309,12306.5,61.18763,20954.1,49.58454,8647.6,,,,,,,,,,,,,,,,,,,,,
KOR-2000-04,KOR,2000.0,,,,72.97113,12317.6,61.18539,20990.4,49.66193,8672.8,,,,,,,,,,,,,,,,,,,,,
KOR-2000-05,KOR,2000.0,,,,73.13279,12382.1,61.40848,21117.6,49.93233,8735.5,,,,,,,,,,,,,,,,,,,,,
KOR-2000-06,KOR,2000.0,,,,73.08744,12380.9,61.50567,21170.6,50.15543,8789.7,,,,,,,,,,,,,,,,,,,,,
KOR-2000-07,KOR,2000.0,,,,73.51649,12463.5,61.8898,21315.3,50.48667,8851.8,,,,,,,,,,,,,,,,,,,,,
KOR-2000-08,KOR,2000.0,,,,73.50694,12502.7,61.86134,21375.8,50.43361,8873.1,,,,,,,,,,,,,,,,,,,,,
KOR-2000-09,KOR,2000.0,,,,73.4332,12497.6,61.7312,21357.7,50.26979,8860.1,,,,,,,,,,,,,,,,,,,,,
KOR-2000-10,KOR,2000.0,,,,73.61115,12536.9,61.95908,21446.5,50.53799,8909.6,,,,,,,,,,,,,,,,,,,,,
KOR-2000-11,KOR,2000.0,,,,73.38007,12502.2,61.79793,21376.1,50.44015,8873.9,,,,,,,,,,,,,,,,,,,,,
KOR-2000-12,KOR,2000.0,,,,73.18943,12473.1,61.62542,21308.1,50.27544,8835.0,,,,,,,,,,,,,,,,,,,,,
KOR-2000-Q1,KOR,2000.0,,,,72.86908,12249.5,61.06718,20863.3,49.54401,8613.8,,,,,,,,,,,,,,,,,,,,,
KOR-2000-Q2,KOR,2000.0,,,,73.06385,12360.2,61.36661,21092.87,49.91661,8732.667,,,,,,,,,,,,,,,,,,,,,
KOR-2000-Q3,KOR,2000.0,,,,73.48553,12487.93,61.82738,21349.6,50.39658,8861.667,,,,,,,,,,,,,,,,,,,,,
KOR-2000-Q4,KOR,2000.0,,,,73.3934,12504.07,61.79406,21376.9,50.41782,8872.833,,,,,,,,,,,,,,,,,,,,,
KOR-2001-01,KOR,2001.0,,,,72.3558,12303.2,61.20802,21105.0,50.29477,8801.8,,,,,,,,,,,,,,,,,,,,,
KOR-2001-02,KOR,2001.0,,,,72.41615,12299.7,61.16193,21087.3,50.1432,8787.6,,,,,,,,,,,,,,,,,,,,,
KOR-2001-03,KOR,2001.0,,,,72.50102,12342.6,61.41258,21216.4,50.5507,8873.8,,,,,,,,,,,,,,,,,,,,,
KOR-2001-04,KOR,2001.0,,,,73.64666,12576.5,62.25096,21570.7,51.08184,8994.2,,,,,,,,,,,,,,,,,,,,,
KOR-2001-05,KOR,2001.0,,,,73.89703,12636.5,62.4349,21658.3,51.19357,9021.9,,,,,,,,,,,,,,,,,,,,,
KOR-2001-06,KOR,2001.0,,,,73.98775,12671.3,62.39124,21667.8,51.0043,8996.6,,,,,,,,,,,,,,,,,,,,,
KOR-2001-07,KOR,2001.0,,,,74.03094,12693.3,62.44294,21707.2,51.05913,9013.9,,,,,,,,,,,,,,,,,,,,,
KOR-2001-08,KOR,2001.0,,,,74.13197,12739.1,62.49445,21782.0,51.06123,9042.9,,,,,,,,,,,,,,,,,,,,,
KOR-2001-09,KOR,2001.0,,,,74.11214,12744.6,62.59779,21840.6,51.3021,9095.9,,,,,,,,,,,,,,,,,,,,,
KOR-2001-10,KOR,2001.0,,,,74.09449,12746.6,62.58876,21852.8,51.29937,9106.2,,,,,,,,,,,,,,,,,,,,,
KOR-2001-11,KOR,2001.0,,,,74.14658,12765.4,62.75752,21919.1,51.57716,9153.7,,,,,,,,,,,,,,,,,,,,,
KOR-2001-12,KOR,2001.0,,,,74.17041,12773.0,62.72715,21922.5,51.49044,9149.5,,,,,,,,,,,,,,,,,,,,,
KOR-2001-Q1,KOR,2001.0,,,,72.42437,12315.17,61.26091,21136.23,50.32963,8821.066,,,,,,,,,,,,,,,,,,,,,
KOR-2001-Q2,KOR,2001.0,,,,73.84392,12628.1,62.35906,21632.27,51.09324,9004.233,,,,,,,,,,,,,,,,,,,,,
KOR-2001-Q3,KOR,2001.0,,,,74.0917,12725.67,62.51175,21776.6,51.1409,9050.9,,,,,,,,,,,,,,,,,,,,,
KOR-2001-Q4,KOR,2001.0,,,,74.13718,12761.67,62.69118,21898.13,51.45569,9136.467,,,,,,,,,,,,,,,,,,,,,
KOR-2002-01,KOR,2002.0,,,,74.5318,12841.6,63.00392,21988.0,51.67944,9146.4,,,,,,,,,,,,,,,,,,,,,
KOR-2002-02,KOR,2002.0,,,,74.77635,12883.6,63.27759,22107.1,51.97583,9223.5,,,,,,,,,,,,,,,,,,,,,
KOR-2002-03,KOR,2002.0,,,,74.63873,12872.2,63.19713,22088.6,51.95369,9216.4,,,,,,,,,,,,,,,,,,,,,
KOR-2002-04,KOR,2002.0,,,,74.99735,12965.8,63.53424,22237.3,52.26623,9271.6,,,,,,,,,,,,,,,,,,,,,
KOR-2002-05,KOR,2002.0,,,,74.89252,12957.5,63.41173,22200.6,52.12435,9243.1,,,,,,,,,,,,,,,,,,,,,
KOR-2002-06,KOR,2002.0,,,,75.00693,12990.3,63.52854,22256.8,52.23363,9266.4,,,,,,,,,,,,,,,,,,,,,
KOR-2002-07,KOR,2002.0,,,,75.25884,13049.3,63.52316,22280.4,51.97564,9231.1,,,,,,,,,,,,,,,,,,,,,
KOR-2002-08,KOR,2002.0,,,,75.04342,13022.1,63.50743,22287.9,52.15606,9265.8,,,,,,,,,,,,,,,,,,,,,
KOR-2002-09,KOR,2002.0,,,,75.35153,13075.5,63.64572,22364.7,52.13893,9289.3,,,,,,,,,,,,,,,,,,,,,
KOR-2002-10,KOR,2002.0,,,,75.13863,13049.1,63.49528,22326.1,52.04475,9277.0,,,,,,,,,,,,,,,,,,,,,
KOR-2002-11,KOR,2002.0,,,,75.10947,13048.0,63.31719,22262.3,51.72087,9214.3,,,,,,,,,,,,,,,,,,,,,
KOR-2002-12,KOR,2002.0,,,,75.286,13100.5,63.43394,22371.4,51.77495,9271.0,,,,,,,,,,,,,,,,,,,,,
KOR-2002-Q1,KOR,2002.0,,,,74.64901,12865.8,63.1596,22061.23,51.86972,9195.434,,,,,,,,,,,,,,,,,,,,,
KOR-2002-Q2,KOR,2002.0,,,,74.96561,12971.2,63.4915,22231.57,52.20807,9260.366,,,,,,,,,,,,,,,,,,,,,
KOR-2002-Q3,KOR,2002.0,,,,75.21791,13048.97,63.55878,22311.0,52.09024,9262.066,,,,,,,,,,,,,,,,,,,,,
KOR-2002-Q4,KOR,2002.0,,,,75.17809,13065.87,63.41546,22319.93,51.84681,9254.1,,,,,,,,,,,,,,,,,,,,,
KOR-2003-01,KOR,2003.0,,,,75.44463,13123.9,63.20579,22236.3,51.14688,9112.5,,,,,,,,,,,,,,,,,,,,,
KOR-2003-02,KOR,2003.0,,,,75.37814,13118.0,63.11307,22210.8,51.02415,9092.7,,,,,,,,,,,,,,,,,,,,,
KOR-2003-03,KOR,2003.0,,,,75.11687,13050.8,63.07974,22172.8,51.22136,9122.0,,,,,,,,,,,,,,,,,,,,,
KOR-2003-04,KOR,2003.0,,,,75.02088,13039.4,62.93544,22112.9,51.02211,9073.5,,,,,,,,,,,,,,,,,,,,,
KOR-2003-05,KOR,2003.0,,,,74.96133,13049.9,62.94015,22135.4,51.0841,9085.5,,,,,,,,,,,,,,,,,,,,,
KOR-2003-06,KOR,2003.0,,,,74.82329,13041.8,62.89352,22145.6,51.12307,9103.8,,,,,,,,,,,,,,,,,,,,,
KOR-2003-07,KOR,2003.0,,,,75.05582,13077.6,63.10115,22223.3,51.30568,9145.7,,,,,,,,,,,,,,,,,,,,,
KOR-2003-08,KOR,2003.0,,,,74.87904,13059.0,62.99886,22206.4,51.27563,9147.3,,,,,,,,,,,,,,,,,,,,,
KOR-2003-09,KOR,2003.0,,,,74.8271,13076.0,62.82382,22202.9,50.98952,9126.8,,,,,,,,,,,,,,,,,,,,,
KOR-2003-10,KOR,2003.0,,,,74.93816,13106.9,62.961,22265.0,51.15154,9158.2,,,,,,,,,,,,,,,,,,,,,
KOR-2003-11,KOR,2003.0,,,,75.10183,13141.2,63.04588,22311.2,51.16003,9170.1,,,,,,,,,,,,,,,,,,,,,
KOR-2003-12,KOR,2003.0,,,,75.38489,13204.1,63.32621,22444.8,51.43103,9240.7,,,,,,,,,,,,,,,,,,,,,
KOR-2003-Q1,KOR,2003.0,,,,75.31315,13097.57,63.13284,22206.63,51.13082,9109.066,,,,,,,,,,,,,,,,,,,,,
KOR-2003-Q2,KOR,2003.0,,,,74.93513,13043.7,62.92303,22131.3,51.07643,9087.6,,,,,,,,,,,,,,,,,,,,,
KOR-2003-Q3,KOR,2003.0,,,,74.92063,13070.87,62.97457,22210.87,51.1902,9139.934,,,,,,,,,,,,,,,,,,,,,
KOR-2003-Q4,KOR,2003.0,,,,75.14174,13150.73,63.1111,22340.33,51.24758,9189.667,,,,,,,,,,,,,,,,,,,,,
KOR-2004-01,KOR,2004.0,,,,75.5655,13276.3,63.82811,22636.5,52.23082,9360.2,,,,,,,,,,,,,,,,,,,,,
KOR-2004-02,KOR,2004.0,,,,75.61933,13311.7,64.01914,22764.9,52.55192,9453.2,,,,,,,,,,,,,,,,,,,,,
KOR-2004-03,KOR,2004.0,,,,75.67617,13326.2,63.92558,22753.1,52.30981,9426.9,,,,,,,,,,,,,,,,,,,,,
KOR-2004-04,KOR,2004.0,,,,75.34029,13269.8,63.80665,22676.7,52.40464,9406.9,,,,,,,,,,,,,,,,,,,,,
KOR-2004-05,KOR,2004.0,,,,75.09032,13218.8,63.57096,22553.6,52.18245,9334.8,,,,,,,,,,,,,,,,,,,,,
KOR-2004-06,KOR,2004.0,,,,75.35112,13271.7,63.74534,22633.9,52.26509,9362.1,,,,,,,,,,,,,,,,,,,,,
KOR-2004-07,KOR,2004.0,,,,74.97156,13203.9,63.61188,22576.8,52.3732,9372.9,,,,,,,,,,,,,,,,,,,,,
KOR-2004-08,KOR,2004.0,,,,74.79299,13186.8,63.33973,22516.8,52.00393,9330.0,,,,,,,,,,,,,,,,,,,,,
KOR-2004-09,KOR,2004.0,,,,75.32427,13290.2,63.9138,22759.3,52.62971,9469.2,,,,,,,,,,,,,,,,,,,,,
KOR-2004-10,KOR,2004.0,,,,75.4403,13321.5,63.82071,22756.1,52.32907,9434.6,,,,,,,,,,,,,,,,,,,,,
KOR-2004-11,KOR,2004.0,,,,75.26488,13293.7,63.70152,22708.9,52.26316,9415.2,,,,,,,,,,,,,,,,,,,,,
KOR-2004-12,KOR,2004.0,,,,75.41077,13346.5,63.92737,22868.8,52.57203,9522.3,,,,,,,,,,,,,,,,,,,,,
KOR-2004-Q1,KOR,2004.0,,,,75.62035,13304.73,63.9243,22718.17,52.36419,9413.434,,,,,,,,,,,,,,,,,,,,,
KOR-2004-Q2,KOR,2004.0,,,,75.2606,13253.43,63.70765,22621.4,52.28405,9367.934,,,,,,,,,,,,,,,,,,,,,
KOR-2004-Q3,KOR,2004.0,,,,75.02965,13226.97,63.62188,22617.63,52.33573,9390.7,,,,,,,,,,,,,,,,,,,,,
KOR-2004-Q4,KOR,2004.0,,,,75.37198,13320.57,63.81655,22777.93,52.38814,9457.366,,,,,,,,,,,,,,,,,,,,,
KOR-2005-01,KOR,2005.0,,,,75.21701,13321.9,63.69418,22765.8,52.29532,9443.9,,,,,,,,,,,,,,,,,,,,,
KOR-2005-02,KOR,2005.0,,,,75.1918,13336.2,63.69563,22796.8,52.31483,9460.6,,,,,,,,,,,,,,,,,,,,,
KOR-2005-03,KOR,2005.0,,,,75.30103,13358.7,63.87021,22864.0,52.55402,9505.2,,,,,,,,,,,,,,,,,,,,,
KOR-2005-04,KOR,2005.0,,,,75.29688,13349.6,63.72807,22794.4,52.27104,9444.8,,,,,,,,,,,,,,,,,,,,,
KOR-2005-05,KOR,2005.0,,,,75.26377,13342.3,63.81896,22810.6,52.48414,9468.3,,,,,,,,,,,,,,,,,,,,,
KOR-2005-06,KOR,2005.0,,,,75.16353,13345.3,63.71116,22804.1,52.3657,9458.8,,,,,,,,,,,,,,,,,,,,,
KOR-2005-07,KOR,2005.0,,,,75.00774,13294.0,63.72403,22778.4,52.54708,9484.4,,,,,,,,,,,,,,,,,,,,,
KOR-2005-08,KOR,2005.0,,,,74.80954,13273.6,63.7252,22763.0,52.73905,9489.4,,,,,,,,,,,,,,,,,,,,,
KOR-2005-09,KOR,2005.0,,,,74.60677,13265.4,63.6333,22810.4,52.76457,9545.0,,,,,,,,,,,,,,,,,,,,,
KOR-2005-10,KOR,2005.0,,,,74.73391,13303.7,63.72987,22871.5,52.82924,9567.8,,,,,,,,,,,,,,,,,,,,,
KOR-2005-11,KOR,2005.0,,,,74.9245,13346.1,63.89162,22951.2,52.95481,9605.1,,,,,,,,,,,,,,,,,,,,,
KOR-2005-12,KOR,2005.0,,,,74.69263,13339.7,63.75721,22965.6,52.91399,9626.0,,,,,,,,,,,,,,,,,,,,,
KOR-2005-Q1,KOR,2005.0,,,,75.23663,13338.93,63.75336,22808.87,52.38808,9469.9,,,,,,,,,,,,,,,,,,,,,
KOR-2005-Q2,KOR,2005.0,,,,75.24138,13345.73,63.75272,22803.03,52.37363,9457.3,,,,,,,,,,,,,,,,,,,,,
KOR-2005-Q3,KOR,2005.0,,,,74.80788,13277.67,63.69414,22783.93,52.68363,9506.267,,,,,,,,,,,,,,,,,,,,,
KOR-2005-Q4,KOR,2005.0,,,,74.78367,13329.83,63.79291,22929.43,52.89936,9599.634,,,,,,,,,,,,,,,,,,,,,
KOR-2006-01,KOR,2006.0,,,,74.77242,13367.9,64.0452,23090.1,53.40353,9722.2,,,,,,,,,,,,,,,,,,,,,
KOR-2006-02,KOR,2006.0,,,,74.74397,13389.3,63.95357,23092.9,53.23972,9703.5,,,,,,,,,,,,,,,,,,,,,
KOR-2006-03,KOR,2006.0,,,,75.0065,13462.4,64.02418,23129.5,53.11511,9667.1,,,,,,,,,,,,,,,,,,,,,
KOR-2006-04,KOR,2006.0,,,,74.91218,13451.0,64.03693,23121.5,53.22369,9670.5,,,,,,,,,,,,,,,,,,,,,
KOR-2006-05,KOR,2006.0,,,,74.87804,13470.8,64.04972,23151.9,53.27419,9681.1,,,,,,,,,,,,,,,,,,,,,
KOR-2006-06,KOR,2006.0,,,,74.72256,13461.3,63.96114,23155.2,53.2454,9693.9,,,,,,,,,,,,,,,,,,,,,
KOR-2006-07,KOR,2006.0,,,,74.8026,13483.7,63.92249,23152.5,53.08358,9668.8,,,,,,,,,,,,,,,,,,,,,
KOR-2006-08,KOR,2006.0,,,,74.88557,13523.6,63.92781,23185.9,53.00418,9662.3,,,,,,,,,,,,,,,,,,,,,
KOR-2006-09,KOR,2006.0,,,,74.77394,13518.8,63.90642,23201.0,53.07706,9682.2,,,,,,,,,,,,,,,,,,,,,
KOR-2006-10,KOR,2006.0,,,,74.63963,13520.3,63.8714,23258.3,53.13853,9738.0,,,,,,,,,,,,,,,,,,,,,
KOR-2006-11,KOR,2006.0,,,,74.69347,13547.4,63.97821,23328.6,53.29855,9781.2,,,,,,,,,,,,,,,,,,,,,
KOR-2006-12,KOR,2006.0,,,,74.71513,13572.5,64.01382,23386.4,53.34402,9814.0,,,,,,,,,,,,,,,,,,,,,
KOR-2006-Q1,KOR,2006.0,,,,74.84103,13406.53,64.00765,23104.17,53.25276,9697.6,,,,,,,,,,,,,,,,,,,,,
KOR-2006-Q2,KOR,2006.0,,,,74.83752,13461.03,64.01591,23142.87,53.24776,9681.833,,,,,,,,,,,,,,,,,,,,,
KOR-2006-Q3,KOR,2006.0,,,,74.8207,13508.7,63.9189,23179.8,53.05494,9671.1,,,,,,,,,,,,,,,,,,,,,
KOR-2006-Q4,KOR,2006.0,,,,74.68276,13546.73,63.95451,23324.43,53.26041,9777.733,,,,,,,,,,,,,,,,,,,,,
KOR-2007-01,KOR,2007.0,,,,74.78717,13612.2,64.12144,23475.3,53.48482,9863.1,,,,,,,,,,,,,,,,,,,,,
KOR-2007-02,KOR,2007.0,,,,74.80463,13638.0,64.08685,23487.5,53.39038,9849.5,,,,,,,,,,,,,,,,,,,,,
KOR-2007-03,KOR,2007.0,,,,75.00389,13685.0,64.23687,23517.1,53.48654,9832.2,,,,,,,,,,,,,,,,,,,,,
KOR-2007-04,KOR,2007.0,,,,74.93523,13674.3,64.16116,23501.3,53.39724,9826.9,,,,,,,,,,,,,,,,,,,,,
