LocationTime,LOCATION,INDICATOR,SUBJECT,TIME,Value
CAN-2007,CAN,SUICIDE,WOMEN,2007,5.1
CAN-2008,CAN,SUICIDE,WOMEN,2008,5.3
CAN-2009,CAN,SUICIDE,WOMEN,2009,5.1
CAN-2010,CAN,SUICIDE,WOMEN,2010,5.5
CAN-2011,CAN,SUICIDE,WOMEN,2011,5.4
CAN-2012,CAN,SUICIDE,WOMEN,2012,5.3
CAN-2013,CAN,SUICIDE,WOMEN,2013,5.6
CAN-2014,CAN,SUICIDE,WOMEN,2014,6.0
CAN-2015,CAN,SUICIDE,WOMEN,2015,6.2
CAN-2016,CAN,SUICIDE,WOMEN,2016,5.6
CAN-2017,CAN,SUICIDE,WOMEN,2017,5.5
CAN-2018,CAN,SUICIDE,WOMEN,2018,4.9
CAN-2019,CAN,SUICIDE,WOMEN,2019,5.0
CZE-1990,CZE,SUICIDE,MEN,1990,36.8
CZE-1991,CZE,SUICIDE,MEN,1991,34.2
CZE-1992,CZE,SUICIDE,MEN,1992,36.0
CZE-1993,CZE,SUICIDE,MEN,1993,33.8
CZE-1994,CZE,SUICIDE,MEN,1994,32.0
CZE-1995,CZE,SUICIDE,MEN,1995,29.6
CZE-1996,CZE,SUICIDE,MEN,1996,28.1
CZE-1997,CZE,SUICIDE,MEN,1997,29.4
CZE-1998,CZE,SUICIDE,MEN,1998,28.0
CZE-1999,CZE,SUICIDE,MEN,1999,29.2
CZE-2000,CZE,SUICIDE,MEN,2000,28.3
CZE-2001,CZE,SUICIDE,MEN,2001,28.5
CZE-2002,CZE,SUICIDE,MEN,2002,26.6
CZE-2003,CZE,SUICIDE,MEN,2003,30.1
CZE-2004,CZE,SUICIDE,MEN,2004,27.3
CZE-2005,CZE,SUICIDE,MEN,2005,26.6
CZE-2006,CZE,SUICIDE,MEN,2006,23.7
CZE-2007,CZE,SUICIDE,MEN,2007,23.1
CZE-2008,CZE,SUICIDE,MEN,2008,22.9
CZE-2009,CZE,SUICIDE,MEN,2009,24.5
CZE-2010,CZE,SUICIDE,MEN,2010,24.6
CZE-2011,CZE,SUICIDE,MEN,2011,26.0
CZE-2012,CZE,SUICIDE,MEN,2012,26.8
CZE-2013,CZE,SUICIDE,MEN,2013,25.3
CZE-2014,CZE,SUICIDE,MEN,2014,23.3
CZE-2015,CZE,SUICIDE,MEN,2015,21.8
CZE-2016,CZE,SUICIDE,MEN,2016,20.5
CZE-2017,CZE,SUICIDE,MEN,2017,21.3
CZE-2018,CZE,SUICIDE,MEN,2018,21.1
CZE-2019,CZE,SUICIDE,MEN,2019,17.9
CZE-2020,CZE,SUICIDE,MEN,2020,19.2
CZE-1990,CZE,SUICIDE,WOMEN,1990,11.5
CZE-1991,CZE,SUICIDE,WOMEN,1991,10.4
CZE-1992,CZE,SUICIDE,WOMEN,1992,10.1
CZE-1993,CZE,SUICIDE,WOMEN,1993,10.1
CZE-1994,CZE,SUICIDE,WOMEN,1994,10.4
CZE-1995,CZE,SUICIDE,WOMEN,1995,8.9
CZE-1996,CZE,SUICIDE,WOMEN,1996,7.0
CZE-1997,CZE,SUICIDE,WOMEN,1997,6.9
CZE-1998,CZE,SUICIDE,WOMEN,1998,6.7
CZE-1999,CZE,SUICIDE,WOMEN,1999,6.3
CZE-2000,CZE,SUICIDE,WOMEN,2000,6.6
CZE-2001,CZE,SUICIDE,WOMEN,2001,6.1
CZE-2002,CZE,SUICIDE,WOMEN,2002,6.1
CZE-2003,CZE,SUICIDE,WOMEN,2003,6.6
CZE-2004,CZE,SUICIDE,WOMEN,2004,5.4
CZE-2005,CZE,SUICIDE,WOMEN,2005,5.4
CZE-2006,CZE,SUICIDE,WOMEN,2006,4.7
CZE-2007,CZE,SUICIDE,WOMEN,2007,4.2
CZE-2008,CZE,SUICIDE,WOMEN,2008,4.6
CZE-2009,CZE,SUICIDE,WOMEN,2009,4.2
CZE-2010,CZE,SUICIDE,WOMEN,2010,4.6
CZE-2011,CZE,SUICIDE,WOMEN,2011,4.5
CZE-2012,CZE,SUICIDE,WOMEN,2012,4.9
CZE-2013,CZE,SUICIDE,WOMEN,2013,5.0
CZE-2014,CZE,SUICIDE,WOMEN,2014,5.1
CZE-2015,CZE,SUICIDE,WOMEN,2015,4.6
CZE-2016,CZE,SUICIDE,WOMEN,2016,4.6
CZE-2017,CZE,SUICIDE,WOMEN,2017,5.1
CZE-2018,CZE,SUICIDE,WOMEN,2018,4.4
CZE-2019,CZE,SUICIDE,WOMEN,2019,4.2
CZE-2020,CZE,SUICIDE,WOMEN,2020,3.7
DNK-1990,DNK,SUICIDE,MEN,1990,34.6
DNK-1991,DNK,SUICIDE,MEN,1991,32.2
DNK-1992,DNK,SUICIDE,MEN,1992,31.5
DNK-1993,DNK,SUICIDE,MEN,1993,31.3
DNK-1994,DNK,SUICIDE,MEN,1994,28.3
DNK-1995,DNK,SUICIDE,MEN,1995,26.1
DNK-1996,DNK,SUICIDE,MEN,1996,26.3
DNK-1997,DNK,SUICIDE,MEN,1997,23.5
DNK-1998,DNK,SUICIDE,MEN,1998,22.0
DNK-1999,DNK,SUICIDE,MEN,1999,22.7
DNK-2000,DNK,SUICIDE,MEN,2000,21.7
DNK-2001,DNK,SUICIDE,MEN,2001,20.5
DNK-2002,DNK,SUICIDE,MEN,2002,20.3
DNK-2003,DNK,SUICIDE,MEN,2003,19.2
DNK-2004,DNK,SUICIDE,MEN,2004,18.6
DNK-2005,DNK,SUICIDE,MEN,2005,18.3
DNK-2006,DNK,SUICIDE,MEN,2006,18.8
DNK-2007,DNK,SUICIDE,MEN,2007,15.6
DNK-2008,DNK,SUICIDE,MEN,2008,16.2
DNK-2009,DNK,SUICIDE,MEN,2009,17.9
DNK-2010,DNK,SUICIDE,MEN,2010,15.3
DNK-2011,DNK,SUICIDE,MEN,2011,16.1
DNK-2012,DNK,SUICIDE,MEN,2012,18.1
DNK-2013,DNK,SUICIDE,MEN,2013,16.4
DNK-2014,DNK,SUICIDE,MEN,2014,16.8
DNK-2015,DNK,SUICIDE,MEN,2015,13.9
DNK-2016,DNK,SUICIDE,MEN,2016,15.3
DNK-2017,DNK,SUICIDE,MEN,2017,14.6
DNK-2018,DNK,SUICIDE,MEN,2018,14.6
DNK-1990,DNK,SUICIDE,WOMEN,1990,16.6
DNK-1991,DNK,SUICIDE,WOMEN,1991,15.3
DNK-1992,DNK,SUICIDE,WOMEN,1992,15.3
DNK-1993,DNK,SUICIDE,WOMEN,1993,15.6
DNK-1994,DNK,SUICIDE,WOMEN,1994,11.8
DNK-1995,DNK,SUICIDE,WOMEN,1995,11.2
DNK-1996,DNK,SUICIDE,WOMEN,1996,9.7
DNK-1997,DNK,SUICIDE,WOMEN,1997,9.6
DNK-1998,DNK,SUICIDE,WOMEN,1998,8.1
DNK-1999,DNK,SUICIDE,WOMEN,1999,7.4
DNK-2000,DNK,SUICIDE,WOMEN,2000,7.0
DNK-2001,DNK,SUICIDE,WOMEN,2001,8.0
DNK-2002,DNK,SUICIDE,WOMEN,2002,6.6
DNK-2003,DNK,SUICIDE,WOMEN,2003,5.6
DNK-2004,DNK,SUICIDE,WOMEN,2004,7.0
DNK-2005,DNK,SUICIDE,WOMEN,2005,6.2
DNK-2006,DNK,SUICIDE,WOMEN,2006,6.3
DNK-2007,DNK,SUICIDE,WOMEN,2007,6.3
DNK-2008,DNK,SUICIDE,WOMEN,2008,6.5
DNK-2009,DNK,SUICIDE,WOMEN,2009,4.9
DNK-2010,DNK,SUICIDE,WOMEN,2010,5.5
DNK-2011,DNK,SUICIDE,WOMEN,2011,5.2
DNK-2012,DNK,SUICIDE,WOMEN,2012,5.6
DNK-2013,DNK,SUICIDE,WOMEN,2013,5.5
DNK-2014,DNK,SUICIDE,WOMEN,2014,5.4
DNK-2015,DNK,SUICIDE,WOMEN,2015,5.8
DNK-2016,DNK,SUICIDE,WOMEN,2016,4.8
DNK-2017,DNK,SUICIDE,WOMEN,2017,5.4
DNK-2018,DNK,SUICIDE,WOMEN,2018,5.1
FIN-1990,FIN,SUICIDE,MEN,1990,51.6
FIN-1991,FIN,SUICIDE,MEN,1991,51.0
FIN-1992,FIN,SUICIDE,MEN,1992,48.2
FIN-1993,FIN,SUICIDE,MEN,1993,46.6
FIN-1994,FIN,SUICIDE,MEN,1994,44.9
FIN-1995,FIN,SUICIDE,MEN,1995,44.4
FIN-1996,FIN,SUICIDE,MEN,1996,39.3
FIN-1997,FIN,SUICIDE,MEN,1997,42.4
FIN-1998,FIN,SUICIDE,MEN,1998,39.7
FIN-1999,FIN,SUICIDE,MEN,1999,38.9
FIN-2000,FIN,SUICIDE,MEN,2000,34.9
FIN-2001,FIN,SUICIDE,MEN,2001,37.1
FIN-2002,FIN,SUICIDE,MEN,2002,33.4
FIN-2003,FIN,SUICIDE,MEN,2003,32.3
FIN-2004,FIN,SUICIDE,MEN,2004,32.3
FIN-2005,FIN,SUICIDE,MEN,2005,28.6
FIN-2006,FIN,SUICIDE,MEN,2006,31.1
FIN-2007,FIN,SUICIDE,MEN,2007,29.0
FIN-2008,FIN,SUICIDE,MEN,2008,30.7
FIN-2009,FIN,SUICIDE,MEN,2009,29.1
FIN-2010,FIN,SUICIDE,MEN,2010,27.2
FIN-2011,FIN,SUICIDE,MEN,2011,26.8
FIN-2012,FIN,SUICIDE,MEN,2012,24.6
FIN-2013,FIN,SUICIDE,MEN,2013,24.9
FIN-2014,FIN,SUICIDE,MEN,2014,22.3
FIN-2016,FIN,SUICIDE,MEN,2016,22.6
FIN-2017,FIN,SUICIDE,MEN,2017,22.3
FIN-2018,FIN,SUICIDE,MEN,2018,22.4
FIN-2019,FIN,SUICIDE,MEN,2019,20.6
FIN-1990,FIN,SUICIDE,WOMEN,1990,12.5
FIN-1991,FIN,SUICIDE,WOMEN,1991,12.0
FIN-1992,FIN,SUICIDE,WOMEN,1992,11.5
FIN-1993,FIN,SUICIDE,WOMEN,1993,11.4
FIN-1994,FIN,SUICIDE,WOMEN,1994,11.9
FIN-1995,FIN,SUICIDE,WOMEN,1995,11.9
FIN-1996,FIN,SUICIDE,WOMEN,1996,10.8
FIN-1997,FIN,SUICIDE,WOMEN,1997,10.7
FIN-1998,FIN,SUICIDE,WOMEN,1998,10.1
FIN-1999,FIN,SUICIDE,WOMEN,1999,9.6
FIN-2000,FIN,SUICIDE,WOMEN,2000,11.0
FIN-2001,FIN,SUICIDE,WOMEN,2001,10.0
FIN-2002,FIN,SUICIDE,WOMEN,2002,10.1
FIN-2003,FIN,SUICIDE,WOMEN,2003,9.6
FIN-2004,FIN,SUICIDE,WOMEN,2004,9.4
FIN-2005,FIN,SUICIDE,WOMEN,2005,9.9
FIN-2006,FIN,SUICIDE,WOMEN,2006,9.4
FIN-2007,FIN,SUICIDE,WOMEN,2007,8.9
FIN-2008,FIN,SUICIDE,WOMEN,2008,8.6
FIN-2009,FIN,SUICIDE,WOMEN,2009,9.9
FIN-2010,FIN,SUICIDE,WOMEN,2010,8.5
FIN-2011,FIN,SUICIDE,WOMEN,2011,7.2
FIN-2012,FIN,SUICIDE,WOMEN,2012,7.7
FIN-2013,FIN,SUICIDE,WOMEN,2013,7.9
FIN-2014,FIN,SUICIDE,WOMEN,2014,6.8
FIN-2016,FIN,SUICIDE,WOMEN,2016,6.1
FIN-2017,FIN,SUICIDE,WOMEN,2017,7.5
FIN-2018,FIN,SUICIDE,WOMEN,2018,6.9
FIN-2019,FIN,SUICIDE,WOMEN,2019,6.4
FRA-1990,FRA,SUICIDE,MEN,1990,34.1
FRA-1991,FRA,SUICIDE,MEN,1991,33.5
FRA-1992,FRA,SUICIDE,MEN,1992,34.0
FRA-1993,FRA,SUICIDE,MEN,1993,35.0
FRA-1994,FRA,SUICIDE,MEN,1994,34.6
FRA-1995,FRA,SUICIDE,MEN,1995,33.3
FRA-1996,FRA,SUICIDE,MEN,1996,31.3
FRA-1997,FRA,SUICIDE,MEN,1997,30.9
FRA-1998,FRA,SUICIDE,MEN,1998,30.0
FRA-1999,FRA,SUICIDE,MEN,1999,28.5
FRA-2000,FRA,SUICIDE,MEN,2000,30.3
FRA-2001,FRA,SUICIDE,MEN,2001,28.8
FRA-2002,FRA,SUICIDE,MEN,2002,28.7
FRA-2003,FRA,SUICIDE,MEN,2003,29.5
FRA-2004,FRA,SUICIDE,MEN,2004,28.4
FRA-2005,FRA,SUICIDE,MEN,2005,28.0
FRA-2006,FRA,SUICIDE,MEN,2006,26.9
FRA-2007,FRA,SUICIDE,MEN,2007,26.0
FRA-2008,FRA,SUICIDE,MEN,2008,26.4
FRA-2009,FRA,SUICIDE,MEN,2009,26.6
FRA-2010,FRA,SUICIDE,MEN,2010,26.0
FRA-2011,FRA,SUICIDE,MEN,2011,26.2
FRA-2012,FRA,SUICIDE,MEN,2012,24.4
FRA-2013,FRA,SUICIDE,MEN,2013,23.9
FRA-2014,FRA,SUICIDE,MEN,2014,21.9
FRA-2015,FRA,SUICIDE,MEN,2015,22.6
FRA-2016,FRA,SUICIDE,MEN,2016,20.9
FRA-2017,FRA,SUICIDE,MEN,2017,17.6
FRA-1990,FRA,SUICIDE,WOMEN,1990,11.5
FRA-1991,FRA,SUICIDE,WOMEN,1991,11.6
FRA-1992,FRA,SUICIDE,WOMEN,1992,11.2
FRA-1993,FRA,SUICIDE,WOMEN,1993,11.8
FRA-1994,FRA,SUICIDE,WOMEN,1994,10.9
FRA-1995,FRA,SUICIDE,WOMEN,1995,10.9
FRA-1996,FRA,SUICIDE,WOMEN,1996,10.5
FRA-1997,FRA,SUICIDE,WOMEN,1997,10.2
FRA-1998,FRA,SUICIDE,WOMEN,1998,9.3
FRA-1999,FRA,SUICIDE,WOMEN,1999,9.5
FRA-2000,FRA,SUICIDE,WOMEN,2000,9.4
FRA-2001,FRA,SUICIDE,WOMEN,2001,9.1
FRA-2002,FRA,SUICIDE,WOMEN,2002,9.4
FRA-2003,FRA,SUICIDE,WOMEN,2003,9.1
FRA-2004,FRA,SUICIDE,WOMEN,2004,9.4
FRA-2005,FRA,SUICIDE,WOMEN,2005,9.1
FRA-2006,FRA,SUICIDE,WOMEN,2006,8.7
FRA-2007,FRA,SUICIDE,WOMEN,2007,8.3
FRA-2008,FRA,SUICIDE,WOMEN,2008,8.3
FRA-2009,FRA,SUICIDE,WOMEN,2009,8.2
FRA-2010,FRA,SUICIDE,WOMEN,2010,8.2
FRA-2011,FRA,SUICIDE,WOMEN,2011,7.7
FRA-2012,FRA,SUICIDE,WOMEN,2012,7.1
FRA-2013,FRA,SUICIDE,WOMEN,2013,6.9
FRA-2014,FRA,SUICIDE,WOMEN,2014,6.4
FRA-2015,FRA,SUICIDE,WOMEN,2015,6.0
FRA-2016,FRA,SUICIDE,WOMEN,2016,5.6
FRA-2017,FRA,SUICIDE,WOMEN,2017,6.5
DEU-1990,DEU,SUICIDE,MEN,1990,27.8
DEU-1991,DEU,SUICIDE,MEN,1991,27.8
DEU-1992,DEU,SUICIDE,MEN,1992,26.6
DEU-1993,DEU,SUICIDE,MEN,1993,25.4
DEU-1994,DEU,SUICIDE,MEN,1994,25.3
DEU-1995,DEU,SUICIDE,MEN,1995,25.5
DEU-1996,DEU,SUICIDE,MEN,1996,23.9
DEU-1997,DEU,SUICIDE,MEN,1997,23.9
DEU-1998,DEU,SUICIDE,MEN,1998,23.2
DEU-1999,DEU,SUICIDE,MEN,1999,21.5
DEU-2000,DEU,SUICIDE,MEN,2000,21.6
DEU-2001,DEU,SUICIDE,MEN,2001,21.4
DEU-2002,DEU,SUICIDE,MEN,2002,21.1
DEU-2003,DEU,SUICIDE,MEN,2003,21.1
DEU-2004,DEU,SUICIDE,MEN,2004,20.2
DEU-2005,DEU,SUICIDE,MEN,2005,19.0
DEU-2006,DEU,SUICIDE,MEN,2006,17.9
DEU-2007,DEU,SUICIDE,MEN,2007,17.1
DEU-2008,DEU,SUICIDE,MEN,2008,17.1
DEU-2009,DEU,SUICIDE,MEN,2009,17.3
DEU-2010,DEU,SUICIDE,MEN,2010,17.9
DEU-2011,DEU,SUICIDE,MEN,2011,18.1
DEU-2012,DEU,SUICIDE,MEN,2012,17.1
DEU-2013,DEU,SUICIDE,MEN,2013,17.8
DEU-2014,DEU,SUICIDE,MEN,2014,17.9
DEU-2015,DEU,SUICIDE,MEN,2015,17.2
DEU-2016,DEU,SUICIDE,MEN,2016,16.9
DEU-2017,DEU,SUICIDE,MEN,2017,15.9
DEU-2018,DEU,SUICIDE,MEN,2018,16.0
DEU-2019,DEU,SUICIDE,MEN,2019,15.3
DEU-2020,DEU,SUICIDE,MEN,2020,15.4
DEU-1990,DEU,SUICIDE,WOMEN,1990,10.0
DEU-1991,DEU,SUICIDE,WOMEN,1991,10.0
DEU-1992,DEU,SUICIDE,WOMEN,1992,9.3
DEU-1993,DEU,SUICIDE,WOMEN,1993,8.4
DEU-1994,DEU,SUICIDE,WOMEN,1994,8.1
DEU-1995,DEU,SUICIDE,WOMEN,1995,8.2
DEU-1996,DEU,SUICIDE,WOMEN,1996,7.8
DEU-1997,DEU,SUICIDE,WOMEN,1997,7.6
DEU-1998,DEU,SUICIDE,WOMEN,1998,6.8
DEU-1999,DEU,SUICIDE,WOMEN,1999,6.8
DEU-2000,DEU,SUICIDE,WOMEN,2000,6.5
DEU-2001,DEU,SUICIDE,WOMEN,2001,6.5
DEU-2002,DEU,SUICIDE,WOMEN,2002,6.6
DEU-2003,DEU,SUICIDE,WOMEN,2003,6.4
DEU-2004,DEU,SUICIDE,WOMEN,2004,5.9
DEU-2005,DEU,SUICIDE,WOMEN,2005,5.8
DEU-2006,DEU,SUICIDE,WOMEN,2006,5.4
DEU-2007,DEU,SUICIDE,WOMEN,2007,5.0
DEU-2008,DEU,SUICIDE,WOMEN,2008,5.1
DEU-2009,DEU,SUICIDE,WOMEN,2009,5.0
DEU-2010,DEU,SUICIDE,WOMEN,2010,5.3
DEU-2011,DEU,SUICIDE,WOMEN,2011,5.2
DEU-2012,DEU,SUICIDE,WOMEN,2012,5.4
DEU-2013,DEU,SUICIDE,WOMEN,2013,5.5
DEU-2014,DEU,SUICIDE,WOMEN,2014,5.4
DEU-2015,DEU,SUICIDE,WOMEN,2015,5.6
DEU-2016,DEU,SUICIDE,WOMEN,2016,5.1
DEU-2017,DEU,SUICIDE,WOMEN,2017,4.6
DEU-2018,DEU,SUICIDE,WOMEN,2018,4.6
DEU-2019,DEU,SUICIDE,WOMEN,2019,4.4
DEU-2020,DEU,SUICIDE,WOMEN,2020,4.6
GRC-1990,GRC,SUICIDE,MEN,1990,5.9
GRC-1991,GRC,SUICIDE,MEN,1991,6.5
GRC-1992,GRC,SUICIDE,MEN,1992,6.0
GRC-1993,GRC,SUICIDE,MEN,1993,6.4
GRC-1994,GRC,SUICIDE,MEN,1994,5.8
GRC-1995,GRC,SUICIDE,MEN,1995,6.3
GRC-1996,GRC,SUICIDE,MEN,1996,5.8
GRC-1997,GRC,SUICIDE,MEN,1997,6.2
GRC-1998,GRC,SUICIDE,MEN,1998,6.2
GRC-1999,GRC,SUICIDE,MEN,1999,5.8
GRC-2000,GRC,SUICIDE,MEN,2000,5.6
GRC-2001,GRC,SUICIDE,MEN,2001,5.3
GRC-2002,GRC,SUICIDE,MEN,2002,4.8
GRC-2003,GRC,SUICIDE,MEN,2003,5.7
GRC-2004,GRC,SUICIDE,MEN,2004,5.3
GRC-2005,GRC,SUICIDE,MEN,2005,5.9
GRC-2006,GRC,SUICIDE,MEN,2006,5.8
GRC-2007,GRC,SUICIDE,MEN,2007,4.7
GRC-2008,GRC,SUICIDE,MEN,2008,5.4
GRC-2009,GRC,SUICIDE,MEN,2009,5.8
GRC-2010,GRC,SUICIDE,MEN,2010,5.8
GRC-2011,GRC,SUICIDE,MEN,2011,6.7
GRC-2012,GRC,SUICIDE,MEN,2012,7.3
GRC-2013,GRC,SUICIDE,MEN,2013,7.7
GRC-2014,GRC,SUICIDE,MEN,2014,8.1
GRC-2015,GRC,SUICIDE,MEN,2015,7.6
GRC-2016,GRC,SUICIDE,MEN,2016,7.2
GRC-2017,GRC,SUICIDE,MEN,2017,7.6
GRC-2018,GRC,SUICIDE,MEN,2018,8.0
GRC-2019,GRC,SUICIDE,MEN,2019,7.9
GRC-1990,GRC,SUICIDE,WOMEN,1990,1.6
GRC-1991,GRC,SUICIDE,WOMEN,1991,1.7
GRC-1992,GRC,SUICIDE,WOMEN,1992,1.4
GRC-1993,GRC,SUICIDE,WOMEN,1993,2.0
GRC-1994,GRC,SUICIDE,WOMEN,1994,1.4
GRC-1995,GRC,SUICIDE,WOMEN,1995,1.2
GRC-1996,GRC,SUICIDE,WOMEN,1996,1.2
GRC-1997,GRC,SUICIDE,WOMEN,1997,1.0
GRC-1998,GRC,SUICIDE,WOMEN,1998,1.6
GRC-1999,GRC,SUICIDE,WOMEN,1999,1.5
GRC-2000,GRC,SUICIDE,WOMEN,2000,1.5
GRC-2001,GRC,SUICIDE,WOMEN,2001,0.9
GRC-2002,GRC,SUICIDE,WOMEN,2002,1.1
GRC-2003,GRC,SUICIDE,WOMEN,2003,1.2
GRC-2004,GRC,SUICIDE,WOMEN,2004,1.1
GRC-2005,GRC,SUICIDE,WOMEN,2005,1.4
GRC-2006,GRC,SUICIDE,WOMEN,2006,1.2
GRC-2007,GRC,SUICIDE,WOMEN,2007,1.0
GRC-2008,GRC,SUICIDE,WOMEN,2008,1.1
GRC-2009,GRC,SUICIDE,WOMEN,2009,0.9
GRC-2010,GRC,SUICIDE,WOMEN,2010,0.7
GRC-2011,GRC,SUICIDE,WOMEN,2011,1.4
GRC-2012,GRC,SUICIDE,WOMEN,2012,1.5
GRC-2013,GRC,SUICIDE,WOMEN,2013,1.8
GRC-2014,GRC,SUICIDE,WOMEN,2014,1.9
GRC-2015,GRC,SUICIDE,WOMEN,2015,1.8
GRC-2016,GRC,SUICIDE,WOMEN,2016,1.4
GRC-2017,GRC,SUICIDE,WOMEN,2017,1.7
GRC-2018,GRC,SUICIDE,WOMEN,2018,2.0
GRC-2019,GRC,SUICIDE,WOMEN,2019,1.6
HUN-1990,HUN,SUICIDE,MEN,1990,71.4
HUN-1991,HUN,SUICIDE,MEN,1991,67.5
HUN-1992,HUN,SUICIDE,MEN,1992,68.7
HUN-1993,HUN,SUICIDE,MEN,1993,63.9
HUN-1994,HUN,SUICIDE,MEN,1994,63.9
HUN-1995,HUN,SUICIDE,MEN,1995,58.4
HUN-1996,HUN,SUICIDE,MEN,1996,58.3
HUN-1997,HUN,SUICIDE,MEN,1997,56.8
HUN-1998,HUN,SUICIDE,MEN,1998,56.1
HUN-1999,HUN,SUICIDE,MEN,1999,60.9
HUN-2000,HUN,SUICIDE,MEN,2000,57.9
HUN-2001,HUN,SUICIDE,MEN,2001,52.5
HUN-2002,HUN,SUICIDE,MEN,2002,50.2
HUN-2003,HUN,SUICIDE,MEN,2003,49.0
HUN-2004,HUN,SUICIDE,MEN,2004,47.4
HUN-2005,HUN,SUICIDE,MEN,2005,46.1
HUN-2006,HUN,SUICIDE,MEN,2006,41.2
HUN-2007,HUN,SUICIDE,MEN,2007,42.3
HUN-2008,HUN,SUICIDE,MEN,2008,42.9
HUN-2009,HUN,SUICIDE,MEN,2009,41.9
HUN-2010,HUN,SUICIDE,MEN,2010,42.8
HUN-2011,HUN,SUICIDE,MEN,2011,40.2
HUN-2012,HUN,SUICIDE,MEN,2012,39.6
HUN-2013,HUN,SUICIDE,MEN,2013,34.5
HUN-2014,HUN,SUICIDE,MEN,2014,32.0
HUN-2015,HUN,SUICIDE,MEN,2015,30.7
HUN-2016,HUN,SUICIDE,MEN,2016,28.7
HUN-2017,HUN,SUICIDE,MEN,2017,27.3
HUN-2018,HUN,SUICIDE,MEN,2018,28.3
HUN-2019,HUN,SUICIDE,MEN,2019,25.2
HUN-1990,HUN,SUICIDE,WOMEN,1990,22.3
HUN-1991,HUN,SUICIDE,WOMEN,1991,21.6
HUN-1992,HUN,SUICIDE,WOMEN,1992,20.3
HUN-1993,HUN,SUICIDE,WOMEN,1993,18.6
HUN-1994,HUN,SUICIDE,WOMEN,1994,17.2
HUN-1995,HUN,SUICIDE,WOMEN,1995,16.8
HUN-1996,HUN,SUICIDE,WOMEN,1996,17.2
HUN-1997,HUN,SUICIDE,WOMEN,1997,15.4
HUN-1998,HUN,SUICIDE,WOMEN,1998,14.6
HUN-1999,HUN,SUICIDE,WOMEN,1999,15.0
HUN-2000,HUN,SUICIDE,WOMEN,2000,15.2
HUN-2001,HUN,SUICIDE,WOMEN,2001,12.7
HUN-2002,HUN,SUICIDE,WOMEN,2002,11.8
HUN-2003,HUN,SUICIDE,WOMEN,2003,11.5
HUN-2004,HUN,SUICIDE,WOMEN,2004,11.7
HUN-2005,HUN,SUICIDE,WOMEN,2005,10.5
HUN-2006,HUN,SUICIDE,WOMEN,2006,10.7
HUN-2007,HUN,SUICIDE,WOMEN,2007,10.0
HUN-2008,HUN,SUICIDE,WOMEN,2008,9.9
HUN-2009,HUN,SUICIDE,WOMEN,2009,9.9
HUN-2010,HUN,SUICIDE,WOMEN,2010,9.6
HUN-2011,HUN,SUICIDE,WOMEN,2011,10.0
HUN-2012,HUN,SUICIDE,WOMEN,2012,9.5
HUN-2013,HUN,SUICIDE,WOMEN,2013,8.8
HUN-2014,HUN,SUICIDE,WOMEN,2014,7.8
HUN-2015,HUN,SUICIDE,WOMEN,2015,8.1
HUN-2016,HUN,SUICIDE,WOMEN,2016,7.7
HUN-2017,HUN,SUICIDE,WOMEN,2017,6.7
HUN-2018,HUN,SUICIDE,WOMEN,2018,6.5
HUN-2019,HUN,SUICIDE,WOMEN,2019,6.8
ISL-1990,ISL,SUICIDE,MEN,1990,27.8
ISL-1991,ISL,SUICIDE,MEN,1991,24.0
ISL-1992,ISL,SUICIDE,MEN,1992,18.1
ISL-1993,ISL,SUICIDE,MEN,1993,15.2
ISL-1994,ISL,SUICIDE,MEN,1994,16.7
ISL-1995,ISL,SUICIDE,MEN,1995,17.5
ISL-1996,ISL,SUICIDE,MEN,1996,22.6
ISL-1997,ISL,SUICIDE,MEN,1997,23.1
ISL-1998,ISL,SUICIDE,MEN,1998,18.3
ISL-1999,ISL,SUICIDE,MEN,1999,17.0
ISL-2000,ISL,SUICIDE,MEN,2000,29.5
ISL-2001,ISL,SUICIDE,MEN,2001,19.9
ISL-2002,ISL,SUICIDE,MEN,2002,14.0
ISL-2003,ISL,SUICIDE,MEN,2003,14.7
ISL-2004,ISL,SUICIDE,MEN,2004,19.0
ISL-2005,ISL,SUICIDE,MEN,2005,16.1
ISL-2006,ISL,SUICIDE,MEN,2006,14.1
ISL-2007,ISL,SUICIDE,MEN,2007,19.3
ISL-2008,ISL,SUICIDE,MEN,2008,17.2
ISL-2009,ISL,SUICIDE,MEN,2009,19.3
ISL-2010,ISL,SUICIDE,MEN,2010,23.4
ISL-2011,ISL,SUICIDE,MEN,2011,14.3
ISL-2012,ISL,SUICIDE,MEN,2012,16.9
ISL-2013,ISL,SUICIDE,MEN,2013,23.5
ISL-2014,ISL,SUICIDE,MEN,2014,21.7
ISL-2015,ISL,SUICIDE,MEN,2015,17.5
ISL-2016,ISL,SUICIDE,MEN,2016,21.7
ISL-2017,ISL,SUICIDE,MEN,2017,17.9
ISL-2018,ISL,SUICIDE,MEN,2018,16.4
ISL-2019,ISL,SUICIDE,MEN,2019,17.8
ISL-2020,ISL,SUICIDE,MEN,2020,16.4
ISL-1990,ISL,SUICIDE,WOMEN,1990,4.7
ISL-1991,ISL,SUICIDE,WOMEN,1991,7.1
ISL-1992,ISL,SUICIDE,WOMEN,1992,5.0
ISL-1993,ISL,SUICIDE,WOMEN,1993,6.6
ISL-1994,ISL,SUICIDE,WOMEN,1994,3.7
