LocationTime,LOCATION,TIME,Edu_val_BUPPSRY,Edu_val_TRY,Edu_val_TRY_MEN,Edu_val_TRY_WOMEN,Edu_val_UPPSRY,Edu_val_UPPSRY_MEN,Edu_val_UPPSRY_WOMEN
IDN-2012,IDN,2012,68.246284,9.007103,9.3656998,8.6462975,22.746614,26.10998,19.362526
IDN-2013,IDN,2013,67.267471,9.3885174,9.663888,9.111598,23.344013,26.702505,19.966633
IDN-2014,IDN,2014,66.420502,9.6783018,9.7876959,9.568326,23.901196,27.584063,20.198721
IDN-2015,IDN,2015,64.566017,10.567527,10.668953,10.465724,24.866455,28.57028,21.148869
IDN-2016,IDN,2016,62.975384,11.338527,11.251226,11.42606,25.686089,29.262661,22.099981
IDN-2017,IDN,2017,62.102646,11.857569,11.721274,11.992958,26.039787,29.5383,22.564512
IDN-2018,IDN,2018,60.750225,12.401382,12.137815,12.666694,26.848392,30.663164,23.008398
IDN-2019,IDN,2019,59.947014,12.414515,11.995928,12.838303,27.638472,31.253225,23.978794
IDN-2020,IDN,2020,58.648563,12.801033,12.279376,13.328758,28.550402,32.115715,24.943621
IND-2011,IND,2011,71.298172,10.595189,13.318929,7.7748356,18.10664,22.600235,13.453652
IND-2012,IND,2012,84.892136,7.1028476,5.0370364,8.5215807,8.0050173,5.2748337,9.8712168
IND-2018,IND,2018,80.105392,11.461905,14.003388,8.9572935,8.4327021,10.693202,6.2050261
IND-2019,IND,2019,78.520782,12.368952,14.956447,9.8375778,9.1102676,11.328943,6.9395962
IND-2020,IND,2020,77.645477,12.94724,15.272662,10.683134,9.4072857,11.563234,7.3050761
IRL-1991,IRL,1991,59.80291,15.902357,17.08877,14.699014,24.294731,20.324892,28.321224
IRL-1992,IRL,1992,57.777081,16.950533,17.708334,16.195951,25.272387,21.184738,29.342665
IRL-1994,IRL,1994,54.771759,18.557516,19.482422,17.637775,26.670725,22.216797,31.099781
IRL-1995,IRL,1995,52.839344,19.893375,20.489443,19.298876,27.267282,23.092611,31.430964
IRL-2000,IRL,2000,42.706924,21.613003,21.394621,21.831142,35.680077,33.547543,37.810265
IRL-2001,IRL,2001,44.735104,23.577002,23.044838,24.108467,31.687897,30.251707,33.1222
IRL-2002,IRL,2002,40.004444,24.814322,23.946341,25.679022,35.181232,33.622456,36.734119
IRL-2003,IRL,2003,38.298161,26.308289,25.761391,26.85405,35.393551,33.172462,37.610016
IRL-2004,IRL,2004,37.160995,27.820133,26.917305,28.722975,35.018871,32.86834,37.169434
IRL-2005,IRL,2005,35.466724,29.074234,27.55798,30.596048,35.459042,34.010746,36.912651
IRL-2006,IRL,2006,33.656101,31.095585,28.674448,33.539158,35.248314,34.486046,36.017651
IRL-2007,IRL,2007,32.273792,32.39011,29.777639,35.029663,35.336098,34.726597,35.95192
IRL-2008,IRL,2008,30.546635,33.902611,30.996067,36.824852,35.550751,35.072479,36.031609
IRL-2009,IRL,2009,28.832077,35.822323,32.987625,38.652878,35.3456,35.043652,35.64711
IRL-2010,IRL,2010,27.225185,37.584061,34.375969,40.753574,35.190754,35.446854,34.937729
IRL-2011,IRL,2011,26.365326,38.162312,34.86573,41.405052,35.472363,35.78389,35.165924
IRL-2012,IRL,2012,25.367115,39.69788,36.214603,43.099594,34.935005,35.581688,34.303467
IRL-2013,IRL,2013,23.273964,41.47068,37.618668,45.214443,35.255356,36.249138,34.289505
IRL-2014,IRL,2014,21.187292,40.967049,37.234863,44.563564,37.845661,38.475346,37.238861
IRL-2015,IRL,2015,20.182577,42.806118,38.907608,46.547295,37.011307,38.068134,35.997128
IRL-2016,IRL,2016,18.31505,45.104263,40.381546,49.641514,36.580685,38.30658,34.922569
IRL-2017,IRL,2017,17.994549,45.65897,42.223335,48.972515,36.346481,36.631069,36.072002
IRL-2018,IRL,2018,16.825432,46.935135,43.093826,50.639732,36.239433,37.074486,35.434101
IRL-2019,IRL,2019,16.342939,47.306835,43.519436,50.969276,36.350227,37.466496,35.270782
IRL-2020,IRL,2020,14.507091,49.943962,46.339973,53.423771,35.548946,36.538029,34.593945
ISL-2003,ISL,2003,34.262501,27.861868,25.557198,30.194607,37.875629,46.436745,29.210251
ISL-2004,ISL,2004,33.643612,27.94356,26.168198,29.742111,38.412827,47.38166,29.326857
ISL-2005,ISL,2005,31.825998,29.471401,26.831276,32.168613,38.702599,47.241859,29.978704
ISL-2006,ISL,2006,31.31949,30.411818,26.779726,34.301445,38.268692,45.894047,30.102655
ISL-2007,ISL,2007,30.819305,30.804794,28.104771,33.744808,38.3759,44.822617,31.356173
ISL-2008,ISL,2008,30.940493,31.591888,28.676628,34.75301,37.467621,43.46096,30.968821
ISL-2009,ISL,2009,30.005922,32.907246,29.253628,36.736088,37.08683,42.874901,31.021173
ISL-2010,ISL,2010,30.850618,31.298735,26.266424,36.472233,37.850647,44.930584,30.572073
ISL-2011,ISL,2011,30.366735,32.616898,27.042839,38.29557,37.016365,45.184113,28.695332
ISL-2012,ISL,2012,30.561222,33.888733,28.174547,39.662426,35.550045,43.451515,27.566292
ISL-2013,ISL,2013,29.45565,34.277187,28.227959,40.372688,36.267162,44.696407,27.773439
ISL-2014,ISL,2014,28.481115,35.608643,29.645905,41.615498,35.91024,43.027927,28.739893
ISL-2015,ISL,2015,26.582855,36.97718,29.880569,44.150318,36.439964,43.638397,29.163904
ISL-2016,ISL,2016,23.394308,38.100773,30.602186,45.789558,38.504921,45.597427,31.232513
ISL-2017,ISL,2017,25.207304,39.043491,31.717388,46.737587,35.749207,42.871372,28.269289
ISL-2018,ISL,2018,24.459627,40.279774,32.074547,49.068707,35.260601,41.857006,28.194933
ISL-2019,ISL,2019,24.060982,40.948925,33.440773,49.074215,34.990093,40.531944,28.992723
ISL-2020,ISL,2020,24.087782,40.643898,34.268604,47.555538,35.268318,39.885548,30.26265
ISR-2002,ISR,2002,19.664862,42.090389,39.831264,44.275032,38.244751,39.998707,36.548618
ISR-2003,ISR,2003,18.085173,42.89489,40.250072,45.457832,39.019939,41.148617,36.957161
ISR-2005,ISR,2005,21.065123,43.047825,40.188377,45.806358,35.887051,37.169769,34.649605
ISR-2007,ISR,2007,19.584095,43.58707,39.907951,47.1464,36.828835,39.137558,34.59528
ISR-2008,ISR,2008,18.767063,43.980537,40.722355,47.134624,37.252399,39.032181,35.52948
ISR-2009,ISR,2009,18.222622,44.880913,40.913353,48.661175,36.896465,39.033924,34.859909
ISR-2010,ISR,2010,17.935621,45.560074,41.62141,49.3806,36.504307,39.068352,34.017166
ISR-2011,ISR,2011,16.986902,46.396889,43.148518,49.553558,36.616207,38.610687,34.678032
ISR-2012,ISR,2012,15.451829,46.441711,41.942001,50.800053,38.106457,41.816986,34.512508
ISR-2013,ISR,2013,15.01176,47.421043,42.87558,51.810978,37.567196,41.122326,34.133713
ISR-2014,ISR,2014,14.64511,48.53273,43.871922,53.042099,36.822159,40.523792,33.240799
ISR-2015,ISR,2015,14.464885,48.824478,44.526859,52.97908,36.710636,40.13921,33.39616
ISR-2016,ISR,2016,13.231215,49.895348,45.177593,54.461967,36.87344,40.765846,33.105724
ISR-2017,ISR,2017,12.625726,50.91605,46.323353,55.332455,36.458225,40.422241,32.646366
ISR-2018,ISR,2018,13.634555,50.201576,45.497807,54.747131,36.163872,40.024128,32.433453
ISR-2019,ISR,2019,12.920499,50.246292,44.999088,55.366119,36.83321,41.148937,32.622246
ISR-2020,ISR,2020,11.989373,50.12072,45.036282,55.079689,37.889904,41.99609,33.885052
ITA-1991,ITA,1991,71.787415,6.0649128,6.9744005,5.1844144,22.147673,23.308474,21.023872
ITA-1992,ITA,1992,71.566925,6.3786483,7.3388386,5.445128,22.05443,23.148642,20.990612
ITA-1994,ITA,1994,66.810402,7.5035934,8.4944382,6.5385609,25.686005,26.522776,24.871035
ITA-1995,ITA,1995,65.061142,7.9192142,8.8138494,7.0455132,27.019644,27.869932,26.189251
ITA-1998,ITA,1998,59.284374,8.5931797,9.1653938,8.0277414,32.122448,33.118729,31.137962
ITA-1999,ITA,1999,57.758488,9.2728176,9.6621704,8.8876667,32.968697,33.852905,32.094028
ITA-2000,ITA,2000,57.886444,9.3770475,9.6920595,9.0649252,32.736511,33.326,32.152428
ITA-2001,ITA,2001,56.725201,10.04891,10.217789,9.881321,33.225887,33.776081,32.679893
ITA-2002,ITA,2002,55.637676,10.367989,10.490117,10.246637,33.994335,34.578289,33.414097
ITA-2003,ITA,2003,51.586433,10.460108,10.457656,10.462543,37.953461,38.484848,37.425522
ITA-2004,ITA,2004,51.4006,11.59316,11.086323,12.093648,37.006237,37.548149,36.471115
ITA-2005,ITA,2005,49.913864,12.224514,11.61266,12.830312,37.861622,38.333851,37.39407
ITA-2006,ITA,2006,48.710896,12.872448,12.059491,13.678071,38.416656,38.853615,37.983643
ITA-2007,ITA,2007,47.700294,13.578119,12.469914,14.676938,38.721588,39.150303,38.296501
ITA-2008,ITA,2008,46.687767,14.357011,12.992508,15.708399,38.955219,39.36631,38.548084
ITA-2009,ITA,2009,45.698818,14.510798,13.014586,15.989163,39.790382,40.527149,39.062401
ITA-2010,ITA,2010,44.825645,14.802574,13.249471,16.332973,40.37178,41.078224,39.675659
ITA-2011,ITA,2011,43.971539,14.935372,13.394026,16.449827,41.093086,41.410023,40.781681
ITA-2012,ITA,2012,42.763065,15.708264,13.924894,17.459343,41.528671,41.747227,41.314072
ITA-2013,ITA,2013,41.84333,16.289694,14.428825,18.117186,41.866974,42.187504,41.552197
ITA-2014,ITA,2014,40.693222,16.910578,14.910445,18.865322,42.396198,42.68565,42.113319
ITA-2015,ITA,2015,40.108776,17.546457,15.262836,19.778906,42.344765,42.707825,41.989841
ITA-2016,ITA,2016,39.856853,17.723593,15.286468,20.106771,42.419556,42.792294,42.055065
ITA-2017,ITA,2017,39.084484,18.669672,15.805677,21.47291,42.245842,42.959179,41.547642
ITA-2018,ITA,2018,38.170338,19.368793,16.51803,22.159235,42.460869,43.207409,41.730125
ITA-2019,ITA,2019,37.743759,19.695461,16.808052,22.526642,42.560783,43.091999,42.039909
ITA-2020,ITA,2020,37.430363,19.987385,16.96575,22.952181,42.582253,43.162025,42.013382
JPN-1997,JPN,1997,,30.531231,34.132786,26.944363,,,
JPN-1998,JPN,1998,,30.627626,33.546513,27.724775,,,
JPN-1999,JPN,1999,,31.847042,34.904568,28.801844,,,
JPN-2000,JPN,2000,,33.615494,36.614853,30.635012,,,
JPN-2001,JPN,2001,,34.13689,36.536247,31.749212,,,
JPN-2002,JPN,2002,,36.575481,38.774326,34.391228,,,
JPN-2003,JPN,2003,,37.422066,39.377182,35.481075,,,
JPN-2004,JPN,2004,,38.693394,40.590618,36.810345,,,
JPN-2005,JPN,2005,,39.939026,41.445644,38.443737,,,
JPN-2006,JPN,2006,,40.464294,41.926929,39.00938,,,
JPN-2007,JPN,2007,,41.024883,42.311111,39.739414,,,
JPN-2008,JPN,2008,,42.842262,43.895176,41.7906,,,
JPN-2009,JPN,2009,,43.764038,44.717152,42.810066,,,
JPN-2010,JPN,2010,,44.809975,45.498199,44.1203,,,
JPN-2011,JPN,2011,,46.364063,46.807171,45.922207,,,
JPN-2012,JPN,2012,,46.619377,46.759121,46.479298,,,
JPN-2013,JPN,2013,,47.311993,47.522934,47.100338,,,
JPN-2014,JPN,2014,,48.185074,48.136646,48.233822,,,
JPN-2015,JPN,2015,,49.541573,49.558918,49.524113,,,
JPN-2016,JPN,2016,,50.496956,50.335358,50.659801,,,
JPN-2017,JPN,2017,,51.440529,50.736706,52.151409,,,
JPN-2018,JPN,2018,,51.928062,51.028938,52.841282,,,
JPN-2019,JPN,2019,,52.67799,51.473923,53.901878,,,
JPN-2020,JPN,2020,,54.027344,52.908497,55.164398,,,
KOR-1995,KOR,1995,40.236736,18.117176,23.913776,12.187769,41.646088,45.562477,37.639965
KOR-1997,KOR,1997,37.931839,19.752064,25.464022,13.965126,42.316097,45.418171,39.173302
KOR-1998,KOR,1998,33.600086,22.474796,28.778856,16.099754,43.925117,46.162071,41.662975
KOR-1999,KOR,1999,32.577736,23.132532,29.162922,17.043734,44.289734,46.392792,42.166306
KOR-2000,KOR,2000,31.754948,23.849094,29.790934,17.841333,44.395958,46.343079,42.427238
KOR-2001,KOR,2001,30.488056,24.819485,30.529858,19.03673,44.692459,46.481636,42.8806
KOR-2002,KOR,2002,29.26877,25.88715,31.470819,20.223024,44.844082,46.347038,43.319469
KOR-2003,KOR,2003,26.809116,29.395346,35.194664,23.50181,43.795536,44.364098,43.217739
KOR-2004,KOR,2004,25.614571,30.406145,36.074284,24.640488,43.979282,44.385811,43.565762
KOR-2005,KOR,2005,24.359201,31.619953,36.917732,26.232584,44.020844,44.414539,43.620491
KOR-2006,KOR,2006,23.094648,33.070503,38.023815,28.025822,43.83485,44.053726,43.611935
KOR-2007,KOR,2007,21.798021,34.814022,39.614937,29.911917,43.387959,43.383621,43.392387
KOR-2008,KOR,2008,20.631649,36.669804,41.292423,31.941628,42.698547,42.726017,42.670452
KOR-2009,KOR,2009,19.37129,38.470245,43.049057,33.775242,42.158466,42.05323,42.266373
KOR-2010,KOR,2010,19.059269,39.044632,43.178467,34.814861,41.896099,42.066227,41.722027
KOR-2011,KOR,2011,18.535269,40.381783,44.78149,35.885468,41.082951,40.885197,41.285046
KOR-2012,KOR,2012,17.488157,41.746613,45.902386,37.499748,40.765228,40.774841,40.755405
KOR-2013,KOR,2013,16.277796,43.075195,47.098541,38.961857,40.647007,40.590866,40.704407
KOR-2014,KOR,2014,15.002967,44.49865,48.338402,40.563198,40.498386,40.287319,40.71471
KOR-2015,KOR,2015,14.229398,45.356678,49.042599,41.568684,40.413925,40.007366,40.831745
KOR-2016,KOR,2016,13.227958,46.643951,50.185818,43.001148,40.12809,39.495762,40.778442
KOR-2017,KOR,2017,12.388158,47.744724,50.974545,44.414146,39.867115,39.374939,40.374645
KOR-2018,KOR,2018,11.811645,49.008511,51.760632,46.163258,39.179844,38.98774,39.378452
KOR-2019,KOR,2019,11.27041,50.03104,52.340191,47.635471,38.698547,38.703171,38.693756
KOR-2020,KOR,2020,10.643816,50.708714,52.80695,48.524532,38.647469,38.750603,38.540112
LTU-2000,LTU,2000,15.770907,41.801403,36.83659,46.26981,42.427689,47.260494,38.078094
LTU-2005,LTU,2005,12.498502,26.547928,22.643324,30.080574,60.953571,63.654369,58.510052
LTU-2006,LTU,2006,11.679444,26.751383,22.360903,30.722498,61.569172,64.326027,59.075645
LTU-2007,LTU,2007,11.068882,28.931429,24.544004,32.90799,59.999691,62.649925,57.597637
LTU-2008,LTU,2008,9.4485025,30.408518,25.308851,35.041939,60.142979,64.001961,56.63681
LTU-2009,LTU,2009,8.6813269,30.958277,25.473921,35.96101,60.360397,64.779404,56.329456
LTU-2010,LTU,2010,8.1011848,32.440029,26.000668,38.24588,59.458786,64.865692,54.58382
LTU-2011,LTU,2011,7.1331868,33.489258,27.032896,39.308311,59.377556,64.952133,54.353245
LTU-2012,LTU,2012,6.6762033,34.05378,27.258413,40.19408,59.27002,64.76548,54.30431
LTU-2013,LTU,2013,6.5573592,35.19833,28.289999,41.460518,58.244312,63.772144,53.233501
LTU-2014,LTU,2014,8.8240929,36.668087,30.187037,42.570419,54.50782,58.111835,51.225624
LTU-2015,LTU,2015,8.6442165,38.724106,31.510479,45.31752,52.63168,56.840912,48.784344
LTU-2016,LTU,2016,7.4843569,39.732628,31.748549,47.049824,52.783016,57.976788,48.02306
LTU-2017,LTU,2017,7.1719623,40.273941,32.630604,47.334618,52.554096,57.787132,47.719982
LTU-2018,LTU,2018,7.0224643,41.654594,33.979832,48.837761,51.322941,56.734547,46.257969
LTU-2019,LTU,2019,6.7358012,43.149418,35.487518,50.450352,50.11478,55.670059,44.82122
LTU-2020,LTU,2020,6.3598828,44.13818,36.994785,51.099312,49.501938,54.448505,44.68158
LUX-2000,LUX,2000,39.080746,18.284153,20.785879,15.713726,42.635101,44.441574,40.779026
LUX-2005,LUX,2005,34.146366,26.549366,28.944874,24.111813,39.304268,41.035179,37.542976
LUX-2006,LUX,2006,34.479065,23.993208,25.705017,22.30344,41.527729,43.232094,39.84531
LUX-2007,LUX,2007,34.264404,26.512686,27.906462,25.141441,39.222908,41.246735,37.2318
LUX-2008,LUX,2008,32.058296,27.653927,29.348513,25.911573,40.287777,42.17831,38.343952
LUX-2009,LUX,2009,22.655592,34.795971,37.581799,31.958441,42.548435,42.776512,42.316128
LUX-2010,LUX,2010,22.322315,35.475895,38.884422,32.022472,42.20179,41.82111,42.587482
LUX-2011,LUX,2011,22.742352,37.034779,39.482323,34.525772,40.22287,39.783173,40.673607
LUX-2012,LUX,2012,21.69751,39.110382,41.909679,36.237282,39.192108,38.309841,40.097633
LUX-2013,LUX,2013,19.512997,40.673241,41.89661,39.411995,39.813763,39.724571,39.90572
LUX-2014,LUX,2014,18.023409,45.935593,47.82814,43.9907,36.041,36.248791,35.827461
LUX-2015,LUX,2015,25.391632,39.794865,39.599579,39.998001,34.813503,35.586498,34.009411
LUX-2016,LUX,2016,21.180861,42.856003,42.995258,42.706947,35.963139,36.638424,35.240349
LUX-2017,LUX,2017,23.302259,40.325737,39.254742,41.437519,36.372005,38.067387,34.612057
LUX-2018,LUX,2018,22.764822,43.886856,43.216248,44.569466,33.34832,34.551289,32.123833
LUX-2019,LUX,2019,24.854612,51.642971,50.007431,53.374012,23.502417,25.528835,21.357676
LUX-2020,LUX,2020,25.849997,51.312302,50.189175,52.49231,22.837704,24.224262,21.38092
LVA-1996,LVA,1996,19.189783,16.983236,15.40836,18.373289,63.826981,64.637543,63.111546
LVA-1997,LVA,1997,18.602966,15.955276,13.816815,17.842968,65.441757,66.775696,64.264244
LVA-1998,LVA,1998,17.136116,17.193325,15.212976,18.945898,65.670563,65.837379,65.522926
LVA-1999,LVA,1999,16.341381,17.785416,15.924373,19.435244,65.873207,66.038673,65.726517
LVA-2000,LVA,2000,16.759621,18.218046,16.345989,19.878185,65.022331,65.114769,64.940361
LVA-2001,LVA,2001,20.794182,17.809738,15.02216,20.249584,61.39608,61.079636,61.673046
LVA-2002,LVA,2002,17.904789,18.869808,16.318783,21.101116,63.225403,62.44553,63.907536
LVA-2003,LVA,2003,17.03433,17.920399,14.803778,20.640921,65.045273,64.852242,65.213768
LVA-2004,LVA,2004,15.678306,19.785511,16.212927,22.914892,64.536186,65.478081,63.711132
LVA-2005,LVA,2005,15.580102,20.293005,16.164032,23.920837,64.126892,64.854637,63.487476
LVA-2006,LVA,2006,15.870779,20.919746,15.752575,25.482559,63.209473,64.133751,62.393303
LVA-2007,LVA,2007,15.36415,22.18199,17.294107,26.514925,62.453861,63.769379,61.287697
LVA-2008,LVA,2008,14.141485,24.822483,18.50391,30.469065,61.03603,63.956402,58.426247
LVA-2009,LVA,2009,13.22369,25.846195,18.933725,32.029045,60.930115,64.176041,58.026802
LVA-2010,LVA,2010,11.396096,26.946114,20.449883,32.744148,61.657791,64.661118,58.977253
LVA-2011,LVA,2011,12.062219,27.69327,20.322981,34.279606,60.244511,63.935966,56.945705
LVA-2012,LVA,2012,10.897214,29.227177,21.241619,36.352661,59.87561,64.407547,55.831779
LVA-2013,LVA,2013,10.645624,31.011995,23.036503,38.201538,58.342381,62.873604,54.25769
LVA-2014,LVA,2014,13.338798,30.230137,21.911348,37.793896,56.431065,60.299713,52.913544
LVA-2015,LVA,2015,12.217953,31.591949,22.299984,40.124584,56.190098,61.461857,51.349144
LVA-2016,LVA,2016,11.318077,33.361481,24.061266,41.924561,55.320442,61.234657,49.874989
LVA-2017,LVA,2017,12.391879,33.882294,24.920851,42.144421,53.725826,58.580154,49.250313
LVA-2018,LVA,2018,12.368318,33.939289,24.911245,42.31316,53.692394,58.617363,49.124287
LVA-2019,LVA,2019,11.564806,35.707733,27.114141,43.736454,52.727459,57.887005,47.907063
LVA-2020,LVA,2020,10.527256,37.833885,28.863485,46.251678,51.638859,56.795082,46.800278
MEX-1997,MEX,1997,72.207962,13.244137,16.892065,9.9765892,14.5479,12.671947,16.228241
MEX-1998,MEX,1998,72.002563,13.459542,17.084024,10.213921,14.537898,12.705077,16.179136
MEX-1999,MEX,1999,72.845215,13.164485,16.332598,10.314436,13.990302,12.517988,15.314803
MEX-2000,MEX,2000,70.91008,14.635047,17.868587,11.787515,14.454871,13.148427,15.605357
MEX-2001,MEX,2001,70.337532,15.109115,18.459782,12.193707,14.553352,13.094056,15.823083
MEX-2002,MEX,2002,70.016335,15.364734,18.415346,12.712215,14.618934,13.333282,15.736813
MEX-2003,MEX,2003,70.124634,15.5543,18.621986,12.88608,14.321067,13.14673,15.342485
MEX-2004,MEX,2004,68.566475,16.568291,19.496887,14.009907,14.865237,13.745427,15.843489
MEX-2005,MEX,2005,71.844093,12.723972,15.130651,10.656567,15.431935,14.573572,16.169294
MEX-2006,MEX,2006,70.973122,13.26213,15.458891,11.367753,15.764752,14.993038,16.430241
MEX-2007,MEX,2007,70.421989,13.55181,15.772163,11.644622,16.026201,15.252857,16.69047
MEX-2008,MEX,2008,70.091904,13.672557,15.662516,11.943851,16.235542,15.505013,16.870163
MEX-2009,MEX,2009,68.709137,14.308427,16.192701,12.663967,16.982433,16.287386,17.58902
MEX-2010,MEX,2010,67.913872,14.654601,16.31839,13.19238,17.431528,16.71188,18.06399
MEX-2011,MEX,2011,66.860298,15.012249,16.553083,13.649809,18.127449,17.552267,18.63604
MEX-2012,MEX,2012,66.014343,15.709545,17.155567,14.435471,18.276108,17.633924,18.84193
MEX-2013,MEX,2013,65.209229,16.20183,17.27128,15.256807,18.58894,18.241148,18.896265
MEX-2014,MEX,2014,64.907104,15.996383,17.076834,15.048493,19.09651,18.74284,19.406786
MEX-2015,MEX,2015,64.336807,16.278801,17.442137,15.255282,19.38439,19.085745,19.647142
MEX-2016,MEX,2016,63.365211,16.818605,17.931393,15.838044,19.816181,19.535267,20.063717
MEX-2017,MEX,2017,62.338387,17.418995,18.578926,16.402203,20.242617,19.897543,20.545109
MEX-2018,MEX,2018,60.853703,17.979799,18.878956,17.18869,21.166498,20.928068,21.376276
MEX-2019,MEX,2019,60.211422,18.259947,18.929453,17.667831,21.528631,21.518822,21.537306
MEX-2020,MEX,2020,58.403774,19.432951,19.960196,18.965326,22.163275,22.089827,22.228416
NLD-1990,NLD,1990,45.222771,19.184652,22.030937,16.270754,35.592579,39.346306,31.749681
NLD-1991,NLD,1991,43.743805,19.586224,22.531769,16.557789,36.669971,39.931572,33.316582
NLD-1992,NLD,1992,42.071236,20.858746,23.798077,17.830608,37.070019,40.0,34.05151
NLD-1994,NLD,1994,40.196198,21.390118,24.457035,18.239147,38.413685,40.816807,35.944702
NLD-1995,NLD,1995,38.790455,21.970234,24.924295,18.931225,39.239311,41.835545,36.568417
NLD-1998,NLD,1998,35.686409,24.219467,27.289211,21.069767,40.094124,41.455124,38.697674
NLD-2000,NLD,2000,35.143627,23.375116,26.100851,20.581749,41.481255,42.744064,40.187115
NLD-2001,NLD,2001,34.89233,23.205473,25.742794,20.608261,41.902199,42.993347,40.785294
NLD-2002,NLD,2002,32.165543,25.02088,27.422941,22.565882,42.813576,43.765476,41.840698
NLD-2003,NLD,2003,30.776005,27.545015,30.133541,24.90634,41.678982,42.42239,40.921169
NLD-2004,NLD,2004,29.093763,29.537558,32.069435,26.959208,41.368679,42.215954,40.505852
NLD-2005,NLD,2005,28.181055,30.11544,32.676991,27.521421,41.703503,42.562145,40.833977
NLD-2006,NLD,2006,27.63452,30.189871,32.231956,28.130663,42.17561,42.891792,41.453426
NLD-2007,NLD,2007,26.816864,30.803967,32.871872,28.725107,42.379169,42.875389,41.880322
NLD-2008,NLD,2008,26.708052,32.167362,34.200722,30.125334,41.124588,41.318565,40.929783
NLD-2009,NLD,2009,26.604006,32.785397,34.539516,31.024853,40.6106,40.733852,40.486897
NLD-2010,NLD,2010,27.026423,32.389164,34.22699,30.543089,40.584415,40.437889,40.731598
NLD-2011,NLD,2011,27.715986,32.041344,33.408222,30.674158,40.242668,40.238148,40.247192
NLD-2012,NLD,2012,26.576496,34.398335,35.523708,33.271935,39.025169,39.164558,38.885651
NLD-2013,NLD,2013,24.204819,33.869305,34.755119,32.981159,41.925877,42.34885,41.501793
NLD-2014,NLD,2014,24.098568,34.419815,34.844147,33.994911,41.481617,42.29509,40.667057
NLD-2015,NLD,2015,23.600424,35.330765,35.696461,34.965019,41.06881,41.628002,40.509541
NLD-2016,NLD,2016,22.9333,35.999168,36.032528,35.965878,41.067532,41.72171,40.414757
NLD-2017,NLD,2017,21.618059,37.16811,36.764774,37.570652,41.213829,41.993813,40.435383
NLD-2018,NLD,2018,20.976793,38.343895,37.782265,38.904495,40.67931,41.538254,39.821945
NLD-2019,NLD,2019,20.440771,40.385136,39.97419,40.795212,39.174091,39.774967,38.574493
NLD-2020,NLD,2020,18.97662,42.644951,41.968655,43.321602,38.378426,39.161121,37.595325
NOR-1991,NOR,1991,20.871677,24.811007,26.828817,22.736868,54.317318,53.336567,55.325447
NOR-1992,NOR,1992,20.986521,25.280275,27.152542,23.351435,53.733204,52.712093,54.785168
NOR-1994,NOR,1994,19.315317,27.359604,28.344973,26.341339,53.325081,52.837536,53.828899
NOR-1995,NOR,1995,18.810703,28.633411,29.093939,28.157124,52.555885,52.529827,52.582836
NOR-2005,NOR,2005,22.786383,32.692787,30.0,35.470303,44.520832,48.450245,40.467777
NOR-2006,NOR,2006,21.103868,32.926327,29.855354,36.092495,45.969803,49.390541,42.443031
NOR-2007,NOR,2007,21.07445,34.198307,31.025473,37.470528,44.727242,48.171131,41.17548
NOR-2008,NOR,2008,19.278467,36.004189,32.155869,39.98362,44.717346,48.598129,40.704342
NOR-2009,NOR,2009,19.276142,36.698498,32.496845,41.044899,44.02536,48.532196,39.363266
NOR-2010,NOR,2010,19.372442,37.284328,33.543308,41.171658,43.343231,47.669292,38.84798
NOR-2011,NOR,2011,18.103582,38.053513,33.906898,42.356129,43.842903,47.933632,39.598278
NOR-2012,NOR,2012,17.945995,38.561893,34.009777,43.339031,43.492111,47.978077,38.784393
NOR-2013,NOR,2013,17.591412,39.770252,34.774326,45.019245,42.638336,47.21571,37.829098
NOR-2014,NOR,2014,18.052679,41.757915,37.583115,46.135193,40.189404,43.784332,36.420128
NOR-2015,NOR,2015,17.628136,42.706734,38.427513,47.20348,39.665131,43.621574,35.507572
NOR-2016,NOR,2016,17.761009,43.016758,38.396145,47.866173,39.222229,43.312553,34.929367
NOR-2017,NOR,2017,18.030542,43.207031,38.701958,47.927422,38.762424,42.390541,34.960907
NOR-2018,NOR,2018,17.522373,43.575832,39.068577,48.301937,38.901794,42.658073,34.963131
NOR-2019,NOR,2019,17.480188,44.129421,39.005184,49.493538,38.390388,42.801586,33.772694
NOR-2020,NOR,2020,17.518663,45.273285,39.585854,51.226639,37.20805,42.131302,32.054607
NZL-1990,NZL,1990,43.447365,,,,,,
NZL-1991,NZL,1991,44.373329,,,,,,
NZL-1992,NZL,1992,43.602989,,,,,,
NZL-1994,NZL,1994,42.728489,,,,,,
NZL-1995,NZL,1995,40.922394,,,,,,
NZL-1997,NZL,1997,39.565754,,,,,,
NZL-1998,NZL,1998,38.636364,,,,,,
NZL-1999,NZL,1999,38.037067,,,,,,
NZL-2000,NZL,2000,36.803673,,,,,,
NZL-2001,NZL,2001,35.522774,,,,,,
NZL-2002,NZL,2002,34.41552,,,,,,
NZL-2003,NZL,2003,33.131687,,,,,,
NZL-2004,NZL,2004,32.920467,,,,,,
NZL-2005,NZL,2005,31.6005,,,,,,
NZL-2006,NZL,2006,31.062853,,,,,,
NZL-2007,NZL,2007,28.924793,,,,,,
NZL-2008,NZL,2008,27.94714,,,,,,
NZL-2009,NZL,2009,27.84214,,,,,,
NZL-2010,NZL,2010,26.960302,,,,,,
NZL-2011,NZL,2011,25.886049,,,,,,
