LocationTime,LOCATION,hSpend_val_COMPULSORY,hSpend_val_OOPEXP,hSpend_val_TOT,hSpend_val_VOLUNTARY
DEU-2012,DEU,1343.1940000000002,227.03033333333335,2378.1995,275.60600000000005
DEU-2013,DEU,1414.7546666666667,222.50033333333332,2481.3374999999996,272.804
DEU-2014,DEU,1477.184,225.857,2581.3655,277.0653333333333
DEU-2015,DEU,1517.2,233.59266666666667,2653.5795000000003,285.18666666666667
DEU-2016,DEU,1624.9850000000004,247.36666666666667,2840.1485000000002,301.78066666666666
DEU-2017,DEU,1710.289,259.50766666666664,2990.7434999999996,316.87333333333333
DEU-2018,DEU,1792.7873333333334,278.4926666666667,3146.6485000000002,338.3063333333333
DEU-2019,DEU,1825.822,290.44166666666666,3209.812,347.38633333333337
DEU-2020,DEU,2000.155,292.31966666666665,3475.9025,350.44699999999995
DNK-1990,DNK,425.5293333333334,84.25099999999999,724.777,90.98866666666667
DNK-1991,DNK,441.596,82.53766666666667,745.9835,89.05933333333333
DNK-1992,DNK,459.1213333333333,88.21133333333334,781.1635,94.98733333333332
DNK-1993,DNK,481.3516666666667,97.44599999999998,827.5915,103.70966666666668
DNK-1994,DNK,494.921,103.91433333333335,858.294,110.60866666666665
DNK-1995,DNK,498.38566666666674,101.85133333333333,861.4,109.21433333333334
DNK-1996,DNK,524.6246666666667,107.06533333333334,910.919,115.988
DNK-1997,DNK,544.4523333333333,112.41266666666667,949.716,122.01766666666667
DNK-1998,DNK,545.9496666666668,116.77333333333333,960.8679999999999,127.96233333333333
DNK-1999,DNK,634.8426666666667,116.88499999999999,1095.0055,128.494
DNK-2000,DNK,679.768,125.60633333333334,1176.9095,138.17166666666665
DNK-2001,DNK,717.5010000000001,130.03566666666666,1240.3815,142.75333333333333
DNK-2002,DNK,787.8776666666668,138.465,1360.1855,152.24533333333332
DNK-2003,DNK,792.1126666666665,137.42033333333333,1366.007,151.89166666666668
DNK-2004,DNK,843.7489999999999,150.18133333333336,1464.8255,166.13533333333334
DNK-2005,DNK,872.0749999999999,153.17533333333333,1512.0365,169.28266666666664
DNK-2006,DNK,950.0796666666666,164.55466666666666,1649.1955,182.71733333333336
DNK-2007,DNK,1024.704,178.25666666666666,1786.2054999999998,199.43266666666668
DNK-2008,DNK,1088.6786666666667,182.92999999999998,1893.609,207.061
DNK-2009,DNK,1161.8220000000001,188.24699999999999,2013.413,213.78666666666666
DNK-2010,DNK,1231.1283333333333,200.27,2141.492,229.86666666666667
DNK-2011,DNK,1226.7383333333332,203.11900000000003,2142.2745,234.778
DNK-2012,DNK,1277.8393333333333,204.67899999999997,2221.9425,236.78933333333336
DNK-2013,DNK,1305.2126666666668,206.264,2267.999,240.12033333333332
DNK-2014,DNK,1325.1363333333334,209.32700000000003,2303.884,244.11966666666663
DNK-2015,DNK,1358.5046666666665,217.00199999999998,2368.5480000000002,253.86066666666667
DNK-2016,DNK,1406.1676666666665,225.86133333333336,2455.5955000000004,264.2293333333334
DNK-2017,DNK,1461.7023333333334,238.40833333333333,2561.5285,279.31666666666666
DNK-2018,DNK,1512.1873333333333,249.60766666666666,2658.401,293.41366666666664
DNK-2019,DNK,1526.2736666666667,251.5136666666667,2684.9485,297.02566666666667
DNK-2020,DNK,1641.7593333333334,248.217,2852.0895,292.96733333333333
ESP-1990,ESP,242.3546666666667,,413.89399999999995,66.908
ESP-1991,ESP,258.26466666666664,65.35233333333333,452.4685,76.71466666666666
ESP-1992,ESP,279.3956666666666,70.19266666666667,493.505,82.94133333333333
ESP-1993,ESP,288.76733333333334,75.658,517.9390000000001,89.85866666666665
ESP-1994,ESP,291.99833333333333,80.21233333333333,529.862,94.57633333333332
ESP-1995,ESP,296.2203333333334,99.53066666666666,566.7885,114.972
ESP-1996,ESP,309.627,101.96666666666665,593.4124999999999,119.31466666666667
ESP-1997,ESP,322.249,105.76466666666666,619.3924999999999,124.01299999999999
ESP-1998,ESP,337.7183333333333,112.49466666666666,654.4730000000001,131.93033333333332
ESP-1999,ESP,353.29266666666666,118.33366666666666,688.566,139.08533333333335
ESP-2000,ESP,387.91966666666667,132.233,765.4375,155.70533333333333
ESP-2001,ESP,412.528,144.33833333333334,821.178,168.25766666666667
ESP-2002,ESP,452.3616666666667,156.64200000000002,905.1505,184.40499999999997
ESP-2003,ESP,503.08633333333336,158.89266666666666,1011.3050000000001,204.45033333333333
ESP-2004,ESP,530.5373333333333,164.766,1065.3609999999999,213.03666666666666
ESP-2005,ESP,553.409,168.32566666666665,1110.099,219.99033333333333
ESP-2006,ESP,601.3283333333333,175.351,1201.034,232.69433333333333
ESP-2007,ESP,624.8513333333334,179.17766666666668,1246.3174999999999,239.36033333333333
ESP-2008,ESP,679.1763333333333,191.293,1340.1595,247.59633333333332
ESP-2009,ESP,713.8326666666667,180.8226666666667,1376.2915,237.0283333333333
ESP-2010,ESP,706.3896666666666,192.5293333333333,1373.3135,242.4863333333333
ESP-2011,ESP,696.4106666666667,193.256,1371.557,251.29366666666667
ESP-2012,ESP,681.9743333333333,206.24666666666667,1368.65,263.79200000000003
ESP-2013,ESP,680.0533333333333,218.12033333333332,1386.5995,277.67966666666666
ESP-2014,ESP,694.8679999999999,228.7843333333333,1433.401,294.066
ESP-2015,ESP,743.7516666666666,232.5343333333333,1514.344,299.14466666666664
ESP-2016,ESP,776.9803333333334,238.45466666666667,1578.8180000000002,308.89833333333337
ESP-2017,ESP,805.4123333333333,254.10966666666664,1663.4424999999999,336.8823333333333
ESP-2018,ESP,827.7923333333333,262.21133333333336,1718.171,350.9883333333333
ESP-2019,ESP,854.8623333333334,263.473,1765.953,355.7730000000001
ESP-2020,ESP,935.011,250.45766666666665,1864.384,341.24533333333335
EST-1999,EST,157.97633333333332,29.636666666666667,257.937,39.830999999999996
EST-2000,EST,166.299,44.00033333333334,274.093,49.72366666666667
EST-2001,EST,169.78099999999998,41.698,274.99899999999997,46.88433333333333
EST-2002,EST,186.15666666666667,49.987,314.7115,56.984333333333325
EST-2003,EST,205.73533333333333,55.04,352.5785,62.65033333333334
EST-2004,EST,229.5,68.65433333333333,409.6135,76.90933333333332
EST-2005,EST,247.79999999999998,75.01533333333333,446.97249999999997,83.51433333333334
EST-2006,EST,265.21566666666666,81.173,475.49199999999996,85.10799999999999
EST-2007,EST,314.53133333333335,93.84666666666665,571.428,99.754
EST-2008,EST,358.5926666666667,96.52233333333334,648.7280000000001,107.22566666666665
EST-2009,EST,367.0553333333333,95.86133333333333,657.0554999999999,104.315
EST-2010,EST,373.9626666666666,107.41133333333335,684.9110000000001,115.978
EST-2011,EST,385.8733333333334,108.48166666666667,704.742,117.01733333333333
EST-2012,EST,414.161,116.26266666666668,760.4585000000001,125.95966666666668
EST-2013,EST,439.04999999999995,131.2913333333333,821.0545000000001,141.555
EST-2014,EST,480.7056666666667,151.13766666666666,913.8000000000001,161.57633333333334
EST-2015,EST,509.6646666666666,161.84633333333332,973.5260000000001,172.65599999999998
EST-2016,EST,548.2086666666668,174.33633333333333,1051.623,186.19366666666667
EST-2017,EST,566.0403333333333,190.85233333333335,1104.0355000000002,203.31666666666663
EST-2018,EST,606.786,201.8896666666667,1185.397,216.812
EST-2019,EST,635.2493333333333,204.15099999999998,1229.556,217.788
EST-2020,EST,729.6129999999999,202.771,1368.4904999999999,216.04766666666663
FIN-1990,FIN,365.02299999999997,74.24266666666666,634.428,91.26133333333333
FIN-1991,FIN,390.43066666666664,78.993,679.3125,95.77833333333335
FIN-1992,FIN,379.59999999999997,82.07666666666667,671.4205,101.347
FIN-1993,FIN,335.15799999999996,91.95066666666668,617.085,109.56533333333334
FIN-1994,FIN,330.4413333333334,92.89533333333333,612.7285,111.40733333333333
FIN-1995,FIN,345.11899999999997,114.17833333333333,676.767,139.39233333333334
FIN-1996,FIN,361.66200000000003,120.262,712.817,146.88333333333333
FIN-1997,FIN,376.5706666666667,122.54733333333333,741.2049999999999,150.89966666666666
FIN-1998,FIN,391.51466666666664,122.64600000000002,765.3885,152.07766666666666
FIN-1999,FIN,407.39933333333335,133.79466666666667,808.204,164.73666666666665
FIN-2000,FIN,490.18800000000005,143.02266666666665,941.971,171.1256666666667
FIN-2001,FIN,519.4573333333334,147.79233333333335,994.759,177.04866666666666
FIN-2002,FIN,578.1123333333334,159.653,1104.4215000000002,191.50199999999998
FIN-2003,FIN,600.0093333333333,161.68266666666668,1142.5140000000001,195.0
FIN-2004,FIN,655.4196666666667,171.24099999999999,1243.3865,206.83833333333337
FIN-2005,FIN,680.8556666666667,174.99633333333335,1290.894,213.07333333333335
FIN-2006,FIN,736.9903333333333,179.44499999999996,1380.478,216.66166666666666
FIN-2007,FIN,800.9206666666665,197.13966666666667,1506.5085,236.75133333333335
FIN-2008,FIN,864.5786666666667,207.52966666666669,1626.059,252.79433333333336
FIN-2009,FIN,876.1129999999999,207.02366666666668,1645.307,254.092
FIN-2010,FIN,908.6899999999999,221.66533333333334,1718.2355,270.13366666666667
FIN-2011,FIN,959.1693333333334,224.3306666666667,1803.7625,276.67266666666666
FIN-2012,FIN,1015.3176666666667,226.75966666666667,1897.887,283.27366666666666
FIN-2013,FIN,1050.5146666666667,239.81266666666667,1971.5204999999999,297.16566666666665
FIN-2014,FIN,1057.2596666666666,239.01866666666663,1982.768,297.91866666666664
FIN-2015,FIN,1052.0673333333332,254.72766666666666,2001.069,315.312
FIN-2016,FIN,1070.455,270.65133333333335,2056.466,333.85533333333336
FIN-2017,FIN,1101.548,274.54366666666664,2112.2180000000003,339.93033333333335
FIN-2018,FIN,1138.8173333333332,271.83566666666667,2169.7425000000003,341.0113333333333
FIN-2019,FIN,1166.2266666666667,260.94233333333335,2196.403,331.375
FIN-2020,FIN,1242.2516666666666,257.86633333333333,2307.1175000000003,329.16
FRA-1990,FRA,396.9073333333333,61.064,733.5535,125.46166666666669
FRA-1991,FRA,420.0526666666667,66.882,783.127,135.36499999999998
FRA-1992,FRA,445.1913333333334,68.96966666666667,829.7924999999999,141.33700000000002
FRA-1993,FRA,470.732,72.26266666666668,881.1709999999999,150.049
FRA-1994,FRA,483.2793333333334,72.86999999999999,912.9414999999999,158.68166666666667
FRA-1995,FRA,582.9233333333334,57.644,1055.401,154.0103333333333
FRA-1996,FRA,600.159,57.192,1089.6685,159.62
FRA-1997,FRA,618.5366666666667,57.78900000000001,1123.1779999999999,163.58166666666668
FRA-1998,FRA,640.1116666666667,59.199666666666666,1165.795,170.41833333333332
FRA-1999,FRA,668.4689999999999,62.22866666666666,1220.4814999999999,178.5186666666667
FRA-2000,FRA,735.4580000000001,67.81566666666667,1348.557,196.91333333333333
FRA-2001,FRA,785.1709999999999,72.99066666666667,1442.5,209.82899999999998
FRA-2002,FRA,860.9113333333333,77.61433333333333,1581.019,226.4346666666667
FRA-2003,FRA,831.4623333333334,77.85666666666667,1533.174,223.98733333333334
FRA-2004,FRA,861.6899999999999,79.25233333333334,1590.5555000000002,232.014
FRA-2005,FRA,885.1476666666666,82.89566666666667,1637.3945,239.782
FRA-2006,FRA,915.2189999999999,110.90933333333334,1727.6205,269.86133333333333
FRA-2007,FRA,949.554,117.47066666666667,1799.2714999999998,283.29333333333335
FRA-2008,FRA,979.0433333333334,128.37566666666666,1869.9270000000001,300.90766666666667
FRA-2009,FRA,1018.1653333333334,135.29066666666668,1946.065,312.54466666666667
FRA-2010,FRA,1056.5193333333334,141.79933333333335,2028.1455,328.91066666666666
FRA-2011,FRA,1082.5266666666666,145.84666666666666,2086.4415000000004,341.7676666666667
FRA-2012,FRA,1118.6736666666668,148.78799999999998,2155.3655,351.57
FRA-2013,FRA,1271.874,156.80833333333334,2278.1845,280.2486666666667
FRA-2014,FRA,1298.0026666666665,158.633,2319.1065,281.40166666666664
FRA-2015,FRA,1314.0173333333332,156.451,2339.2985,278.8483333333333
FRA-2016,FRA,1392.5086666666666,163.229,2469.8064999999997,287.3626666666667
FRA-2017,FRA,1416.1853333333336,166.42533333333333,2508.5570000000002,289.5196666666667
FRA-2018,FRA,1447.5653333333332,165.12133333333333,2555.2594999999997,289.274
FRA-2019,FRA,1470.2233333333334,166.444,2589.4685,289.42233333333337
FRA-2020,FRA,1575.713,166.30866666666665,2740.3115,284.49466666666666
GBR-1990,GBR,249.44999999999996,33.608000000000004,393.851,46.45066666666667
GBR-1991,GBR,264.2583333333333,37.63433333333333,424.1415,51.836333333333336
GBR-1992,GBR,289.681,40.44533333333334,468.318,55.864000000000004
GBR-1993,GBR,309.964,41.27,500.8655,57.279666666666664
GBR-1994,GBR,325.167,45.41133333333334,532.379,63.08599999999999
GBR-1995,GBR,336.13166666666666,46.10166666666667,549.7935000000001,63.73066666666667
GBR-1996,GBR,358.0466666666667,49.60466666666667,588.5649999999999,67.66333333333334
GBR-1997,GBR,403.5973333333333,101.72433333333333,757.099,134.46866666666668
GBR-1998,GBR,421.19000000000005,104.656,789.5455,138.50733333333332
GBR-1999,GBR,453.91366666666664,108.016,845.545,143.11633333333333
GBR-2000,GBR,508.7323333333333,115.72033333333333,952.1965,159.399
GBR-2001,GBR,562.5866666666667,113.529,1037.2794999999999,162.26633333333334
GBR-2002,GBR,632.6306666666666,114.11899999999999,1147.5890000000002,165.762
GBR-2003,GBR,671.9776666666667,135.33666666666667,1238.6165,187.10000000000002
GBR-2004,GBR,755.7379999999999,135.582,1366.5980000000002,188.66066666666666
GBR-2005,GBR,766.513,125.202,1369.9165,180.09799999999998
GBR-2006,GBR,827.3973333333333,134.91,1480.478,192.92133333333334
GBR-2007,GBR,848.5746666666668,135.45066666666668,1515.137,194.85
GBR-2008,GBR,895.0866666666667,147.243,1608.438,210.53833333333333
GBR-2009,GBR,925.8133333333334,162.97233333333332,1672.27,222.36666666666665
GBR-2010,GBR,952.3920000000002,169.84066666666666,1725.8310000000001,231.49533333333332
GBR-2011,GBR,966.323,171.40233333333333,1752.784,235.533
GBR-2012,GBR,994.427,180.06866666666667,1812.0314999999998,246.92766666666668
GBR-2013,GBR,1005.2640000000001,185.01633333333334,1838.739,253.89466666666667
GBR-2014,GBR,1030.1483333333333,190.09166666666667,1884.381,259.439
GBR-2015,GBR,1040.7846666666667,194.1823333333333,1907.7875000000001,264.407
GBR-2016,GBR,1087.536,201.22766666666666,1984.9180000000001,269.07599999999996
GBR-2017,GBR,1105.943,209.59666666666666,2034.3565,283.6283333333334
GBR-2018,GBR,1136.3283333333331,219.55066666666664,2099.683,296.7936666666667
GBR-2019,GBR,1189.122,229.00566666666668,2197.669,309.32366666666667
GBR-2020,GBR,1416.8246666666666,214.423,2515.339,293.40133333333335
GRC-1990,GRC,158.71599999999998,,389.865,134.52700000000002
GRC-1991,GRC,163.01833333333332,,401.009,137.6543333333333
GRC-1992,GRC,184.45766666666668,,447.0915,146.93666666666667
GRC-1993,GRC,205.65633333333335,,504.37649999999996,163.99699999999999
GRC-1994,GRC,213.84666666666666,,574.2900000000001,202.34666666666666
GRC-1995,GRC,228.91099999999997,,599.6999999999999,204.1643333333333
GRC-1996,GRC,242.14166666666668,,620.959,205.2193333333333
GRC-1997,GRC,250.94533333333334,,648.395,214.65099999999998
GRC-1998,GRC,255.09000000000003,,668.0649999999999,223.62
GRC-1999,GRC,273.65,,699.039,225.70966666666664
GRC-2000,GRC,313.40366666666665,,712.8304999999999,195.15066666666667
GRC-2001,GRC,381.117,,854.4585000000001,221.8553333333333
GRC-2002,GRC,415.0143333333333,,979.6814999999999,271.43966666666665
GRC-2003,GRC,430.444,272.511,1028.5515,288.59066666666666
GRC-2004,GRC,431.64733333333334,286.87,1054.4485,304.65133333333335
GRC-2005,GRC,466.83400000000006,282.97533333333337,1101.0795,300.55199999999996
GRC-2006,GRC,495.1960000000001,289.72266666666667,1155.667,308.582
GRC-2007,GRC,534.9646666666666,289.05833333333334,1216.9345,309.65833333333336
GRC-2008,GRC,604.2016666666667,297.85033333333337,1337.1475,320.56333333333333
GRC-2009,GRC,647.8986666666667,279.785,1372.4925,300.33866666666665
GRC-2010,GRC,623.8753333333333,255.8563333333333,1308.1025000000002,281.35066666666665
GRC-2011,GRC,525.3576666666667,249.14133333333336,1149.392,272.74833333333333
GRC-2012,GRC,496.7733333333333,228.82000000000002,1077.231,253.61933333333332
GRC-2013,GRC,454.4923333333333,247.006,1048.1470000000002,271.59133333333335
GRC-2014,GRC,406.5476666666666,262.75166666666667,1009.494,290.56233333333336
GRC-2015,GRC,434.5146666666667,267.9943333333333,1065.577,297.2176666666667
GRC-2016,GRC,484.2806666666667,270.658,1133.3545000000001,302.6066666666667
GRC-2017,GRC,476.1746666666666,275.1766666666667,1129.4895000000001,308.74566666666664
GRC-2018,GRC,478.23133333333334,291.38466666666665,1161.408,328.29766666666666
GRC-2019,GRC,503.9493333333333,275.6213333333333,1178.8885,314.2296666666667
GRC-2020,GRC,534.972,289.3093333333333,1247.7994999999999,328.918
HRV-2005,HRV,333.745,52.00966666666667,532.6034999999999,54.657333333333334
HRV-2006,HRV,367.3183333333333,57.01866666666666,592.3610000000001,60.922000000000004
HRV-2007,HRV,433.109,61.937999999999995,699.6005,66.62433333333333
HRV-2008,HRV,469.0946666666666,80.226,779.1265,83.65633333333334
HRV-2009,HRV,471.1276666666667,76.08066666666666,780.1750000000001,82.32266666666666
HRV-2010,HRV,475.65333333333336,77.693,785.005,81.01633333333334
HRV-2011,HRV,428.3006666666667,66.47866666666667,756.0699999999999,109.07933333333334
HRV-2012,HRV,448.021,64.863,777.9845,103.96866666666665
HRV-2013,HRV,419.67799999999994,43.677666666666674,691.787,74.84633333333333
HRV-2014,HRV,428.07099999999997,58.208333333333336,724.3375000000001,88.15433333333334
HRV-2015,HRV,448.8156666666667,59.449666666666666,764.723,94.33299999999998
HRV-2016,HRV,490.2046666666667,65.19,841.0565,103.83299999999998
HRV-2017,HRV,514.338,68.334,884.6605000000001,108.769
HRV-2018,HRV,543.658,75.49466666666667,944.4615,119.31666666666668
HRV-2019,HRV,563.497,78.87400000000001,981.9535,124.472
HRV-2020,HRV,613.8403333333333,76.181,1043.6335,115.24866666666667
HUN-1991,HUN,204.50833333333333,27.548999999999996,298.086,27.548999999999996
HUN-1992,HUN,212.66433333333336,32.01666666666667,317.0215,32.01666666666667
HUN-1993,HUN,217.311,34.24466666666667,327.33349999999996,34.24466666666667
HUN-1994,HUN,240.05366666666666,38.29233333333333,367.519,38.29233333333333
HUN-1995,HUN,218.77933333333337,45.276,346.083,45.276
HUN-1996,HUN,215.05533333333332,51.42600000000001,349.72200000000004,51.42600000000001
HUN-1997,HUN,214.688,53.50366666666667,352.28749999999997,53.50366666666667
HUN-1998,HUN,215.67666666666665,68.888,387.757,76.16133333333333
HUN-1999,HUN,220.89633333333333,80.59133333333334,415.06,89.14366666666666
HUN-2000,HUN,235.32799999999997,92.334,456.834,102.56133333333334
HUN-2001,HUN,250.60433333333333,105.92666666666668,501.4285,117.01499999999999
HUN-2002,HUN,295.5056666666666,116.86933333333333,587.1775,129.279
HUN-2003,HUN,346.3616666666667,129.40233333333333,686.491,144.63266666666667
HUN-2004,HUN,349.43100000000004,128.23366666666666,694.619,146.98133333333334
HUN-2005,HUN,370.29866666666675,134.96333333333334,735.754,153.53733333333332
HUN-2006,HUN,381.85966666666667,135.18533333333335,759.61,157.88
HUN-2007,HUN,352.8913333333333,134.746,718.6235,159.52466666666666
HUN-2008,HUN,367.22433333333333,140.68633333333335,749.8395,166.002
HUN-2009,HUN,364.231,140.08433333333332,749.9055,169.03933333333333
HUN-2010,HUN,396.5693333333333,162.263,836.828,194.649
HUN-2011,HUN,412.95000000000005,175.393,881.5025,208.0516666666667
HUN-2012,HUN,409.1956666666667,183.62733333333335,886.9715,215.452
HUN-2013,HUN,428.35100000000006,182.49699999999999,914.406,214.58633333333333
HUN-2014,HUN,440.643,186.312,935.399,216.29
HUN-2015,HUN,454.01399999999995,183.08166666666668,949.0500000000001,212.019
HUN-2016,HUN,478.0643333333333,194.44133333333335,1003.3345,224.15866666666668
HUN-2017,HUN,483.08899999999994,191.2396666666667,1002.0055,218.24800000000002
HUN-2018,HUN,512.7653333333334,197.66033333333334,1056.1425,224.663
HUN-2019,HUN,503.5556666666667,203.91133333333335,1050.188,229.903
HUN-2020,HUN,597.409,213.48333333333335,1204.6245,239.00766666666667
IND-2000,IND,11.758000000000001,37.342999999999996,4.161,40.3225
IND-2001,IND,10.7895,38.681999999999995,4.396,41.409
IND-2002,IND,10.468499999999999,38.2915,4.373,41.717999999999996
IND-2003,IND,10.314499999999999,38.23,4.134,41.7525
IND-2004,IND,10.216999999999999,37.7205,4.081,41.8235
IND-2005,IND,11.004,38.0045,3.91,40.95099999999999
IND-2006,IND,11.136,37.483000000000004,3.749,40.7385
IND-2007,IND,11.352500000000001,36.693,3.628,40.4615
IND-2008,IND,11.9475,35.827,3.625,39.865
IND-2009,IND,13.069,34.579,3.594,38.728500000000004
IND-2010,IND,13.196,33.6925,3.375,38.4915
IND-2011,IND,24.575666666666667,54.572333333333326,81.552,63.126
IND-2012,IND,25.485666666666663,59.214,90.9855,68.50500000000001
IND-2013,IND,22.98266666666667,71.81166666666667,105.947,80.98233333333333
IND-2014,IND,23.86233333333333,69.80266666666667,106.242,80.29866666666666
IND-2015,IND,27.48466666666667,68.899,109.8235,79.06400000000001
IND-2016,IND,29.531000000000002,69.06933333333335,113.914,79.745
IND-2017,IND,33.229,55.22866666666667,100.31700000000001,66.98233333333333
IND-2018,IND,34.86066666666667,58.55566666666667,108.771,70.98666666666666
IND-2019,IND,36.840666666666664,60.942,116.8675,73.842
IRL-1990,IRL,209.217,49.339333333333336,378.8235,76.66733333333333
IRL-1991,IRL,232.23233333333337,53.714666666666666,422.887,83.02533333333334
IRL-1992,IRL,254.12066666666666,56.205333333333336,462.8725,87.79466666666667
IRL-1993,IRL,273.9843333333333,58.027666666666676,499.57149999999996,92.39666666666666
IRL-1994,IRL,284.9823333333333,59.88633333333334,523.5595000000001,97.39066666666666
IRL-1995,IRL,305.49333333333334,66.747,568.3045,106.71
IRL-1996,IRL,316.55400000000003,71.627,595.826,113.997
IRL-1997,IRL,346.7273333333333,75.21533333333333,647.1665,118.05033333333331
IRL-1998,IRL,375.963,76.945,700.6165000000001,124.44833333333334
IRL-1999,IRL,403.551,85.069,751.9395,131.07533333333333
IRL-2000,IRL,500.14633333333336,78.183,917.8439999999999,145.08333333333334
IRL-2001,IRL,585.8713333333334,79.525,1070.375,161.04533333333333
IRL-2002,IRL,664.983,88.11633333333333,1212.7669999999998,176.86133333333336
IRL-2003,IRL,705.143,117.71233333333333,1292.905,190.12699999999998
IRL-2004,IRL,766.0283333333333,118.60466666666667,1406.024,204.6543333333333
IRL-2005,IRL,841.525,144.61133333333333,1550.509,225.4813333333333
IRL-2006,IRL,859.2750000000001,153.79733333333334,1606.1605,244.8323333333333
IRL-2007,IRL,922.284,134.69,1696.0145,241.72533333333334
IRL-2008,IRL,992.1526666666667,148.38366666666667,1826.1995000000002,258.647
IRL-2009,IRL,1018.7956666666665,167.88566666666665,1932.8205,303.0846666666667
IRL-2010,IRL,1056.7156666666667,191.36900000000003,2030.7565,330.455
IRL-2011,IRL,1032.4503333333332,199.50833333333333,2104.1000000000004,403.6163333333334
IRL-2012,IRL,1068.903,207.024,2184.7819999999997,420.95166666666665
IRL-2013,IRL,1037.747,210.07500000000002,2155.1040000000003,432.32233333333335
IRL-2014,IRL,1019.2136666666667,205.40333333333334,2103.1055,416.1903333333333
IRL-2015,IRL,1056.7996666666666,193.91733333333332,2151.391,410.7943333333333
IRL-2016,IRL,1125.7726666666665,198.07233333333338,2272.0969999999998,422.292
IRL-2017,IRL,1165.358,201.33666666666667,2345.256,431.4793333333334
IRL-2018,IRL,1229.892,199.47799999999998,2438.7845,429.29766666666666
IRL-2019,IRL,1257.2103333333334,199.23799999999997,2476.9474999999998,427.4213333333334
IRL-2020,IRL,1439.8676666666668,191.86233333333334,2689.9575,386.771
ISL-1990,ISL,483.40333333333336,77.47333333333334,791.3149999999999,77.47333333333334
ISL-1991,ISL,508.838,81.22933333333333,835.1020000000001,81.22933333333333
ISL-1992,ISL,498.86533333333335,92.29233333333333,836.7365000000001,92.29233333333332
ISL-1993,ISL,498.81766666666664,103.09333333333335,852.8665,103.09333333333335
ISL-1994,ISL,515.3303333333333,104.44633333333333,879.6650000000001,104.44633333333333
ISL-1995,ISL,533.8446666666667,105.67099999999999,909.2735,105.67099999999999
ISL-1996,ISL,551.389,113.42566666666666,947.222,113.42566666666666
ISL-1997,ISL,578.9029999999999,130.057,1013.4405,130.057
ISL-1998,ISL,650.5943333333333,163.69466666666665,1171.4335,163.69466666666665
ISL-1999,ISL,725.6843333333333,169.11866666666666,1292.2050000000002,169.11866666666666
ISL-2000,ISL,745.259,166.22333333333333,1333.918,177.35333333333332
ISL-2001,ISL,768.737,172.37466666666668,1379.9095,184.53566666666666
ISL-2002,ISL,858.9653333333334,182.641,1533.2675,196.54666666666665
ISL-2003,ISL,871.4513333333334,186.43333333333337,1558.3245,200.76533333333336
ISL-2004,ISL,909.8186666666667,198.987,1635.9080000000001,214.11966666666663
ISL-2005,ISL,915.2446666666666,198.735,1644.8595,214.66133333333332
ISL-2006,ISL,952.5026666666666,197.85333333333332,1701.2945,215.02700000000002
ISL-2007,ISL,1002.837,201.38466666666667,1784.0645,219.87233333333336
ISL-2008,ISL,1019.6656666666667,201.80966666666666,1810.406,220.6053333333333
ISL-2009,ISL,976.8620000000001,201.91933333333336,1744.858,219.71
ISL-2010,ISL,897.8053333333334,209.79166666666666,1636.323,226.41
ISL-2011,ISL,912.2483333333333,210.97633333333332,1660.329,227.971
ISL-2012,ISL,934.3216666666666,217.06833333333336,1703.5915,234.73933333333332
ISL-2013,ISL,964.465,219.45400000000004,1753.1235,237.617
ISL-2014,ISL,994.8653333333333,222.227,1803.923,241.083
ISL-2015,ISL,1034.7493333333334,225.88700000000003,1870.711,245.72466666666665
ISL-2016,ISL,1097.7036666666665,227.16433333333336,1970.096,249.02699999999996
ISL-2017,ISL,1151.4023333333334,231.36266666666666,2059.7580000000003,255.10266666666666
ISL-2018,ISL,1192.8916666666667,230.77066666666667,2122.0185,255.121
ISL-2019,ISL,1221.744,229.38733333333334,2163.391,253.84966666666665
ISL-2020,ISL,1313.3133333333333,236.7346666666667,2314.8375,263.24499999999995
ISR-1990,ISR,,,6.482,
ISR-1991,ISR,,,6.182,
ISR-1992,ISR,,,6.441,
ISR-1993,ISR,,,6.611,
ISR-1994,ISR,,,7.084,
ISR-1995,ISR,288.3833333333333,114.42033333333332,584.6655,122.98166666666668
ISR-1996,ISR,316.77299999999997,113.664,630.7215,124.59166666666668
ISR-1997,ISR,332.36966666666666,125.116,674.6255000000001,139.56966666666668
ISR-1998,ISR,322.137,144.46333333333334,695.087,162.92333333333332
ISR-1999,ISR,319.61100000000005,136.90466666666666,688.0745000000001,158.613
ISR-2000,ISR,348.5,162.86666666666667,778.423,190.92633333333333
ISR-2001,ISR,367.805,177.97199999999998,830.1695,207.208
ISR-2002,ISR,383.7803333333334,166.93133333333333,849.3185,202.45533333333333
ISR-2003,ISR,362.88599999999997,166.18933333333334,820.756,205.927
ISR-2004,ISR,373.77833333333336,173.80200000000002,857.5649999999999,217.58833333333334
ISR-2005,ISR,372.26433333333335,187.85766666666666,881.7284999999999,236.19899999999998
ISR-2006,ISR,384.58500000000004,158.74366666666666,875.651,223.64333333333335
ISR-2007,ISR,395.978,174.24300000000002,930.2434999999999,249.03666666666666
ISR-2008,ISR,398.6903333333333,164.89700000000002,925.836,242.812
ISR-2009,ISR,411.4536666666666,170.84933333333333,958.2015,251.91333333333333
ISR-2010,ISR,434.9866666666666,164.928,988.952,248.70066666666665
ISR-2011,ISR,456.63433333333336,173.343,1044.367,263.121
ISR-2012,ISR,486.33666666666664,181.83833333333334,1115.213,279.5063333333333
