LocationTime,LOCATION,TIME,employment_val_BUPPSRY_PC_25_64,employment_val_TRY_PC_25_64,employment_val_UPPSRY_NTRY_PC_25_64
IDN-2013,IDN,2013,73.573471,85.715721,74.710739
IDN-2014,IDN,2014,73.708832,85.601837,75.137367
IDN-2015,IDN,2015,73.092537,85.077965,74.328827
IDN-2016,IDN,2016,72.363319,85.09465,74.1698
IDN-2017,IDN,2017,73.038063,85.070862,74.104416
IDN-2018,IDN,2018,74.187363,81.543999,75.112083
IDN-2019,IDN,2019,74.770241,84.143768,75.694656
IDN-2020,IDN,2020,73.558708,82.309792,73.851341
IND-2012,IND,2012,37.270351,39.949623,39.147507
IND-2018,IND,2018,57.166451,62.510967,63.483559
IND-2019,IND,2019,57.45676,61.882214,62.948265
IND-2020,IND,2020,61.198318,62.191349,64.364479
IRL-1991,IRL,1991,45.99892,80.639938,62.884411
IRL-1992,IRL,1992,45.941257,81.012192,64.098114
IRL-1994,IRL,1994,47.049671,82.650047,65.769058
IRL-1995,IRL,1995,48.565922,83.047272,66.608086
IRL-2000,IRL,2000,55.908649,87.528755,76.55481
IRL-2001,IRL,2001,58.406803,86.962219,77.313492
IRL-2002,IRL,2002,56.698242,86.310562,76.58963
IRL-2003,IRL,2003,56.632576,86.056435,75.600746
IRL-2004,IRL,2004,57.486076,86.203506,75.877754
IRL-2005,IRL,2005,58.447918,86.801743,76.717979
IRL-2006,IRL,2006,58.76096,86.083153,77.170906
IRL-2007,IRL,2007,58.70089,86.348022,76.996483
IRL-2008,IRL,2008,56.845081,85.196899,75.506363
IRL-2009,IRL,2009,50.67767,82.234619,69.639885
IRL-2010,IRL,2010,47.612698,80.95153,66.471428
IRL-2011,IRL,2011,45.83659,80.506882,64.867798
IRL-2012,IRL,2012,44.106441,80.041634,65.35569
IRL-2013,IRL,2013,46.930607,80.129417,66.006485
IRL-2014,IRL,2014,46.625233,81.057159,67.930679
IRL-2015,IRL,2015,48.814857,82.136742,68.903496
IRL-2016,IRL,2016,50.109047,82.544983,69.234749
IRL-2017,IRL,2017,50.852608,84.867844,71.937363
IRL-2018,IRL,2018,52.373951,85.067238,73.633385
IRL-2019,IRL,2019,53.333496,85.559753,74.656708
IRL-2020,IRL,2020,52.035358,84.500572,71.723053
ISL-2003,ISL,2003,82.235077,94.131844,89.752701
ISL-2004,ISL,2004,80.536919,93.572411,88.493721
ISL-2005,ISL,2005,81.776802,93.554955,88.908348
ISL-2006,ISL,2006,83.606148,92.945824,89.358322
ISL-2007,ISL,2007,83.548912,93.632584,89.511948
ISL-2008,ISL,2008,83.020836,92.541931,87.207062
ISL-2009,ISL,2009,76.828506,89.333015,83.64772
ISL-2010,ISL,2010,73.048576,89.153488,81.599663
ISL-2011,ISL,2011,71.832031,88.570808,82.494347
ISL-2012,ISL,2012,69.791046,90.480751,83.891525
ISL-2013,ISL,2013,71.450188,90.231339,84.997749
ISL-2014,ISL,2014,73.621002,89.503448,84.965332
ISL-2015,ISL,2015,75.956467,90.638023,86.394966
ISL-2016,ISL,2016,76.700485,92.581711,86.499107
ISL-2017,ISL,2017,74.514992,91.661316,87.784927
ISL-2018,ISL,2018,73.969177,90.86908,85.214729
ISL-2019,ISL,2019,73.532852,90.382393,84.531822
ISL-2020,ISL,2020,70.414513,87.59803,81.447174
ISR-2002,ISR,2002,43.470295,79.082726,66.642342
ISR-2003,ISR,2003,42.677975,79.295395,65.888657
ISR-2005,ISR,2005,41.266068,81.300407,66.750198
ISR-2007,ISR,2007,42.652809,82.959091,69.157745
ISR-2008,ISR,2008,44.843479,82.788483,69.958076
ISR-2009,ISR,2009,44.282337,82.376495,69.030426
ISR-2010,ISR,2010,44.704735,82.377548,70.149292
ISR-2011,ISR,2011,45.631592,82.812759,70.869781
ISR-2012,ISR,2012,47.181446,84.860222,71.705704
ISR-2013,ISR,2013,48.071404,85.125191,71.710892
ISR-2014,ISR,2014,48.639103,86.098755,72.257675
ISR-2015,ISR,2015,48.584198,86.495628,73.365814
ISR-2016,ISR,2016,48.119892,87.025414,72.731766
ISR-2017,ISR,2017,52.498909,87.130043,73.550529
ISR-2018,ISR,2018,50.764744,87.750999,73.338181
ISR-2019,ISR,2019,51.084827,87.689819,73.459198
ISR-2020,ISR,2020,48.844524,86.84687,70.724335
ITA-1991,ITA,1991,54.125229,86.539513,73.690491
ITA-1992,ITA,1992,53.972477,85.229027,73.295624
ITA-1994,ITA,1994,49.506161,82.237701,71.308662
ITA-1995,ITA,1995,48.897774,80.944557,70.438133
ITA-1998,ITA,1998,47.801167,80.784866,70.060715
ITA-1999,ITA,1999,48.017178,80.73774,70.329041
ITA-2000,ITA,2000,48.584743,81.389374,71.228004
ITA-2001,ITA,2001,49.382477,81.630348,72.093636
ITA-2002,ITA,2002,50.496639,82.240059,72.323418
ITA-2003,ITA,2003,50.728531,81.954247,72.36026
ITA-2004,ITA,2004,51.705791,81.223099,73.488579
ITA-2005,ITA,2005,51.732021,80.428688,73.509468
ITA-2006,ITA,2006,52.453228,80.595512,74.388802
ITA-2007,ITA,2007,52.821968,80.188087,74.456848
ITA-2008,ITA,2008,52.471062,80.685417,74.307938
ITA-2009,ITA,2009,51.231144,79.234962,73.134743
ITA-2010,ITA,2010,50.432877,78.288193,72.557808
ITA-2011,ITA,2011,50.804203,79.040939,71.946388
ITA-2012,ITA,2012,50.903591,78.712723,71.063049
ITA-2013,ITA,2013,49.753597,77.914299,69.682388
ITA-2014,ITA,2014,49.566059,77.828415,69.783463
ITA-2015,ITA,2015,50.188339,78.560356,70.108459
ITA-2016,ITA,2016,51.179424,79.722794,70.637016
ITA-2017,ITA,2017,51.803944,80.701469,70.968208
ITA-2018,ITA,2018,52.455048,81.205719,70.875648
ITA-2019,ITA,2019,52.691494,81.502151,71.438919
ITA-2020,ITA,2020,50.907883,80.369415,69.768456
JPN-1997,JPN,1997,,80.688339,
JPN-1998,JPN,1998,,79.46048,
JPN-1999,JPN,1999,,79.202538,
JPN-2000,JPN,2000,,79.043961,
JPN-2001,JPN,2001,,79.949562,
JPN-2002,JPN,2002,,79.184807,
JPN-2003,JPN,2003,,79.232857,
JPN-2004,JPN,2004,,79.276932,
JPN-2005,JPN,2005,,79.389313,
JPN-2006,JPN,2006,,79.81118,
JPN-2007,JPN,2007,,80.144402,
JPN-2008,JPN,2008,,79.749916,
JPN-2009,JPN,2009,,79.746834,
JPN-2010,JPN,2010,,79.517265,
JPN-2011,JPN,2011,,79.573174,
JPN-2012,JPN,2012,,79.766914,
JPN-2013,JPN,2013,,80.867592,
JPN-2014,JPN,2014,,81.603622,
JPN-2015,JPN,2015,,82.291,
JPN-2016,JPN,2016,,83.333336,
JPN-2017,JPN,2017,,84.042557,
JPN-2018,JPN,2018,,85.335411,
JPN-2019,JPN,2019,,86.019836,
JPN-2020,JPN,2020,,86.036583,
KOR-1995,KOR,1995,71.089951,80.211517,71.229935
KOR-1997,KOR,1997,71.178406,80.223633,71.698799
KOR-1998,KOR,1998,66.097816,76.068214,66.465599
KOR-1999,KOR,1999,66.867439,74.649818,66.404625
KOR-2000,KOR,2000,68.110718,75.420128,68.740852
KOR-2001,KOR,2001,67.900017,75.692368,69.436409
KOR-2002,KOR,2002,68.4972,76.117149,70.557007
KOR-2003,KOR,2003,66.622368,76.372177,69.620415
KOR-2004,KOR,2004,66.74823,76.725571,70.199181
KOR-2005,KOR,2005,65.956055,76.800529,70.131943
KOR-2006,KOR,2006,66.259041,77.29113,70.428894
KOR-2007,KOR,2007,66.028656,77.211655,70.848465
KOR-2008,KOR,2008,66.184456,77.100822,70.694626
KOR-2009,KOR,2009,65.052864,76.208008,69.174683
KOR-2010,KOR,2010,65.05529,76.321976,70.131836
KOR-2011,KOR,2011,65.297112,76.831879,70.7957
KOR-2012,KOR,2012,65.353065,77.135872,70.957237
KOR-2013,KOR,2013,65.500572,77.406151,71.23275
KOR-2014,KOR,2014,66.36348,77.528145,72.231895
KOR-2015,KOR,2015,65.891991,77.475151,72.502853
KOR-2016,KOR,2016,65.544815,77.355438,72.534996
KOR-2017,KOR,2017,65.798889,77.380608,73.04821
KOR-2018,KOR,2018,64.728958,77.591324,72.433052
KOR-2019,KOR,2019,63.626556,77.666336,72.20945
KOR-2020,KOR,2020,61.423512,76.97361,70.40477
LTU-2000,LTU,2000,36.659027,80.393715,68.676979
LTU-2005,LTU,2005,46.317135,87.520042,74.779411
LTU-2006,LTU,2006,46.597855,89.12191,74.901802
LTU-2007,LTU,2007,49.111763,89.445465,75.80204
LTU-2008,LTU,2008,42.214924,88.930702,74.197197
LTU-2009,LTU,2009,38.560547,86.935135,68.311424
LTU-2010,LTU,2010,31.624071,86.695938,63.374794
LTU-2011,LTU,2011,32.948956,88.284607,66.034286
LTU-2012,LTU,2012,36.003731,88.219864,67.547142
LTU-2013,LTU,2013,38.94894,88.598808,68.361069
LTU-2014,LTU,2014,48.12862,89.392021,69.656227
LTU-2015,LTU,2015,50.018356,89.636765,71.00312
LTU-2016,LTU,2016,49.252579,91.005623,72.594543
LTU-2017,LTU,2017,52.07909,90.661789,73.441284
LTU-2018,LTU,2018,55.125961,91.048744,75.150528
LTU-2019,LTU,2019,55.206459,91.255867,74.767952
LTU-2020,LTU,2020,54.489285,89.881157,73.166847
LUX-2000,LUX,2000,57.897686,84.341843,73.170044
LUX-2005,LUX,2005,61.808765,84.017586,71.744423
LUX-2006,LUX,2006,60.767796,85.161499,73.382835
LUX-2007,LUX,2007,62.266312,84.499329,73.94059
LUX-2008,LUX,2008,61.084679,84.715103,70.749275
LUX-2009,LUX,2009,61.556572,85.123535,70.174324
LUX-2010,LUX,2010,61.882107,84.975761,72.126091
LUX-2011,LUX,2011,61.993263,85.02948,70.37072
LUX-2012,LUX,2012,62.984173,84.799431,71.86795
LUX-2013,LUX,2013,61.771252,84.854248,70.771301
LUX-2014,LUX,2014,60.885242,84.555603,72.129761
LUX-2015,LUX,2015,62.254662,84.75782,71.802605
LUX-2016,LUX,2016,59.628651,85.733727,70.504211
LUX-2017,LUX,2017,60.378494,86.343361,74.798195
LUX-2018,LUX,2018,61.973526,85.655914,74.543434
LUX-2019,LUX,2019,61.634933,85.57299,74.739479
LUX-2020,LUX,2020,60.515766,84.958733,74.867989
LVA-1996,LVA,1996,38.830215,78.142929,65.561615
LVA-1997,LVA,1997,45.49308,79.3685,68.044472
LVA-1998,LVA,1998,43.742031,80.764458,68.919456
LVA-1999,LVA,1999,41.322517,79.607506,68.055473
LVA-2000,LVA,2000,40.365482,80.655174,66.858719
LVA-2001,LVA,2001,46.780468,83.193939,68.106636
LVA-2002,LVA,2002,47.951,82.150406,69.449982
LVA-2003,LVA,2003,48.767609,82.426674,71.106094
LVA-2004,LVA,2004,48.595268,83.318512,70.965172
LVA-2005,LVA,2005,50.311817,83.860184,71.775879
LVA-2006,LVA,2006,54.311527,86.618645,76.208176
LVA-2007,LVA,2007,59.257423,87.816917,77.503365
LVA-2008,LVA,2008,57.436234,87.447395,77.730194
LVA-2009,LVA,2009,48.141289,83.478912,68.214211
LVA-2010,LVA,2010,47.062054,80.679451,65.073006
LVA-2011,LVA,2011,48.480335,84.378738,66.800766
LVA-2012,LVA,2012,51.792015,86.206024,66.852325
LVA-2013,LVA,2013,50.888634,85.222244,69.669395
LVA-2014,LVA,2014,54.105034,84.241226,71.281395
LVA-2015,LVA,2015,56.425018,85.839233,71.82473
LVA-2016,LVA,2016,58.827591,87.164864,71.16552
LVA-2017,LVA,2017,61.445526,87.564568,72.896797
LVA-2018,LVA,2018,61.97654,89.074181,75.128372
LVA-2019,LVA,2019,64.924088,89.259491,75.146317
LVA-2020,LVA,2020,64.772354,86.765167,75.520607
MEX-1997,MEX,1997,61.777863,83.226189,70.118317
MEX-1998,MEX,1998,61.269238,83.236221,69.068527
MEX-1999,MEX,1999,61.402508,82.030434,69.139015
MEX-2000,MEX,2000,60.739941,82.487419,70.685654
MEX-2001,MEX,2001,60.503517,80.908279,69.786179
MEX-2002,MEX,2002,61.252419,80.90345,69.725899
MEX-2003,MEX,2003,60.856945,81.162903,69.545753
MEX-2004,MEX,2004,62.248329,81.407974,70.277008
MEX-2005,MEX,2005,62.575027,83.895065,71.375053
MEX-2006,MEX,2006,63.417961,84.162918,72.77153
MEX-2007,MEX,2007,63.406376,83.794365,72.979225
MEX-2008,MEX,2008,63.312962,83.712181,71.864571
MEX-2009,MEX,2009,62.741055,82.17099,71.282875
MEX-2010,MEX,2010,62.701584,80.97493,70.418137
MEX-2011,MEX,2011,63.173729,80.976349,70.628136
MEX-2012,MEX,2012,64.190819,81.134506,71.028786
MEX-2013,MEX,2013,64.121071,80.881035,71.181068
MEX-2014,MEX,2014,63.824726,80.170067,70.256165
MEX-2015,MEX,2015,64.448311,79.96048,70.387871
MEX-2016,MEX,2016,64.834747,79.805672,70.457092
MEX-2017,MEX,2017,64.624901,79.9673,70.602966
MEX-2018,MEX,2018,65.053772,79.689171,70.982323
MEX-2019,MEX,2019,65.604675,79.698318,71.533577
MEX-2020,MEX,2020,62.620499,76.335907,67.740982
NLD-1990,NLD,1990,49.316216,81.381577,72.482269
NLD-1991,NLD,1991,50.212406,84.629982,73.445946
NLD-1992,NLD,1992,50.884315,83.742691,73.642647
NLD-1994,NLD,1994,51.279762,81.879196,73.403923
NLD-1995,NLD,1995,52.101097,82.849464,73.99157
NLD-1998,NLD,1998,55.323254,85.355453,76.75351
NLD-2000,NLD,2000,57.559811,86.283089,79.44117
NLD-2001,NLD,2001,58.823528,86.321892,79.95182
NLD-2002,NLD,2002,60.720787,86.45549,79.815094
NLD-2003,NLD,2003,59.367641,85.877647,78.77803
NLD-2004,NLD,2004,59.393166,85.337799,77.917221
NLD-2005,NLD,2005,59.522655,85.622635,77.949867
NLD-2006,NLD,2006,60.575214,86.380783,79.137413
NLD-2007,NLD,2007,61.925087,87.731361,80.25045
NLD-2008,NLD,2008,63.663345,88.308357,81.469719
NLD-2009,NLD,2009,63.551643,88.052246,81.696083
NLD-2010,NLD,2010,61.14333,87.521606,80.0
NLD-2011,NLD,2011,61.978111,87.23703,80.067001
NLD-2012,NLD,2012,62.122772,87.643303,80.459259
NLD-2013,NLD,2013,60.723915,87.976959,78.212524
NLD-2014,NLD,2014,58.752262,87.658478,77.891937
NLD-2015,NLD,2015,59.960529,88.234077,78.223953
NLD-2016,NLD,2016,60.713444,88.424866,79.394432
NLD-2017,NLD,2017,61.267605,88.830811,80.105301
NLD-2018,NLD,2018,62.589851,89.607353,81.152107
NLD-2019,NLD,2019,63.329094,89.671005,82.317284
NLD-2020,NLD,2020,63.122547,89.500687,82.16227
NOR-1991,NOR,1991,62.255108,90.036217,79.68972
NOR-1992,NOR,1992,60.324474,88.898712,79.11924
NOR-1994,NOR,1994,60.275055,88.16993,79.315414
NOR-1995,NOR,1995,61.217556,88.897209,80.476761
NOR-2005,NOR,2005,64.231186,88.826958,82.418602
NOR-2006,NOR,2006,64.894447,89.100479,82.932518
NOR-2007,NOR,2007,66.168373,90.448486,83.985168
NOR-2008,NOR,2008,66.081871,90.516663,84.422836
NOR-2009,NOR,2009,65.403831,90.225235,83.138901
NOR-2010,NOR,2010,63.835957,90.421867,81.725609
NOR-2011,NOR,2011,67.977531,90.460526,81.65596
NOR-2012,NOR,2012,65.215553,90.263573,81.2173
NOR-2013,NOR,2013,62.270592,89.522369,81.792572
NOR-2014,NOR,2014,61.926231,89.883064,81.480118
NOR-2015,NOR,2015,61.012028,89.248413,80.516129
NOR-2016,NOR,2016,61.723858,88.750214,80.244171
NOR-2017,NOR,2017,61.126648,88.846283,79.68779
NOR-2018,NOR,2018,61.459454,89.05159,80.771706
NOR-2019,NOR,2019,61.543457,89.496017,80.785126
NOR-2020,NOR,2020,60.695248,89.16201,79.452942
NZL-1990,NZL,1990,61.354755,78.059586,75.055901
NZL-1991,NZL,1991,60.425709,80.108696,73.311836
NZL-1992,NZL,1992,59.50655,81.200104,73.091179
NZL-1994,NZL,1994,60.182285,82.677162,79.132454
NZL-1995,NZL,1995,63.217003,81.505806,81.755188
NZL-1997,NZL,1997,63.135017,82.370399,80.148605
NZL-1998,NZL,1998,62.429726,81.462387,79.085892
NZL-1999,NZL,1999,63.565891,81.896866,79.709686
NZL-2000,NZL,2000,64.795921,82.212578,80.012154
NZL-2001,NZL,2001,65.96241,83.60714,80.18084
NZL-2002,NZL,2002,67.086914,83.004349,81.208153
NZL-2003,NZL,2003,67.406067,82.737076,81.359337
NZL-2004,NZL,2004,68.893494,83.3955,82.676079
NZL-2005,NZL,2005,69.995422,84.097366,84.239845
NZL-2006,NZL,2006,70.357254,84.499748,84.23645
NZL-2007,NZL,2007,71.000168,83.715759,84.633499
NZL-2008,NZL,2008,70.518951,84.524803,83.333336
NZL-2009,NZL,2009,69.012177,83.979782,82.433228
NZL-2010,NZL,2010,68.435654,83.764519,82.047951
NZL-2011,NZL,2011,68.011421,84.363251,82.064568
NZL-2012,NZL,2012,68.280144,83.918861,81.329849
NZL-2013,NZL,2013,68.414581,85.759773,81.130272
NZL-2014,NZL,2014,70.867348,87.229301,80.34404
NZL-2015,NZL,2015,69.111115,87.458748,81.348915
NZL-2016,NZL,2016,71.655121,87.252823,82.106155
NZL-2017,NZL,2017,72.886696,88.607033,82.556374
NZL-2018,NZL,2018,72.096405,88.085152,83.478004
NZL-2019,NZL,2019,71.739586,88.311958,82.946716
NZL-2020,NZL,2020,70.753769,87.897606,81.819893
OAVG-1995,OAVG,1995,57.66068,83.528082,73.720149
OAVG-1997,OAVG,1997,,83.231458,
OAVG-1998,OAVG,1998,55.468965,83.411681,73.520446
OAVG-1999,OAVG,1999,55.154235,83.068562,73.364516
OAVG-2000,OAVG,2000,54.490719,83.646744,73.823776
OAVG-2001,OAVG,2001,55.638376,83.836471,74.053763
OAVG-2002,OAVG,2002,55.015654,83.446665,73.688995
OAVG-2003,OAVG,2003,56.193619,83.578273,74.125084
OAVG-2004,OAVG,2004,56.276657,83.528714,74.229786
OAVG-2005,OAVG,2005,56.290888,84.228368,74.662506
OAVG-2006,OAVG,2006,57.52231,84.754958,75.617145
OAVG-2007,OAVG,2007,57.969394,84.925167,76.046653
OAVG-2008,OAVG,2008,57.642614,84.82686,75.99793
OAVG-2009,OAVG,2009,55.464429,83.808446,73.690148
OAVG-2010,OAVG,2010,54.410024,83.20186,73.055891
OAVG-2011,OAVG,2011,54.55543,83.201661,73.146757
OAVG-2012,OAVG,2012,54.429122,83.270747,73.185935
OAVG-2013,OAVG,2013,54.494625,83.208864,72.92971
OAVG-2014,OAVG,2014,55.744686,83.366845,73.546634
OAVG-2015,OAVG,2015,56.254118,83.781566,74.083851
OAVG-2016,OAVG,2016,56.722147,84.241196,74.589964
OAVG-2017,OAVG,2017,57.920604,84.756621,75.282215
OAVG-2018,OAVG,2018,58.673499,85.214266,76.132164
OAVG-2019,OAVG,2019,58.89869,85.573694,76.53906
OAVG-2020,OAVG,2020,57.473597,84.551066,74.757155
POL-1995,POL,1995,50.019779,83.728279,69.609184
POL-1997,POL,1997,50.358292,86.779793,70.681732
POL-1998,POL,1998,49.118553,87.218933,71.073326
POL-1999,POL,1999,46.638458,86.386024,69.662834
POL-2000,POL,2000,42.803692,84.540634,66.600746
POL-2001,POL,2001,41.462479,84.055786,64.756905
POL-2002,POL,2002,39.140724,83.069984,62.463432
POL-2003,POL,2003,38.219894,82.609917,61.639824
POL-2004,POL,2004,37.475872,82.309235,61.340092
POL-2005,POL,2005,37.715935,82.685158,61.746391
POL-2006,POL,2006,38.645035,83.485062,62.862865
POL-2007,POL,2007,41.024372,84.472984,65.246109
POL-2008,POL,2008,42.95998,85.112686,67.046341
POL-2009,POL,2009,41.61322,85.27253,66.325768
POL-2010,POL,2010,39.91716,84.638252,65.431541
POL-2011,POL,2011,39.69817,84.630028,65.75071
POL-2012,POL,2012,39.762394,84.668037,65.389137
POL-2013,POL,2013,38.541565,84.817627,65.190437
POL-2014,POL,2014,39.246231,86.178291,66.174042
POL-2015,POL,2015,40.807873,87.108437,67.199577
POL-2016,POL,2016,40.736607,87.5,68.407211
POL-2017,POL,2017,41.831684,88.138359,69.591835
POL-2018,POL,2018,43.071896,88.777138,70.381065
POL-2019,POL,2019,44.955994,88.984108,70.704414
POL-2020,POL,2020,46.915874,89.090797,71.546059
PRT-1994,PRT,1994,67.286644,90.123001,79.081635
PRT-1995,PRT,1995,67.151115,89.020508,77.020638
PRT-1998,PRT,1998,71.552879,89.35424,80.055466
PRT-1999,PRT,1999,71.825294,89.957069,81.94001
PRT-2000,PRT,2000,72.816544,90.606468,83.253365
PRT-2001,PRT,2001,73.12545,90.815102,82.679092
PRT-2002,PRT,2002,72.964134,88.576721,82.237816
PRT-2003,PRT,2003,72.351944,87.495903,81.539589
PRT-2004,PRT,2004,71.897057,88.006653,80.341431
PRT-2005,PRT,2005,71.476646,87.309158,79.276749
PRT-2006,PRT,2006,71.702599,86.410294,80.208763
PRT-2007,PRT,2007,71.578384,85.943375,79.848381
PRT-2008,PRT,2008,71.708557,86.722115,80.559242
PRT-2009,PRT,2009,69.000137,86.702446,80.130646
PRT-2010,PRT,2010,68.210884,85.388908,79.903908
PRT-2011,PRT,2011,65.928818,83.354813,79.425568
PRT-2012,PRT,2012,63.18148,81.837296,76.003647
PRT-2013,PRT,2013,61.807949,80.21447,75.990891
PRT-2014,PRT,2014,60.243687,82.502396,77.216476
PRT-2015,PRT,2015,61.999107,83.632805,78.400528
PRT-2016,PRT,2016,63.326221,85.010117,79.159042
PRT-2017,PRT,2017,66.630455,86.72818,81.635704
PRT-2018,PRT,2018,68.628967,88.341423,83.510033
PRT-2019,PRT,2019,68.98822,88.488724,84.514481
PRT-2020,PRT,2020,68.479317,87.931183,81.548035
RUS-2010,RUS,2010,47.076336,82.339684,72.091026
RUS-2011,RUS,2011,47.778782,81.330803,71.508369
RUS-2012,RUS,2012,49.266563,81.969696,72.429832
RUS-2013,RUS,2013,48.961494,81.522202,71.482208
RUS-2014,RUS,2014,49.221684,81.687599,71.492508
RUS-2015,RUS,2015,50.487831,81.163437,71.393967
RUS-2016,RUS,2016,51.10561,81.307457,71.516251
RUS-2017,RUS,2017,53.587872,82.834412,72.559456
RUS-2018,RUS,2018,54.049,83.173508,73.475655
SVK-1997,SVK,1997,38.909092,89.756271,75.89325
SVK-1998,SVK,1998,37.372425,88.646912,75.052551
SVK-1999,SVK,1999,33.209339,87.01767,72.4674
SVK-2000,SVK,2000,30.857649,85.576256,70.631248
SVK-2001,SVK,2001,30.493593,86.673119,70.176605
SVK-2002,SVK,2002,28.188423,86.597939,70.455505
SVK-2003,SVK,2003,28.517904,87.093895,71.219193
SVK-2004,SVK,2004,26.595428,83.581184,70.273842
SVK-2005,SVK,2005,26.282099,84.022018,70.792473
SVK-2006,SVK,2006,28.927097,84.860603,71.914993
SVK-2007,SVK,2007,29.113235,84.211525,73.156708
SVK-2008,SVK,2008,32.313751,85.533531,74.797981
SVK-2009,SVK,2009,30.336721,83.17614,71.99398
SVK-2010,SVK,2010,29.686049,82.237434,69.939819
SVK-2011,SVK,2011,30.250757,81.513947,70.134682
SVK-2012,SVK,2012,30.708851,80.120392,70.252365
SVK-2013,SVK,2013,31.021057,79.461082,69.917427
SVK-2014,SVK,2014,32.682098,79.975822,71.11071
SVK-2015,SVK,2015,34.454655,80.276695,72.606094
SVK-2016,SVK,2016,37.67197,81.287842,74.301598
SVK-2017,SVK,2017,39.054001,82.043846,75.367386
SVK-2018,SVK,2018,38.262417,82.641022,76.875427
SVK-2019,SVK,2019,38.039867,83.84182,78.388824
SVK-2020,SVK,2020,36.489971,82.723694,76.962738
SVN-2000,SVN,2000,53.375412,86.084763,74.381706
SVN-2002,SVN,2002,55.630177,86.060104,73.967361
SVN-2003,SVN,2003,54.237309,86.073631,72.721985
SVN-2004,SVN,2004,55.915066,86.81031,74.362457
SVN-2005,SVN,2005,56.059303,86.963692,74.617165
SVN-2006,SVN,2006,55.910934,88.171173,74.127296
SVN-2007,SVN,2007,56.216133,87.654411,75.073624
SVN-2008,SVN,2008,54.957649,87.860756,76.442299
SVN-2009,SVN,2009,53.66087,88.38195,74.623276
SVN-2010,SVN,2010,51.082619,87.317764,72.956429
SVN-2011,SVN,2011,46.672646,86.415886,70.586128
SVN-2012,SVN,2012,47.193939,85.092415,70.693443
SVN-2013,SVN,2013,45.486839,83.792725,69.487602
SVN-2014,SVN,2014,48.500076,83.187988,69.481331
SVN-2015,SVN,2015,48.964321,84.415833,69.668999
SVN-2016,SVN,2016,46.098511,85.174232,71.045151
SVN-2017,SVN,2017,45.92458,86.597931,70.051704
SVN-2018,SVN,2018,51.293549,88.878952,75.877327
SVN-2019,SVN,2019,50.619339,90.312386,76.829208
SVN-2020,SVN,2020,48.289345,90.399612,75.705383
SWE-1991,SWE,1991,82.813217,94.205208,90.96048
SWE-1992,SWE,1992,82.206177,92.72493,89.030777
SWE-1994,SWE,1994,78.625412,89.169609,83.345406
SWE-1995,SWE,1995,77.65966,89.021278,83.510941
SWE-1997,SWE,1997,67.239891,85.04789,78.608177
SWE-1998,SWE,1998,66.406769,85.486671,79.315025
SWE-1999,SWE,1999,66.496071,85.57621,79.582031
SWE-2000,SWE,2000,67.982162,86.682968,81.66272
SWE-2001,SWE,2001,68.83709,86.905029,81.949066
SWE-2002,SWE,2002,68.156677,86.493332,81.7994
SWE-2003,SWE,2003,67.500145,85.805298,81.323128
SWE-2004,SWE,2004,66.981491,85.397186,80.710876
SWE-2005,SWE,2005,66.059357,87.30426,81.300262
SWE-2006,SWE,2006,66.803146,87.245148,81.922272
SWE-2007,SWE,2007,66.477089,88.542068,83.116371
SWE-2008,SWE,2008,66.195984,89.129097,83.259071
SWE-2009,SWE,2009,64.117371,88.029755,81.247665
SWE-2010,SWE,2010,63.234947,87.688011,81.079483
SWE-2011,SWE,2011,65.151428,88.672157,83.549904
SWE-2012,SWE,2012,63.973232,88.743256,82.57766
SWE-2013,SWE,2013,62.456749,89.16275,82.797676
SWE-2014,SWE,2014,65.859032,88.982208,84.670082
SWE-2015,SWE,2015,65.871948,89.265251,85.056427
SWE-2016,SWE,2016,65.907257,89.555557,85.286247
SWE-2017,SWE,2017,66.827072,89.491867,86.019341
SWE-2018,SWE,2018,67.272621,89.826408,86.612442
SWE-2019,SWE,2019,67.004105,90.267899,85.586319
SWE-2020,SWE,2020,63.205822,89.290382,85.081825
TUR-1991,TUR,1991,59.909107,86.973473,67.238937
TUR-1992,TUR,1992,55.321198,86.55246,69.74189
TUR-1994,TUR,1994,58.773392,85.289635,67.547173
TUR-1995,TUR,1995,64.003418,74.10321,63.24955
TUR-1997,TUR,1997,56.947479,81.67852,66.843376
TUR-1998,TUR,1998,57.359489,81.317764,65.989044
TUR-1999,TUR,1999,55.82996,78.97081,63.902779
TUR-2000,TUR,2000,53.073326,78.475754,64.027847
TUR-2001,TUR,2001,51.888775,78.274338,62.438179
TUR-2002,TUR,2002,50.454697,76.289063,61.782578
TUR-2003,TUR,2003,49.053696,74.85836,61.144146
TUR-2004,TUR,2004,47.68491,74.467293,60.263268
TUR-2005,TUR,2005,47.1721,75.22998,61.81818
TUR-2006,TUR,2006,47.254066,74.509804,61.458138
TUR-2007,TUR,2007,46.91069,74.605957,60.940033
TUR-2008,TUR,2008,46.742432,74.540611,60.786377
TUR-2009,TUR,2009,46.331066,73.554733,58.343277
TUR-2010,TUR,2010,48.504246,75.710953,60.0
TUR-2011,TUR,2011,50.718143,76.067108,61.747284
TUR-2012,TUR,2012,51.234703,76.171501,61.705452
TUR-2013,TUR,2013,51.228085,76.977776,61.685596
TUR-2014,TUR,2014,50.764965,76.13636,61.879513
TUR-2015,TUR,2015,50.911934,76.161552,62.070953
TUR-2016,TUR,2016,51.428822,75.003456,61.916084
