LocationTime,LOCATION,TIME,employment_val_MEN_PC_WKGPOP,employment_val_MEN_THND_PER,employment_val_TOT_PC_WKGPOP,employment_val_TOT_THND_PER,employment_val_WOMEN_PC_WKGPOP,employment_val_WOMEN_THND_PER
NZL-2006,NZL,2006,81.89894,1145.55,74.76456,2131.425,67.96008,985.875
NZL-2006-Q1,NZL,2006,82.02606,1137.0,74.86862,2120.0,68.0573,983.0
NZL-2006-Q2,NZL,2006,81.98765,1146.0,75.07358,2140.0,68.46777,994.0
NZL-2006-Q3,NZL,2006,81.79897,1148.0,74.7254,2133.0,67.97234,986.0
NZL-2006-Q4,NZL,2006,81.78506,1151.0,74.39295,2133.0,67.34103,982.0
NZL-2007,NZL,2007,81.95339,1160.425,75.10442,2167.75,68.58261,1007.275
NZL-2007-Q1,NZL,2007,81.95015,1157.0,75.03359,2158.0,68.45896,1002.0
NZL-2007-Q2,NZL,2007,81.81746,1159.0,75.15839,2169.0,68.81519,1010.0
NZL-2007-Q3,NZL,2007,82.21214,1166.0,74.92899,2165.0,67.98998,999.0
NZL-2007-Q4,NZL,2007,81.83485,1160.0,75.29481,2179.0,69.06879,1019.0
NZL-2008,NZL,2008,80.86999,1155.6,74.55002,2174.675,68.54349,1019.025
NZL-2008-Q1,NZL,2008,80.65073,1161.0,73.84116,2182.0,67.3779,1021.0
NZL-2008-Q2,NZL,2008,81.35527,1158.0,74.93809,2180.0,68.8428,1022.0
NZL-2008-Q3,NZL,2008,80.70322,1154.0,74.73737,2181.0,69.07253,1027.0
NZL-2008-Q4,NZL,2008,80.76601,1163.0,74.67499,2194.0,68.88355,1031.0
NZL-2009,NZL,2009,78.54099,1134.35,72.72729,2144.925,67.21089,1010.575
NZL-2009-Q1,NZL,2009,79.04091,1139.0,73.316,2154.0,67.88532,1015.0
NZL-2009-Q2,NZL,2009,79.40601,1146.0,73.19505,2155.0,67.29918,1009.0
NZL-2009-Q3,NZL,2009,77.79195,1124.0,72.22661,2135.0,66.94973,1011.0
NZL-2009-Q4,NZL,2009,77.93134,1129.0,72.17352,2137.0,66.71715,1007.0
NZL-2010,NZL,2010,78.10442,1142.25,72.10973,2153.725,66.43741,1011.5
NZL-2010-Q1,NZL,2010,77.76594,1136.0,72.08969,2144.0,66.69032,1008.0
NZL-2010-Q2,NZL,2010,78.06405,1137.0,72.11635,2148.0,66.50177,1011.0
NZL-2010-Q3,NZL,2010,78.59605,1153.0,72.21785,2166.0,66.17391,1013.0
NZL-2010-Q4,NZL,2010,77.99728,1144.0,72.02386,2158.0,66.37701,1014.0
NZL-2011,NZL,2011,78.13888,1154.475,72.40391,2184.75,66.98339,1030.3
NZL-2011-Q1,NZL,2011,78.17784,1151.0,72.41904,2177.0,66.96432,1026.0
NZL-2011-Q2,NZL,2011,78.11379,1153.0,72.48949,2186.0,67.1767,1033.0
NZL-2011-Q3,NZL,2011,78.30048,1159.0,72.32062,2188.0,66.66391,1029.0
NZL-2011-Q4,NZL,2011,77.95232,1155.0,72.3889,2189.0,67.12952,1033.0
NZL-2012,NZL,2012,77.27979,1147.025,71.85777,2179.925,66.73607,1032.9
NZL-2012-Q1,NZL,2012,78.133,1157.0,72.42731,2191.0,67.02744,1034.0
NZL-2012-Q2,NZL,2012,77.47839,1152.0,72.22466,2194.0,67.25917,1042.0
NZL-2012-Q3,NZL,2012,77.0732,1144.0,71.84541,2184.0,66.92476,1040.0
NZL-2012-Q4,NZL,2012,76.41866,1148.0,70.92556,2189.0,65.73866,1041.0
NZL-2013,NZL,2013,78.09898,1170.425,72.72184,2223.575,67.63854,1053.125
NZL-2013-Q1,NZL,2013,77.10124,1152.0,71.998,2193.0,67.16302,1041.0
NZL-2013-Q2,NZL,2013,77.82069,1159.0,72.3816,2205.0,67.25238,1046.0
NZL-2013-Q3,NZL,2013,78.46133,1178.0,72.99033,2238.0,67.83149,1060.0
NZL-2013-Q4,NZL,2013,78.99364,1193.0,73.50838,2258.0,68.31316,1065.0
NZL-2014,NZL,2014,79.6106,1219.15,74.17313,2308.375,68.98893,1089.2
NZL-2014-Q1,NZL,2014,79.29178,1203.0,73.96002,2281.0,68.90055,1078.0
NZL-2014-Q2,NZL,2014,79.79269,1215.0,73.91051,2291.0,68.3115,1076.0
NZL-2014-Q3,NZL,2014,79.52202,1222.0,74.08276,2315.0,68.89385,1093.0
NZL-2014-Q4,NZL,2014,79.84163,1237.0,74.74094,2346.0,69.85829,1110.0
NZL-2015,NZL,2015,79.55185,1254.775,74.24967,2368.575,69.1403,1113.825
NZL-2015-Q1,NZL,2015,80.14095,1250.0,74.83111,2364.0,69.74088,1115.0
NZL-2015-Q2,NZL,2015,79.8554,1255.0,74.41267,2367.0,69.17249,1112.0
NZL-2015-Q3,NZL,2015,78.96371,1249.0,73.63652,2356.0,68.50433,1107.0
NZL-2015-Q4,NZL,2015,79.25551,1265.0,74.12928,2387.0,69.16207,1122.0
NZL-2016,NZL,2016,80.67127,1317.075,75.57751,2482.675,70.61638,1165.575
NZL-2016-Q1,NZL,2016,79.60876,1279.0,74.59886,2417.0,69.74627,1139.0
NZL-2016-Q2,NZL,2016,80.68123,1313.0,75.60616,2480.0,70.66408,1167.0
NZL-2016-Q3,NZL,2016,80.99219,1333.0,75.74913,2503.0,70.63311,1171.0
NZL-2016-Q4,NZL,2016,81.39986,1343.0,76.35466,2530.0,71.42587,1186.0
NZL-2017,NZL,2017,81.90654,1376.975,76.91602,2586.4,72.02789,1209.45
NZL-2017-Q1,NZL,2017,81.86145,1365.0,76.69,2560.0,71.62284,1195.0
NZL-2017-Q2,NZL,2017,81.41459,1362.0,76.3263,2558.0,71.35648,1196.0
NZL-2017-Q3,NZL,2017,82.02157,1386.0,77.1104,2606.0,72.29007,1219.0
NZL-2017-Q4,NZL,2017,82.3261,1394.0,77.54211,2622.0,72.84101,1227.0
NZL-2018,NZL,2018,82.04249,1405.625,77.49548,2652.325,73.01157,1246.7
NZL-2018-Q1,NZL,2018,82.08636,1399.0,77.45117,2635.0,72.88466,1236.0
NZL-2018-Q2,NZL,2018,82.24397,1405.0,77.6339,2654.0,73.10004,1249.0
NZL-2018-Q3,NZL,2018,82.11285,1413.0,77.8759,2676.0,73.6867,1263.0
NZL-2018-Q4,NZL,2018,81.7182,1416.0,77.01521,2679.0,72.38116,1263.0
NZL-2019,NZL,2019,81.7939,1424.075,77.46133,2695.45,73.18036,1271.375
NZL-2019-Q1,NZL,2019,81.63789,1413.0,77.39948,2674.0,73.21211,1261.0
NZL-2019-Q2,NZL,2019,81.85854,1419.0,77.60556,2693.0,73.409,1274.0
NZL-2019-Q3,NZL,2019,81.90015,1427.0,77.49202,2703.0,73.13319,1276.0
NZL-2019-Q4,NZL,2019,81.77316,1437.0,77.35035,2712.0,72.97469,1275.0
NZL-2020,NZL,2020,81.46135,1450.8,76.78643,2729.875,72.15327,1279.05
NZL-2020-Q1,NZL,2020,82.35962,1454.0,77.72709,2743.0,73.15147,1289.0
NZL-2020-Q2,NZL,2020,81.55137,1454.0,76.84311,2737.0,72.18388,1283.0
NZL-2020-Q3,NZL,2020,80.80014,1445.0,76.06615,2713.0,71.37226,1268.0
NZL-2020-Q4,NZL,2020,81.15205,1451.0,76.50825,2727.0,71.90621,1276.0
OECD-2005-Q1,OECD,2005,,,64.97697,,,
OECD-2005-Q2,OECD,2005,,,65.07747,,,
OECD-2005-Q3,OECD,2005,,,65.28284,,,
OECD-2005-Q4,OECD,2005,,,65.36855,,,
OECD-2006-Q1,OECD,2006,,,65.55803,,,
OECD-2006-Q2,OECD,2006,,,65.74805,,,
OECD-2006-Q3,OECD,2006,,,65.91853,,,
OECD-2006-Q4,OECD,2006,,,66.08251,,,
OECD-2007,OECD,2007,75.82504,322888.6,66.26337,567938.1,56.89537,245054.4
OECD-2007-Q1,OECD,2007,75.72462,321610.0,66.13649,565189.4,56.73464,243583.7
OECD-2007-Q2,OECD,2007,75.89133,322674.1,66.2362,566975.5,56.78059,244311.5
OECD-2007-Q3,OECD,2007,75.82233,323114.4,66.26942,568533.1,56.91916,245425.4
OECD-2007-Q4,OECD,2007,75.84011,324171.3,66.40096,571138.8,57.14647,246971.2
OECD-2008,OECD,2008,75.46906,324202.2,66.21275,572123.3,57.13539,247925.9
OECD-2008-Q1,OECD,2008,75.84661,325111.5,66.46568,572842.1,57.26216,247734.3
OECD-2008-Q2,OECD,2008,75.77161,325084.7,66.42487,573266.9,57.2558,248193.0
OECD-2008-Q3,OECD,2008,75.46496,324465.4,66.19022,572621.3,57.10222,248165.9
OECD-2008-Q4,OECD,2008,74.74496,322154.6,65.74673,569862.2,56.91784,247701.7
OECD-2009,OECD,2009,72.74043,316475.8,64.43732,563177.6,56.28649,246708.1
OECD-2009-Q1,OECD,2009,73.39902,318453.3,64.82668,565220.6,56.41649,246770.4
OECD-2009-Q2,OECD,2009,72.74232,316385.3,64.43864,562733.8,56.27953,246368.8
OECD-2009-Q3,OECD,2009,72.45194,315537.8,64.27702,562262.3,56.24897,246727.9
OECD-2009-Q4,OECD,2009,72.32829,315568.5,64.19031,562596.3,56.20382,247026.4
OECD-2010,OECD,2010,72.50462,316961.1,64.30033,564592.6,56.24229,247644.3
OECD-2010-Q1,OECD,2010,72.27234,315067.3,64.17429,562074.9,56.22656,247011.0
OECD-2010-Q2,OECD,2010,72.53574,317078.2,64.32162,564534.8,56.25081,247483.2
OECD-2010-Q3,OECD,2010,72.62632,317839.5,64.40471,566028.9,56.32407,248209.1
OECD-2010-Q4,OECD,2010,72.5577,317870.6,64.28705,565795.5,56.16525,247927.9
OECD-2011,OECD,2011,72.9173,320631.3,64.66471,570661.3,56.55398,250029.8
OECD-2011-Q1,OECD,2011,72.8095,319574.9,64.53516,568306.4,56.39807,248728.5
OECD-2011-Q2,OECD,2011,72.89412,320286.8,64.64725,569828.4,56.5327,249554.9
OECD-2011-Q3,OECD,2011,72.90189,320880.8,64.66577,571077.4,56.56101,250203.3
OECD-2011-Q4,OECD,2011,73.01228,321809.9,64.79268,573520.4,56.72003,251702.8
OECD-2012,OECD,2012,73.07888,323324.7,64.91375,577225.8,56.91413,253905.8
OECD-2012-Q1,OECD,2012,72.92976,322269.4,64.74335,574817.9,56.71855,252545.1
OECD-2012-Q2,OECD,2012,73.10489,323257.0,64.94745,577172.6,56.95735,253935.6
OECD-2012-Q3,OECD,2012,73.12843,323785.2,64.97359,578230.4,56.97968,254455.5
OECD-2012-Q4,OECD,2012,73.12405,324008.1,64.97833,578735.9,56.99895,254727.3
OECD-2013,OECD,2013,73.1057,324922.1,65.11784,581520.0,57.29007,256603.1
OECD-2013-Q1,OECD,2013,72.91879,323744.8,64.89234,578684.5,57.02386,254939.1
OECD-2013-Q2,OECD,2013,73.08772,324780.3,65.09232,581143.3,57.25864,256382.7
OECD-2013-Q3,OECD,2013,73.107,325086.9,65.18222,582388.3,57.41341,257308.3
OECD-2013-Q4,OECD,2013,73.27986,326105.5,65.29096,583873.4,57.46053,257767.3
OECD-2014,OECD,2014,73.68803,329269.6,65.68324,589346.8,57.82927,260084.6
OECD-2014-Q1,OECD,2014,73.41653,327545.4,65.46067,586468.6,57.65485,258929.5
OECD-2014-Q2,OECD,2014,73.62107,328758.0,65.63214,588404.2,57.79142,259660.1
OECD-2014-Q3,OECD,2014,73.77859,329930.4,65.73307,590197.0,57.83695,260266.9
OECD-2014-Q4,OECD,2014,73.92126,330847.0,65.89882,592303.9,58.02824,261464.9
OECD-2015,OECD,2015,74.24908,333763.1,66.28265,598143.9,58.46337,264390.8
OECD-2015-Q1,OECD,2015,74.06709,332433.4,66.03786,595100.6,58.15623,262688.3
OECD-2015-Q2,OECD,2015,74.15999,333080.6,66.19835,596781.6,58.38517,263717.6
OECD-2015-Q3,OECD,2015,74.29504,334221.5,66.32711,599014.9,58.50802,264796.7
OECD-2015-Q4,OECD,2015,74.46139,335375.0,66.55978,601719.1,58.79871,266340.7
OECD-2016,OECD,2016,74.82346,338490.2,66.94323,607491.6,59.19717,269004.5
OECD-2016-Q1,OECD,2016,74.61575,337066.3,66.73354,604743.1,58.98913,267680.7
OECD-2016-Q2,OECD,2016,74.79675,338185.4,66.88317,606603.1,59.10238,268417.6
OECD-2016-Q3,OECD,2016,74.84109,338936.6,66.99938,608585.1,59.28812,269649.2
OECD-2016-Q4,OECD,2016,74.99313,339783.9,67.12545,610037.5,59.38873,270256.0
OECD-2017,OECD,2017,75.50504,342613.4,67.68941,615850.0,60.00104,273237.0
OECD-2017-Q1,OECD,2017,75.1405,340687.7,67.34782,612012.3,59.68093,271324.2
OECD-2017-Q2,OECD,2017,75.50196,342383.4,67.64696,615211.5,59.92319,272825.1
OECD-2017-Q3,OECD,2017,75.61543,343524.3,67.79206,617473.2,60.09429,273951.2
OECD-2017-Q4,OECD,2017,75.69965,343848.0,67.92021,618676.4,60.2672,274823.8
OECD-2018,OECD,2018,76.10612,347483.9,68.37341,625791.3,60.76051,278310.8
OECD-2018-Q1,OECD,2018,75.93318,346308.7,68.12772,622677.9,60.44199,276379.2
OECD-2018-Q2,OECD,2018,76.14828,347652.0,68.3819,625796.5,60.7354,278144.5
OECD-2018-Q3,OECD,2018,76.14938,347897.6,68.4442,626829.2,60.86261,278931.3
OECD-2018-Q4,OECD,2018,76.09868,348083.3,68.46055,627875.9,60.94182,279799.2
OECD-2019,OECD,2019,76.23476,349997.1,68.77734,632816.5,61.43134,282820.5
OECD-2019-Q1,OECD,2019,76.09081,348678.6,68.56504,629795.0,61.15348,281112.4
OECD-2019-Q2,OECD,2019,76.24478,349848.6,68.78239,632580.3,61.4347,282728.4
OECD-2019-Q3,OECD,2019,76.19393,350202.4,68.77827,633283.8,61.46934,283088.1
OECD-2019-Q4,OECD,2019,76.28562,351234.2,68.88255,635531.9,61.58926,284301.2
OECD-2020,OECD,2020,73.31558,338125.1,66.00873,610061.3,58.80215,271936.5
OECD-2020-Q1,OECD,2020,75.81979,349519.5,68.47366,632945.2,61.2367,283429.0
OECD-2020-Q2,OECD,2020,70.76675,325137.5,63.49629,585963.3,56.35125,260819.5
OECD-2020-Q3,OECD,2020,72.91953,336899.0,65.55585,606072.5,58.27538,269173.6
OECD-2020-Q4,OECD,2020,73.80877,340997.9,66.50861,615356.9,59.30771,274366.3
POL-1992,POL,1992,,8337.0,,,,6844.0
POL-1992-Q2,POL,1992,,,,15140.3,,
POL-1992-Q3,POL,1992,,,,14977.06,,
POL-1992-Q4,POL,1992,,,,15093.06,,
POL-1993,POL,1993,,8167.0,,14894.0,,6727.0
POL-1993-Q1,POL,1993,,,,15173.39,,
POL-1993-Q2,POL,1993,,,,14784.69,,
POL-1993-Q3,POL,1993,,,,14876.43,,
POL-1993-Q4,POL,1993,,,,14749.24,,
POL-1994,POL,1994,,8008.0,,14658.0,,6653.0
POL-1994-Q1,POL,1994,,,,14665.92,,
POL-1994-Q2,POL,1994,,,,14615.53,,
POL-1994-Q3,POL,1994,,,,14627.67,,
POL-1994-Q4,POL,1994,,,,14725.56,,
POL-1995,POL,1995,,8095.0,,14791.0,,6697.0
POL-1995-Q1,POL,1995,,,,14752.48,,
POL-1995-Q2,POL,1995,,,,14861.69,,
POL-1995-Q3,POL,1995,,,,14801.8,,
POL-1995-Q4,POL,1995,,,,14751.13,,
POL-1996,POL,1996,,8212.7,,14968.5,,6754.8
POL-1996-Q1,POL,1996,,,,14784.32,,
POL-1996-Q2,POL,1996,,,,14898.12,,
POL-1996-Q3,POL,1996,,,,15106.48,,
POL-1996-Q4,POL,1996,,,,15087.07,,
POL-1997,POL,1997,,8401.7,,15176.75,,6784.1
POL-1997-Q1,POL,1997,,,,15068.0,,
POL-1997-Q2,POL,1997,,,,15120.91,,
POL-1997-Q3,POL,1997,,,,15223.52,,
POL-1997-Q4,POL,1997,,,,15299.03,,
POL-1998,POL,1998,,8470.1,,,,6883.8
POL-1998-Q1,POL,1998,,,,15389.44,,
POL-1998-Q2,POL,1998,,,,15362.65,,
POL-1998-Q3,POL,1998,,,,15359.15,,
POL-1998-Q4,POL,1998,,,,15318.46,,
POL-1999,POL,1999,,8132.0,,,,6625.0
POL-1999-Q1,POL,1999,,,,15193.13,,
POL-1999-Q4,POL,1999,,,,14548.09,,
POL-2000,POL,2000,61.225,8003.775,54.975,14525.53,48.925,6521.75
POL-2000-Q1,POL,2000,61.4628,7999.196,55.40475,14552.77,49.48924,6553.57
POL-2000-Q2,POL,2000,61.39878,8016.588,55.13938,14543.11,49.03195,6526.525
POL-2000-Q3,POL,2000,61.10398,8005.294,54.82799,14518.66,48.70169,6513.369
POL-2000-Q4,POL,2000,60.9184,7994.022,54.60408,14488.16,48.44588,6494.137
POL-2001,POL,2001,59.15,7796.1,53.35,14205.6,47.7,6409.5
POL-2001-Q1,POL,2001,60.35294,7936.738,54.17782,14387.73,48.14919,6450.991
POL-2001-Q2,POL,2001,59.41413,7820.435,53.60994,14258.08,47.95105,6437.65
POL-2001-Q3,POL,2001,58.81647,7769.907,53.16905,14183.16,47.65698,6413.254
POL-2001-Q4,POL,2001,58.07981,7659.621,52.49646,13995.72,47.05204,6336.104
POL-2002,POL,2002,56.9,7528.675,51.475,13781.55,46.25,6252.85
POL-2002-Q1,POL,2002,57.58875,7607.984,52.04525,13925.58,46.64889,6317.602
POL-2002-Q2,POL,2002,57.15707,7547.323,51.63474,13809.85,46.25867,6262.524
POL-2002-Q3,POL,2002,56.61715,7509.881,51.23455,13728.77,45.96943,6218.889
POL-2002-Q4,POL,2002,56.2618,7451.013,51.05988,13663.4,45.97437,6212.386
POL-2003,POL,2003,56.475,7431.75,51.2,13616.22,46.0,6184.45
POL-2003-Q1,POL,2003,56.26942,7391.842,51.05812,13568.88,45.97469,6177.04
POL-2003-Q2,POL,2003,56.57043,7451.047,51.2817,13657.78,46.10672,6206.734
POL-2003-Q3,POL,2003,56.53492,7433.151,51.16547,13601.45,45.90804,6168.294
POL-2003-Q4,POL,2003,56.54945,7450.959,51.23969,13638.89,46.03524,6187.933
POL-2004,POL,2004,57.175,7564.2,51.65,13793.2,46.225,6228.975
POL-2004-Q1,POL,2004,56.75875,7479.649,51.40385,13698.23,46.16472,6218.577
POL-2004-Q2,POL,2004,56.94904,7529.565,51.47269,13731.82,46.09756,6202.253
POL-2004-Q3,POL,2004,57.04823,7554.33,51.62759,13801.05,46.31176,6246.721
POL-2004-Q4,POL,2004,58.00653,7694.756,52.11121,13944.3,46.33527,6249.549
POL-2005,POL,2005,58.85,7809.075,52.775,14115.45,46.8,6306.35
POL-2005-Q1,POL,2005,58.46532,7761.725,52.37425,14006.48,46.39479,6244.753
POL-2005-Q2,POL,2005,58.33659,7743.801,52.42052,14022.39,46.598,6278.59
POL-2005-Q3,POL,2005,59.20338,7844.076,53.00558,14163.85,46.92519,6319.774
POL-2005-Q4,POL,2005,59.41633,7887.299,53.3204,14269.58,47.34066,6382.283
POL-2006,POL,2006,60.875,8080.45,54.45,14593.4,48.2,6512.95
POL-2006-Q1,POL,2006,59.38731,7903.95,53.41032,14320.01,47.53801,6416.062
POL-2006-Q2,POL,2006,60.33152,8035.258,54.06461,14512.19,47.91887,6476.936
POL-2006-Q3,POL,2006,61.45392,8158.074,54.9022,14714.47,48.49284,6556.395
POL-2006-Q4,POL,2006,62.2502,8225.318,55.49374,14827.73,48.89273,6602.408
POL-2007,POL,2007,63.65,8402.8,57.025,15240.38,50.575,6837.525
POL-2007-Q1,POL,2007,62.82762,8339.044,56.15842,15045.49,49.62649,6706.444
POL-2007-Q2,POL,2007,63.54693,8387.559,56.87173,15196.12,50.37456,6808.561
POL-2007-Q3,POL,2007,63.6152,8384.886,57.16132,15263.31,50.88421,6878.42
POL-2007-Q4,POL,2007,64.58016,8500.212,57.90667,15456.89,51.42852,6956.675
POL-2008,POL,2008,66.3,8717.225,59.225,15799.42,52.375,7082.2
POL-2008-Q1,POL,2008,65.73151,8685.682,58.7517,15711.5,51.95367,7025.815
POL-2008-Q2,POL,2008,66.09583,8689.65,59.05636,15744.74,52.2273,7055.088
POL-2008-Q3,POL,2008,66.57467,8730.87,59.45158,15837.05,52.55589,7106.18
POL-2008-Q4,POL,2008,66.79826,8764.398,59.66581,15906.12,52.77089,7141.717
POL-2009,POL,2009,63.625,8721.575,57.175,15868.0,50.95,7146.45
POL-2009-Q1,POL,2009,63.73233,8764.254,57.03587,15898.6,50.53529,7134.349
POL-2009-Q2,POL,2009,63.46693,8724.075,56.94949,15853.63,50.61497,7129.557
POL-2009-Q3,POL,2009,63.66212,8717.381,57.19727,15861.51,50.9404,7144.125
POL-2009-Q4,POL,2009,63.58936,8680.59,57.51553,15858.36,51.61946,7177.768
POL-2010,POL,2010,62.95,8565.575,56.975,15472.83,51.075,6907.2
POL-2010-Q1,POL,2010,62.53356,8511.008,56.52474,15375.71,50.55317,6864.704
POL-2010-Q2,POL,2010,62.86164,8555.344,57.01631,15468.12,51.19039,6912.773
POL-2010-Q3,POL,2010,63.10806,8580.764,57.22256,15517.46,51.36375,6936.701
POL-2010-Q4,POL,2010,63.36005,8615.186,57.21898,15529.81,51.11824,6914.623
POL-2011,POL,2011,63.675,8648.025,57.45,15562.0,51.3,6914.0
POL-2011-Q1,POL,2011,63.29945,8623.912,57.1865,15551.17,51.10913,6927.263
POL-2011-Q2,POL,2011,63.6989,8652.065,57.46712,15563.17,51.27316,6911.107
POL-2011-Q3,POL,2011,63.79708,8657.773,57.5473,15554.75,51.31736,6896.979
POL-2011-Q4,POL,2011,63.88848,8658.349,57.66551,15579.0,51.47663,6920.651
POL-2012,POL,2012,64.15,8651.0,58.0,15590.58,51.925,6939.575
POL-2012-Q1,POL,2012,63.93515,8653.928,57.78719,15577.62,51.65694,6923.695
POL-2012-Q2,POL,2012,64.32226,8659.547,58.0598,15597.03,51.84109,6937.481
POL-2012-Q3,POL,2012,64.08102,8641.393,58.05128,15587.78,52.04169,6946.391
POL-2012-Q4,POL,2012,64.3293,8649.132,58.20794,15599.87,52.11874,6950.733
POL-2013,POL,2013,64.675,8641.15,58.425,15568.03,52.175,6926.9
POL-2013-Q1,POL,2013,64.27309,8630.85,57.88701,15471.38,51.51305,6840.536
POL-2013-Q2,POL,2013,64.60941,8640.326,58.19141,15543.14,51.81932,6902.816
POL-2013-Q3,POL,2013,64.76125,8638.611,58.58951,15597.15,52.4453,6958.54
POL-2013-Q4,POL,2013,65.00409,8654.813,58.96749,15660.52,52.94546,7005.708
POL-2014,POL,2014,66.45,8777.725,60.2,15861.53,54.0,7083.775
POL-2014-Q1,POL,2014,65.45094,8700.455,59.40377,15744.43,53.36471,7043.978
POL-2014-Q2,POL,2014,66.20629,8769.015,59.95281,15829.55,53.72364,7060.54
POL-2014-Q3,POL,2014,66.91599,8823.532,60.57409,15925.05,54.25693,7101.521
POL-2014-Q4,POL,2014,67.17506,8817.897,60.95465,15946.96,54.75023,7129.061
POL-2015,POL,2015,67.575,8866.4,61.6,16083.22,55.625,7216.825
POL-2015-Q1,POL,2015,67.14431,8838.887,61.07602,16009.15,55.01788,7170.261
POL-2015-Q2,POL,2015,67.1511,8822.713,61.23797,16025.09,55.33401,7202.377
POL-2015-Q3,POL,2015,67.73293,8880.305,61.78041,16113.66,55.84452,7233.357
POL-2015-Q4,POL,2015,68.30186,8923.694,62.31553,16185.0,56.34709,7261.305
POL-2016,POL,2016,69.625,8932.425,63.45,16196.1,57.35,7263.625
POL-2016-Q1,POL,2016,69.02198,8904.328,62.8671,16142.54,56.73553,7238.208
POL-2016-Q2,POL,2016,69.35508,8920.68,63.28609,16173.34,57.22374,7252.657
POL-2016-Q3,POL,2016,69.66248,8916.414,63.58146,16185.82,57.51155,7269.404
POL-2016-Q4,POL,2016,70.42502,8988.279,64.16191,16282.51,57.92357,7294.232
POL-2017,POL,2017,71.65,9065.175,65.25,16422.2,58.9,7357.05
POL-2017-Q1,POL,2017,70.92607,9044.418,64.71239,16380.71,58.50325,7336.288
POL-2017-Q2,POL,2017,71.46674,9064.952,65.22391,16431.01,58.97719,7366.061
POL-2017-Q3,POL,2017,72.00189,9086.312,65.51604,16434.78,59.03726,7348.469
POL-2017-Q4,POL,2017,72.21145,9065.019,65.63226,16442.4,59.09288,7377.382
POL-2018,POL,2018,72.975,9077.125,66.675,16484.05,60.35,7406.925
POL-2018-Q1,POL,2018,72.414,9075.435,66.07059,16480.61,59.73612,7405.172
POL-2018-Q2,POL,2018,73.11213,9096.474,66.85012,16504.23,60.5801,7407.76
POL-2018-Q3,POL,2018,73.1457,9070.96,66.9496,16495.58,60.74895,7424.625
POL-2018-Q4,POL,2018,73.2337,9065.633,66.71214,16455.78,60.22253,7390.144
POL-2019,POL,2019,74.35,9114.375,67.525,16460.53,60.725,7346.15
POL-2019-Q1,POL,2019,73.5175,9071.306,66.82902,16415.82,60.15518,7344.515
POL-2019-Q2,POL,2019,74.39986,9110.566,67.74119,16494.8,61.08073,7384.235
POL-2019-Q3,POL,2019,74.66833,9139.6,67.83849,16485.88,60.99953,7346.283
POL-2019-Q4,POL,2019,74.81268,9136.027,67.71777,16445.59,60.63053,7309.567
POL-2020,POL,2020,74.725,9112.15,67.8,16441.4,60.95,7329.3
POL-2020-Q1,POL,2020,74.7688,9154.599,67.71648,16501.67,60.69896,7347.071
POL-2020-Q2,POL,2020,74.29025,9086.608,67.28812,16340.46,60.27299,7253.856
POL-2020-Q3,POL,2020,74.71327,9096.052,67.88246,16414.48,61.03669,7318.427
POL-2020-Q4,POL,2020,75.10712,9111.342,68.43857,16509.19,61.75705,7397.846
PRT-1990,PRT,1990,,2681.0,,4658.0,,1977.0
PRT-1991,PRT,1991,,2579.0,,4568.0,,1989.0
PRT-1992,PRT,1992,,2510.2,,4498.1,,1987.9
PRT-1993,PRT,1993,,2449.6,,4418.2,,1968.6
PRT-1994,PRT,1994,,2437.2,,4408.9,,1971.7
PRT-1995,PRT,1995,,2414.7,,4381.6,,1966.9
PRT-1996,PRT,1996,,2424.7,,4409.1,,1984.4
PRT-1997,PRT,1997,,2459.7,,4491.0,,2031.3
PRT-1998,PRT,1998,75.875,2694.4,66.825,4847.875,58.225,2153.425
PRT-1998-Q1,PRT,1998,75.64265,2678.682,66.53934,4809.504,57.84046,2130.822
PRT-1998-Q2,PRT,1998,75.89414,2700.974,66.93438,4852.778,58.36135,2151.803
PRT-1998-Q3,PRT,1998,75.98322,2695.123,66.79893,4850.692,58.02777,2155.569
PRT-1998-Q4,PRT,1998,76.03734,2703.22,67.12978,4879.527,58.61739,2176.306
PRT-1999,PRT,1999,75.825,2714.75,67.525,4924.8,59.5,2210.05
PRT-1999-Q1,PRT,1999,75.94998,2707.864,67.3469,4897.453,59.10394,2189.588
PRT-1999-Q2,PRT,1999,75.57234,2705.657,67.31715,4909.602,59.39554,2203.944
PRT-1999-Q3,PRT,1999,75.85006,2718.266,67.60715,4938.919,59.70929,2220.653
PRT-1999-Q4,PRT,1999,75.98037,2728.413,67.77253,4955.827,59.90656,2227.414
PRT-2000,PRT,2000,76.55,2774.175,68.375,5039.975,60.525,2265.775
PRT-2000-Q1,PRT,2000,76.2315,2750.108,68.13086,4996.62,60.35144,2246.512
PRT-2000-Q2,PRT,2000,76.34095,2761.0,68.14333,5019.357,60.26144,2258.357
PRT-2000-Q3,PRT,2000,76.63976,2784.492,68.50874,5060.94,60.69637,2276.448
PRT-2000-Q4,PRT,2000,76.95091,2802.599,68.72691,5087.682,60.82316,2285.083
PRT-2001,PRT,2001,76.975,2815.825,69.0,5127.775,61.3,2311.95
PRT-2001-Q1,PRT,2001,76.94575,2811.286,68.96098,5111.146,61.26878,2299.86
PRT-2001-Q2,PRT,2001,76.96499,2810.823,68.8167,5116.515,60.9763,2305.692
PRT-2001-Q3,PRT,2001,76.90755,2816.402,68.97389,5127.88,61.32752,2311.479
